id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist
2524390355,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-03-25T12:31:02.380Z,2023-03-25T13:49:02Z,4122616209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122616203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4122616213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122616201,30,"czmpp6e2oo276u9prac16le51, 45bi84zkhqhvgs9v3rtgj06ol, 4zwebuh423xgcroy4rmd5r3rp, 89l4376fhyf32a6tdjou6zqw9, 3ypl97rrz80zb454kq039yuol, 3qnkvefimj0i4kl78jucipnf9, 6cs8qwc1exex8ik9w3nejnkyd, 6alny8atonddyhmltw3dgo1d5, a2x1f8erwcvv2thkwj6am62nd, 17zgb1iogatltsw1spnvyuuol, 6dmnxn0v7tcrwtd6hm2jaf6j9, 66cgzmlvygqqgb8vrv380c4bt, 7um4xb0p8zr4o11lsyd9n0hqt, 3dftc6lswgfgb4xoju4xb2xg5, 7lt5as8r1xms7ujjgt7pynl5, 8f64tianoo4mc7t1lyz6acqtx, aat1vixi4qu8bmxtw45maqytx, 6epceurq8iss0r3wkr93jyfah, 6975lpcesbmevhg0r4va7ias4, bbj1pmjfr5q4u99zyqpgmexas",4122616211,194,45bi84zkhqhvgs9v3rtgj06ol,4122616207,130,4,4122616205,59,"16, 3, 71, 21, 23, 32, 77, 15, 6, 11, 18, 1, 5, 7, 9, 10, 13, 20, 27, 29",4122689391,197,8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524390393,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-03-25T12:31:17.461Z,2023-03-25T13:37:39Z,4122616369,30,"6clgafy8vlbq6qw2ofptwkwd1, 7q0ltszzjzk7nlvvxjbagmggl, 72rc6zija9e9d4ggx884dq7dh, 3d6o80x3c0kq6t2dvxzqrt8t1, 3izcnjpqeumq1mjfy1osc3qhh, bqf3am2yut3ymts5kgvsrku7d, 2eg5q67ivbjr99ltdrvez9zbo, 27rdlepga8wdw4xj949y5vh05, 30mwaentr99qb99ce6y9o1p0p, 94161is0x6f3s9kyrm2cxjf85, axaxgyogf8yiz24u9mafg197t, 496otta0vz8p7eackdpfod68l, c5s6l4u9gjdv3ce5rc0we8sx6, 5pzwqucy2dh371u2uc8iugul1, 3myrbf50fefc98vkxh3ggw82x, bohrvdzf1oep0vhdmiz1rj2z9, 48rypey85a23z9ht4k5skw8b8, 56eun8e4lpn74l3fqhasn7fqi, a9piss5nrytn5tn83frlj02qd, b6e5e8znxa7u9qhtxtwflxgwl",4122616375,130,12,4122616377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122616381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122689493,197,8200,4122616379,194,3d6o80x3c0kq6t2dvxzqrt8t1,4122616373,59,"22, 25, 13, 19, 3, 17, 34, 5, 11, 33, 15, 2, 6, 7, 9, 12, 14, 18, 20, 29",4122616371,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404357,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-03-25T13:31:48.148Z,2023-03-25T13:36:08Z,4122685765,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404359,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-03-25T13:31:48.148Z,2023-03-25T13:35:59Z,4122685771,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404367,3,79,1,0,1,7w2y7s7q5r1h1flz9y4sj6xka,0,0,0,2023-03-25T13:31:49.485Z,2023-03-25T15:45:34Z,4122685805,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404687,3,43,1,4,9,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-03-25T13:35:58.114Z,2023-03-25T13:36:37Z,4122688517,144,49,,,,,,,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404675,4,79,1,4,14,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-03-25T13:36:03.100Z,2023-03-25T13:36:05Z,4122687953,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404713,4,49,1,4,16,ca8pjvyb7hgttr1dalj2nguum,1,38.5,15.1,2023-03-25T13:36:04.544Z,2023-03-25T15:45:27Z,4122688751,189,,,,,,,,,,,,,,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404739,5,1,1,4,20,ca8pjvyb7hgttr1dalj2nguum,1,9.8,58,2023-03-25T13:36:08.688Z,2023-03-25T13:36:11Z,4122688207,56,Back,4122688215,213,1.3,4122688209,140,14.9,4122688211,141,84.8,4122688213,212,19.0,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524404745,6,1,1,4,23,ca8pjvyb7hgttr1dalj2nguum,1,15.6,86.9,2023-03-25T13:36:11.216Z,2023-03-25T13:36:15Z,4122688233,56,Back,4122688239,212,24.0,4122688241,213,4.5,4122688237,141,52.7,4122688235,140,9.9,,,,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
