id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2499064641,126,49,1,14,15,acpt3r9i7hburdteruzc31u96,1,74.4,50.9,2023-01-21T11:45:21.474Z,2023-01-21T11:45:21Z,,,,,,,,,,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064649,127,1,1,14,15,acpt3r9i7hburdteruzc31u96,1,74.5,50.9,2023-01-21T11:45:21.650Z,2023-01-21T11:45:23Z,3986830255,212,7.6,3986830257,213,4.6,3986830253,141,39.8,3986830251,140,73.7,3986830249,56,Center,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064651,128,1,1,14,17,acpt3r9i7hburdteruzc31u96,0,74.3,40.1,2023-01-21T11:45:22.915Z,2023-01-21T11:45:23Z,3986830267,141,51.5,3986830265,140,89.1,3986830269,212,17.4,3986830263,56,Center,3986830271,213,0.5,3986830261,155,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064653,137,52,1,14,18,agjf3593kdfob1fl43rlt2b6c,1,5.7,50.7,2023-01-21T11:45:24.714Z,2023-01-21T11:45:24Z,,,,,,,,,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064715,138,80,1,14,31,agjf3593kdfob1fl43rlt2b6c,0,13.2,53.3,2023-01-21T11:45:37.242Z,2023-01-21T11:45:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064781,139,1,1,14,40,agjf3593kdfob1fl43rlt2b6c,0,16.4,61.2,2023-01-21T11:45:46.395Z,2023-01-21T11:45:51Z,3986830787,140,60.8,3986830785,56,Center,3986830795,1,,3986830789,141,71.4,3986830783,198,,3986830793,213,0.1,3986830781,157,,3986830791,212,47.1,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064783,129,1,1,14,45,acpt3r9i7hburdteruzc31u96,0,39.2,29.8,2023-01-21T11:45:51.266Z,2023-01-21T11:45:52Z,3986830801,140,38.0,3986830803,141,34.9,3986830797,3,,3986830807,213,1.9,3986830805,212,3.7,3986830799,56,Back,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064835,130,1,1,14,47,acpt3r9i7hburdteruzc31u96,0,31.7,44.6,2023-01-21T11:45:53.474Z,2023-01-21T11:46:02Z,3986831059,157,,3986831067,212,51.9,3986831065,141,14.7,3986831071,1,,3986831061,56,Right,3986831063,140,77.2,3986831069,213,5.9,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064807,140,1,1,14,48,agjf3593kdfob1fl43rlt2b6c,0,60.6,67.8,2023-01-21T11:45:53.866Z,2023-01-21T11:45:54Z,3986830899,140,66.2,3986830897,56,Center,3986830901,141,59.6,3986830895,3,,3986830905,213,5.5,3986830903,212,8.1,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064831,141,44,1,14,54,agjf3593kdfob1fl43rlt2b6c,1,24.8,82.1,2023-01-21T11:45:59.850Z,2023-01-21T11:46:02Z,3986831107,233,131,3986831043,285,,3986831041,56,Back,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064837,131,44,1,14,54,acpt3r9i7hburdteruzc31u96,0,75.2,17.9,2023-01-21T11:45:59.851Z,2023-01-21T11:46:02Z,3986831147,233,141,3986831077,286,,3986831075,56,Right,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064841,142,12,1,14,54,agjf3593kdfob1fl43rlt2b6c,1,26.8,78.4,2023-01-21T11:46:00.138Z,2023-01-21T11:46:05Z,3986831099,212,18.9,3986831097,141,100.0,3986831093,56,Back,3986831095,140,16.3,3986831101,213,2.2,3986831213,15,,3986831215,167,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064855,132,5,1,14,55,acpt3r9i7hburdteruzc31u96,1,84.6,-1.4,2023-01-21T11:46:01.452Z,2023-01-21T12:17:37Z,3986831181,56,Right,3986831183,347,,3986831209,233,143,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064843,143,5,1,14,55,agjf3593kdfob1fl43rlt2b6c,0,15.4,101.4,2023-01-21T11:46:01.452Z,2023-01-21T11:46:06Z,3986831105,347,,3986831103,56,Back,3986831217,233,132,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064875,133,1,1,14,59,acpt3r9i7hburdteruzc31u96,1,86,0,2023-01-21T11:46:04.898Z,2023-01-21T11:46:08Z,3986831271,107,,3986831279,212,18.6,3986831273,56,Center,3986831281,213,1.2,3986831275,140,91.8,3986831277,141,24.1,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064881,134,1,1,15,2,acpt3r9i7hburdteruzc31u96,0,91.8,24.1,2023-01-21T11:46:08.194Z,2023-01-21T11:46:48Z,3986831315,212,17.1,3986831317,213,1.6,3986831307,155,,3986831305,2,,3986831309,56,Center,3986831313,141,49.3,3986831311,140,92.1,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064895,144,1,1,15,3,agjf3593kdfob1fl43rlt2b6c,1,10.3,46,2023-01-21T11:46:09.178Z,2023-01-21T11:46:10Z,3986831371,3,,3986831379,212,15.7,3986831373,56,Back,3986831381,213,5.0,3986831375,140,14.0,3986831377,141,23.6,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064897,145,49,1,15,4,agjf3593kdfob1fl43rlt2b6c,1,14.3,23.3,2023-01-21T11:46:10.794Z,2023-01-21T11:46:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064933,146,50,1,15,10,agjf3593kdfob1fl43rlt2b6c,1,11.2,15.2,2023-01-21T11:46:16.378Z,2023-01-21T11:46:18Z,3986831571,285,,3986831633,233,135,3986831569,56,Back,,,,,,,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064939,135,7,1,15,10,acpt3r9i7hburdteruzc31u96,1,88.8,84.8,2023-01-21T11:46:16.379Z,2023-01-21T11:46:18Z,3986831595,56,Left,3986831597,286,,3986831613,233,146,,,,,,,,,,,,,,,,e14n0cktqewsx0a1q4kev326t,V. Vigilucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064941,136,49,1,15,12,acpt3r9i7hburdteruzc31u96,1,86,86.2,2023-01-21T11:46:17.907Z,2023-01-21T11:46:18Z,,,,,,,,,,,,,,,,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064951,137,1,1,15,12,acpt3r9i7hburdteruzc31u96,1,86,86.2,2023-01-21T11:46:18.066Z,2023-01-21T11:46:19Z,3986831643,212,11.0,3986831641,141,88.3,3986831637,56,Left,3986831645,213,0.1,3986831639,140,96.4,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064953,138,1,1,15,13,acpt3r9i7hburdteruzc31u96,0,96.5,88.3,2023-01-21T11:46:19.684Z,2023-01-21T11:46:23Z,3986831663,212,25.9,3986831655,155,,3986831707,233,147,3986831657,56,Center,3986831661,141,50.3,3986831665,213,4.7,3986831659,140,95.8,3986831653,2,,e14n0cktqewsx0a1q4kev326t,V. Vigilucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499064959,147,11,1,15,16,agjf3593kdfob1fl43rlt2b6c,1,3.5,46.1,2023-01-21T11:46:22.650Z,2023-01-21T11:46:23Z,3986831711,233,138,3986831683,56,Back,3986831685,88,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065013,148,1,1,15,21,agjf3593kdfob1fl43rlt2b6c,1,10.8,48.7,2023-01-21T11:46:26.938Z,2023-01-21T11:46:33Z,3986831967,140,15.9,3986831965,56,Back,3986831963,123,,3986831973,213,5.1,3986831969,141,31.2,3986831971,212,13.0,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065027,149,1,1,15,27,agjf3593kdfob1fl43rlt2b6c,1,21.4,21.2,2023-01-21T11:46:33.690Z,2023-01-21T11:46:36Z,3986832065,212,9.2,3986832061,141,15.3,3986832055,56,Back,3986832069,213,3.6,3986832057,140,13.5,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065037,150,1,1,15,30,agjf3593kdfob1fl43rlt2b6c,1,14.1,15.3,2023-01-21T11:46:36.026Z,2023-01-21T11:46:37Z,3986832121,56,Back,3986832129,213,1.0,3986832123,140,21.3,3986832127,212,13.5,3986832125,141,31.8,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065051,151,1,1,15,31,agjf3593kdfob1fl43rlt2b6c,1,21.3,31.8,2023-01-21T11:46:37.594Z,2023-01-21T11:46:41Z,3986832213,141,16.4,3986832217,213,4.0,3986832209,56,Back,3986832215,212,13.7,3986832211,140,12.9,,,,,,,,,,4jwotvqswss201ptdipai5rkl,D. Čonč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065079,152,1,1,15,35,agjf3593kdfob1fl43rlt2b6c,1,15.1,27,2023-01-21T11:46:40.953Z,2023-01-21T11:46:45Z,3986832325,56,Back,3986832331,212,25.0,3986832327,140,18.3,3986832329,141,63.4,3986832333,213,1.4,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065087,153,1,1,15,39,agjf3593kdfob1fl43rlt2b6c,1,25,71.7,2023-01-21T11:46:45.674Z,2023-01-21T11:46:47Z,3986832371,140,39.2,3986832369,56,Back,3986832373,141,97.7,3986832375,212,23.1,3986832377,213,0.9,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065103,154,1,1,15,41,agjf3593kdfob1fl43rlt2b6c,1,39.2,97.7,2023-01-21T11:46:47.242Z,2023-01-21T11:46:49Z,3986832443,213,6.2,3986832437,140,46.1,3986832435,56,Back,3986832439,141,96.8,3986832441,212,7.3,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065105,155,1,1,15,43,agjf3593kdfob1fl43rlt2b6c,0,46.1,96.8,2023-01-21T11:46:49.081Z,2023-01-21T11:46:50Z,3986832447,56,Back,3986832449,140,44.3,3986832451,141,91.4,3986832455,213,4.2,3986832453,212,4.1,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065117,139,49,1,15,45,acpt3r9i7hburdteruzc31u96,1,51.4,12.9,2023-01-21T11:46:51.282Z,2023-01-21T11:46:51Z,,,,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065125,140,1,1,15,45,acpt3r9i7hburdteruzc31u96,1,51.4,12.9,2023-01-21T11:46:51.586Z,2023-01-21T11:46:52Z,3986832569,141,25.3,3986832573,213,1.5,3986832571,212,8.5,3986832565,56,Center,3986832567,140,52.3,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065133,141,1,1,15,46,acpt3r9i7hburdteruzc31u96,1,53,29.7,2023-01-21T11:46:52.482Z,2023-01-21T11:46:54Z,3986832595,141,37.4,3986832597,212,7.6,3986832593,140,47.7,3986832599,213,2.4,3986832591,56,Back,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065145,142,1,1,15,48,acpt3r9i7hburdteruzc31u96,1,53.2,36.1,2023-01-21T11:46:53.874Z,2023-01-21T11:46:57Z,3986832669,213,5.7,3986832663,140,64.0,3986832661,56,Center,3986832667,212,13.3,3986832665,141,25.9,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065169,143,1,1,15,51,acpt3r9i7hburdteruzc31u96,1,65.5,16.7,2023-01-21T11:46:57.410Z,2023-01-21T11:47:01Z,3986832833,213,5.7,3986832829,141,6.1,3986832827,140,75.0,3986832831,212,12.3,3986832825,56,Right,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065175,144,1,1,15,55,acpt3r9i7hburdteruzc31u96,1,70,5.2,2023-01-21T11:47:01.537Z,2023-01-21T11:47:03Z,3986832865,141,4.7,3986832867,212,9.9,3986832869,213,3.2,3986832863,140,60.6,3986832861,56,Right,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065205,145,1,1,15,57,acpt3r9i7hburdteruzc31u96,1,61.2,6.1,2023-01-21T11:47:03.394Z,2023-01-21T11:47:07Z,3986833049,212,13.5,3986833051,213,2.2,3986833045,140,53.4,3986833043,56,Center,3986833047,141,21.8,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065223,146,1,1,16,1,acpt3r9i7hburdteruzc31u96,1,52.5,33.9,2023-01-21T11:47:07.346Z,2023-01-21T11:47:12Z,3986833121,56,Back,3986833129,213,2.1,3986833123,140,43.3,3986833127,212,19.8,3986833125,141,59.3,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065239,147,1,1,16,6,acpt3r9i7hburdteruzc31u96,1,44.8,53.9,2023-01-21T11:47:12.177Z,2023-01-21T11:47:15Z,3986833211,140,43.6,3986833217,213,4.6,3986833213,141,29.5,3986833209,56,Back,3986833215,212,16.6,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065257,148,1,1,16,9,acpt3r9i7hburdteruzc31u96,1,44.8,34.6,2023-01-21T11:47:14.882Z,2023-01-21T11:47:18Z,3986833299,141,66.4,3986833291,56,Back,3986833305,213,1.8,3986833295,140,39.8,3986833303,212,22.3,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065285,149,1,1,16,12,acpt3r9i7hburdteruzc31u96,1,39.5,63,2023-01-21T11:47:18.769Z,2023-01-21T11:47:24Z,3986833419,212,24.1,3986833415,140,46.5,3986833421,213,5.0,3986833413,56,Back,3986833417,141,29.2,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065295,150,1,1,16,18,acpt3r9i7hburdteruzc31u96,0,60.4,15.3,2023-01-21T11:47:23.944Z,2023-01-21T12:17:30Z,3986833747,286,,3986833467,212,1.4,3986833465,141,13.4,3986833461,56,Right,3986833743,233,156,3986833463,140,60.8,3986833741,236,,3986833469,213,5.0,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065291,156,74,1,16,18,agjf3593kdfob1fl43rlt2b6c,1,37.8,89.9,2023-01-21T11:47:23.945Z,2023-01-21T11:47:35Z,3986833749,233,150,3986833447,285,,3986833445,56,Back,,,,,,,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065299,157,49,1,16,18,agjf3593kdfob1fl43rlt2b6c,1,38.9,89.9,2023-01-21T11:47:24.633Z,2023-01-21T11:47:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065327,158,1,1,16,25,agjf3593kdfob1fl43rlt2b6c,0,65.6,86.3,2023-01-21T11:47:31.161Z,2023-01-21T11:47:31Z,3986833593,140,68.7,3986833597,212,3.4,3986833595,141,84.7,3986833599,213,6.0,3986833591,56,Left,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065333,151,61,1,16,26,acpt3r9i7hburdteruzc31u96,1,28.8,22.7,2023-01-21T11:47:32.769Z,2023-01-21T11:47:32Z,3986833617,56,Back,,,,,,,,,,,,,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065359,152,49,1,16,29,acpt3r9i7hburdteruzc31u96,1,29.2,28.3,2023-01-21T11:47:35.090Z,2023-01-21T11:47:35Z,,,,,,,,,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065369,153,1,1,16,29,acpt3r9i7hburdteruzc31u96,1,29.2,28.9,2023-01-21T11:47:35.329Z,2023-01-21T11:47:36Z,3986833761,140,29.8,3986833759,56,Back,3986833767,213,1.5,3986833763,141,46.3,3986833765,212,11.8,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065395,154,1,1,16,30,acpt3r9i7hburdteruzc31u96,1,29.8,46.3,2023-01-21T11:47:36.290Z,2023-01-21T11:47:41Z,3986833915,213,0.9,3986833907,56,Back,3986833911,141,66.1,3986833909,140,39.4,3986833913,212,16.8,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065407,155,1,1,16,35,acpt3r9i7hburdteruzc31u96,1,48.2,51.8,2023-01-21T11:47:41.330Z,2023-01-21T11:47:42Z,3986833955,140,43.2,3986833957,141,53.3,3986833961,213,2.9,3986833959,212,5.3,3986833953,56,Back,,,,,,,,,,e14n0cktqewsx0a1q4kev326t,V. Vigilucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065421,156,1,1,16,36,acpt3r9i7hburdteruzc31u96,1,43.2,53.3,2023-01-21T11:47:42.434Z,2023-01-21T11:47:46Z,3986834037,140,46.2,3986834035,56,Back,3986834041,212,22.1,3986834039,141,85.4,3986834043,213,1.4,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065433,157,1,1,16,40,acpt3r9i7hburdteruzc31u96,1,46.4,85.6,2023-01-21T11:47:46.418Z,2023-01-21T11:47:48Z,3986834095,213,3.9,3986834087,56,Back,3986834089,140,39.2,3986834093,212,10.9,3986834091,141,74.1,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065445,158,1,1,16,42,acpt3r9i7hburdteruzc31u96,1,37.2,72.1,2023-01-21T11:47:48.082Z,2023-01-21T11:47:50Z,3986834171,213,4.4,3986834163,56,Back,3986834169,212,12.6,3986834167,141,54.2,3986834165,140,34.0,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065465,159,1,1,16,44,acpt3r9i7hburdteruzc31u96,1,35,51.3,2023-01-21T11:47:50.242Z,2023-01-21T11:47:53Z,3986834281,141,19.2,3986834283,212,22.6,3986834277,56,Back,3986834285,213,5.0,3986834279,140,40.6,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065479,160,1,1,16,48,acpt3r9i7hburdteruzc31u96,1,43.4,33.9,2023-01-21T11:47:53.890Z,2023-01-21T11:47:56Z,3986834345,140,38.7,3986834347,141,60.3,3986834343,56,Back,3986834351,213,1.8,3986834349,212,18.6,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065501,161,1,1,16,51,acpt3r9i7hburdteruzc31u96,1,37.7,55.4,2023-01-21T11:47:56.866Z,2023-01-21T11:48:00Z,3986834461,141,41.0,3986834457,56,Back,3986834463,212,15.5,3986834465,213,3.8,3986834459,140,26.2,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065521,162,1,1,16,54,acpt3r9i7hburdteruzc31u96,1,26.7,38.3,2023-01-21T11:48:00.402Z,2023-01-21T11:48:03Z,3986834553,212,22.0,3986834551,141,9.8,3986834549,140,36.7,3986834555,213,5.2,3986834547,56,Back,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065553,163,1,1,16,58,acpt3r9i7hburdteruzc31u96,1,37.5,17.1,2023-01-21T11:48:04.481Z,2023-01-21T11:48:09Z,3986834671,212,23.5,3986834673,213,2.1,3986834669,141,47.5,3986834667,140,26.8,3986834665,56,Back,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065563,164,1,1,17,3,acpt3r9i7hburdteruzc31u96,1,31.5,47.6,2023-01-21T11:48:09.794Z,2023-01-21T11:48:12Z,3986834729,212,27.1,3986834723,56,Back,3986834727,141,12.6,3986834725,140,43.8,3986834731,213,5.2,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065633,165,2,1,17,8,acpt3r9i7hburdteruzc31u96,1,43.8,12.6,2023-01-21T11:48:14.643Z,2023-01-21T11:48:21Z,3986835021,1,,3986835019,7,yobsx8qzjrdt67z3vbzygd79,3986835025,140,79.1,3986835023,56,Center,3986835027,141,24.0,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065619,159,55,1,17,8,agjf3593kdfob1fl43rlt2b6c,1,12.9,88.9,2023-01-21T11:48:14.644Z,2023-01-21T12:17:24Z,,,,,,,,,,,,,,,,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065715,160,1,1,17,42,agjf3593kdfob1fl43rlt2b6c,0,13.5,84.4,2023-01-21T11:48:48.249Z,2023-01-21T11:48:52Z,3986835487,241,,3986835497,213,6.2,3986835495,212,52.2,3986835485,157,,3986835493,141,79.0,3986835483,5,,3986835489,56,Left,3986835499,1,,1hvfc11oxddf7hxxks4skxw45,K. Odden,3986835491,140,,,,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,
2499065733,166,1,1,17,47,acpt3r9i7hburdteruzc31u96,1,41.3,20.4,2023-01-21T11:48:53.026Z,2023-01-21T11:48:54Z,3986835603,213,0.2,3986835595,56,Back,3986835593,3,,3986835597,140,44.1,3986835601,212,3.0,3986835599,141,21.5,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065737,167,1,1,17,48,acpt3r9i7hburdteruzc31u96,1,41.6,22.1,2023-01-21T11:48:54.242Z,2023-01-21T11:48:55Z,3986835611,3,,3986835613,56,Back,3986835619,212,13.2,3986835621,213,5.1,3986835617,141,4.3,3986835615,140,46.7,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065739,168,49,1,17,49,acpt3r9i7hburdteruzc31u96,1,46.7,4.3,2023-01-21T11:48:55.522Z,2023-01-21T11:48:55Z,,,,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065765,169,1,1,17,57,acpt3r9i7hburdteruzc31u96,1,79.5,3.1,2023-01-21T11:49:03.073Z,2023-01-21T11:49:05Z,3986835741,56,Right,3986835749,213,3.1,3986835743,140,70.4,3986835747,212,9.6,3986835745,141,3.5,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
