id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,assist
2478592861,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-10-29T11:48:21.325Z,2022-10-29T12:33:50Z,3878989887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878989885,130,4,3878989881,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3878989889,194,72rc6zija9e9d4ggx884dq7dh,3878989879,30,"6clgafy8vlbq6qw2ofptwkwd1, 496otta0vz8p7eackdpfod68l, 72rc6zija9e9d4ggx884dq7dh, c5s6l4u9gjdv3ce5rc0we8sx6, 3izcnjpqeumq1mjfy1osc3qhh, b6e5e8znxa7u9qhtxtwflxgwl, 3xk25f9db4datnc3pzfb8e85x, a9piss5nrytn5tn83frlj02qd, 94161is0x6f3s9kyrm2cxjf85, 56eun8e4lpn74l3fqhasn7fqi, 5pzwqucy2dh371u2uc8iugul1, 27rdlepga8wdw4xj949y5vh05, 1ql4mxhyvvp14meu36zbu0es5, 3myrbf50fefc98vkxh3ggw82x, bohrvdzf1oep0vhdmiz1rj2z9, 48rypey85a23z9ht4k5skw8b8, bqf3am2yut3ymts5kgvsrku7d, 3d6o80x3c0kq6t2dvxzqrt8t1, 2eg5q67ivbjr99ltdrvez9zbo, wfje6qr76i6p8bf1n5e2zspg",3878989883,59,"22, 2, 13, 6, 3, 29, 27, 20, 33, 18, 7, 5, 8, 9, 12, 14, 17, 19, 34, 35",3878989891,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879175253,197,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478595941,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-10-29T11:53:45.138Z,2022-10-29T12:45:10Z,3879005593,194,72mtf2acxf523gwm13zq5jvth,3879005589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879005585,59,"12, 13, 11, 2, 32, 23, 15, 20, 9, 7, 5, 1, 6, 18, 22, 24, 27, 28, 29, 33",3879005581,30,"ax9lyewa6alv4v3btpwlm4pn9, 72mtf2acxf523gwm13zq5jvth, 47n7enqd3bfy0gawlth0a4mhh, f98n454u9g97ngyluh0rd4ut, 19cmbo4cc9cgh10wgotg3s0k5, 8z970w0wmh524aliuxnze5l91, 4ghj3cp5v817497z1l8k1vw0l, 978grivb05fx65k9zg3g0czxl, e0254ysu7nwqiuku9szuf9wph, 5et546tgrpw51ep3kfbzdyx1x, du2oxcctxwk3tpg0imbctjcut, e4svndmjv164s2xdigdit1uc5, 7ba612p8pdv2fhz19u32js251, 28y2auuxfuxvvbbds3bwtlskp, 2nqlq23w7g732ttrbnt2u2s4p, 2z008gb9mq9bxpdopnss9ezv8, 5x729t5j2ldmq4fmlgj1my191, 3vmdapg97uxbs6dq8vyzuq51w, 5dnoofqsczzkdqrdmj661d239, a2b4op7l073rehwbpbfy0sis4",3879005587,130,12,3879175081,197,8198,3879005595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879005583,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478631863,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-10-29T12:32:11.851Z,2022-10-29T12:32:12Z,3879190699,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478631865,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-10-29T12:32:11.851Z,2022-10-29T12:32:14Z,3879190701,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478631871,3,1,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,49.9,50.1,2022-10-29T12:32:11.993Z,2022-10-29T13:18:04Z,3879190735,140,38.5,3879190731,56,Back,3879190743,213,3.2,3879190739,141,49.3,3879190741,212,12.0,3879190745,279,S,,,,,,,94161is0x6f3s9kyrm2cxjf85,A. Nchout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478631955,4,1,1,0,3,ca8pjvyb7hgttr1dalj2nguum,1,32,48.8,2022-10-29T12:32:15.348Z,2022-10-29T13:18:01Z,3879191107,213,2.2,3879191101,140,24.7,3879191105,212,13.8,3879191103,141,65.7,3879191099,56,Back,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478632021,5,1,1,0,5,ca8pjvyb7hgttr1dalj2nguum,1,24.7,62.7,2022-10-29T12:32:17.667Z,2022-10-29T12:32:20Z,3879191387,212,18.4,3879191385,141,35.7,3879191381,56,Back,3879191383,140,26.3,3879191389,213,4.8,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478632147,6,1,1,0,8,ca8pjvyb7hgttr1dalj2nguum,1,25.4,36.3,2022-10-29T12:32:20.420Z,2022-10-29T12:32:42Z,3879192021,212,21.9,3879192015,56,Back,3879192017,140,26.5,3879192019,141,68.4,3879192023,213,1.5,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478632181,7,1,1,0,14,ca8pjvyb7hgttr1dalj2nguum,1,29.1,69.1,2022-10-29T12:32:25.875Z,2022-10-29T12:32:44Z,3879192193,140,27.9,3879192191,56,Back,3879192195,141,36.0,3879192197,212,22.5,3879192199,213,4.7,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478632317,8,1,1,0,18,ca8pjvyb7hgttr1dalj2nguum,0,34.1,22.8,2022-10-29T12:32:30.324Z,2022-10-29T12:32:36Z,3879192937,141,3.5,3879192943,1,,3879192931,155,,3879192935,140,100.0,3879192939,212,71.9,3879192941,213,6.1,3879192933,56,Right,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
