id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value
2499086267,1,34,16,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2023-01-21T12:57:20.708Z,2023-01-21T14:03:43Z,3986944785,194,ae23upd2mq9lzptqvyydvfsh5,3986944771,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986944773,59,"12, 20, 2, 4, 85, 32, 8, 15, 26, 27, 6, 1, 3, 10, 14, 23, 33, 73, 77, 78",3986944777,130,12,3986944769,30,"bzctf3ho6wtxhmemreonkho7p, b8g6l2yrz5zkx0z4cwqbtrm96, 9ihxuqs1v194z96ytkbr6tot1, duqwuxyvts7b8y171m2zjgfe1, ae23upd2mq9lzptqvyydvfsh5, eb8kdhe0pwhhpvpfdmrlqqjth, ynp4teryxz8qxmby29s1muhh, 8kyz2zkpdn0wdf1ybpmgd2ay1, 8m1zaxpia31zue120389es72t, 6c4yw57zmdchgqhb4uaybmklx, 8xmxzyft6jgirmjmtokysv9at, 1q1rzbagz0tikytlgql4667oq, 8hrg2luo5rmy9njl7a5xd6oyd, 8vylda616yxfy53t66o4ua162, 83r004trb4tc212ar0des32ay, 34wzrwrb4kbwo1iudvi32t9sl, bs7324p1bdh7ggv14x3f2x4ut, 7znpe1zzdhv7izxm0m0c2a6eh, 7uj1fxna6f1mtu0r4c3x5seeh, 28egj5kbmudnzoospmg1kqrkk",3987052029,197,8196,3986944791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986944781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499089181,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-01-21T13:03:05.775Z,2023-01-21T13:58:04Z,3986960433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986960431,194,72a3aetghls98os7onhc60vdh,3986960423,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986960421,30,"dib3fbzymcfivscevdlqks89h, 1rsv7xi31ffxqpjeaw76t1n8p, adixpvw9dh994g3pcxqp4aimt, 1kmq43pxjjjacnrmcsw2dka1h, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, 79abiotlhtb5edjedx8oqjysp, 4zr1u1gdqagr6e53pnyruywut, e0sh07t0vl714r690gtghfnbp, cosxbigh37xkponybzlgrg0dl, botcpxadt5i04s4p8prbd3dyi, 18ufr5nlyfnnzzbzmqo9ynis5, italh6z4wnf7982z2k4f2uj8, e4i408ibyt4r0n7znz46qllka, cnvii81lylt9gcn9iox9lkvdh, 7n5xycobojwgk6bq50o4ix0wl, 1d0us90tod393omtmaft90b11, 6mvj0jfbicvwt296r6wuqajca, 2va4upf5w45brysw8q9w22gkq, 3ym9jjnellqfvf2lg88vi0atx",3987048225,197,8189,3986960425,59,"24, 7, 27, 8, 5, 34, 88, 87, 15, 10, 21, 1, 2, 4, 6, 11, 16, 17, 19, 55",3986960429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986960427,130,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107287,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-01-21T13:30:59.125Z,2023-01-21T13:31:04Z,3987058179,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107237,2,32,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2023-01-21T13:30:59.125Z,2023-01-21T13:30:59Z,3987057909,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107323,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,50.1,50,2023-01-21T13:30:59.225Z,2023-01-21T13:31:06Z,3987058377,141,23.0,3987058375,140,30.1,3987058379,212,27.9,3987058381,213,3.9,3987058385,279,S,3987058373,56,Back,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107343,4,1,1,0,7,p2dsrpus5eckpz2h16svaour,1,30.1,23,2023-01-21T13:31:06.634Z,2023-01-21T13:31:09Z,3987058477,141,4.3,3987058475,140,44.1,3987058479,212,19.4,3987058481,213,5.6,3987058473,56,Back,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107353,5,1,1,0,9,p2dsrpus5eckpz2h16svaour,0,44.7,4.6,2023-01-21T13:31:08.955Z,2023-01-21T13:31:09Z,3987058527,141,8.2,3987058525,140,66.0,3987058529,212,22.5,3987058523,56,Right,3987058521,155,,3987058531,213,0.1,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107347,3,8,1,0,10,7jaarwfaeewpo3vnfvhc2c665,1,33.3,92,2023-01-21T13:31:09.212Z,2023-01-21T13:31:09Z,3987058489,56,Back,,,,,,,,,,,,,,,,,,,,,,eb8kdhe0pwhhpvpfdmrlqqjth,T. Dongus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107431,4,4,1,0,15,7jaarwfaeewpo3vnfvhc2c665,1,60.2,92.6,2023-01-21T13:31:14.730Z,2023-01-21T13:31:17Z,3987058941,13,,3987058943,56,Left,3987058961,233,6,3987058947,265,,3987058945,152,,3987058949,286,,,,,,,,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499107415,6,4,1,0,15,p2dsrpus5eckpz2h16svaour,0,39.8,7.4,2023-01-21T13:31:14.731Z,2023-01-21T14:32:33Z,3987058857,265,,3987058859,285,,3987058855,152,,3987058997,233,4,3987058853,56,Back,3987058851,13,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
