id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2461847055,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-09-18T11:53:49.051Z,2022-09-18T12:33:07Z,3790026989,194,9nc4igej6cflyxrihy20zd045,3790204431,197,14248,3790026981,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790026985,130,4,3790026987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790026979,30,"69ewfo1qoyc0xhk227754o9h, bimp62qt9yetz1mwz1z18ri7d, 69ij8unhyklcdc4d11u02v6y, 7asw3c7rhaqrmnc4kk7q0hp0p, 6vvrp3ijlo76d0oolobx1hgwl, 9nc4igej6cflyxrihy20zd045, dlk4qvpj8rn8jy2efhu4xn3yt, 3ycwiqwexrq74zjs6l2rj0dsl, 2kxbr1qwr4soew1kopzx7rswk, d154hxm83w5x1m0ht905cgpg5, b80b2mxpxjcboqc81evm6oa2, 6a4e840hagvde76wq00oitboq, dcabal76i5wlct77xl6jkyfv9, 6f4viy7wqtr4zcgtdxa5884id, 6l457lm38yflk2l01ho3kk48a, c9y25sxg24aripna871g8x9g4, 5snw4b4ndo6hus8hpxq9q19lh, 7q2zs9kmolc8ivuz368gvsatx, e3mdwwn8drb7hsscyvj4u8pre, 8wpwcph0wu2wnqlvy52phewh5",3790026983,59,"12, 6, 8, 18, 27, 24, 16, 21, 19, 58, 9, 1, 2, 3, 5, 11, 14, 20, 23, 77",3790026991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461847123,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-18T11:53:57.146Z,2022-09-18T13:01:30Z,3790204113,194,horxq0sb7c6929i7mc6ctuqd,3790027403,30,"ej5p7l0mua55bqhzjbybejwet, s7husj5h842pazt5crezfbe2, 23l4wxjftfctry8qgxh71zhm1, 4hr92u2mkgds9ojm844xgag9h, 9nj8et8a0rk6ay19vk84uawh5, 9m7xcfi5h3tshdrsckkausm39, 4xzg2jjtxvjoic1c8ohzsumdx, cv7zl2omdyscmzg77ac8nic45, horxq0sb7c6929i7mc6ctuqd, cbozn7nychmtwwwkrxae2ga21, eamiu4oem93j41zqdsv9uk4b9, 20pat26jlgjcvstrte9jbltrd, 4jwotvqswss201ptdipai5rkl, 1hvfc11oxddf7hxxks4skxw45, cczk9xb3xmteym84wujrwt0yc, c8v0somzpm3hv3vvg4t85hjl6, efjrhuhhm4zy4vrzekxlu4h9m, 9q6mpd436ukjidbbj6onmti0a, 6e1lpunbwloydldryrn6q3iz9, 6bxufdsghl0f3r4jilcbo26eh",3790027413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790027411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790027407,59,"1, 67, 22, 21, 44, 5, 8, 10, 27, 29, 20, 2, 7, 12, 13, 14, 15, 19, 23, 24",3790027405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790204115,197,12023,3790027409,130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883199,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-09-18T12:36:34.944Z,2022-09-18T12:36:36Z,3790221795,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883181,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-18T12:36:34.944Z,2022-09-18T12:36:35Z,3790221713,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883235,3,1,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,49.9,50,2022-09-18T12:36:35.044Z,2022-09-18T12:36:37Z,3790221983,279,S,3790221981,213,3.6,3790221979,212,15.8,3790221977,141,39.4,3790221975,140,36.5,3790221971,56,Back,,,,,,,cbozn7nychmtwwwkrxae2ga21,K. Gago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883277,4,1,1,0,2,agjf3593kdfob1fl43rlt2b6c,1,36.5,39.4,2022-09-18T12:36:37.781Z,2022-09-18T12:36:40Z,3790222209,213,3.7,3790222199,140,24.2,3790222205,212,15.0,3790222201,141,28.3,3790222197,56,Back,,,,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883355,5,1,1,0,5,agjf3593kdfob1fl43rlt2b6c,1,21.5,24.7,2022-09-18T12:36:40.374Z,2022-09-18T12:36:43Z,3790222561,213,0.2,3790222557,141,29.2,3790222555,140,33.7,3790222553,56,Back,3790222559,212,13.2,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883435,6,1,1,0,8,agjf3593kdfob1fl43rlt2b6c,1,33.5,30,2022-09-18T12:36:43.365Z,2022-09-18T12:36:46Z,3790222955,141,34.0,3790222961,213,2.9,3790222953,140,23.5,3790222949,56,Back,3790222959,212,10.8,,,,,,,,,,cv7zl2omdyscmzg77ac8nic45,Y. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883453,7,1,1,0,11,agjf3593kdfob1fl43rlt2b6c,0,34.4,24.6,2022-09-18T12:36:46.709Z,2022-09-18T12:36:49Z,3790223055,213,5.7,3790223235,286,,3790223231,233,3,3790223229,236,,3790223041,140,39.7,3790223045,141,19.7,3790223049,212,6.5,3790223037,56,Back,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461883479,3,74,1,0,11,8gw3pgcd0doivaul55q8na9lg,1,60.1,80.8,2022-09-18T12:36:46.710Z,2022-09-18T12:38:27Z,3790223175,285,,3790223243,233,7,3790223173,56,Left,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
