id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value
2452641303,14,10,1,0,56,agjf3593kdfob1fl43rlt2b6c,1,0.9,54.5,2022-08-28T18:32:32.247Z,2022-08-28T18:32:52Z,3741071251,56,Back,3741071249,182,,3741071883,233,10,3741071245,176,,3741071685,179,,,,,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641301,13,52,1,0,58,agjf3593kdfob1fl43rlt2b6c,1,1.5,55.7,2022-08-28T18:32:34.213Z,2022-08-28T18:32:35Z,,,,,,,,,,,,,,,,,,,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641393,15,80,1,1,12,agjf3593kdfob1fl43rlt2b6c,0,14.9,45.4,2022-08-28T18:32:48.587Z,2022-08-28T18:32:48Z,,,,,,,,,,,,,,,,,,,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641413,16,1,1,1,16,agjf3593kdfob1fl43rlt2b6c,0,20.7,34,2022-08-28T18:32:52.139Z,2022-08-28T18:32:55Z,3741071907,213,0.1,3741071899,56,Center,3741071903,141,41.6,3741071939,1,,3741071905,212,38.5,3741071901,140,57.0,3741071897,155,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641447,11,1,1,1,22,7jaarwfaeewpo3vnfvhc2c665,1,34.4,63.9,2022-08-28T18:32:57.900Z,2022-08-28T18:37:49Z,3741072949,210,13,3741072089,3,,3741072097,212,17.2,3741072093,140,50.7,3741072095,141,67.0,3741072091,56,Center,3741072099,213,0.1,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2452643507,59,1,1,1,22,7jaarwfaeewpo3vnfvhc2c665,1,54.3,68.4,2022-08-28T18:32:58.601Z,2022-08-28T18:37:05Z,3741083653,3,,3741083663,212,15.2,3741083657,140,65.5,3741083665,213,5.6,3741083661,141,54.3,3741083655,56,Center,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641451,12,49,1,1,24,7jaarwfaeewpo3vnfvhc2c665,1,50.5,67.3,2022-08-28T18:33:00.107Z,2022-08-28T18:33:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7dy7sy437pa1h4a6whsw7jnit,G. Moraca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641453,17,8,1,1,25,agjf3593kdfob1fl43rlt2b6c,1,38.1,39.8,2022-08-28T18:33:00.763Z,2022-08-28T18:33:14Z,3741072129,56,Back,,,,,,,,,,,,,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641507,14,13,1,1,29,7jaarwfaeewpo3vnfvhc2c665,1,73.3,47,2022-08-28T18:33:04.628Z,2022-08-28T18:37:50Z,3741072413,18,,3741072981,103,51.4,3741072569,20,,3741072415,56,Center,3741072971,81,,3741072993,231,49.5,3741072989,230,98.9,3741072973,29,,7dy7sy437pa1h4a6whsw7jnit,G. Moraca,3741072975,55,11,3741072411,22,3741072983,215,3741072979,102,,40.7,,,,,,,,,,,,,,,,,,
2452641505,13,5,1,1,29,7jaarwfaeewpo3vnfvhc2c665,0,101.1,42,2022-08-28T18:33:04.878Z,2022-08-28T18:53:26Z,3741072401,56,Center,3741072403,346,,3741072453,233,18,,,,,,,,,,,,,,,,7dy7sy437pa1h4a6whsw7jnit,G. Moraca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641485,18,5,1,1,29,agjf3593kdfob1fl43rlt2b6c,1,-1.1,58,2022-08-28T18:33:04.878Z,2022-08-28T18:33:07Z,3741072439,233,13,3741072295,346,,3741072293,56,Back,,,,,,,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641687,19,1,1,1,54,agjf3593kdfob1fl43rlt2b6c,0,5.2,60.5,2022-08-28T18:33:29.980Z,2022-08-28T18:33:33Z,3741073497,56,Back,3741073509,74,,3741073501,141,84.2,3741073495,124,,3741073503,212,41.8,3741073505,213,0.4,3741073499,140,41.9,3741073507,1,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641699,15,49,1,1,59,7jaarwfaeewpo3vnfvhc2c665,1,60.8,29.1,2022-08-28T18:33:35.501Z,2022-08-28T18:33:35Z,,,,,,,,,,,,,,,,,,,,,,,,,ynp4teryxz8qxmby29s1muhh,G. Pondini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641715,16,1,1,2,0,7jaarwfaeewpo3vnfvhc2c665,1,60.8,29.1,2022-08-28T18:33:35.884Z,2022-08-28T18:33:37Z,3741073657,141,28.8,3741073653,56,Center,3741073661,213,6.3,3741073655,140,73.9,3741073659,212,13.8,,,,,,,,,,ynp4teryxz8qxmby29s1muhh,G. Pondini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641729,17,1,1,2,1,7jaarwfaeewpo3vnfvhc2c665,1,73.9,28.8,2022-08-28T18:33:37.340Z,2022-08-28T18:33:38Z,3741073735,212,14.3,3741073737,213,4.4,3741073729,56,Right,3741073733,141,8.9,3741073731,140,69.5,,,,,,,,,,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641739,18,1,1,2,2,7jaarwfaeewpo3vnfvhc2c665,0,69.1,8.9,2022-08-28T18:33:38.524Z,2022-08-28T18:33:40Z,3741073809,140,85.0,3741073815,213,0.2,3741073807,56,Right,3741073811,141,14.0,3741073813,212,17.1,,,,,,,,,,ynp4teryxz8qxmby29s1muhh,G. Pondini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641737,20,1,1,2,3,agjf3593kdfob1fl43rlt2b6c,0,19.3,89.1,2022-08-28T18:33:39.308Z,2022-08-28T18:33:46Z,3741073799,141,89.9,3741073805,1,,3741073801,212,2.4,3741073795,56,Back,3741073793,157,,3741073803,213,0.2,3741073797,140,21.5,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641779,19,61,1,2,4,7jaarwfaeewpo3vnfvhc2c665,1,79.2,7,2022-08-28T18:33:40.422Z,2022-08-28T18:44:24Z,3741074015,56,Right,,,,,,,,,,,,,,,,,,,,,,90hq4z2yaqtm03zefavqmf46h,A. Bragonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641787,20,5,1,2,5,7jaarwfaeewpo3vnfvhc2c665,0,81.2,-1.4,2022-08-28T18:33:41.276Z,2022-08-28T18:53:26Z,3741074095,233,21,3741074051,56,Right,3741074053,347,,,,,,,,,,,,,,,,,90hq4z2yaqtm03zefavqmf46h,A. Bragonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641791,21,5,1,2,5,agjf3593kdfob1fl43rlt2b6c,1,18.8,101.4,2022-08-28T18:33:41.276Z,2022-08-28T18:33:46Z,3741074061,56,Back,3741074063,347,,3741074083,233,20,,,,,,,,,,,,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641845,22,1,1,2,13,agjf3593kdfob1fl43rlt2b6c,1,20.9,100,2022-08-28T18:33:49.181Z,2022-08-28T18:33:51Z,3741074307,212,10.1,3741074299,107,,3741074303,140,14.8,3741074305,141,89.9,3741074309,213,4.0,3741074301,56,Back,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641877,23,1,1,2,15,agjf3593kdfob1fl43rlt2b6c,1,15.3,90,2022-08-28T18:33:51.453Z,2022-08-28T18:33:55Z,3741074511,155,,3741074519,212,33.1,3741074515,140,46.5,3741074523,1,,3741074513,56,Back,3741074517,141,83.0,3741074521,213,6.1,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641883,24,1,1,2,19,agjf3593kdfob1fl43rlt2b6c,1,46.5,83,2022-08-28T18:33:54.861Z,2022-08-28T18:33:59Z,3741074561,141,85.6,3741074555,56,Left,3741074559,140,58.7,3741074551,168,,3741074565,213,0.1,3741074563,212,12.9,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641901,25,1,1,2,20,agjf3593kdfob1fl43rlt2b6c,0,58.7,85.6,2022-08-28T18:33:56.492Z,2022-08-28T18:33:57Z,3741074633,212,11.0,3741074631,141,69.7,3741074629,140,60.8,3741074627,56,Center,3741074635,213,4.9,3741074625,3,,,,,,,,cbozn7nychmtwwwkrxae2ga21,K. Gago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641939,21,1,1,2,24,7jaarwfaeewpo3vnfvhc2c665,1,27.9,44.8,2022-08-28T18:33:59.964Z,2022-08-28T18:34:01Z,3741074803,212,16.8,3741074797,56,Back,3741074801,141,50.9,3741074799,140,12.4,3741074805,213,2.9,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641943,22,49,1,2,25,7jaarwfaeewpo3vnfvhc2c665,1,12.4,50.9,2022-08-28T18:34:01.597Z,2022-08-28T18:34:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452641973,23,1,1,2,28,7jaarwfaeewpo3vnfvhc2c665,0,13,50.6,2022-08-28T18:34:04.541Z,2022-08-28T18:34:05Z,3741074965,155,,3741074977,1,,3741074969,140,45.1,3741074973,212,41.4,3741074975,213,0.6,3741074967,56,Back,3741074971,141,86.0,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642011,26,1,1,2,31,agjf3593kdfob1fl43rlt2b6c,0,55.6,22.8,2022-08-28T18:34:06.669Z,2022-08-28T18:34:10Z,3741075149,140,72.1,3741075153,212,21.2,3741075151,141,4.9,3741075155,213,5.7,3741075145,157,,3741075157,1,,3741075147,56,Right,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642003,24,1,1,2,32,7jaarwfaeewpo3vnfvhc2c665,0,23.8,91.2,2022-08-28T18:34:08.606Z,2022-08-28T18:34:09Z,3741075123,141,100.0,3741075119,56,Back,3741075127,213,0.9,3741075117,3,,3741075121,140,29.0,3741075125,212,9.1,,,,,,,9ihxuqs1v194z96ytkbr6tot1,D. Philtjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642005,25,5,1,2,33,7jaarwfaeewpo3vnfvhc2c665,0,28.6,101.8,2022-08-28T18:34:09.102Z,2022-08-28T18:34:17Z,3741075135,347,,3741075133,56,Back,3741075531,233,27,,,,,,,,,,,,,,,,9ihxuqs1v194z96ytkbr6tot1,D. Philtjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642061,27,5,1,2,33,agjf3593kdfob1fl43rlt2b6c,1,71.4,-1.8,2022-08-28T18:34:09.102Z,2022-08-28T18:53:27Z,3741075523,233,25,3741075453,347,,3741075451,56,Right,,,,,,,,,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642113,28,1,1,2,41,agjf3593kdfob1fl43rlt2b6c,1,71.9,0,2022-08-28T18:34:17.165Z,2022-08-28T18:34:20Z,3741075747,213,0.9,3741075739,56,Right,3741075745,212,10.8,3741075743,141,11.0,3741075741,140,78.1,3741075737,107,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642115,29,50,1,2,44,agjf3593kdfob1fl43rlt2b6c,1,78.2,8.6,2022-08-28T18:34:20.334Z,2022-08-28T18:34:22Z,3741075847,233,26,3741075757,56,Right,3741075759,286,,,,,,,,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642129,26,7,1,2,44,7jaarwfaeewpo3vnfvhc2c665,1,21.8,91.4,2022-08-28T18:34:20.335Z,2022-08-28T18:34:22Z,3741075825,285,,3741075843,233,29,3741075821,167,,3741075823,56,Back,,,,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642133,27,5,1,2,45,7jaarwfaeewpo3vnfvhc2c665,0,21,101.2,2022-08-28T18:34:20.925Z,2022-08-28T18:53:27Z,3741075839,56,Back,3741075841,347,,3741076027,233,30,,,,,,,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642159,30,5,1,2,45,agjf3593kdfob1fl43rlt2b6c,1,79,-1.2,2022-08-28T18:34:20.925Z,2022-08-28T18:34:26Z,3741076009,233,27,3741075979,347,,3741075977,56,Right,,,,,,,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642177,31,1,1,2,50,agjf3593kdfob1fl43rlt2b6c,1,81.3,0,2022-08-28T18:34:26.589Z,2022-08-28T18:34:29Z,3741076085,140,93.6,3741076089,212,13.9,3741076081,107,,3741076091,213,0.4,3741076087,141,5.6,3741076083,56,Right,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452642185,32,61,1,2,53,agjf3593kdfob1fl43rlt2b6c,0,92.9,5.3,2022-08-28T18:34:29.037Z,2022-08-28T18:35:09Z,3741076115,56,Right,,,,,,,,,,,,,,,,,,,,,,cv7zl2omdyscmzg77ac8nic45,Y. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
