id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/20/value
2542997383,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-05-03T15:01:20.475Z,2023-05-03T16:05:31Z,4247065237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247065239,194,4x1tm440b5cshi5gxkx5k9m95,4247065231,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247065235,130,4,4247065233,59,"30, 6, 97, 42, 4, 93, 16, 32, 77, 28, 22, 1, 9, 11, 13, 14, 17, 18, 21, 29, 31, 84",4247065229,30,"3nfxhugbxid6o0r92txslivh1, bkz9b4cqf8f970myv8r49f561, 90pjbz2aq8vz4qapqu1yt2ynd, 4x1tm440b5cshi5gxkx5k9m95, 9h01w81t6g5f5owrtipn9ybpx, 8mlps3xgwbxa7svajxfk2exud, dd7i0ps16hldpriliccyvxct0, d9sakxlp96siw0z1jltszdlgp, cv8wgka2bmkeqajg3eo9lb4k5, 9ik51limpi4f3blp1r60hb27d, cntcffa67r95rbcf1154r92zu, 3iveuhunq47tg8lg0lm3d31sl, 46yp8iqh0qm7i75d98tfrsbxm, 6gjr3yxp34gj52xx8xfm9nt91, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, a9jc36ub52lh0jgq2ya56wyui, 9tsvcw4xthhtoqgdowmhef7bp, 9t753r5hnyq6qe5o7csuurw15, 6e4y15kfry8fzixh99zpala6t, a6jwnrv86cly1ti085c9dnn6c, e3o8o5b5sxbjd2s17w14rmga",4247065241,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247175349,197,16613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542997971,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-05-03T15:03:34.176Z,2023-05-03T16:04:46Z,4247068681,194,3nnjep6bxxb6xwhanvqvjt39x,4247178403,197,16867,4247068673,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247068675,59,"1, 2, 17, 6, 19, 3, 44, 20, 9, 22, 32, 5, 7, 10, 11, 12, 14, 15, 18, 23, 24, 30, 36, 43",4247068683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247068677,130,16,4247068679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247068671,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 9pe3yqjsmcjtxdx7bdne3d4ut, 555z9bynvux7oruirg67r8i51, 8yv9xuzriaecvvssfm8dlmz85, 3nnjep6bxxb6xwhanvqvjt39x, d196vatyvq6ycn1q7d477d2i1, 418gw0hpjoy8dt0ywaxjgm5pm, bjob8tftnxojnytcj7juo0ga2, 3ua8gs8tzx1dkdi9z88kjk9nt, 7glxasv2ed6ey82dknto1y66t, apdtqouzo9b02ozdxk8mx4zbp, ahz2npxe4geixkaz25f2pc82d, c6nl81c1q4unq5js94s6s942x, f482w50k80zbyb2ykh84yijf9, pconfrmsdy9aikioqz9s9lg5, 2raf0uw5y2kajde0v60l4g1qt, 35r56n0i4sbdh7n5arbt7db6d, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, 3o573dblmfc1o3wkkt2nva8k5, 9p621hq50jdkujzy4309sagkq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017871,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-05-03T16:00:19.960Z,2023-05-03T16:00:23Z,4247181025,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017863,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-05-03T16:00:19.960Z,2023-05-04T01:31:54Z,4247181001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017893,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,50.1,50.1,2023-05-03T16:00:20.088Z,2023-05-04T02:01:23Z,4248740489,178,,4247181131,212,12.8,4247181139,279,S,4247181125,56,Back,4247181135,213,3.2,4247181129,141,49.5,4247181127,140,37.9,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017897,4,1,1,0,2,bqbbqm98ud8obe45ds9ohgyrd,1,36.9,44.8,2023-05-03T16:00:22.110Z,2023-05-04T02:01:27Z,4247181149,56,Back,4247181153,141,30.3,4248740633,178,,4247181155,212,10.0,4247181157,213,4.9,4247181151,140,38.6,,,,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017905,5,1,1,0,3,bqbbqm98ud8obe45ds9ohgyrd,1,41.6,24.8,2023-05-03T16:00:23.809Z,2023-05-04T02:01:56Z,4247181221,212,15.3,4248741245,178,,4247181215,56,Back,4247181223,213,5.2,4247181217,140,48.2,4247181219,141,4.7,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017927,6,1,1,0,6,bqbbqm98ud8obe45ds9ohgyrd,1,48.2,5.5,2023-05-03T16:00:26.268Z,2023-05-04T02:02:00Z,4247181319,56,Back,4247181323,141,21.0,4247181325,212,16.3,4248741351,178,,4247181327,213,2.4,4247181321,140,36.3,,,,,,,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017963,7,1,1,0,9,bqbbqm98ud8obe45ds9ohgyrd,1,36.4,25.4,2023-05-03T16:00:29.098Z,2023-05-04T02:02:03Z,4247181609,140,32.5,4248741457,178,,4247181607,56,Back,4247181611,141,52.9,4247181615,213,1.8,4247181613,212,19.1,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017997,8,1,1,0,14,bqbbqm98ud8obe45ds9ohgyrd,1,37.4,56.4,2023-05-03T16:00:34.347Z,2023-05-04T02:02:06Z,4247181849,56,Back,4248741575,178,,4247181853,141,2.7,4247181855,212,36.7,4247181857,213,4.8,4247181859,1,,4247181851,140,41.2,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
