id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/11/value,qualifier/19/id,qualifier/19/qualifierId,assist
2544992705,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-07T09:34:25.674Z,2023-05-07T10:31:41Z,4257739639,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4257739643,130,17,4257739641,59,"57, 77, 3, 42, 19, 2, 15, 13, 91, 88, 7, 1, 5, 9, 10, 28, 31, 46, 93",4257739647,194,cm6iy4b06qv9y6ww0hthqlwb9,4257739645,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4257844101,197,548,4257739649,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257739637,30,"3ww5879aay1xf2a20nl9ihwid, a69r2pf2w8da4dl0zl4k5vil1, 6lfje6glfgycun47flgmc9jvt, 4cejhrr3ji36591xf54jue3ca, 2idy9ngk2rojseoxxw9n98c7p, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 4aqkgskbra4wsoo7a8uw7xl9l, 30gsjr0xlmjulnz227zfxga8l, 2fsgc0b4mvwpenawmit0q0bmd, 2ugzqrpaooto1r24a6kvqf2ll, 7drgir9lcwfst8vxz07jboe6t, e5nv028chtw0955vhnh74ukbu, ds719g843vjs279iine5otgid, 2fqlri41xq6p924kine7pjr2t, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, 8lxt5lqavooy0xo0pcinqluz8, 30oup47g0i12cvub12r7kmxd6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544993551,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-05-07T09:36:53.207Z,2023-05-07T10:30:13Z,4257743903,30,"6ofu6yc2qwp5ii9cerdq1tk9h, pconfrmsdy9aikioqz9s9lg5, 9p621hq50jdkujzy4309sagkq, 2raf0uw5y2kajde0v60l4g1qt, bh3b7e2qzh41dltd6h2obpln9, 8yv9xuzriaecvvssfm8dlmz85, 418gw0hpjoy8dt0ywaxjgm5pm, 2nddcty9qris2mmeldon0ogd1, 35r56n0i4sbdh7n5arbt7db6d, 7glxasv2ed6ey82dknto1y66t, ahz2npxe4geixkaz25f2pc82d, d196vatyvq6ycn1q7d477d2i1, c6nl81c1q4unq5js94s6s942x, 3ua8gs8tzx1dkdi9z88kjk9nt, f482w50k80zbyb2ykh84yijf9, cv46mxj5i98p4hgtbomxlxs7o, 555z9bynvux7oruirg67r8i51, 3zqpvn7r1c779l9vwwh7yukfd, 3nnjep6bxxb6xwhanvqvjt39x, bjob8tftnxojnytcj7juo0ga2, 8rlf5vjyddkcid5ysa3yo7hlh, erwh25hbq259kqdirfufnbcb8, 3o573dblmfc1o3wkkt2nva8k5, 342zbrh4dy6y3ohsew14b2ulm",4257743907,59,"1, 11, 43, 12, 24, 6, 44, 25, 14, 22, 5, 3, 7, 9, 10, 15, 17, 18, 19, 20, 23, 30, 36, 42",4257743905,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4257743915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257849225,197,71,4257743909,130,16,4257743913,194,8yv9xuzriaecvvssfm8dlmz85,4257743911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011659,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-07T10:30:17.600Z,2023-05-07T18:45:27Z,4257849503,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011699,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-05-07T10:30:17.600Z,2023-05-07T10:30:20Z,4257849681,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011685,3,1,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,50.1,50.2,2023-05-07T10:30:17.637Z,2023-05-07T18:53:30Z,4257849635,213,3.4,4257849629,140,36.1,4260189831,178,,4257849637,279,S,4257849633,212,15.1,4257849631,141,45.2,4257849627,56,Back,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011717,4,1,1,0,1,e75syeuawg3ql8nwpi3vr2btz,1,36.1,45.2,2023-05-07T10:30:19.433Z,2023-05-07T18:53:38Z,4257849789,213,4.5,4260190061,178,,4257849787,212,18.9,4257849783,140,32.0,4257849781,56,Back,4257849785,141,18.2,,,,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011743,5,1,1,0,4,e75syeuawg3ql8nwpi3vr2btz,1,32.7,16.5,2023-05-07T10:30:22.154Z,2023-05-07T18:53:41Z,4257849939,213,5.5,4257849937,212,13.1,4260190105,178,,4257849933,140,41.3,4257849931,56,Back,4257849935,141,2.6,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011759,6,1,1,0,6,e75syeuawg3ql8nwpi3vr2btz,1,41.3,2.6,2023-05-07T10:30:24.057Z,2023-05-07T18:53:44Z,4257850025,56,Back,4257850027,140,33.7,4260190181,178,,4257850029,141,12.9,4257850031,212,10.6,4257850033,213,2.4,,,,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011787,7,1,1,0,8,e75syeuawg3ql8nwpi3vr2btz,1,33,13.4,2023-05-07T10:30:26.122Z,2023-05-07T18:53:46Z,4257850177,140,24.1,4257850175,56,Back,4257850183,213,2.0,4257850181,212,22.0,4260190251,178,,4257850179,141,42.7,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011809,8,1,1,0,11,e75syeuawg3ql8nwpi3vr2btz,1,24.1,44.5,2023-05-07T10:30:29.009Z,2023-05-07T18:53:50Z,4260190375,178,,4257850327,213,1.4,4257850321,140,27.6,4257850323,141,70.8,4257850319,56,Back,4257850325,212,18.3,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
