id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist
2533447425,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-04-15T09:55:35.896Z,2023-04-15T10:35:47Z,4189350099,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189414013,197,15038,4189350093,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189350103,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189350101,194,3yx85beji7yke6s4su7f0tzh1,4189350097,130,23,4189350091,30,"c6wbavw0v5bxajsd2xz7qg1d5, ifp26xl8pzgarz05vnfjv3yt, 3yx85beji7yke6s4su7f0tzh1, c5ze370ixl09ccy818f92jkk5, 4rxi67te6h5sfv95cxs2gmynd, 4xlf56csffamnnw04mba3wpw4, bb1q58ts374m0dgx2afl6gq5m, 7o8xh2r55xb1yiz5gjvnp0rmx, 1zq3xp6uas4qe3jv0huphuzmd, 68vj95m8a7vmurirk0hr8lboq, bkyl1g1z7xenlu0augv7717u1, b4r8ripw5dilngnxrb5fkkkid, e8zyhpx14n6upjw5fnqbc9k44, b7o9ncawaqn5jj5v32b3gn1be, aglsidifjxvmwn1cyg6qcze38, 26xyd3qlh5v3ypcrdx4l1waju, 90hq4z2yaqtm03zefavqmf46h, am9nqqu4kh06f457nxwmpgg0k, dejb47luo9o523wl9fm9yncgl, 4udz6yr09afpwg201j7ruyaz8",4189350095,59,"1, 16, 3, 28, 26, 5, 30, 10, 20, 7, 21, 2, 6, 8, 18, 19, 22, 29, 33, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533447439,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-04-15T09:55:40.066Z,2023-04-15T10:39:40Z,4189350157,30,"69ewfo1qoyc0xhk227754o9h, bimp62qt9yetz1mwz1z18ri7d, 5snw4b4ndo6hus8hpxq9q19lh, 6l457lm38yflk2l01ho3kk48a, 9nc4igej6cflyxrihy20zd045, 6vvrp3ijlo76d0oolobx1hgwl, e3mdwwn8drb7hsscyvj4u8pre, 7asw3c7rhaqrmnc4kk7q0hp0p, 8wpwcph0wu2wnqlvy52phewh5, 3ycwiqwexrq74zjs6l2rj0dsl, b80b2mxpxjcboqc81evm6oa2, 6a4e840hagvde76wq00oitboq, 8rc3h630i5cinvhyvziqdfpp1, 69ij8unhyklcdc4d11u02v6y, 9skgc5kozhnn4cp5fghmnwout, c9y25sxg24aripna871g8x9g4, dlk4qvpj8rn8jy2efhu4xn3yt, 7q2zs9kmolc8ivuz368gvsatx, a1jt0xute9v4oazyt8dtq2kiy, 3py0rmx89fgdd8e65l853yqne",4189350163,130,8,4189350169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189350161,59,"12, 6, 14, 5, 24, 27, 23, 18, 77, 21, 9, 1, 4, 8, 10, 11, 16, 20, 22, 30",4189350167,194,9nc4igej6cflyxrihy20zd045,4189413921,197,16864,4189350165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189350159,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460515,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-04-15T10:31:04.660Z,2023-04-15T10:31:04Z,4189419093,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460521,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-04-15T10:31:04.660Z,2023-04-15T10:31:11Z,4189419111,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460563,3,1,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,50,50,2023-04-15T10:31:04.760Z,2023-04-15T10:31:12Z,4189419317,141,42.8,4189419315,140,23.0,4189419323,279,S,4189419321,213,3.3,4189419319,212,28.8,4189419313,56,Back,,,,,,,8wpwcph0wu2wnqlvy52phewh5,C. Linberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460603,4,1,1,0,4,8gw3pgcd0doivaul55q8na9lg,1,23.8,41.3,2023-04-15T10:31:08.707Z,2023-04-15T10:31:17Z,4189419547,212,12.3,4189419541,56,Back,4189419545,141,59.4,4189419549,213,1.5,4189419543,140,24.3,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460607,5,1,1,0,12,8gw3pgcd0doivaul55q8na9lg,0,26,59,2023-04-15T10:31:16.780Z,2023-04-15T11:28:57Z,4189419577,213,4.8,4189419571,140,26.2,4189419575,212,3.3,4189419595,286,,4189419569,56,Back,4189419591,233,3,4189419567,155,,4189419589,236,,9nc4igej6cflyxrihy20zd045,G. Rizzon,4189419573,141,54.2,,,,,,,,,,,,,,,,,,,,,,,
2533460595,3,74,1,0,12,bcuj94typp0ykv77ijp9wpsve,1,63,26.6,2023-04-15T10:31:16.781Z,2023-04-15T10:31:19Z,4189419501,56,Center,4189419601,233,5,4189419503,285,,,,,,,,,,,,,,,,,68vj95m8a7vmurirk0hr8lboq,A. Corelli,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460619,6,1,1,0,14,8gw3pgcd0doivaul55q8na9lg,0,27.5,13.5,2023-04-15T10:31:19.445Z,2023-04-15T10:31:20Z,4189419637,141,29.7,4189419641,213,0.3,4189419635,140,62.4,4189419643,1,,4189419639,212,38.3,4189419633,56,Center,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460629,4,49,1,0,17,bcuj94typp0ykv77ijp9wpsve,1,32.8,60.8,2023-04-15T10:31:21.679Z,2023-04-15T10:31:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460637,5,1,1,0,17,bcuj94typp0ykv77ijp9wpsve,0,32.8,60.8,2023-04-15T10:31:21.992Z,2023-04-15T10:31:23Z,4189419743,213,0.1,4189419739,141,65.3,4189419733,157,,4189419735,56,Center,4189419745,1,,4189419741,212,30.2,4189419737,140,61.4,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460663,7,1,1,0,18,8gw3pgcd0doivaul55q8na9lg,1,26.7,16.1,2023-04-15T10:31:22.772Z,2023-04-15T10:31:27Z,4189419881,212,32.6,4189419885,1,,4189419873,3,,4189419879,141,21.6,4189419877,140,57.5,4189419875,56,Center,4189419883,213,0.1,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460673,8,1,1,0,22,8gw3pgcd0doivaul55q8na9lg,0,50.9,26.5,2023-04-15T10:31:27.132Z,2023-04-15T10:31:29Z,4189419929,212,12.5,4189419923,56,Right,4189419925,140,61.6,4189419927,141,18.6,4189419921,3,,4189419931,213,5.8,,,,,,,8wpwcph0wu2wnqlvy52phewh5,C. Linberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460665,6,8,1,0,23,bcuj94typp0ykv77ijp9wpsve,1,33.5,68.7,2023-04-15T10:31:27.998Z,2023-04-15T10:31:28Z,4189419889,56,Back,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460669,7,49,1,0,23,bcuj94typp0ykv77ijp9wpsve,1,33.5,68.7,2023-04-15T10:31:28.451Z,2023-04-15T10:31:28Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460689,8,1,1,0,24,bcuj94typp0ykv77ijp9wpsve,1,38.5,77.3,2023-04-15T10:31:29.639Z,2023-04-15T10:31:31Z,4189420011,213,0.4,4189420005,140,58.7,4189420007,141,92.0,4189420003,56,Left,4189420009,212,23.4,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460725,9,1,1,0,26,bcuj94typp0ykv77ijp9wpsve,1,58.7,92,2023-04-15T10:31:30.982Z,2023-04-15T10:31:35Z,4189420169,140,71.0,4189420173,212,14.1,4189420171,141,83.7,4189420167,56,Left,4189420175,213,5.9,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460731,10,43,1,0,31,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-04-15T10:31:35.685Z,2023-04-15T10:31:40Z,4189420351,144,50,4189420199,286,0,4189420197,56,Left,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,
