id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2547740407,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-05-13T12:03:24.208Z,2023-05-13T12:11:11Z,4272415707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4272415713,197,3166,4272415699,30,"2luxnwcabb7msig7odfq5p5g5, etryzuxz65dmn5ewmocse66l1, b0e6d3zgwzbzysmt9b2ycvf56, 3coml6cxqa86px9up8yy3oz1m, 4b7yhrh526hzn4vj8bh395v8q, 4u281v53ges3kimtgac0tidm2, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 240qnsj5nj6l6s3cc618691at, 53dvtfms2uxd500y87x5jf2eh, 3mqhkh4iz4kesvmqui3hupgmi, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 6l046k4t48abc079efzg2oic5, drljavudmjvyj9mvyzq7gz2s5, 2mloh2yrhs60s1uwrfycc2i8l, q281ehu1acmc9v96sv9g8bmx, d1e3dsz9lf7g69g2l6zfurpp1, a6lo3s66xv87llkhwveoq1vqh, c9shobonlrg7guoyb3iwnwdsl",4272415701,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4272415709,194,etryzuxz65dmn5ewmocse66l1,4272415705,130,17,4272415703,59,"13, 30, 3, 98, 66, 5, 18, 10, 99, 11, 29, 1, 6, 8, 9, 15, 20, 23, 25, 33, 41, 87",4272415717,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547747603,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-13T12:10:38.452Z,2023-05-13T13:54:54Z,4272452933,30,"3ww5879aay1xf2a20nl9ihwid, 30oup47g0i12cvub12r7kmxd6, a69r2pf2w8da4dl0zl4k5vil1, 4cejhrr3ji36591xf54jue3ca, 2idy9ngk2rojseoxxw9n98c7p, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 4aqkgskbra4wsoo7a8uw7xl9l, 30gsjr0xlmjulnz227zfxga8l, 2ugzqrpaooto1r24a6kvqf2ll, 2fsgc0b4mvwpenawmit0q0bmd, 7drgir9lcwfst8vxz07jboe6t, e5nv028chtw0955vhnh74ukbu, ds719g843vjs279iine5otgid, d364lpc0km51psy3zwc4a6zca, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, 63tj5b59b7en3tnd4sjff8woa, d628vftgks12ww31sy4hwxq1g, 299qdxlcz04tm7z6189lm819m",4272452935,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4272452939,130,17,4272661637,197,549,4272452937,59,"57, 93, 77, 42, 19, 2, 15, 13, 91, 7, 88, 1, 5, 9, 17, 28, 31, 43, 44, 48",4272452943,194,cm6iy4b06qv9y6ww0hthqlwb9,4272452945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4272452941,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789571,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-05-13T13:00:11.956Z,2023-05-13T21:24:02Z,4272672377,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789577,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-13T13:00:11.956Z,2023-05-13T13:00:15Z,4272672403,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789613,3,1,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,50.2,49.1,2023-05-13T13:00:11.976Z,2023-05-13T21:29:39Z,4272672587,212,13.9,4272672585,141,43.3,4275130923,178,,4272672583,140,37.5,4272672581,56,Back,4272672589,213,3.4,4272672591,279,S,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789623,4,1,1,0,2,e75syeuawg3ql8nwpi3vr2btz,1,37.4,45.1,2023-05-13T13:00:14.034Z,2023-05-13T21:29:42Z,4272672651,213,1.9,4272672647,141,83.7,4272672643,56,Back,4272672645,140,29.0,4275131027,178,,4272672649,212,27.7,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789655,5,1,1,0,4,e75syeuawg3ql8nwpi3vr2btz,1,29.1,86.1,2023-05-13T13:00:16.701Z,2023-05-13T21:29:51Z,4272672811,140,29.8,4272672815,212,7.3,4272672817,213,1.5,4272672813,141,96.8,4275131267,178,,4272672809,56,Back,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789671,6,1,1,0,6,e75syeuawg3ql8nwpi3vr2btz,1,26.3,93,2023-05-13T13:00:18.590Z,2023-05-13T21:29:54Z,4272672893,212,13.7,4272672895,213,4.2,4272672891,141,75.2,4272672889,140,20.2,4275131373,178,,4272672887,56,Back,,,,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789705,7,1,1,0,9,e75syeuawg3ql8nwpi3vr2btz,1,19.8,76.1,2023-05-13T13:00:20.995Z,2023-05-13T21:29:56Z,4272673049,141,57.5,4272673045,56,Back,4275131425,178,,4272673047,140,6.3,4272673051,212,19.0,4272673053,213,3.9,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789725,8,1,1,0,12,e75syeuawg3ql8nwpi3vr2btz,1,4.6,49.1,2023-05-13T13:00:24.274Z,2023-05-13T21:29:59Z,4275131475,178,,4272673169,56,Back,4272673177,213,4.8,4272673175,212,22.8,4272673173,141,15.7,4272673171,140,6.8,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
