id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2471909143,7,1,1,0,13,bcuj94typp0ykv77ijp9wpsve,1,38.3,31.3,2022-10-15T11:33:37.908Z,2022-10-15T11:33:40Z,3843639413,56,Back,3843639429,213,5.5,3843639417,140,47.7,3843639425,212,14.0,3843639421,141,16.8,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909151,8,49,1,0,15,bcuj94typp0ykv77ijp9wpsve,1,47.7,16.8,2022-10-15T11:33:40.223Z,2022-10-15T11:33:40Z,,,,,,,,,,,,,,,,,,,,,,,,,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909205,9,1,1,0,18,bcuj94typp0ykv77ijp9wpsve,0,60.9,22.8,2022-10-15T11:33:43.576Z,2022-10-15T11:33:44Z,3843639729,213,1.0,3843639725,141,33.6,3843639727,212,8.8,3843639723,140,65.5,3843639721,56,Center,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909215,5,49,1,0,20,p2dsrpus5eckpz2h16svaour,1,31.4,72.9,2022-10-15T11:33:44.900Z,2022-10-15T11:33:45Z,,,,,,,,,,,,,,,,,,,,,,,,,a36ljq1b2o9ydtdtkjri5yt3p,S. Huchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909329,6,1,1,0,20,p2dsrpus5eckpz2h16svaour,1,29.9,74.1,2022-10-15T11:33:45.348Z,2022-10-15T11:33:51Z,3843640299,213,3.6,3843640295,141,53.3,3843640297,212,31.9,3843640289,56,Back,3843640293,140,2.7,,,,,,,,,,a36ljq1b2o9ydtdtkjri5yt3p,S. Huchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909391,7,1,1,0,26,p2dsrpus5eckpz2h16svaour,1,5.2,51.9,2022-10-15T11:33:51.444Z,2022-10-15T11:33:55Z,3843640557,56,Back,3843640559,140,15.2,3843640569,213,5.4,3843640565,212,17.2,3843640561,141,31.9,,,,,,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909547,8,1,1,0,30,p2dsrpus5eckpz2h16svaour,1,15.4,31.5,2022-10-15T11:33:55.413Z,2022-10-15T11:34:05Z,3843641257,212,14.8,3843641253,140,6.3,3843641251,56,Back,3843641259,213,2.3,3843641255,141,48.1,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909627,9,61,1,0,44,p2dsrpus5eckpz2h16svaour,1,8.8,45.4,2022-10-15T11:34:09.471Z,2022-10-15T11:34:11Z,3843641731,238,,3843641647,56,Back,,,,,,,,,,,,,,,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909803,10,5,1,0,47,bcuj94typp0ykv77ijp9wpsve,1,69.6,101.5,2022-10-15T11:34:12.597Z,2022-10-15T11:35:40Z,3843642595,56,Left,3843649163,233,10,3843642597,347,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909679,10,5,1,0,47,p2dsrpus5eckpz2h16svaour,0,30.4,-1.5,2022-10-15T11:34:12.597Z,2022-10-15T11:35:41Z,3843641953,347,,3843649197,233,10,3843641951,56,Back,,,,,,,,,,,,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909815,11,1,1,0,56,bcuj94typp0ykv77ijp9wpsve,0,76.7,100,2022-10-15T11:34:21.076Z,2022-10-15T11:34:24Z,3843642635,107,,3843642639,140,86.8,3843642643,212,15.3,3843642641,141,85.7,3843642645,213,5.5,3843642831,238,,3843642637,56,Left,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909853,11,49,1,0,59,p2dsrpus5eckpz2h16svaour,1,10.6,16.1,2022-10-15T11:34:24.069Z,2022-10-15T11:34:24Z,,,,,,,,,,,,,,,,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909925,12,1,1,0,59,p2dsrpus5eckpz2h16svaour,1,10.7,16.1,2022-10-15T11:34:24.566Z,2022-10-15T11:34:29Z,3843643137,212,22.7,3843643133,140,4.7,3843643131,56,Back,3843643135,141,48.1,3843643139,213,1.9,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909933,13,1,1,1,1,p2dsrpus5eckpz2h16svaour,0,4.7,48.1,2022-10-15T11:34:26.061Z,2022-10-15T11:34:31Z,3843643165,140,45.6,3843643169,212,43.6,3843643161,157,,3843643163,56,Back,3843643171,213,6.1,3843643167,141,37.4,3843643173,1,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909979,12,1,1,1,4,bcuj94typp0ykv77ijp9wpsve,1,57,70,2022-10-15T11:34:29.256Z,2022-10-15T11:34:32Z,3843643391,140,49.7,3843643393,141,51.9,3843643395,212,14.5,3843643397,213,4.2,3843643385,3,,3843643389,56,Back,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471909985,13,49,1,1,8,bcuj94typp0ykv77ijp9wpsve,1,49.7,51.9,2022-10-15T11:34:32.821Z,2022-10-15T11:34:33Z,,,,,,,,,,,,,,,,,,,,,,,,,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910007,14,1,1,1,8,bcuj94typp0ykv77ijp9wpsve,1,49.7,51.9,2022-10-15T11:34:33.307Z,2022-10-15T11:34:34Z,3843643531,213,2.5,3843643525,140,30.9,3843643529,212,25.4,3843643523,56,Back,3843643527,141,75.3,,,,,,,,,,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910049,15,1,1,1,9,bcuj94typp0ykv77ijp9wpsve,1,34.9,74.8,2022-10-15T11:34:34.628Z,2022-10-15T11:34:37Z,3843643733,56,Center,3843643737,141,77.6,3843643735,140,57.6,3843643739,212,23.9,3843643741,213,0.1,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910065,16,1,1,1,12,bcuj94typp0ykv77ijp9wpsve,1,57.6,77.6,2022-10-15T11:34:36.946Z,2022-10-15T11:34:37Z,3843643807,141,68.5,3843643803,56,Center,3843643805,140,57.0,3843643811,213,4.6,3843643809,212,6.2,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910079,17,1,1,1,13,bcuj94typp0ykv77ijp9wpsve,0,57,68.5,2022-10-15T11:34:37.774Z,2022-10-15T11:34:38Z,3843643887,141,67.5,3843643883,56,Center,3843643891,213,6.2,3843643889,212,15.3,3843643885,140,71.6,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910091,14,49,1,1,14,p2dsrpus5eckpz2h16svaour,1,28.3,16.1,2022-10-15T11:34:38.938Z,2022-10-15T11:34:39Z,,,,,,,,,,,,,,,,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910135,15,1,1,1,14,p2dsrpus5eckpz2h16svaour,1,30.5,24,2022-10-15T11:34:39.476Z,2022-10-15T11:34:41Z,3843644197,213,0.9,3843644189,56,Back,3843644191,140,37.1,3843644193,141,36.0,3843644195,212,10.7,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910151,16,1,1,1,16,p2dsrpus5eckpz2h16svaour,0,37.5,36,2022-10-15T11:34:41.605Z,2022-10-15T11:34:47Z,3843644263,56,Back,3843644269,212,4.7,3843644265,140,41.9,3843644647,233,18,3843644267,141,35.2,3843644271,213,6.2,3843644645,236,,3843644651,286,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910181,18,74,1,1,16,bcuj94typp0ykv77ijp9wpsve,1,55.7,65.1,2022-10-15T11:34:41.606Z,2022-10-15T11:34:46Z,3843644425,56,Center,3843644543,233,16,3843644427,285,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910229,19,49,1,1,21,bcuj94typp0ykv77ijp9wpsve,1,54.3,36.3,2022-10-15T11:34:46.354Z,2022-10-15T11:34:46Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910241,20,50,1,1,22,bcuj94typp0ykv77ijp9wpsve,1,51.2,44,2022-10-15T11:34:47.274Z,2022-10-15T11:34:48Z,3843644835,233,17,3843644735,286,,3843644733,56,Center,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910249,17,7,1,1,22,p2dsrpus5eckpz2h16svaour,0,48.8,56,2022-10-15T11:34:47.275Z,2022-10-15T11:34:48Z,3843644773,285,,3843644789,233,20,3843644771,56,Back,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910279,21,50,1,1,23,bcuj94typp0ykv77ijp9wpsve,1,46.4,50.3,2022-10-15T11:34:48.516Z,2022-10-15T11:34:51Z,3843644917,56,Back,3843644991,233,18,3843644919,286,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910263,18,7,1,1,23,p2dsrpus5eckpz2h16svaour,0,53.6,49.7,2022-10-15T11:34:48.517Z,2022-10-15T11:34:50Z,3843644865,56,Center,3843644971,233,21,3843644867,285,,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910345,22,1,1,1,26,bcuj94typp0ykv77ijp9wpsve,1,38.8,42.7,2022-10-15T11:34:51.371Z,2022-10-15T11:34:53Z,3843645231,213,3.1,3843645225,140,14.0,3843645229,212,26.1,3843645227,141,43.9,3843645223,56,Back,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910415,23,1,1,1,28,bcuj94typp0ykv77ijp9wpsve,1,15.4,44,2022-10-15T11:34:53.570Z,2022-10-15T11:34:57Z,3843645559,56,Back,3843645563,140,27.9,3843645575,213,5.7,3843645567,141,32.4,3843645571,212,15.3,,,,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910457,24,1,1,1,32,bcuj94typp0ykv77ijp9wpsve,1,30.4,33.1,2022-10-15T11:34:56.906Z,2022-10-15T11:34:58Z,3843645777,213,2.8,3843645769,56,Back,3843645771,140,9.6,3843645773,141,44.6,3843645775,212,23.2,,,,,,,,,,a5unceohcp7m8mrrso11uipqt,K. Konat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910519,25,1,1,1,33,bcuj94typp0ykv77ijp9wpsve,1,9.1,47.6,2022-10-15T11:34:58.653Z,2022-10-15T11:35:02Z,3843646057,155,,3843646067,213,1.4,3843646059,56,Back,3843646065,212,15.6,3843646061,140,12.1,3843646063,141,70.0,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910585,26,1,1,1,37,bcuj94typp0ykv77ijp9wpsve,1,12.8,70.6,2022-10-15T11:35:02.004Z,2022-10-15T11:35:05Z,3843646379,141,91.2,3843646375,56,Back,3843646377,140,20.7,3843646381,212,16.3,3843646383,213,1.0,,,,,,,,,,a5unceohcp7m8mrrso11uipqt,K. Konat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910651,27,1,1,1,40,bcuj94typp0ykv77ijp9wpsve,1,20.8,91.2,2022-10-15T11:35:04.915Z,2022-10-15T11:35:08Z,3843646675,213,0.1,3843646667,56,Back,3843646673,212,20.6,3843646671,141,93.6,3843646669,140,40.4,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910655,28,61,1,1,42,bcuj94typp0ykv77ijp9wpsve,0,38.6,96.6,2022-10-15T11:35:07.435Z,2022-10-15T11:35:36Z,3843646689,56,Back,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910737,19,5,1,1,43,p2dsrpus5eckpz2h16svaour,1,61.6,-0.6,2022-10-15T11:35:07.876Z,2022-10-15T11:35:19Z,3843647689,233,30,3843647105,56,Right,3843647111,347,,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910801,30,5,1,1,43,bcuj94typp0ykv77ijp9wpsve,0,38.4,100.6,2022-10-15T11:35:07.876Z,2022-10-15T11:35:40Z,3843647423,347,,3843647421,56,Back,3843647699,233,19,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910675,29,43,1,1,44,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-10-15T11:35:09.436Z,2022-10-15T11:35:13Z,3843646807,3,0,3843646817,212,0,3843646815,141,100.0,3843646819,213,3.1,3843646809,168,0,3843646811,56,Back,3843647207,144,1,3843646813,140,39.0,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910869,20,1,1,1,53,p2dsrpus5eckpz2h16svaour,1,65.3,0,2022-10-15T11:35:18.196Z,2022-10-15T11:35:21Z,3843647807,141,32.4,3843647801,107,,3843647803,56,Center,3843647813,1,,3843647811,213,1.5,3843647809,212,23.0,3843647805,140,67.6,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910917,21,1,1,1,56,p2dsrpus5eckpz2h16svaour,1,68.8,36.4,2022-10-15T11:35:21.444Z,2022-10-15T11:35:24Z,3843648049,212,26.0,3843648045,141,74.2,3843648043,140,65.4,3843648041,56,Center,3843648053,213,1.7,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471910967,22,1,1,1,59,p2dsrpus5eckpz2h16svaour,1,68.8,73.5,2022-10-15T11:35:24.724Z,2022-10-15T11:35:27Z,3843648255,140,73.7,3843648259,212,12.5,3843648261,213,1.1,3843648257,141,90.3,3843648253,56,Left,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911003,23,1,1,2,2,p2dsrpus5eckpz2h16svaour,0,72.5,85,2022-10-15T11:35:27.236Z,2022-10-15T11:35:32Z,3843648423,141,59.3,3843648421,140,91.3,3843648429,213,5.6,3843648425,212,26.4,3843648417,155,,3843648419,56,Center,3843648415,2,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911031,31,12,1,2,5,bcuj94typp0ykv77ijp9wpsve,1,9.1,39.7,2022-10-15T11:35:30.208Z,2022-10-15T11:35:32Z,3843648581,213,2.8,3843648625,15,,3843648575,140,2.4,3843648579,212,7.4,3843648573,56,Back,3843648577,141,43.3,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911063,32,52,1,2,8,bcuj94typp0ykv77ijp9wpsve,1,2.4,43.3,2022-10-15T11:35:33.585Z,2022-10-15T11:35:33Z,,,,,,,,,,,,,,,,,,,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911373,33,1,1,2,24,bcuj94typp0ykv77ijp9wpsve,0,7.4,51.6,2022-10-15T11:35:49.633Z,2022-10-15T11:35:52Z,3843650177,141,18.2,3843650181,213,5.8,3843650183,1,,3843650171,199,,3843650173,56,Right,3843650179,212,51.3,3843650175,140,51.2,3843650249,189,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911375,24,1,1,2,25,p2dsrpus5eckpz2h16svaour,1,55,85.4,2022-10-15T11:35:50.549Z,2022-10-15T11:35:51Z,3843650187,56,Center,3843650195,213,5.6,3843650191,141,78.5,3843650193,212,7.9,3843650185,3,,3843650189,140,61.0,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911379,25,49,1,2,26,p2dsrpus5eckpz2h16svaour,1,61,78.5,2022-10-15T11:35:51.460Z,2022-10-15T11:35:51Z,,,,,,,,,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911405,26,1,1,2,26,p2dsrpus5eckpz2h16svaour,1,61,78.5,2022-10-15T11:35:51.667Z,2022-10-15T11:35:53Z,3843650311,141,94.2,3843650313,212,14.3,3843650303,56,Left,3843650307,140,51.9,3843650315,213,2.3,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911489,27,1,1,2,28,p2dsrpus5eckpz2h16svaour,1,52.8,92.4,2022-10-15T11:35:53.428Z,2022-10-15T11:35:58Z,3843650657,140,37.8,3843650661,212,18.3,3843650663,213,3.7,3843650659,141,78.7,3843650655,56,Back,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471911515,28,1,1,2,33,p2dsrpus5eckpz2h16svaour,1,37.8,78.7,2022-10-15T11:35:58.611Z,2022-10-15T11:36:00Z,3843650815,141,55.8,3843650819,213,5.1,3843650811,56,Back,3843650817,212,17.1,3843650813,140,44.6,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
