id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2503601453,208,12,1,24,12,8gw3pgcd0doivaul55q8na9lg,1,2.1,34.2,2023-02-04T11:59:41.949Z,2023-02-04T13:37:57Z,4010607629,56,Back,4011019841,233,220,4010607627,185,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601297,203,43,1,24,13,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-04T11:59:42.822Z,2023-02-04T11:59:50Z,4010606895,213,3.1,4010606889,140,25.1,4010606893,212,0,4010606887,56,Back,4010607121,144,12,4010606891,141,46.6,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601309,204,43,1,24,14,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-04T11:59:44.093Z,2023-02-04T11:59:49Z,4010606953,285,0,4010607089,144,3,4010606951,56,Back,,,,,,,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601445,207,6,1,24,24,8gw3pgcd0doivaul55q8na9lg,0,0.8,33.5,2023-02-04T11:59:54.029Z,2023-02-04T12:19:07Z,4010607601,233,221,4010607591,73,,4010607589,56,Back,,,,,,,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601387,221,6,1,24,24,5snsl2d1lu2oclbriztdy61d6,1,99.2,66.5,2023-02-04T11:59:54.029Z,2023-02-04T12:00:05Z,4010607351,73,,4010607349,56,Center,4010607597,233,207,,,,,,,,,,,,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601393,206,43,1,24,30,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-04T12:00:00.206Z,2023-02-04T12:33:13Z,4010607389,56,Back,4010607395,212,17.4,4010607397,213,6.1,4010607391,140,31.9,4010607387,3,0,4010607393,141,37.6,4010713351,144,1,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601489,222,1,1,24,43,5snsl2d1lu2oclbriztdy61d6,0,99.5,99.5,2023-02-04T12:00:12.849Z,2023-02-04T13:38:13Z,4010607793,1,,4010607787,141,51.6,4011031091,223,,4011030443,2,,4010607783,56,Center,4010607791,213,4.6,4010607777,6,,4010607779,155,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,4010607785,140,4010607789,212,32.7,,,96.4,,,,,,,,,,,,,,,,,,,
2503624025,361,44,1,24,43,8gw3pgcd0doivaul55q8na9lg,1,7.6,49.8,2023-02-04T12:00:13.577Z,2023-02-04T12:34:10Z,4010716335,285,,4010716333,56,Back,4010716359,233,419,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503623521,419,44,1,24,44,5snsl2d1lu2oclbriztdy61d6,0,92.4,50.2,2023-02-04T12:00:13.578Z,2023-02-04T12:34:11Z,4010713793,56,Center,4010713795,286,,4010716363,233,361,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601493,209,12,1,24,45,8gw3pgcd0doivaul55q8na9lg,1,8.4,48.7,2023-02-04T12:00:14.733Z,2023-02-04T12:20:14Z,4010607843,212,20.6,4010607837,56,Back,4010607845,213,0.5,4010607839,140,25.1,4010607841,141,64.5,4010607855,15,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601509,223,13,1,24,45,5snsl2d1lu2oclbriztdy61d6,1,81.1,40.1,2023-02-04T12:00:15.531Z,2023-02-04T12:33:35Z,4010608385,231,49.1,4010607985,20,,4010608379,328,,4010608371,83,,4010608383,230,98.8,4010607983,25,,4010607919,18,,4010608375,103,16.7,978grivb05fx65k9zg3g0czxl,G. Greggi,4010607921,56,4010608377,108,,4010608373,102,Center,,4010608381,458,,57.8,,,,,,,,,,,,,,
2503601551,210,5,1,24,59,8gw3pgcd0doivaul55q8na9lg,1,-1.3,47.2,2023-02-04T12:00:28.578Z,2023-02-04T12:27:58Z,4010608147,56,Back,4010692627,233,417,4010608149,346,,,,,,,,,,,,,,,,,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503618935,417,5,1,24,59,5snsl2d1lu2oclbriztdy61d6,0,101.3,52.8,2023-02-04T12:00:28.578Z,2023-02-04T12:25:29Z,4010692649,233,210,4010692615,346,,4010692613,56,Center,,,,,,,,,,,,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601597,211,1,1,25,5,8gw3pgcd0doivaul55q8na9lg,1,5,37,2023-02-04T12:00:35.181Z,2023-02-04T12:00:38Z,4010608403,124,,4010608411,212,10.3,4010608417,237,,4010608413,213,5.4,4010608407,140,10.9,4010608405,56,Back,4010608409,141,24.9,,,,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601617,212,1,1,25,9,8gw3pgcd0doivaul55q8na9lg,1,11,24.9,2023-02-04T12:00:38.717Z,2023-02-04T12:00:43Z,4010608515,141,47.8,4010608519,213,2.0,4010608513,140,4.7,4010608517,212,16.9,4010608511,56,Back,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601751,214,1,1,25,10,8gw3pgcd0doivaul55q8na9lg,0,7.3,49.4,2023-02-04T12:00:40.221Z,2023-02-04T12:20:01Z,4010609133,56,Back,4010609135,140,20.7,4010609141,213,6.2,4010609139,212,14.1,4010609137,141,48.2,,,,,,,,,,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601813,215,51,1,25,11,8gw3pgcd0doivaul55q8na9lg,1,20.7,48.2,2023-02-04T12:00:41.461Z,2023-02-04T13:37:05Z,4010609447,169,,,,,,,,,,,,,,,,,,,,,,,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601645,213,43,1,25,13,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-04T12:00:42.861Z,2023-02-04T12:00:55Z,4010608641,141,47.8,4010608639,140,19.1,4010608973,144,1,4010608637,56,Back,4010608643,212,15.2,4010608645,213,6.2,,,,,,,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601619,224,49,1,25,13,5snsl2d1lu2oclbriztdy61d6,1,82.4,52.7,2023-02-04T12:00:43.436Z,2023-02-04T12:00:43Z,,,,,,,,,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602723,243,3,1,25,14,5snsl2d1lu2oclbriztdy61d6,1,81.5,55.6,2023-02-04T12:00:43.578Z,2023-02-04T12:23:58Z,4010687851,233,360,4010687123,56,Center,4010687125,286,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503618003,360,45,1,25,14,8gw3pgcd0doivaul55q8na9lg,0,18.5,44.4,2023-02-04T12:00:43.578Z,2023-02-04T12:23:57Z,4010687691,56,Back,4010687733,233,243,4010687693,285,,,,,,,,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601641,225,14,1,25,14,5snsl2d1lu2oclbriztdy61d6,1,83.2,56.9,2023-02-04T12:00:44.235Z,2023-02-04T12:27:37Z,4010609753,75,,4010697867,17,,4010609757,103,6.3,4010608621,22,,4010609755,102,44.5,4010609263,72,,4010609761,458,,4010609765,231,52.5,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,4010608625,56,4010609763,230,91.4,4010609759,214,Center,,,,,,,,,,,,,,,,,,,
2503601673,226,16,1,25,16,5snsl2d1lu2oclbriztdy61d6,1,93.1,48.2,2023-02-04T12:00:46.259Z,2023-02-04T12:35:13Z,4010610107,20,,4010611011,102,48.3,4010611031,281,e0254ysu7nwqiuku9szuf9wph,4010608777,56,Center,4010611029,280,POST,4010610113,374,2023-02-04 12:00:45.818,4010611017,328,,4010611027,231,56.7,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,4010610109,17,4010610119,375,25:16.240,4010608773,22,,,4010611023,458,,,4010611013,103,4010611015,214,10.1,4010611025,230,91.0,4010611009,78,4010611033,282,14733,
2503602127,216,1,1,26,12,8gw3pgcd0doivaul55q8na9lg,1,49.9,49.7,2023-02-04T12:01:42.196Z,2023-02-04T12:20:10Z,4010610879,56,Back,4010610889,213,3.2,4010610885,212,7.8,4010610881,140,42.5,4010610883,141,49.0,4010610891,279,G,,,,,,,2kxbr1qwr4soew1kopzx7rswk,G. Di Luzio,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602183,217,1,1,26,14,8gw3pgcd0doivaul55q8na9lg,1,42.5,49,2023-02-04T12:01:44.428Z,2023-02-04T12:01:48Z,4010611149,212,19.7,4010611145,140,29.5,4010611143,56,Back,4010611151,213,3.9,4010611147,141,28.2,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602205,218,1,1,26,18,8gw3pgcd0doivaul55q8na9lg,0,29.9,27.7,2023-02-04T12:01:48.172Z,2023-02-04T12:01:50Z,4010611213,56,Center,4010611223,1,,4010611211,155,,4010611217,141,32.4,4010611221,213,0.1,4010611219,212,37.9,4010611215,140,65.9,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602225,227,1,1,26,22,5snsl2d1lu2oclbriztdy61d6,0,34,66.1,2023-02-04T12:01:52.090Z,2023-02-04T12:01:52Z,4010611303,213,0.2,4010611297,140,50.1,4010611301,212,17.2,4010611293,3,,4010611295,56,Center,4010611299,141,70.6,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602241,219,1,1,26,24,8gw3pgcd0doivaul55q8na9lg,0,51.2,29.1,2023-02-04T12:01:53.861Z,2023-02-04T12:01:54Z,4010611357,213,0.7,4010611349,56,Center,4010611351,140,54.0,4010611347,3,,4010611355,212,3.8,4010611353,141,32.7,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602235,228,61,1,26,24,5snsl2d1lu2oclbriztdy61d6,1,50.1,70.6,2023-02-04T12:01:54.062Z,2023-02-04T12:01:54Z,4010611331,56,Center,,,,,,,,,,,,,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602281,220,1,1,26,27,8gw3pgcd0doivaul55q8na9lg,1,54.2,56,2023-02-04T12:01:57.556Z,2023-02-04T12:02:00Z,4010611507,141,65.4,4010611503,140,61.7,4010611511,213,0.7,4010611499,56,Center,4010611509,212,10.1,,,,,,,,,,9skgc5kozhnn4cp5fghmnwout,V. Beil,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602295,221,3,1,26,30,8gw3pgcd0doivaul55q8na9lg,1,60.2,56.2,2023-02-04T12:01:59.988Z,2023-02-04T12:02:02Z,4010611569,233,229,4010611565,56,Center,4010611567,286,,,,,,,,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602289,229,45,1,26,30,5snsl2d1lu2oclbriztdy61d6,0,39.8,43.8,2023-02-04T12:01:59.988Z,2023-02-04T12:02:02Z,4010611551,56,Back,4010611553,285,,4010611579,233,221,,,,,,,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602299,222,1,1,26,32,8gw3pgcd0doivaul55q8na9lg,0,65.4,55.4,2023-02-04T12:02:01.804Z,2023-02-04T12:02:02Z,4010611597,140,79.5,4010611601,212,20.7,4010611595,56,Center,4010611599,141,34.2,4010611603,213,5.5,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602315,230,49,1,26,35,5snsl2d1lu2oclbriztdy61d6,1,27.1,75.4,2023-02-04T12:02:04.651Z,2023-02-04T12:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602355,231,1,1,26,35,5snsl2d1lu2oclbriztdy61d6,1,27.1,75.4,2023-02-04T12:02:04.970Z,2023-02-04T12:02:07Z,4010611827,56,Back,4010611835,213,0.7,4010611833,212,20.4,4010611831,141,94.1,4010611829,140,42.3,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602365,232,1,1,26,37,5snsl2d1lu2oclbriztdy61d6,1,42.3,94.1,2023-02-04T12:02:07.530Z,2023-02-04T12:02:09Z,4010611903,1,,4010611899,212,35.4,4010611895,140,8.7,4010611901,213,3.2,4010611893,56,Back,4010611897,141,89.6,,,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602401,233,1,1,26,39,5snsl2d1lu2oclbriztdy61d6,1,8.1,85.9,2023-02-04T12:02:09.354Z,2023-02-04T12:02:12Z,4010612047,212,17.2,4010612041,56,Back,4010612049,213,4.4,4010612045,141,61.7,4010612043,140,3.2,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602445,234,1,1,26,42,5snsl2d1lu2oclbriztdy61d6,1,3.2,61.7,2023-02-04T12:02:11.916Z,2023-02-04T12:02:16Z,4010612249,213,0.3,4010612245,141,77.3,4010612243,140,35.0,4010612251,1,,4010612247,212,35.0,4010612241,56,Back,4010612239,157,,,,,ax9lyewa6alv4v3btpwlm4pn9,C. Ceasar,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602495,235,1,1,26,46,5snsl2d1lu2oclbriztdy61d6,1,35,77.3,2023-02-04T12:02:16.554Z,2023-02-04T12:02:22Z,4010612487,141,96.2,4010612493,212,16.5,4010612497,213,0.9,4010612483,140,44.9,4010612479,56,Back,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602503,236,4,1,26,51,5snsl2d1lu2oclbriztdy61d6,1,53.8,83.8,2023-02-04T12:02:20.666Z,2023-02-04T12:02:26Z,4010612533,265,,4010612529,56,Left,4010612713,233,223,4010612525,13,,4010612531,152,,4010612535,286,,,,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602533,223,4,1,26,51,8gw3pgcd0doivaul55q8na9lg,0,46.2,16.2,2023-02-04T12:02:20.667Z,2023-02-04T12:02:26Z,4010612667,13,,4010612671,152,,4010612669,56,Back,4010612675,285,,4010612673,265,,4010612717,233,236,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602547,237,1,1,26,57,5snsl2d1lu2oclbriztdy61d6,1,51.1,90.6,2023-02-04T12:02:26.778Z,2023-02-04T12:02:28Z,4010612751,56,Center,4010612757,212,13.5,4010612749,152,,4010612753,140,54.6,4010612759,213,5.0,4010612755,141,71.5,4010612747,5,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602565,238,1,1,26,58,5snsl2d1lu2oclbriztdy61d6,1,54.6,71.5,2023-02-04T12:02:27.977Z,2023-02-04T12:02:30Z,4010612841,140,44.8,4010612839,56,Back,4010612847,213,4.3,4010612843,141,36.3,4010612845,212,26.1,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602609,239,1,1,27,0,5snsl2d1lu2oclbriztdy61d6,1,45.6,35.5,2023-02-04T12:02:30.314Z,2023-02-04T12:02:34Z,4010613109,213,5.4,4010613105,141,11.0,4010613103,140,58.5,4010613107,212,21.5,4010613101,56,Right,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602657,240,1,1,27,4,5snsl2d1lu2oclbriztdy61d6,1,62.5,4.4,2023-02-04T12:02:34.538Z,2023-02-04T12:02:39Z,4010613333,212,6.1,4010613331,141,12.0,4010613329,140,59.5,4010613335,213,2.1,4010613327,56,Right,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602669,241,1,1,27,9,5snsl2d1lu2oclbriztdy61d6,0,58.7,3.8,2023-02-04T12:02:39.546Z,2023-02-04T12:02:42Z,4010613405,140,60.1,4010613409,212,2.1,4010613407,141,6.1,4010613483,233,224,4010613487,286,,4010613411,213,0.8,4010613481,236,,4010613403,56,Right,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602681,224,74,1,27,9,8gw3pgcd0doivaul55q8na9lg,1,26.7,94.1,2023-02-04T12:02:39.547Z,2023-02-04T12:19:00Z,4010613457,285,,4010613505,233,241,4010613455,56,Back,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602703,225,5,1,27,11,8gw3pgcd0doivaul55q8na9lg,0,33.6,101.2,2023-02-04T12:02:41.130Z,2023-02-04T12:27:58Z,4010613671,233,242,4010613551,56,Back,4010613555,347,,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602719,242,5,1,27,11,5snsl2d1lu2oclbriztdy61d6,1,66.4,-1.2,2023-02-04T12:02:41.130Z,2023-02-04T12:02:45Z,4010613637,56,Right,4010613651,233,225,4010613639,347,,,,,,,,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602845,244,1,1,27,27,5snsl2d1lu2oclbriztdy61d6,0,61.6,0,2023-02-04T12:02:56.970Z,2023-02-04T12:02:59Z,4010614215,107,,4010614223,212,28.2,4010614219,140,84.1,4010614225,213,0.6,4010614221,141,21.3,4010614217,56,Center,4010614227,1,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602857,226,8,1,27,31,8gw3pgcd0doivaul55q8na9lg,1,19.1,77.3,2023-02-04T12:03:00.644Z,2023-02-04T12:03:00Z,4010614277,56,Back,,,,,,,,,,,,,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602883,227,5,1,27,31,8gw3pgcd0doivaul55q8na9lg,0,15.8,101.5,2023-02-04T12:03:00.906Z,2023-02-04T12:27:58Z,4010614367,347,,4010614735,233,245,4010614365,56,Back,,,,,,,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602949,245,5,1,27,31,5snsl2d1lu2oclbriztdy61d6,1,84.2,-1.5,2023-02-04T12:03:00.906Z,2023-02-04T12:03:13Z,4010614695,56,Right,4010614727,233,227,4010614697,347,,,,,,,,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503602995,246,1,1,27,45,5snsl2d1lu2oclbriztdy61d6,0,85.1,0,2023-02-04T12:03:15.002Z,2023-02-04T12:03:18Z,4010614959,56,Center,4010614963,141,28.5,4010614965,212,23.8,4010614969,1,,4010614957,107,,4010614961,140,96.8,4010614967,213,1.0,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603105,228,12,1,27,51,8gw3pgcd0doivaul55q8na9lg,1,2.3,70.7,2023-02-04T12:03:21.171Z,2023-02-04T12:03:29Z,4010615521,56,Back,4010615527,212,27.1,4010615519,167,,4010615523,140,19.2,4010615525,141,100.0,4010615529,213,0.9,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603109,229,5,1,27,55,8gw3pgcd0doivaul55q8na9lg,0,18.7,101.2,2023-02-04T12:03:25.290Z,2023-02-04T12:27:59Z,4010698729,233,247,4010615547,56,Back,4010615549,347,,,,,,,,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603111,247,5,1,27,55,5snsl2d1lu2oclbriztdy61d6,1,81.3,-1.2,2023-02-04T12:03:25.290Z,2023-02-04T12:27:58Z,4010615553,347,,4010698725,233,229,4010615551,56,Right,,,,,,,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603137,248,1,1,28,1,5snsl2d1lu2oclbriztdy61d6,1,80.1,0,2023-02-04T12:03:31.161Z,2023-02-04T12:03:33Z,4010615657,213,1.1,4010615649,56,Center,4010615651,140,90.5,4010615653,141,30.4,4010615659,1,,4010615647,107,,4010615655,212,23.7,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603143,249,1,1,28,3,5snsl2d1lu2oclbriztdy61d6,0,90.5,30.4,2023-02-04T12:03:33.114Z,2023-02-04T12:03:34Z,4010615703,141,44.8,4010615699,56,Center,4010615705,212,10.1,4010615701,140,88.1,4010615697,3,,4010615707,213,1.8,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603211,230,12,1,28,6,8gw3pgcd0doivaul55q8na9lg,1,10.2,61.5,2023-02-04T12:03:35.788Z,2023-02-04T12:03:41Z,4010616059,141,56.7,4010616055,56,Back,4010616063,213,6.1,4010616057,140,28.0,4010616061,212,19.0,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603233,231,1,1,28,11,8gw3pgcd0doivaul55q8na9lg,0,26.3,48.1,2023-02-04T12:03:40.915Z,2023-02-04T12:03:42Z,4010616139,140,37.5,4010616141,141,43.9,4010616135,3,,4010616137,56,Back,4010616143,212,12.1,4010616145,213,6.0,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603253,250,1,1,28,11,5snsl2d1lu2oclbriztdy61d6,1,59.4,68.8,2023-02-04T12:03:41.433Z,2023-02-04T12:03:44Z,4010616219,3,,4010616229,213,0.7,4010616225,141,79.3,4010616223,140,68.3,4010616221,56,Left,4010616227,212,11.8,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603255,251,61,1,28,13,5snsl2d1lu2oclbriztdy61d6,0,68.3,79.3,2023-02-04T12:03:43.378Z,2023-02-04T12:19:37Z,4010616233,56,Left,,,,,,,,,,,,,,,,,,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603261,232,1,1,28,14,8gw3pgcd0doivaul55q8na9lg,1,31.6,32.4,2023-02-04T12:03:43.828Z,2023-02-04T12:03:45Z,4010616253,140,29.3,4010616259,213,2.0,4010616255,141,41.0,4010616251,56,Back,4010616257,212,6.3,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603291,233,1,1,28,15,8gw3pgcd0doivaul55q8na9lg,1,29,41.5,2023-02-04T12:03:45.267Z,2023-02-04T12:03:48Z,4010616393,140,35.3,4010616395,141,19.1,4010616399,213,5.1,4010616391,56,Back,4010616389,155,,4010616397,212,16.6,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603303,234,1,1,28,18,8gw3pgcd0doivaul55q8na9lg,0,36.2,10.9,2023-02-04T12:03:47.971Z,2023-02-04T12:03:49Z,4010616455,213,6.2,4010616463,286,,4010616447,56,Back,4010616459,233,252,4010616449,140,41.8,4010616457,236,,4010616451,141,10.4,4010616453,212,5.9,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603301,252,74,1,28,18,5snsl2d1lu2oclbriztdy61d6,1,60.7,97.2,2023-02-04T12:03:47.972Z,2023-02-04T12:03:50Z,4010616441,285,,4010616439,56,Left,4010616471,233,234,,,,,,,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603461,235,5,1,28,21,8gw3pgcd0doivaul55q8na9lg,1,35.5,-1.2,2023-02-04T12:03:50.731Z,2023-02-04T12:27:59Z,4010617279,233,253,4010617269,56,Back,4010617271,347,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603349,253,5,1,28,21,5snsl2d1lu2oclbriztdy61d6,0,64.5,101.2,2023-02-04T12:03:50.731Z,2023-02-04T12:04:07Z,4010616717,347,,4010617295,233,235,4010616715,56,Left,,,,,,,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503603487,236,1,1,28,36,8gw3pgcd0doivaul55q8na9lg,1,36.2,0,2023-02-04T12:04:06.323Z,2023-02-04T12:04:10Z,4010617401,141,4.0,4010617407,1,,4010617403,212,26.8,4010617397,56,Right,4010617399,140,61.5,4010617395,107,,4010617405,213,0.1,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
