id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value
2479394255,1,34,16,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-10-30T12:50:01.416Z,2022-10-30T13:35:16Z,3883255657,59,"1, 7, 14, 6, 27, 11, 4, 17, 28, 36, 10, 3, 12, 15, 18, 21, 24, 37, 71, 82",3883255653,30,"7o6r8tzrtw3820q5g8slo51w5, egz2k5rilem5eycz1blntm3v8, 97c2wpbq7cw51dh668feuju1h, 7fu77l8o1mi2fq8iqqirsu09h, 7hjudlzsedzdtoh1mujgqj3yt, 51kuc7ba0zrbs82iok6sia76d, a5ysq9fe13ges96z29omy3gmh, dhus1gg9t5tpqh3xxwrte9l1x, y1n01stf6l2bn9nw1l1qv7kk, cfntkj03dvexguaq8sp37fglx, 78kvxlwqgxlr5tw44nnkcwslx, 4udz6yr09afpwg201j7ruyaz8, ewrcxn31z5uhgemq7bhbwvw89, eoup3nwpmplc03m9p7olaxel0, z76gqv9thd1553u6bf6akpyi, d0od4dxuv7bywyzy3300rp27e, 6aybaux5k8c5xtzswmbljv1m1, azj2lf3vgk50yljiskhyidhxw, 4qzbgxsev4wibbvo4osmwb4r9, a320o7ah5eyuufwh93i9g1i50",3883255655,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883255663,194,7o6r8tzrtw3820q5g8slo51w5,3883255661,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883255665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883419621,197,16872,3883255659,130,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479396769,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-10-30T12:52:53.894Z,2022-10-30T13:34:04Z,3883267239,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883267243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883421339,197,12022,3883267241,194,9m7xcfi5h3tshdrsckkausm39,3883267233,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883267237,130,8,3883267231,30,"ej5p7l0mua55bqhzjbybejwet, efjrhuhhm4zy4vrzekxlu4h9m, 23l4wxjftfctry8qgxh71zhm1, eamiu4oem93j41zqdsv9uk4b9, 6e1lpunbwloydldryrn6q3iz9, 9m7xcfi5h3tshdrsckkausm39, cczk9xb3xmteym84wujrwt0yc, 4hr92u2mkgds9ojm844xgag9h, 9q6mpd436ukjidbbj6onmti0a, cv7zl2omdyscmzg77ac8nic45, 6bxufdsghl0f3r4jilcbo26eh, 20pat26jlgjcvstrte9jbltrd, 4jwotvqswss201ptdipai5rkl, 1hvfc11oxddf7hxxks4skxw45, c8v0somzpm3hv3vvg4t85hjl6, 9fplrvcgiwmkq6patjbofpqp6, 6sljs1wh2o8jd8j3rehix8bo4, cbozn7nychmtwwwkrxae2ga21, 7rkobukrhcx0h6t3p1ux2bl78, 9nj8et8a0rk6ay19vk84uawh5",3883267235,59,"1, 15, 22, 20, 23, 5, 13, 21, 19, 10, 24, 2, 7, 12, 14, 17, 28, 29, 40, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428521,2,32,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-10-30T13:30:26.397Z,2022-10-30T13:30:26Z,3883428533,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428533,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-10-30T13:30:26.397Z,2022-10-30T13:30:28Z,3883428599,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428559,3,1,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,50,50,2022-10-30T13:30:26.497Z,2022-10-30T13:30:30Z,3883428761,213,2.6,3883428763,279,S,3883428755,140,36.3,3883428753,56,Back,3883428757,141,61.9,3883428759,212,16.5,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428591,4,1,1,0,3,7pm0maqtof5rdc3ksumasw55g,1,33.4,59.2,2022-10-30T13:30:29.922Z,2022-10-30T15:25:27Z,3883428905,140,25.7,3883428909,212,28.2,3883428903,56,Back,3883428907,141,19.5,3883428911,213,4.4,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428597,5,1,1,0,6,7pm0maqtof5rdc3ksumasw55g,0,25.2,18.6,2022-10-30T13:30:32.930Z,2022-10-30T13:32:42Z,3883428933,140,39.5,3883428937,212,20.3,3883428939,213,0.7,3883428935,141,38.6,3883428931,56,Back,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428627,3,49,1,0,9,agjf3593kdfob1fl43rlt2b6c,1,61.6,56,2022-10-30T13:30:35.797Z,2022-10-30T13:30:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428659,4,1,1,0,9,agjf3593kdfob1fl43rlt2b6c,1,61.3,56,2022-10-30T13:30:36.093Z,2022-10-30T13:32:36Z,3883430143,210,15,3883429263,141,42.5,3883429267,213,5.4,3883429261,140,68.4,3883429265,212,11.8,3883429259,56,Center,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428665,5,15,1,0,11,agjf3593kdfob1fl43rlt2b6c,1,71.2,44.6,2022-10-30T13:30:38.021Z,2022-10-30T13:32:36Z,3883429299,22,,3883438555,233,6,3883430163,55,4,3883430175,147,50.2,3883430161,29,,3883430169,103,4.4,3883430159,76,,3883430173,146,97.7,cv7zl2omdyscmzg77ac8nic45,Y. Rincón,,3883430167,102,53.3,3883429301,18,3883429839,20,3883430171,215,3883429303,56,Center,,,,,,,,,,,,,,,
2479428673,6,10,1,0,11,7pm0maqtof5rdc3ksumasw55g,1,1.9,48.6,2022-10-30T13:30:38.121Z,2022-10-30T13:32:37Z,3883438497,180,,3883438495,177,,3883429351,182,,3883429353,56,Back,3883438617,233,5,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428703,7,52,1,0,14,7pm0maqtof5rdc3ksumasw55g,1,1.9,48.6,2022-10-30T13:30:41.298Z,2022-10-30T13:30:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428875,8,1,1,0,19,7pm0maqtof5rdc3ksumasw55g,1,7.2,50,2022-10-30T13:30:45.858Z,2022-10-30T13:30:56Z,3883430333,213,1.3,3883430325,56,Back,3883430331,212,15.9,3883430323,123,,3883430327,140,11.5,3883430329,141,72.4,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428887,9,1,1,0,29,7pm0maqtof5rdc3ksumasw55g,1,24.2,72.7,2022-10-30T13:30:56.273Z,2022-10-30T13:30:57Z,3883430397,56,Back,3883430409,213,5.4,3883430405,212,28.3,3883430401,141,39.5,3883430399,140,40.4,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428903,10,1,1,0,31,7pm0maqtof5rdc3ksumasw55g,1,40.4,39.5,2022-10-30T13:30:57.858Z,2022-10-30T15:25:55Z,3883430501,212,19.1,3883430503,213,3.1,3883430499,141,40.4,3883430497,140,22.2,3883430495,56,Back,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428933,11,1,1,0,33,7pm0maqtof5rdc3ksumasw55g,1,22.2,40.5,2022-10-30T13:31:00.273Z,2022-10-30T13:31:02Z,3883430629,56,Back,3883430637,213,5.2,3883430633,141,12.0,3883430635,212,21.7,3883430631,140,31.4,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479428957,12,1,1,0,36,7pm0maqtof5rdc3ksumasw55g,1,31.4,11.5,2022-10-30T13:31:02.785Z,2022-10-30T13:31:05Z,3883430799,56,Back,3883430805,212,16.0,3883430801,140,24.6,3883430803,141,32.6,3883430807,213,2.0,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429027,13,1,1,0,38,7pm0maqtof5rdc3ksumasw55g,1,25.7,39.3,2022-10-30T13:31:05.394Z,2022-10-30T13:31:09Z,3883431117,212,17.1,3883431113,140,9.6,3883431119,213,3.0,3883431111,56,Back,3883431115,141,43.5,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429047,14,1,1,0,43,7pm0maqtof5rdc3ksumasw55g,1,9.6,43.5,2022-10-30T13:31:09.474Z,2022-10-30T13:31:11Z,3883431205,140,20.8,3883431209,212,12.8,3883431203,56,Back,3883431207,141,35.9,3883431211,213,5.9,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429063,15,1,1,0,44,7pm0maqtof5rdc3ksumasw55g,1,20.3,35.4,2022-10-30T13:31:11.057Z,2022-10-30T13:31:12Z,3883431289,140,35.1,3883431293,212,15.9,3883431291,141,30.6,3883431295,213,6.1,3883431287,56,Back,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429111,16,1,1,0,46,7pm0maqtof5rdc3ksumasw55g,1,35.1,30.6,2022-10-30T13:31:12.578Z,2022-10-30T13:31:15Z,3883431589,56,Back,3883431593,141,6.1,3883431597,213,3.8,3883431591,140,14.6,3883431595,212,27.2,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429197,17,1,1,0,49,7pm0maqtof5rdc3ksumasw55g,1,15.9,7,2022-10-30T13:31:15.714Z,2022-10-30T13:31:20Z,3883432047,56,Back,3883432051,141,21.6,3883432055,213,1.2,3883432049,140,19.8,3883432053,212,10.7,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429237,18,1,1,0,54,7pm0maqtof5rdc3ksumasw55g,0,23.2,27.2,2022-10-30T13:31:20.706Z,2022-10-30T13:31:23Z,3883432261,141,3.9,3883432265,213,5.8,3883432267,1,,3883432263,212,36.5,3883432257,140,54.5,3883432253,56,Right,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429243,6,8,1,0,56,agjf3593kdfob1fl43rlt2b6c,1,45.5,94.2,2022-10-30T13:31:23.174Z,2022-10-30T13:31:23Z,3883432285,56,Back,,,,,,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
