id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value
2479429263,7,5,1,0,57,agjf3593kdfob1fl43rlt2b6c,0,53.4,101.8,2022-10-30T13:31:23.873Z,2022-10-30T13:49:48Z,3883433171,233,19,3883432371,56,Left,3883432373,347,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429397,19,5,1,0,57,7pm0maqtof5rdc3ksumasw55g,1,46.6,-1.8,2022-10-30T13:31:23.873Z,2022-10-30T13:31:33Z,3883433103,56,Back,3883433105,347,,3883433117,233,7,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429453,20,1,1,1,8,7pm0maqtof5rdc3ksumasw55g,1,47.4,0,2022-10-30T13:31:34.642Z,2022-10-30T13:31:36Z,3883433307,56,Back,3883433305,107,,3883433309,140,46.4,3883433315,213,1.7,3883433311,141,10.0,3883433313,212,7.5,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429477,21,1,1,1,9,7pm0maqtof5rdc3ksumasw55g,1,46.4,10,2022-10-30T13:31:35.969Z,2022-10-30T13:31:37Z,3883433453,212,4.2,3883433449,140,44.9,3883433455,213,4.3,3883433451,141,4.3,3883433445,3,,3883433447,56,Back,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429485,22,1,1,1,10,7pm0maqtof5rdc3ksumasw55g,0,44.9,4.3,2022-10-30T13:31:37.122Z,2022-10-30T13:31:37Z,3883433485,3,,3883433487,56,Right,3883433489,140,53.1,3883433493,212,9.7,3883433491,141,10.9,3883433495,213,0.5,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429519,8,1,1,1,12,agjf3593kdfob1fl43rlt2b6c,1,49.4,70,2022-10-30T13:31:38.853Z,2022-10-30T13:31:40Z,3883433627,212,14.0,3883433623,140,58.4,3883433621,56,Left,3883433625,141,85.1,3883433619,3,,3883433629,213,0.8,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429553,9,1,1,1,13,agjf3593kdfob1fl43rlt2b6c,0,59.1,86.3,2022-10-30T13:31:39.957Z,2022-10-30T13:31:43Z,3883433817,3,,3883433823,141,66.9,3883433827,213,5.5,3883433825,212,18.3,3883433821,140,71.2,3883433819,56,Center,,,,,,,cv7zl2omdyscmzg77ac8nic45,Y. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429551,23,44,1,1,15,7pm0maqtof5rdc3ksumasw55g,1,31.9,28.8,2022-10-30T13:31:41.426Z,2022-10-30T13:31:43Z,3883433809,285,,3883433893,233,10,3883433807,56,Back,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429563,10,44,1,1,15,agjf3593kdfob1fl43rlt2b6c,0,68.1,71.2,2022-10-30T13:31:41.427Z,2022-10-30T13:31:44Z,3883433879,286,,3883433979,233,23,3883433877,56,Center,,,,,,,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429571,24,1,1,1,15,7pm0maqtof5rdc3ksumasw55g,1,32.6,22.2,2022-10-30T13:31:41.777Z,2022-10-30T13:31:43Z,3883433937,212,10.7,3883433933,141,15.6,3883433925,3,,3883433927,56,Back,3883433929,140,41.8,3883433939,213,5.8,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429625,25,1,1,1,18,7pm0maqtof5rdc3ksumasw55g,0,41.8,13.6,2022-10-30T13:31:44.946Z,2022-10-30T13:31:47Z,3883434219,213,0.2,3883434221,1,,3883434207,157,,3883434211,140,84.8,3883434217,212,45.9,3883434213,141,25.7,3883434209,56,Center,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429613,11,49,1,1,20,agjf3593kdfob1fl43rlt2b6c,1,15,76.3,2022-10-30T13:31:46.645Z,2022-10-30T13:31:46Z,,,,,,,,,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429699,12,1,1,1,22,agjf3593kdfob1fl43rlt2b6c,0,8,76.1,2022-10-30T13:31:48.909Z,2022-10-30T13:32:16Z,3883434605,212,16.5,3883434601,141,95.8,3883434613,1,,3883434589,157,,3883434593,56,Back,3883434609,213,2.2,3883434597,140,0.0,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479429703,13,6,1,1,24,agjf3593kdfob1fl43rlt2b6c,0,0.6,99.4,2022-10-30T13:31:51.131Z,2022-10-30T13:32:34Z,3883438361,233,26,3883434629,56,Back,3883436657,75,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430075,26,6,1,1,24,7pm0maqtof5rdc3ksumasw55g,1,99.4,0.6,2022-10-30T13:31:51.131Z,2022-10-30T13:49:18Z,3883436515,56,Right,3883436517,73,,3883438349,233,13,,,,,,,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430173,27,1,1,1,50,7pm0maqtof5rdc3ksumasw55g,0,99.8,0.7,2022-10-30T13:32:17.138Z,2022-10-30T13:32:19Z,3883437069,6,,3883437079,141,47.1,3883437083,213,1.7,3883437081,212,31.9,3883437073,225,,3883437077,140,95.2,3883437067,2,,3883437075,56,Center,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,3883437071,155,,,,,,,,,,,,,,,,,,,,,,,,,
2479430203,14,61,1,1,54,agjf3593kdfob1fl43rlt2b6c,1,12,49.6,2022-10-30T13:32:20.822Z,2022-10-30T13:35:25Z,3883437231,56,Back,,,,,,,,,,,,,,,,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430219,15,61,1,1,55,agjf3593kdfob1fl43rlt2b6c,1,11.7,59,2022-10-30T13:32:22.254Z,2022-10-30T13:35:24Z,3883437335,56,Back,,,,,,,,,,,,,,,,,,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430253,16,1,1,1,56,agjf3593kdfob1fl43rlt2b6c,0,13,47.8,2022-10-30T13:32:23.286Z,2022-10-30T13:35:22Z,3883437523,141,43.4,3883437527,212,18.1,3883437531,213,6.1,3883437519,140,30.0,3883437539,1,,3883437517,56,Back,3883437515,157,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430247,28,43,1,1,57,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-10-30T13:32:23.745Z,2022-10-30T13:32:29Z,3883437507,286,0,3883437953,144,50,3883437505,56,Center,,,,,,,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430331,17,4,1,1,59,agjf3593kdfob1fl43rlt2b6c,1,27.3,39.8,2022-10-30T13:32:26.048Z,2022-10-30T13:32:30Z,3883437921,56,Back,3883437925,265,,3883437923,152,,3883437983,233,29,3883437927,285,,3883437919,13,,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430303,29,4,1,1,59,7pm0maqtof5rdc3ksumasw55g,0,72.7,60.2,2022-10-30T13:32:26.049Z,2022-10-30T13:32:30Z,3883437779,56,Center,3883437777,13,,3883438023,233,17,3883437785,286,,3883437781,152,,3883437783,265,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430583,18,1,1,2,15,agjf3593kdfob1fl43rlt2b6c,1,25.6,39.5,2022-10-30T13:32:42.366Z,2022-10-30T13:34:16Z,3883439297,152,,3883439295,5,,3883439299,56,Back,3883439305,212,12.6,3883439301,140,25.4,3883439307,213,4.7,3883439303,141,20.9,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430613,19,1,1,2,17,agjf3593kdfob1fl43rlt2b6c,1,25.2,19.2,2022-10-30T13:32:43.718Z,2022-10-30T13:32:45Z,3883439487,141,3.1,3883439483,56,Back,3883439485,140,32.6,3883439489,212,13.4,3883439491,213,5.3,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430637,20,1,1,2,19,agjf3593kdfob1fl43rlt2b6c,1,32.6,3.4,2022-10-30T13:32:45.398Z,2022-10-30T13:32:47Z,3883439605,56,Back,3883439607,140,42.1,3883439609,141,22.5,3883439613,213,0.9,3883439611,212,16.4,,,,,,,,,,efjrhuhhm4zy4vrzekxlu4h9m,E. Battistini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430655,21,1,1,2,21,agjf3593kdfob1fl43rlt2b6c,0,41.3,22.2,2022-10-30T13:32:47.486Z,2022-10-30T13:32:48Z,3883439711,212,17.1,3883439713,213,5.0,3883439707,140,45.7,3883439709,141,0.0,3883439705,56,Back,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430659,22,5,1,2,22,agjf3593kdfob1fl43rlt2b6c,0,46.1,-1.9,2022-10-30T13:32:48.824Z,2022-10-30T13:49:50Z,3883439719,347,,3883439715,56,Back,3883533879,233,31,,,,,,,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430793,31,5,1,2,22,7pm0maqtof5rdc3ksumasw55g,1,53.9,101.9,2022-10-30T13:32:48.824Z,2022-10-30T13:49:49Z,3883440487,56,Left,3883440489,347,,3883533851,233,22,,,,,,,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430781,30,43,1,2,30,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-10-30T13:32:56.449Z,2022-10-30T13:33:20Z,3883440439,140,52.7,3883440433,3,0,3883442197,144,1,3883440437,56,Left,3883440435,168,0,3883440443,212,0,3883440441,141,100.0,3883440445,213,0,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430887,32,1,1,2,31,7pm0maqtof5rdc3ksumasw55g,1,52.7,100,2022-10-30T13:32:57.568Z,2022-10-30T13:33:04Z,3883440929,141,95.8,3883440933,213,6.1,3883440925,56,Left,3883440931,212,17.4,3883440923,107,,3883440927,140,68.8,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430917,33,1,1,2,38,7pm0maqtof5rdc3ksumasw55g,1,91.3,90.4,2022-10-30T13:33:04.848Z,2022-10-30T13:33:07Z,3883441107,140,78.5,3883441105,56,Left,3883441109,141,79.0,3883441111,212,15.5,3883441113,213,3.7,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430935,34,1,1,2,40,7pm0maqtof5rdc3ksumasw55g,0,76.8,75.2,2022-10-30T13:33:07.073Z,2022-10-30T15:26:26Z,3883441207,140,87.8,3883441209,141,56.8,3883441205,56,Center,3883441211,212,17.0,3883441213,213,5.5,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430999,23,12,1,2,41,agjf3593kdfob1fl43rlt2b6c,1,12,32.5,2022-10-30T13:33:07.477Z,2022-10-30T13:37:05Z,3883441535,212,23.0,3883441531,140,33.8,3883441533,141,29.2,3883441537,213,6.2,3883441529,56,Back,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479431055,35,1,1,2,45,7pm0maqtof5rdc3ksumasw55g,1,66.9,67,2022-10-30T13:33:11.761Z,2022-10-30T13:33:15Z,3883441799,56,Left,3883441801,140,93.5,3883441805,212,31.7,3883441807,213,0.5,3883441803,141,89.2,3883441797,155,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479431077,36,1,1,2,49,7pm0maqtof5rdc3ksumasw55g,0,95.4,83.7,2022-10-30T13:33:15.712Z,2022-10-30T13:33:18Z,3883441913,2,,3883441917,56,Center,3883441915,155,,3883441925,213,4.8,3883441921,141,47.3,3883441923,212,24.8,3883442065,233,24,3883441919,140,97.4,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479431103,24,11,1,2,51,agjf3593kdfob1fl43rlt2b6c,1,2.5,49.7,2022-10-30T13:33:18.142Z,2022-10-30T13:33:19Z,3883442045,56,Back,3883442047,88,,3883442133,233,36,,,,,,,,,,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
