id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2487941873,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-11-27T10:51:25.862Z,2022-11-27T11:50:56Z,3927978511,59,"1, 14, 22, 40, 44, 5, 13, 21, 20, 10, 67, 2, 8, 11, 12, 15, 17, 19, 23, 28",3927978517,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928019731,197,12022,3927978503,30,"ej5p7l0mua55bqhzjbybejwet, c8v0somzpm3hv3vvg4t85hjl6, 23l4wxjftfctry8qgxh71zhm1, 7rkobukrhcx0h6t3p1ux2bl78, 9nj8et8a0rk6ay19vk84uawh5, 9m7xcfi5h3tshdrsckkausm39, cczk9xb3xmteym84wujrwt0yc, 4hr92u2mkgds9ojm844xgag9h, eamiu4oem93j41zqdsv9uk4b9, cv7zl2omdyscmzg77ac8nic45, s7husj5h842pazt5crezfbe2, 20pat26jlgjcvstrte9jbltrd, 4xzg2jjtxvjoic1c8ohzsumdx, c10vstpggi4d7dqoni0jn3pck, 1hvfc11oxddf7hxxks4skxw45, efjrhuhhm4zy4vrzekxlu4h9m, 9fplrvcgiwmkq6patjbofpqp6, 9q6mpd436ukjidbbj6onmti0a, 6e1lpunbwloydldryrn6q3iz9, 6sljs1wh2o8jd8j3rehix8bo4",3927978513,130,8,3927978505,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3927978525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3927978521,194,9m7xcfi5h3tshdrsckkausm39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487942241,1,34,16,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-11-27T10:54:59.333Z,2022-11-27T12:36:00Z,3928026125,197,8196,3927980493,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3927980487,130,10,3927980481,30,"7znpe1zzdhv7izxm0m0c2a6eh, 9ihxuqs1v194z96ytkbr6tot1, 8hrg2luo5rmy9njl7a5xd6oyd, duqwuxyvts7b8y171m2zjgfe1, ae23upd2mq9lzptqvyydvfsh5, b8g6l2yrz5zkx0z4cwqbtrm96, ynp4teryxz8qxmby29s1muhh, 8xmxzyft6jgirmjmtokysv9at, 6deaavas7332takve0kva6bbp, 6c4yw57zmdchgqhb4uaybmklx, 8kyz2zkpdn0wdf1ybpmgd2ay1, 8vylda616yxfy53t66o4ua162, 7dy7sy437pa1h4a6whsw7jnit, 34wzrwrb4kbwo1iudvi32t9sl, 8m1zaxpia31zue120389es72t, eb8kdhe0pwhhpvpfdmrlqqjth, bs7324p1bdh7ggv14x3f2x4ut, 7uj1fxna6f1mtu0r4c3x5seeh, 28egj5kbmudnzoospmg1kqrkk, 3sl07ak0sm45yf3uemq2kt79w",3927980491,194,ae23upd2mq9lzptqvyydvfsh5,3927980483,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3927980485,59,"73, 2, 3, 4, 85, 20, 8, 6, 9, 27, 15, 10, 22, 23, 26, 32, 33, 77, 78, 99",3927980489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949937,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-11-27T11:31:03.709Z,2022-11-27T11:31:04Z,3928022629,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949931,2,32,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-11-27T11:31:03.709Z,2022-11-27T11:31:03Z,3928022613,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949941,3,1,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,50,50.4,2022-11-27T11:31:03.809Z,2022-11-27T11:31:07Z,3928022651,141,74.6,3928022657,1,,3928022655,213,2.6,3928022653,212,33.6,3928022647,56,Back,3928022659,279,S,3928022649,140,22.1,,,,6c4yw57zmdchgqhb4uaybmklx,V. Monterubbiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949955,4,1,1,0,3,7jaarwfaeewpo3vnfvhc2c665,1,22.3,74,2022-11-27T11:31:07.386Z,2022-11-27T11:31:13Z,3928022721,213,4.6,3928022715,140,21.3,3928022719,212,15.1,3928022713,56,Back,3928022717,141,51.9,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949957,5,1,1,0,9,7jaarwfaeewpo3vnfvhc2c665,1,25.7,51.3,2022-11-27T11:31:13.402Z,2022-11-27T11:31:34Z,3928022743,213,1.2,3928022737,140,32.2,3928022741,212,19.5,3928022739,141,78.1,3928022735,56,Back,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949969,6,1,1,0,12,7jaarwfaeewpo3vnfvhc2c665,1,32.2,80,2022-11-27T11:31:15.938Z,2022-11-27T11:31:19Z,3928022797,212,12.8,3928022791,56,Back,3928022795,141,69.5,3928022799,213,5.7,3928022793,140,42.3,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949977,7,1,1,0,15,7jaarwfaeewpo3vnfvhc2c665,1,42.5,69.5,2022-11-27T11:31:18.898Z,2022-11-27T11:31:20Z,3928022839,212,17.5,3928022841,213,2.1,3928022833,56,Back,3928022835,140,34.8,3928022837,141,92.3,,,,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949991,8,1,1,0,17,7jaarwfaeewpo3vnfvhc2c665,1,34.8,92.2,2022-11-27T11:31:20.762Z,2022-11-27T11:31:30Z,3928022899,213,4.3,3928022897,212,19.2,3928022891,56,Back,3928022895,141,66.3,3928022893,140,27.5,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
