id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2541612205,4,1,1,0,22,49rkyo4do8uwj06geomw0xr4i,0,32.5,0,2023-04-30T13:00:35.855Z,2023-04-30T21:59:12Z,4239660285,140,48.3,4239660287,141,4.3,4239660291,213,0.2,4239660289,212,17.0,4239660283,56,Back,4239660281,107,,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612245,8,1,1,0,24,gi0l1habji5hpgar77dl5jqe,0,55,97.2,2023-04-30T13:00:37.461Z,2023-04-30T21:59:15Z,4239660503,56,Back,4239660501,3,,4241679107,388,,4239660505,140,48.3,4239660509,212,7.5,4239660511,213,2.8,4239660507,141,100.0,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612433,5,5,1,0,26,49rkyo4do8uwj06geomw0xr4i,1,54,-1.2,2023-04-30T13:00:39.536Z,2023-04-30T21:59:17Z,4239661417,56,Right,4239661463,233,9,4239661419,347,,,,,,,,,,,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612251,9,5,1,0,26,gi0l1habji5hpgar77dl5jqe,0,46,101.2,2023-04-30T13:00:39.536Z,2023-04-30T21:59:17Z,4239660541,56,Back,4239660543,347,,4239661535,233,5,,,,,,,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612465,6,1,1,0,37,49rkyo4do8uwj06geomw0xr4i,0,58.3,0,2023-04-30T13:00:51.010Z,2023-04-30T21:59:21Z,4239661605,141,6.1,4239661599,107,,4239661607,212,14.7,4239661609,213,0.4,4239661603,140,71.4,4239661601,56,Right,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612483,10,49,1,0,39,gi0l1habji5hpgar77dl5jqe,1,28.5,95.7,2023-04-30T13:00:52.782Z,2023-04-30T21:59:30Z,,,,,,,,,,,,,,,,,,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612493,11,1,1,0,39,gi0l1habji5hpgar77dl5jqe,0,28.4,95.7,2023-04-30T13:00:52.812Z,2023-04-30T21:59:27Z,4239661711,56,Back,4239661713,140,41.0,4239661719,213,6.1,4241679367,178,,4239661717,212,13.6,4239661715,141,91.1,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612517,7,49,1,0,40,49rkyo4do8uwj06geomw0xr4i,1,60.5,14.1,2023-04-30T13:00:53.606Z,2023-04-30T21:59:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612523,8,1,1,0,40,49rkyo4do8uwj06geomw0xr4i,0,60.5,14.1,2023-04-30T13:00:53.665Z,2023-04-30T21:59:37Z,4241679637,178,,4239661891,213,0.8,4239661887,141,37.1,4239661889,212,22.2,4239661885,140,75.5,4239661893,1,,4239661881,157,,4239661883,56,Center,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612529,12,49,1,0,42,gi0l1habji5hpgar77dl5jqe,1,27.7,55.5,2023-04-30T13:00:55.815Z,2023-04-30T21:59:46Z,,,,,,,,,,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612547,13,1,1,0,42,gi0l1habji5hpgar77dl5jqe,1,27.7,55.5,2023-04-30T13:00:55.823Z,2023-04-30T21:59:44Z,4239662055,212,6.8,4239662049,56,Back,4239662059,213,2.3,4241679857,178,,4239662053,141,62.7,4239662051,140,23.2,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612579,14,1,1,0,43,gi0l1habji5hpgar77dl5jqe,1,23.3,62.6,2023-04-30T13:00:57.343Z,2023-04-30T21:59:50Z,4239662251,212,20.3,4239662253,213,3.4,4241680111,178,,4239662249,141,55.5,4239662247,140,4.5,4239662245,56,Back,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612683,15,1,1,0,45,gi0l1habji5hpgar77dl5jqe,0,4.5,55.5,2023-04-30T13:00:58.706Z,2023-04-30T21:59:54Z,4239662767,1,,4239662765,213,0.9,4239662761,141,95.0,4239662757,56,Back,4239663067,157,,4239662759,140,24.9,4241680225,178,,4239662763,212,34.4,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612693,9,44,1,0,51,49rkyo4do8uwj06geomw0xr4i,1,71.6,7.8,2023-04-30T13:01:04.430Z,2023-05-01T00:13:19Z,4239662801,56,Right,4239662855,233,16,4239662803,286,,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612691,16,44,1,0,51,gi0l1habji5hpgar77dl5jqe,0,28.4,92.2,2023-04-30T13:01:04.431Z,2023-04-30T21:59:57Z,4239662793,56,Back,4239662795,285,,4239662967,233,9,,,,,,,,,,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612713,10,1,1,0,51,49rkyo4do8uwj06geomw0xr4i,1,68.2,10.7,2023-04-30T13:01:04.649Z,2023-05-01T00:13:19Z,4239662891,3,,4239662901,212,5.9,4241680465,388,,4239662893,56,Right,4239662897,141,13.7,4239662895,140,62.9,4239662905,213,2.8,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612729,11,49,1,0,52,49rkyo4do8uwj06geomw0xr4i,1,62.9,13.7,2023-04-30T13:01:06.187Z,2023-04-30T22:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612737,12,1,1,0,52,49rkyo4do8uwj06geomw0xr4i,1,62.9,13.7,2023-04-30T13:01:06.212Z,2023-04-30T22:00:06Z,4239663053,212,9.5,4239663051,141,26.8,4239663055,213,1.9,4241680649,178,,4239663049,140,59.8,4239663047,56,Center,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612757,13,1,1,0,54,49rkyo4do8uwj06geomw0xr4i,1,63.7,30.1,2023-04-30T13:01:07.884Z,2023-04-30T22:00:11Z,4239663135,213,1.6,4241680697,178,,4239663131,141,38.6,4239663133,212,5.8,4239663127,56,Center,4239663129,140,63.4,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612775,14,1,1,0,55,49rkyo4do8uwj06geomw0xr4i,0,60.5,37.5,2023-04-30T13:01:08.731Z,2023-04-30T22:00:14Z,4239663239,212,6.5,4239663235,141,38.8,4239663225,56,Center,4239663243,213,3.0,4239663229,140,54.4,4241680737,178,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612799,17,49,1,0,56,gi0l1habji5hpgar77dl5jqe,1,48.2,60.8,2023-04-30T13:01:10.037Z,2023-04-30T22:00:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1wynwp4x95o9w5tt4cdog6i1,V. Osimhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541612935,18,1,1,0,57,gi0l1habji5hpgar77dl5jqe,1,48.1,58.2,2023-04-30T13:01:10.979Z,2023-04-30T22:00:21Z,4239664035,141,19.4,4241680849,178,,4239664039,213,5.3,4239664037,212,31.8,4239664033,140,65.0,4239664031,56,Right,,,,,,,1wynwp4x95o9w5tt4cdog6i1,V. Osimhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613025,19,1,1,1,4,gi0l1habji5hpgar77dl5jqe,1,90.7,18.2,2023-04-30T13:01:17.689Z,2023-04-30T22:00:30Z,4241181149,20,,4241181147,224,,4241680973,178,,4239664515,213,1.6,4239664503,2,,4239664511,141,39.4,4239664505,155,,4239664513,212,14.4,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,1,4239664507,56,Center,4239665853,154,4239664509,140,90.1,4239665851,210,13,,,,,,,,,,,,,,,,,,,,
2541613029,20,13,1,1,5,gi0l1habji5hpgar77dl5jqe,1,90.2,38,2023-04-30T13:01:18.669Z,2023-04-30T22:00:30Z,4241681137,388,,4239665929,103,27.8,4239665927,102,43.2,4239665207,328,,4239665917,154,,4239664529,56,Center,4239664527,17,,4239665933,231,48.4,1wynwp4x95o9w5tt4cdog6i1,V. Osimhen,,4239665191,15,,4239665931,230,4239665921,55,19,4239665913,29,,98.8,4239666975,23,4239665911,84,,,,,,,,,,,,,,,
2541613001,15,5,1,1,6,49rkyo4do8uwj06geomw0xr4i,1,-0.7,57.1,2023-04-30T13:01:19.800Z,2023-04-30T22:00:32Z,4239664377,56,Back,4239664383,346,,4239664643,233,21,,,,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613043,21,5,1,1,6,gi0l1habji5hpgar77dl5jqe,0,100.7,42.9,2023-04-30T13:01:19.800Z,2023-04-30T22:00:32Z,4239664605,56,Center,4239664707,233,15,4239664607,346,,,,,,,,,,,,,,,,,1wynwp4x95o9w5tt4cdog6i1,V. Osimhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613689,16,1,1,1,41,49rkyo4do8uwj06geomw0xr4i,0,4.1,55.2,2023-04-30T13:01:54.464Z,2023-04-30T22:00:56Z,4239668021,141,12.3,4241183143,189,,4239668023,212,60.2,4239668027,1,,4239668015,124,,4239668031,74,,4239668025,213,5.8,4239668019,140,54.2,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,4239668017,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613683,22,44,1,1,43,gi0l1habji5hpgar77dl5jqe,1,44,90.8,2023-04-30T13:01:57.235Z,2023-05-01T00:13:20Z,4239667979,56,Back,4239668191,233,17,4239667983,285,,,,,,,,,,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613695,17,44,1,1,43,49rkyo4do8uwj06geomw0xr4i,0,56,9.2,2023-04-30T13:01:57.236Z,2023-04-30T22:01:00Z,4239668295,233,22,4239668069,286,,4239668067,56,Right,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613693,23,1,1,1,43,gi0l1habji5hpgar77dl5jqe,0,42.3,93.9,2023-04-30T13:01:57.318Z,2023-05-01T00:13:20Z,4241681953,388,,4239668051,3,,4239668053,56,Back,4239668059,212,0.4,4239668057,141,93.8,4239668061,213,6.1,4239668055,140,42.7,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613737,18,61,1,1,44,49rkyo4do8uwj06geomw0xr4i,1,54.2,12.3,2023-04-30T13:01:57.356Z,2023-04-30T22:01:09Z,4239668245,56,Right,4241682063,15,,4241682065,388,,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613749,19,5,1,1,47,49rkyo4do8uwj06geomw0xr4i,0,54.7,-1.3,2023-04-30T13:02:00.981Z,2023-04-30T22:01:13Z,4239668303,56,Right,4239668305,347,,4239669511,233,24,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613965,24,5,1,1,47,gi0l1habji5hpgar77dl5jqe,1,45.3,101.3,2023-04-30T13:02:00.981Z,2023-04-30T22:01:13Z,4239669377,56,Back,4239669379,347,,4239669399,233,19,,,,,,,,,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614015,25,1,1,1,57,gi0l1habji5hpgar77dl5jqe,1,45.6,100,2023-04-30T13:02:11.289Z,2023-04-30T22:01:18Z,4239669611,213,5.3,4239669609,212,6.7,4239669607,141,93.8,4239669605,140,49.2,4239669601,107,,4239669603,56,Back,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614047,26,1,1,1,58,gi0l1habji5hpgar77dl5jqe,1,49.3,93.6,2023-04-30T13:02:12.317Z,2023-04-30T22:01:23Z,4239669745,140,45.6,4239669747,141,98.7,4239669749,212,5.2,4241682387,178,,4239669743,56,Back,4239669773,156,,4239669751,213,2.4,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614137,27,1,1,1,59,gi0l1habji5hpgar77dl5jqe,1,45.6,98.3,2023-04-30T13:02:13.180Z,2023-04-30T22:01:26Z,4239670221,140,45.8,4239670223,141,46.7,4241682459,178,,4239670215,155,,4239670227,213,4.7,4239670217,56,Back,4239670225,212,35.1,4239670231,1,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614141,28,61,1,2,3,gi0l1habji5hpgar77dl5jqe,1,46.2,44,2023-04-30T13:02:16.840Z,2023-04-30T22:01:46Z,4239670239,56,Back,4241682597,178,,,,,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614229,29,4,1,2,3,gi0l1habji5hpgar77dl5jqe,1,46.2,44,2023-04-30T13:02:17.042Z,2023-04-30T22:01:41Z,4239670683,152,,4239670679,10,,4239670681,56,Back,4239670685,286,,4239671339,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614335,21,4,1,2,3,49rkyo4do8uwj06geomw0xr4i,0,53.8,56,2023-04-30T13:02:17.043Z,2023-04-30T22:01:41Z,4239671365,233,29,4239671221,285,,4241682829,388,,4239671217,56,Center,4239671219,152,,4239671215,10,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614147,20,43,1,2,4,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-04-30T13:02:17.595Z,2023-04-30T13:05:27Z,4239693167,144,7,4239670321,233,28,4239670269,56,Center,4239670271,285,0,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614519,30,1,1,2,16,gi0l1habji5hpgar77dl5jqe,1,47.3,46.6,2023-04-30T13:02:29.714Z,2023-04-30T22:01:54Z,4239672137,5,,4241683175,178,,4239672149,140,44.3,4239672161,213,1.8,4239672157,212,14.8,4239672147,56,Back,4239672143,152,,4239672153,141,67.8,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614547,31,1,1,2,18,gi0l1habji5hpgar77dl5jqe,1,47.5,71.3,2023-04-30T13:02:32.247Z,2023-04-30T22:02:01Z,4239672313,213,0.1,4239672309,212,10.7,4239672307,141,72.3,4239672303,140,57.7,4241683391,178,,4239672299,56,Center,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614577,32,1,1,2,20,gi0l1habji5hpgar77dl5jqe,1,57.9,73.2,2023-04-30T13:02:33.450Z,2023-04-30T22:02:03Z,4239672421,140,48.2,4241683457,178,,4239672423,141,78.9,4239672427,213,2.8,4239672493,156,,4239672417,56,Back,4239672425,212,10.9,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614795,33,1,1,2,22,gi0l1habji5hpgar77dl5jqe,1,48.8,78.3,2023-04-30T13:02:35.738Z,2023-04-30T22:02:07Z,4239673493,212,48.6,4241683547,178,,4239673487,56,Left,4239673491,141,98.7,4239673489,140,93.2,4239673495,213,0.3,4239673497,1,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614815,34,3,1,2,29,gi0l1habji5hpgar77dl5jqe,0,94.5,94.8,2023-04-30T13:02:42.387Z,2023-04-30T22:02:14Z,4241186275,465,,4239676835,286,,4239677019,211,,4239673587,56,Left,4241683719,178,,,,,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614805,22,49,1,2,30,49rkyo4do8uwj06geomw0xr4i,1,5.7,13.5,2023-04-30T13:02:43.361Z,2023-04-30T22:02:16Z,,,,,,,,,,,,,,,,,,,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614879,23,1,1,2,30,49rkyo4do8uwj06geomw0xr4i,1,6.6,11.1,2023-04-30T13:02:44.290Z,2023-04-30T22:02:19Z,4241683871,178,,4239673941,141,2.9,4239673943,212,18.0,4239673937,56,Back,4239673939,140,22.9,4239673945,213,6.0,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
