id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/12/value
2506913031,188,1,1,23,4,7pm0maqtof5rdc3ksumasw55g,1,68.7,0,2023-02-12T11:56:12.258Z,2023-02-12T11:56:14Z,4027955875,141,9.5,4027955871,56,Right,4027955881,1,,4027955873,140,88.9,4027955877,212,22.4,4027955869,107,,4027955879,213,0.3,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913107,189,1,1,23,6,7pm0maqtof5rdc3ksumasw55g,1,88.2,6.1,2023-02-12T11:56:14.249Z,2023-02-12T11:56:24Z,4027956217,213,2.2,4027956213,141,17.6,4027956215,212,9.6,4027956211,140,82.9,4027956209,56,Right,,,,,,,,,,5nljieat47whdahci7pz82tjo,M. Corbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913113,190,50,1,23,12,7pm0maqtof5rdc3ksumasw55g,1,94.1,18.2,2023-02-12T11:56:19.517Z,2023-02-12T11:56:25Z,4027956253,233,199,4027956241,286,,4027956239,56,Right,,,,,,,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913097,199,7,1,23,12,agjf3593kdfob1fl43rlt2b6c,1,5.9,81.8,2023-02-12T11:56:19.518Z,2023-02-12T11:56:25Z,4027956177,56,Back,4027956179,285,,4027956249,233,190,,,,,,,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913099,200,61,1,23,16,agjf3593kdfob1fl43rlt2b6c,0,3.1,83.8,2023-02-12T11:56:23.693Z,2023-02-12T11:56:24Z,4027956181,56,Back,,,,,,,,,,,,,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913141,191,6,1,23,17,7pm0maqtof5rdc3ksumasw55g,1,97.8,16.6,2023-02-12T11:56:24.832Z,2023-02-12T12:01:06Z,4027956413,233,201,4027956407,56,Right,4027956409,75,,,,,,,,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913131,201,6,1,23,17,agjf3593kdfob1fl43rlt2b6c,0,2.2,83.4,2023-02-12T11:56:24.832Z,2023-02-12T11:56:29Z,4027956373,73,,4027956371,56,Back,4027956429,233,191,,,,,,,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913347,193,1,1,23,42,7pm0maqtof5rdc3ksumasw55g,1,99.6,0.5,2023-02-12T11:56:49.823Z,2023-02-12T11:56:56Z,4027957421,141,40.1,4027957415,225,,4027957425,213,1.8,4027957411,6,,4027957417,56,Center,4027957413,155,,4027957419,140,93.9,4027957409,2,,bli75mkfku2no79sep0n21v8q,N. Arcangeli,4027957423,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913411,202,4,1,23,47,agjf3593kdfob1fl43rlt2b6c,1,7,62,2023-02-12T11:56:54.653Z,2023-02-12T11:57:14Z,4027957665,13,,4027957887,233,194,4027957673,285,,4027957667,56,Back,4027957729,294,,4027957669,152,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913355,194,4,1,23,47,7pm0maqtof5rdc3ksumasw55g,0,93,38,2023-02-12T11:56:54.654Z,2023-02-12T11:57:14Z,4027957457,152,,4027957453,56,Center,4027957463,286,,4027957895,233,202,4027957449,13,,4027957451,294,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913505,203,1,1,24,9,agjf3593kdfob1fl43rlt2b6c,0,10.7,65.1,2023-02-12T11:57:16.848Z,2023-02-12T11:57:21Z,4027958071,157,,4027958083,213,6.2,4027958075,56,Back,4027958085,1,,4027958069,5,,4027958079,141,59.0,4027958081,212,40.6,4027958077,140,49.2,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,4027958073,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913525,195,44,1,24,13,7pm0maqtof5rdc3ksumasw55g,1,53,44.4,2023-02-12T11:57:20.559Z,2023-02-12T11:57:23Z,4027958151,286,,4027958161,233,204,4027958149,56,Center,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913507,204,44,1,24,13,agjf3593kdfob1fl43rlt2b6c,0,47,55.6,2023-02-12T11:57:20.560Z,2023-02-12T11:57:24Z,4027958091,285,,4027958089,56,Back,4027958181,233,195,,,,,,,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913531,196,1,1,24,13,7pm0maqtof5rdc3ksumasw55g,0,55.1,47.8,2023-02-12T11:57:21.319Z,2023-02-12T13:28:23Z,4027958191,56,Center,4027958199,213,4.1,4027958195,141,44.9,4027958189,3,,4027958193,140,53.7,4027958197,212,2.5,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913515,205,61,1,24,14,agjf3593kdfob1fl43rlt2b6c,1,49.2,59,2023-02-12T11:57:21.562Z,2023-02-12T11:57:21Z,4027958115,56,Back,,,,,,,,,,,,,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913535,197,50,1,24,15,7pm0maqtof5rdc3ksumasw55g,1,52.5,44,2023-02-12T11:57:23.086Z,2023-02-12T11:57:25Z,4027958253,233,206,4027958211,286,,4027958209,56,Center,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913539,206,7,1,24,15,agjf3593kdfob1fl43rlt2b6c,1,47.5,56,2023-02-12T11:57:23.087Z,2023-02-12T11:57:25Z,4027958239,233,197,4027958215,56,Back,4027958219,285,,,,,,,,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913543,207,43,1,24,17,agjf3593kdfob1fl43rlt2b6c,1,0,0,2023-02-12T11:57:24.959Z,2023-02-12T11:57:39Z,4027958643,144,49,,,,,,,,,,,,,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913555,208,1,1,24,17,agjf3593kdfob1fl43rlt2b6c,1,47.1,42.5,2023-02-12T11:57:25.103Z,2023-02-12T11:57:26Z,4027958271,141,49.6,4027958275,213,0.3,4027958269,140,60.2,4027958273,212,14.6,4027958267,56,Center,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913567,209,1,1,24,18,agjf3593kdfob1fl43rlt2b6c,1,60.2,49.6,2023-02-12T11:57:26.320Z,2023-02-12T12:28:59Z,4027958319,212,16.0,4027958315,140,46.0,4027958321,213,2.8,4027958317,141,58.2,4027958313,56,Back,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913599,210,1,1,24,22,agjf3593kdfob1fl43rlt2b6c,1,47.7,65.5,2023-02-12T11:57:29.792Z,2023-02-12T12:29:06Z,4027958411,141,92.4,4027958415,213,0.9,4027958409,140,61.9,4027958407,56,Left,4027958413,212,23.6,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913607,211,1,1,24,23,agjf3593kdfob1fl43rlt2b6c,0,61.9,92.4,2023-02-12T11:57:31.264Z,2023-02-12T11:57:31Z,4027958427,56,Center,4027958435,141,75.1,4027958443,213,5.4,4027958439,212,15.4,4027958431,140,71.4,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913637,198,8,1,24,28,7pm0maqtof5rdc3ksumasw55g,1,37.2,27.9,2023-02-12T11:57:36.079Z,2023-02-12T11:57:36Z,4027958565,56,Back,,,,,,,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913667,199,1,1,24,30,7pm0maqtof5rdc3ksumasw55g,1,21.9,13.1,2023-02-12T11:57:38.047Z,2023-02-12T11:57:41Z,4027958695,213,2.6,4027958689,140,6.1,4027958687,56,Back,4027958691,141,28.8,4027958693,212,19.7,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913685,200,1,1,24,34,7pm0maqtof5rdc3ksumasw55g,0,5.3,29.2,2023-02-12T11:57:41.402Z,2023-02-12T13:28:18Z,4027958773,157,,4027958781,141,17.1,4027958779,140,34.6,4027958785,213,6.0,4027958775,56,Back,4027958787,1,,4027958783,212,31.8,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913679,212,1,1,24,34,agjf3593kdfob1fl43rlt2b6c,1,60.4,72.4,2023-02-12T11:57:41.520Z,2023-02-12T11:57:43Z,4027958753,212,12.3,4027958745,3,,4027958755,213,5.7,4027958749,140,70.4,4027958751,141,63.0,4027958747,56,Center,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913687,213,1,1,24,35,agjf3593kdfob1fl43rlt2b6c,0,70,66.9,2023-02-12T11:57:43.041Z,2023-02-12T13:28:15Z,4027958799,141,79.6,4027958793,3,,4027958797,140,66.1,4027958801,212,9.6,4027958803,213,2.0,4027958795,56,Left,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913691,201,61,1,24,35,7pm0maqtof5rdc3ksumasw55g,1,34.6,17.1,2023-02-12T11:57:43.083Z,2023-02-12T11:57:52Z,4027958815,56,Back,,,,,,,,,,,,,,,,,,,,,,4qzbgxsev4wibbvo4osmwb4r9,N. Farrelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913713,214,1,1,24,36,agjf3593kdfob1fl43rlt2b6c,1,66.1,79.6,2023-02-12T11:57:44.288Z,2023-02-12T11:57:47Z,4027958911,140,75.9,4027958909,56,Left,4027958913,141,96.3,4027958917,213,0.8,4027958915,212,15.3,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913715,215,4,1,24,39,agjf3593kdfob1fl43rlt2b6c,1,67.3,95.6,2023-02-12T11:57:46.882Z,2023-02-12T11:57:51Z,4027958931,265,,4027958929,152,,4027958933,286,,4027958925,13,,4027958927,56,Left,4027958971,233,202,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913723,202,4,1,24,39,7pm0maqtof5rdc3ksumasw55g,0,32.7,4.4,2023-02-12T11:57:46.883Z,2023-02-12T11:57:51Z,4027958981,233,215,4027958963,56,Back,4027958967,265,,4027958969,285,,4027958965,152,,4027958961,13,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913867,216,1,1,25,11,agjf3593kdfob1fl43rlt2b6c,1,67.7,94.2,2023-02-12T11:58:18.786Z,2023-02-12T11:58:53Z,4027959523,155,,4027959533,212,38.9,4027959535,213,5.3,4027959525,152,,4027959531,141,47.5,4027959521,5,,4027959527,56,Center,4027959519,2,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,4027959537,1,,1,4027960301,210,4027959529,140,4027960303,154,,89.1,,,,,,,,,,,,,,,15,,,,,
2506913869,217,15,1,25,15,agjf3593kdfob1fl43rlt2b6c,1,90,60.6,2023-02-12T11:58:22.914Z,2023-02-12T11:58:53Z,4027960305,76,,4027960319,214,,4027960321,146,97.7,4027959549,56,Center,4027960311,55,216,4027960307,29,,4027960323,147,50,4027959847,15,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,4027960317,103,14.6,,4027959851,328,4027959547,17,4027960315,102,53.8,,4027959845,24,4027959853,233,4027960309,154,,,,,,,,,,204,,,,
2506913881,204,10,1,25,15,7pm0maqtof5rdc3ksumasw55g,1,0.8,47,2023-02-12T11:58:23.014Z,2023-02-12T11:58:35Z,4027959601,178,,4027959599,177,,4027959605,56,Back,4027959857,233,217,4027959603,182,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913879,203,52,1,25,16,7pm0maqtof5rdc3ksumasw55g,1,0.8,47,2023-02-12T11:58:23.530Z,2023-02-12T11:58:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913933,205,1,1,25,23,7pm0maqtof5rdc3ksumasw55g,1,3.3,34,2023-02-12T11:58:30.805Z,2023-02-12T11:58:35Z,4027959831,140,10.6,4027959835,212,15.0,4027959829,56,Back,4027959827,123,,4027959837,213,5.2,4027959833,141,15.0,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914007,206,1,1,25,27,7pm0maqtof5rdc3ksumasw55g,1,10.8,15.8,2023-02-12T11:58:34.941Z,2023-02-12T11:58:47Z,4027960197,141,13.5,4027960193,56,Back,4027960203,1,,4027960199,212,32.2,4027960195,140,41.4,4027960201,213,6.2,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914011,207,4,1,25,33,7pm0maqtof5rdc3ksumasw55g,1,35.6,15.3,2023-02-12T11:58:40.705Z,2023-02-12T13:28:10Z,4027960225,286,,4028255895,295,,4027960245,233,218,4027960221,152,,4027960219,56,Back,4027960217,13,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506913967,218,4,1,25,33,agjf3593kdfob1fl43rlt2b6c,0,64.4,84.7,2023-02-12T11:58:40.706Z,2023-02-12T12:29:50Z,4027959997,13,,4028041747,295,,4027959999,56,Left,4027960257,233,207,4027960255,285,,4027960001,152,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914097,208,1,1,25,52,7pm0maqtof5rdc3ksumasw55g,1,39.4,14.1,2023-02-12T11:58:59.360Z,2023-02-12T11:59:04Z,4027960669,212,42.4,4027960673,1,,4027960663,56,Center,4027960667,141,24.3,4027960659,157,,4027960671,213,0.2,4027960661,152,,4027960657,5,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,4027960665,140,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914101,209,44,1,25,54,7pm0maqtof5rdc3ksumasw55g,1,79.6,18.5,2023-02-12T11:59:01.843Z,2023-02-12T11:59:05Z,4027960689,233,219,4027960681,56,Right,4027960683,286,,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914083,219,44,1,25,54,agjf3593kdfob1fl43rlt2b6c,0,20.4,81.5,2023-02-12T11:59:01.844Z,2023-02-12T11:59:05Z,4027960577,56,Back,4027960699,233,209,4027960579,285,,,,,,,,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914109,210,1,1,25,55,7pm0maqtof5rdc3ksumasw55g,0,79.2,24.6,2023-02-12T11:59:02.712Z,2023-02-12T11:59:11Z,4027960715,56,Center,4027960713,168,,4027960717,140,97.1,4027960721,212,19.2,4027960711,3,,4027960723,213,0.2,4027960719,141,30.1,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914099,220,54,1,25,57,agjf3593kdfob1fl43rlt2b6c,1,7.5,69.1,2023-02-12T11:59:04.725Z,2023-02-12T11:59:05Z,4027960693,232,,,,,,,,,,,,,,,,,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914111,221,52,1,25,58,agjf3593kdfob1fl43rlt2b6c,1,7.5,69.1,2023-02-12T11:59:06.132Z,2023-02-12T11:59:06Z,,,,,,,,,,,,,,,,,,,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914147,222,1,1,26,4,agjf3593kdfob1fl43rlt2b6c,1,10.1,67.9,2023-02-12T11:59:11.445Z,2023-02-12T11:59:15Z,4027961029,141,32.2,4027961023,123,,4027961027,140,12.4,4027961033,213,4.8,4027961031,212,24.4,4027961025,56,Back,,,,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914171,223,1,1,26,7,agjf3593kdfob1fl43rlt2b6c,1,12.4,32.2,2023-02-12T11:59:15.027Z,2023-02-12T11:59:17Z,4027961159,213,5.3,4027961153,140,24.6,4027961157,212,22.4,4027961151,56,Back,4027961155,141,5.2,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914185,224,1,1,26,10,agjf3593kdfob1fl43rlt2b6c,1,26.5,5.2,2023-02-12T11:59:17.603Z,2023-02-12T11:59:20Z,4027961255,140,22.9,4027961257,141,24.3,4027961253,56,Back,4027961261,213,1.9,4027961259,212,13.5,,,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914189,225,1,1,26,13,agjf3593kdfob1fl43rlt2b6c,1,22.9,24.3,2023-02-12T11:59:20.563Z,2023-02-12T11:59:21Z,4027961283,213,1.1,4027961279,141,40.9,4027961277,140,28.6,4027961281,212,12.8,4027961275,56,Back,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914199,226,1,1,26,14,agjf3593kdfob1fl43rlt2b6c,1,28.6,40.9,2023-02-12T11:59:21.508Z,2023-02-12T11:59:24Z,4027961347,212,14.0,4027961343,140,23.0,4027961349,213,4.3,4027961345,141,22.2,4027961341,56,Back,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914227,227,1,1,26,17,agjf3593kdfob1fl43rlt2b6c,1,23,22.2,2023-02-12T11:59:24.851Z,2023-02-12T11:59:31Z,4027961475,212,21.0,4027961471,140,9.6,4027961473,141,45.1,4027961477,213,2.3,4027961469,56,Back,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914285,228,1,1,26,23,agjf3593kdfob1fl43rlt2b6c,1,17.8,50,2023-02-12T11:59:31.317Z,2023-02-12T11:59:55Z,4027961699,155,,4027961709,213,1.2,4027961713,1,,4027961707,212,32.5,4027961703,140,28.1,4027961701,56,Back,4027961705,141,95.0,,,,ej5p7l0mua55bqhzjbybejwet,A. Tampieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914305,229,1,1,26,30,agjf3593kdfob1fl43rlt2b6c,1,44,89.9,2023-02-12T11:59:37.476Z,2023-02-12T11:59:39Z,4027961791,56,Back,4027961799,213,3.1,4027961795,141,89.7,4027961797,212,18.7,4027961793,140,26.2,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914335,230,1,1,26,32,agjf3593kdfob1fl43rlt2b6c,1,26.2,89.7,2023-02-12T11:59:39.476Z,2023-02-12T11:59:43Z,4027961931,141,68.1,4027961935,213,5.3,4027961929,140,36.5,4027961927,56,Back,4027961933,212,18.2,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914349,231,1,1,26,35,agjf3593kdfob1fl43rlt2b6c,1,36.5,68.1,2023-02-12T11:59:42.996Z,2023-02-12T11:59:45Z,4027962007,213,2.1,4027962003,141,88.4,4027962005,212,15.8,4027962001,140,29.1,4027961999,56,Back,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914377,232,1,1,26,38,agjf3593kdfob1fl43rlt2b6c,1,29.1,88.4,2023-02-12T11:59:45.604Z,2023-02-12T11:59:48Z,4027962125,213,5.8,4027962115,155,,4027962121,141,65.5,4027962123,212,36.8,4027962127,1,,4027962119,140,60.9,4027962117,56,Center,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914381,233,3,1,26,41,agjf3593kdfob1fl43rlt2b6c,0,51,68,2023-02-12T11:59:48.677Z,2023-02-12T11:59:53Z,4027962145,286,,4027962143,56,Center,4027962223,233,211,,,,,,,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914395,211,7,1,26,41,7pm0maqtof5rdc3ksumasw55g,1,49,32,2023-02-12T11:59:48.678Z,2023-02-12T11:59:52Z,4027962203,56,Back,4027962205,285,,4027962219,233,233,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914401,212,49,1,26,44,7pm0maqtof5rdc3ksumasw55g,1,41.9,33.6,2023-02-12T11:59:52.119Z,2023-02-12T11:59:52Z,,,,,,,,,,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914445,213,1,1,26,45,7pm0maqtof5rdc3ksumasw55g,1,41.5,36.7,2023-02-12T11:59:52.499Z,2023-02-12T12:00:01Z,4027962473,141,78.2,4027962477,213,1.3,4027962475,212,29.3,4027962469,56,Back,4027962471,140,49.0,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914453,214,61,1,26,53,7pm0maqtof5rdc3ksumasw55g,0,66.3,76.4,2023-02-12T12:00:00.856Z,2023-02-12T12:00:01Z,4027962503,56,Center,,,,,,,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914449,234,49,1,26,53,agjf3593kdfob1fl43rlt2b6c,1,29.2,48.1,2023-02-12T12:00:01.061Z,2023-02-12T12:00:01Z,,,,,,,,,,,,,,,,,,,,,,,,,40sizsfd9vaym7yvwpvohu415,A. Bonfantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914477,235,4,1,26,59,agjf3593kdfob1fl43rlt2b6c,1,39.2,61.8,2023-02-12T12:00:06.742Z,2023-02-12T12:00:09Z,4027962591,56,Back,4027962589,13,,4027962661,233,215,4027962597,265,,4027962593,152,,4027962601,286,,,,,,,,40sizsfd9vaym7yvwpvohu415,A. Bonfantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914485,215,4,1,26,59,7pm0maqtof5rdc3ksumasw55g,0,60.8,38.2,2023-02-12T12:00:06.743Z,2023-02-12T12:00:10Z,4027962631,56,Center,4027962665,233,235,4027962635,265,,4027962629,13,,4027962633,152,,4027962637,285,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914493,216,17,1,27,2,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-02-12T12:00:09.734Z,2023-02-12T12:00:10Z,4027962685,13,243,4027962683,392,,4027962681,31,,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914609,236,1,1,27,29,agjf3593kdfob1fl43rlt2b6c,0,38.4,73,2023-02-12T12:00:37.301Z,2023-02-12T12:00:38Z,4027963235,140,73.3,4027963241,213,0.5,4027963231,152,,4027963237,141,100.0,4027963233,56,Left,4027963243,1,,4027963239,212,41.6,4027963229,5,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914689,217,5,1,27,30,7pm0maqtof5rdc3ksumasw55g,1,26.9,-1.6,2023-02-12T12:00:38.188Z,2023-02-12T12:00:52Z,4027963657,56,Back,4027963661,233,237,4027963659,347,,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914613,237,5,1,27,30,agjf3593kdfob1fl43rlt2b6c,0,73.1,101.6,2023-02-12T12:00:38.188Z,2023-02-12T12:29:36Z,4027963665,233,217,4027963249,56,Left,4027963251,347,,,,,,,,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914747,218,1,1,27,44,7pm0maqtof5rdc3ksumasw55g,1,33,0,2023-02-12T12:00:51.740Z,2023-02-12T12:01:01Z,4027963961,1,,4027963959,213,0.1,4027963953,212,25.0,4027963943,140,56.6,4027963937,107,,4027963949,141,3.8,4027963939,56,Right,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
