id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/12/value
2465387167,1,34,16,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-10-01T09:54:58.293Z,2022-10-01T10:40:12Z,3808811379,194,ae23upd2mq9lzptqvyydvfsh5,3808811381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808811369,30,"bzctf3ho6wtxhmemreonkho7p, 7uj1fxna6f1mtu0r4c3x5seeh, 9ihxuqs1v194z96ytkbr6tot1, duqwuxyvts7b8y171m2zjgfe1, eb8kdhe0pwhhpvpfdmrlqqjth, ae23upd2mq9lzptqvyydvfsh5, 8xmxzyft6jgirmjmtokysv9at, 8vylda616yxfy53t66o4ua162, 6c4yw57zmdchgqhb4uaybmklx, 8m1zaxpia31zue120389es72t, 8hrg2luo5rmy9njl7a5xd6oyd, 2q342ep7xb1jln18nlz0m0vdh, ynp4teryxz8qxmby29s1muhh, 6deaavas7332takve0kva6bbp, 8kyz2zkpdn0wdf1ybpmgd2ay1, 7dy7sy437pa1h4a6whsw7jnit, 34wzrwrb4kbwo1iudvi32t9sl, d7bi985yj479me4c9ilpv7ro, bs7324p1bdh7ggv14x3f2x4ut, 7znpe1zzdhv7izxm0m0c2a6eh",3808811377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808811373,59,"12, 77, 2, 4, 32, 85, 6, 10, 27, 26, 3, 7, 8, 9, 15, 22, 23, 29, 33, 73",3808879897,197,17097,3808811375,130,10,3808811371,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465387793,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-10-01T09:58:31.667Z,2022-10-01T10:51:04Z,3808813977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808813973,59,"24, 7, 4, 8, 5, 34, 20, 88, 9, 87, 10, 1, 2, 6, 11, 16, 17, 19, 21, 23",3808879283,197,8188,3808813971,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3808813975,130,8,3808813969,30,"dib3fbzymcfivscevdlqks89h, 1rsv7xi31ffxqpjeaw76t1n8p, e4i408ibyt4r0n7znz46qllka, 1kmq43pxjjjacnrmcsw2dka1h, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, e6yhuu5eu6qpk7gybytdtxqdx, 79abiotlhtb5edjedx8oqjysp, 2v7svoulkkgzvdeb4e0hw7jyt, 4zr1u1gdqagr6e53pnyruywut, cosxbigh37xkponybzlgrg0dl, 18ufr5nlyfnnzzbzmqo9ynis5, italh6z4wnf7982z2k4f2uj8, cnvii81lylt9gcn9iox9lkvdh, 7n5xycobojwgk6bq50o4ix0wl, 1d0us90tod393omtmaft90b11, 6mvj0jfbicvwt296r6wuqajca, 2va4upf5w45brysw8q9w22gkq, botcpxadt5i04s4p8prbd3dyi, a36ljq1b2o9ydtdtkjri5yt3p",3808813979,194,72a3aetghls98os7onhc60vdh,3808813981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396589,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-10-01T10:29:54.426Z,2022-10-01T10:29:54Z,3808858103,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396575,2,32,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-10-01T10:29:54.426Z,2022-10-01T10:29:55Z,3808858047,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396595,3,1,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,49.8,50,2022-10-01T10:29:54.638Z,2022-10-01T10:29:55Z,3808858127,56,Back,3808858137,279,S,3808858133,212,12.9,3808858129,140,37.5,3808858131,141,49.4,3808858135,213,3.2,,,,,,,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396617,4,1,1,0,4,7jaarwfaeewpo3vnfvhc2c665,1,40.9,34,2022-10-01T10:29:58.945Z,2022-10-01T10:29:58Z,3808858291,140,33.4,3808858295,212,16.5,3808858297,213,4.2,3808858293,141,12.6,3808858289,56,Back,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396623,5,1,1,0,6,7jaarwfaeewpo3vnfvhc2c665,1,33.4,12.6,2022-10-01T10:30:00.545Z,2022-10-01T10:30:00Z,3808858339,140,23.6,3808858349,189,,3808858341,141,18.0,3808858337,56,Back,3808858345,213,2.8,3808858343,212,10.9,,,,,,,7uj1fxna6f1mtu0r4c3x5seeh,V. Nagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396647,6,1,1,0,8,7jaarwfaeewpo3vnfvhc2c665,1,24.4,19.5,2022-10-01T10:30:02.913Z,2022-10-01T10:30:05Z,3808858469,212,16.5,3808858471,213,1.9,3808858465,140,18.7,3808858463,56,Back,3808858467,141,42.1,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396671,7,1,1,0,12,7jaarwfaeewpo3vnfvhc2c665,1,25.2,43.4,2022-10-01T10:30:07.041Z,2022-10-01T10:30:50Z,3808858621,213,5.6,3808858615,140,40.6,3808858617,141,24.9,3808858613,56,Back,3808858619,212,20.5,,,,,,,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465396687,8,1,1,0,15,7jaarwfaeewpo3vnfvhc2c665,1,40.6,24.9,2022-10-01T10:30:09.888Z,2022-10-01T10:30:11Z,3808858703,212,12.6,3808858697,56,Back,3808858701,141,19.2,3808858705,213,3.5,3808858699,140,29.2,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
