id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value
2471922051,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-10-15T11:46:08.974Z,2022-10-15T12:41:00Z,3843701009,194,8qywmb7vw14hygvzliislo1xx,3843701001,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843701011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843956691,197,8206,3843701005,130,13,3843700999,30,"6cazgi9vrmiy7pj7mspkmrnbp, 8qywmb7vw14hygvzliislo1xx, adixpvw9dh994g3pcxqp4aimt, 2nyteuqhg3tvltcdjmivfoyqx, 5zfwazpzlcnm9r7621wefv8ph, cobqvig9w519u0pu924u49045, di3hdoveoiv3nwroamxgxd3o5, a6k8vha3qcugelyjo82monahh, yobsx8qzjrdt67z3vbzygd79, 2l1m95m3ub9ptm0f7no1ylxw5, 3f3c49bl4331k4nrrhvq6fu8l, 8kp0hm0mftts0lx42esqbxt5h, 26cvxz862r0s1ckpehvsm1b6d, 162sfvdvwcsap2r0v4clllqz9, dms6dx6taz2d9wxcgqfk87lk9, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1, d44thn873cqvwrk4trbwzyvbo, f2tdaqxmkgmw3jkf4e71xybys, cs74xtly5xmi2vebh3ps8eql0",3843701007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843701003,59,"1, 7, 27, 4, 6, 25, 11, 8, 9, 19, 10, 3, 15, 18, 20, 26, 32, 39, 41, 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471922159,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-10-15T11:46:15.562Z,2022-10-15T12:28:15Z,3843701523,59,"22, 2, 14, 34, 3, 19, 5, 20, 11, 9, 33, 6, 7, 8, 10, 12, 17, 18, 27, 29",3843701525,130,4,3843889963,197,8200,3843701529,194,3d6o80x3c0kq6t2dvxzqrt8t1,3843701519,30,"6clgafy8vlbq6qw2ofptwkwd1, 496otta0vz8p7eackdpfod68l, 48rypey85a23z9ht4k5skw8b8, 2eg5q67ivbjr99ltdrvez9zbo, 3izcnjpqeumq1mjfy1osc3qhh, 3d6o80x3c0kq6t2dvxzqrt8t1, 27rdlepga8wdw4xj949y5vh05, a9piss5nrytn5tn83frlj02qd, 30mwaentr99qb99ce6y9o1p0p, 3myrbf50fefc98vkxh3ggw82x, 94161is0x6f3s9kyrm2cxjf85, c5s6l4u9gjdv3ce5rc0we8sx6, 5pzwqucy2dh371u2uc8iugul1, 1ql4mxhyvvp14meu36zbu0es5, 13e3434z48bduvnvyly0zg5w5, bohrvdzf1oep0vhdmiz1rj2z9, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, 3xk25f9db4datnc3pzfb8e85x, b6e5e8znxa7u9qhtxtwflxgwl",3843701527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843701531,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843701521,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963055,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-10-15T12:32:15.862Z,2022-10-15T12:32:18Z,3843906447,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963045,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-10-15T12:32:15.862Z,2022-10-15T12:32:16Z,3843906417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963065,3,1,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,50.1,51.3,2022-10-15T12:32:15.962Z,2022-10-15T13:30:12Z,3843906509,279,S,3843906501,140,50.4,3843906507,213,4.9,3843906503,141,48.9,3843906505,212,1.7,3843906499,56,Center,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963119,4,1,1,0,3,ca8pjvyb7hgttr1dalj2nguum,1,39.3,52.1,2022-10-15T12:32:19.197Z,2022-10-15T12:32:21Z,3843906773,56,Back,3843906775,140,26.0,3843906779,212,25.0,3843906781,213,4.1,3843906777,141,21.6,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963175,5,1,1,0,5,ca8pjvyb7hgttr1dalj2nguum,1,23.1,25.5,2022-10-15T12:32:21.566Z,2022-10-15T12:32:25Z,3843907077,141,63.4,3843907081,213,1.7,3843907079,212,25.9,3843907073,56,Back,3843907075,140,20.4,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963197,6,1,1,0,9,ca8pjvyb7hgttr1dalj2nguum,1,20.4,63.4,2022-10-15T12:32:25.166Z,2022-10-15T12:32:27Z,3843907237,212,20.1,3843907233,140,26.4,3843907235,141,91.4,3843907239,213,1.3,3843907231,56,Back,,,,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963235,7,1,1,0,11,ca8pjvyb7hgttr1dalj2nguum,1,26.4,91.4,2022-10-15T12:32:27.518Z,2022-10-15T12:32:29Z,3843907427,141,83.0,3843907433,213,3.5,3843907415,56,Back,3843907431,212,17.1,3843907421,140,11.1,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963279,8,1,1,0,13,ca8pjvyb7hgttr1dalj2nguum,0,12.2,77,2022-10-15T12:32:29.615Z,2022-10-15T12:32:32Z,3843907659,141,44.5,3843907661,212,43.0,3843907655,56,Back,3843907653,155,,3843907663,213,5.7,3843907657,140,47.3,3843907665,1,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,
