id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId
2545937087,6,1,1,0,12,4plikfte18rv8v4l89z803d4y,1,22.5,92.4,2023-05-08T16:30:40.476Z,2023-05-08T20:43:45Z,4262773535,212,5.1,4262773533,141,85.8,4262773529,140,24.8,4263579407,178,,4262773525,56,Back,4262773537,213,5.2,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937105,7,1,1,0,15,4plikfte18rv8v4l89z803d4y,1,24.7,83.9,2023-05-08T16:30:43.028Z,2023-05-08T20:43:51Z,4263579509,178,,4262773693,140,12.1,4262773695,141,74.6,4262773691,56,Back,4262773699,213,3.6,4262773697,212,14.7,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937111,8,1,1,0,17,4plikfte18rv8v4l89z803d4y,1,11.9,73.7,2023-05-08T16:30:44.965Z,2023-05-08T20:43:57Z,4263579717,178,,4262773775,56,Back,4262773781,212,18.9,4262773783,213,4.3,4262773777,140,4.0,4262773779,141,48.8,,,,,,,6l8t99gerta358od16upuhqz9,N. Murru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937119,9,1,1,0,20,4plikfte18rv8v4l89z803d4y,1,4,48.8,2023-05-08T16:30:48.482Z,2023-05-08T20:44:02Z,4262773825,56,Back,4262773831,212,28.3,4263579827,178,,4262773833,213,4.9,4262773827,140,8.2,4262773829,141,7.7,,,,,,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937123,10,1,1,0,23,4plikfte18rv8v4l89z803d4y,0,9,6.1,2023-05-08T16:30:51.558Z,2023-05-08T20:44:06Z,4262773901,212,14.7,4262773897,140,22.9,4263579967,178,,4262773899,141,3.2,4262773895,56,Back,4262773903,213,6.1,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084273,1092,67,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,76.4,94.8,2023-05-08T16:30:52.961Z,2023-05-08T21:20:36Z,4263608937,233,1083,,,,,,,,,,,,,,,,,,,,,,c4pxog9ntat2es7oz0cz5dgb9,M. Zeegelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084269,1083,67,1,0,25,4plikfte18rv8v4l89z803d4y,0,23.6,5.2,2023-05-08T16:30:52.962Z,2023-05-08T21:13:48Z,4263608941,233,1092,,,,,,,,,,,,,,,,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937129,6,8,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,77.7,95.6,2023-05-08T16:30:52.993Z,2023-05-08T21:20:36Z,4262773943,56,Left,4263580097,178,,4263317929,384,,,,,,,,,,,,,,,,,c4pxog9ntat2es7oz0cz5dgb9,M. Zeegelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937139,7,49,1,0,28,dxq76zcvnokq07cszdx0i6kve,1,96.4,97.7,2023-05-08T16:30:56.443Z,2023-05-08T20:44:19Z,,,,,,,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937141,8,50,1,0,29,dxq76zcvnokq07cszdx0i6kve,1,95.8,96.4,2023-05-08T16:30:57.474Z,2023-05-08T20:44:28Z,4262774003,286,,4262774001,56,Left,4262774061,233,11,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937151,11,7,1,0,30,4plikfte18rv8v4l89z803d4y,0,4.2,3.6,2023-05-08T16:30:58.082Z,2023-05-08T20:44:31Z,4263580539,178,,4262774043,56,Back,4262774051,233,8,4262774045,285,,4263318793,385,,,,,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084327,1089,83,1,0,32,4plikfte18rv8v4l89z803d4y,1,8.2,4.7,2023-05-08T16:31:00.394Z,2023-05-08T21:14:21Z,4263609237,399,66247,,,,,,,,,,,,,,,,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937203,11,61,1,0,32,dxq76zcvnokq07cszdx0i6kve,0,90.7,97.7,2023-05-08T16:31:00.395Z,2023-05-08T20:44:44Z,4263580711,178,,4262774259,56,Left,,,,,,,,,,,,,,,,,,,c4pxog9ntat2es7oz0cz5dgb9,M. Zeegelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937201,10,5,1,0,33,dxq76zcvnokq07cszdx0i6kve,0,93.6,101.4,2023-05-08T16:31:00.715Z,2023-05-08T20:44:47Z,4262775963,233,13,4262774253,56,Left,4262774255,347,,,,,,,,,,,,,,,,,c4pxog9ntat2es7oz0cz5dgb9,M. Zeegelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937191,13,5,1,0,33,4plikfte18rv8v4l89z803d4y,1,6.4,-1.4,2023-05-08T16:31:00.715Z,2023-05-08T20:44:47Z,4262774219,347,,4262774349,233,10,4262774217,56,Back,,,,,,,,,,,,,,,,bgpoqigjsb92lt6n5vrmshwwl,F. Quagliarella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937159,9,43,1,0,33,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-05-08T16:31:01.134Z,2023-05-08T19:08:08Z,4262774151,233,12,4262774089,56,Left,4263319571,144,50,4262774091,286,0,,,,,,,,,,,,,c4pxog9ntat2es7oz0cz5dgb9,M. Zeegelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937175,12,43,1,0,33,4plikfte18rv8v4l89z803d4y,1,0,0,2023-05-08T16:31:01.135Z,2023-05-08T19:08:10Z,4263319617,144,7,4262774143,56,Back,4262774145,285,0,,,,,,,,,,,,,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937321,14,1,1,0,57,4plikfte18rv8v4l89z803d4y,0,13.6,0,2023-05-08T16:31:25.287Z,2023-05-08T20:44:51Z,4262774841,140,33.7,4262774837,107,,4262774851,213,0.2,4262774839,56,Back,4262774853,1,,4262774843,141,6.2,4262774845,212,21.7,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937333,12,49,1,0,59,dxq76zcvnokq07cszdx0i6kve,1,61.8,86.9,2023-05-08T16:31:27.110Z,2023-05-08T20:44:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937345,13,1,1,1,0,dxq76zcvnokq07cszdx0i6kve,0,61.6,86.9,2023-05-08T16:31:27.742Z,2023-05-08T20:44:58Z,4262774949,56,Center,4263581145,178,,4262774951,140,64.9,4262774957,213,5.1,4262774953,141,74.2,4262774955,212,9.3,,,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084381,1103,67,1,1,1,dxq76zcvnokq07cszdx0i6kve,1,70.6,77,2023-05-08T16:31:28.927Z,2023-05-08T21:20:36Z,4263609533,233,1091,,,,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084379,1091,67,1,1,1,4plikfte18rv8v4l89z803d4y,0,29.4,23,2023-05-08T16:31:28.928Z,2023-05-08T21:15:03Z,4263609537,233,1103,,,,,,,,,,,,,,,,,,,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937351,14,3,1,1,2,dxq76zcvnokq07cszdx0i6kve,0,64.6,83.8,2023-05-08T16:31:30.185Z,2023-05-08T20:45:03Z,4262774985,56,Left,4262775151,233,15,4263321077,464,,4263581331,178,,4262774987,286,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937381,15,7,1,1,2,4plikfte18rv8v4l89z803d4y,1,35.4,16.2,2023-05-08T16:31:30.222Z,2023-05-08T20:45:09Z,4263321341,384,,4262775147,233,14,4262775141,56,Back,4263581433,178,,4262775143,285,,,,,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084451,1106,67,1,1,3,dxq76zcvnokq07cszdx0i6kve,1,70.7,78.3,2023-05-08T16:31:31.284Z,2023-05-08T21:20:37Z,4263609859,233,1100,,,,,,,,,,,,,,,,,,,,,,ewt8nxg2m27fj0n7dr9hbul05,I. Nestorovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546084449,1100,67,1,1,3,4plikfte18rv8v4l89z803d4y,0,29.3,21.7,2023-05-08T16:31:31.285Z,2023-05-08T21:15:42Z,4263609863,233,1106,,,,,,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545963001,432,1,1,1,3,dxq76zcvnokq07cszdx0i6kve,1,69.8,80.2,2023-05-08T16:31:31.326Z,2023-05-08T21:20:37Z,4262919113,213,2.8,4262919105,56,Left,4262919109,141,83.0,4263581565,178,,4262919107,140,64.0,4262919111,212,6.4,,,,,,,ewt8nxg2m27fj0n7dr9hbul05,I. Nestorovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545963067,433,50,1,1,4,dxq76zcvnokq07cszdx0i6kve,1,68.4,86.8,2023-05-08T16:31:32.184Z,2023-05-08T20:45:21Z,4262919539,286,,4262920273,233,399,4262919537,56,Left,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545963095,399,7,1,1,4,4plikfte18rv8v4l89z803d4y,0,31.6,13.2,2023-05-08T16:31:32.288Z,2023-05-08T20:45:23Z,4263581731,389,,4262919683,285,,4262919715,233,433,4263321751,385,,4262919681,56,Back,,,,,,,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937383,16,43,1,1,4,4plikfte18rv8v4l89z803d4y,1,0,0,2023-05-08T16:31:32.513Z,2023-05-08T17:21:42Z,4262918315,144,61,4262775145,56,Back,,,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937395,15,1,1,1,6,dxq76zcvnokq07cszdx0i6kve,1,66.3,92.3,2023-05-08T16:31:33.804Z,2023-05-08T20:45:27Z,4263581807,178,,4262775231,213,2.1,4262775223,56,Left,4262775225,140,64.8,4262775227,141,96.2,4262775229,212,3.1,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937401,16,1,1,1,9,dxq76zcvnokq07cszdx0i6kve,1,67.8,95.1,2023-05-08T16:31:36.790Z,2023-05-08T20:45:31Z,4262775255,56,Left,4262775265,212,5.3,4262775257,140,72.5,4263581873,178,,4262775261,141,92.4,4262775269,213,5.9,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937409,17,1,1,1,9,dxq76zcvnokq07cszdx0i6kve,1,80.8,94.4,2023-05-08T16:31:37.317Z,2023-05-08T20:45:35Z,4262775303,212,9.4,4262775305,213,4.7,4262775299,140,80.8,4262775301,141,80.6,4262775297,56,Left,4263581949,178,,,,,,,,c4pxog9ntat2es7oz0cz5dgb9,M. Zeegelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937421,18,1,1,1,11,dxq76zcvnokq07cszdx0i6kve,0,78.1,82.4,2023-05-08T16:31:38.687Z,2023-05-08T20:45:39Z,4262775359,212,2.4,4262775369,286,,4262775361,213,5.1,4262775357,141,79.1,4263582007,178,,4262775355,140,78.9,4262775365,233,17,4262775363,236,,18jovwk0ysx6ajb8y75179j9x,Walace,4262775353,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937413,17,74,1,1,11,4plikfte18rv8v4l89z803d4y,1,21.8,16.6,2023-05-08T16:31:38.831Z,2023-05-08T20:45:43Z,4263582137,178,,4262775319,56,Back,4262775321,285,,4262775373,233,18,,,,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937419,18,61,1,1,11,4plikfte18rv8v4l89z803d4y,1,21.8,16.6,2023-05-08T16:31:39.256Z,2023-05-08T20:45:56Z,4262775351,56,Back,4263582625,178,,,,,,,,,,,,,,,,,,,,7wjzrrcy3fp8nq6dlanfxvqhh,B. Nuytinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937425,19,49,1,1,12,4plikfte18rv8v4l89z803d4y,1,20.2,7.3,2023-05-08T16:31:40.017Z,2023-05-08T20:46:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937427,20,1,1,1,12,4plikfte18rv8v4l89z803d4y,0,20.2,7.3,2023-05-08T16:31:40.028Z,2023-05-08T20:46:04Z,4262775379,157,,4263582889,178,,4262775383,140,38.8,4262775385,141,6.7,4262775387,212,19.5,4262775381,56,Back,4262775389,213,6.3,4262775391,1,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937433,19,49,1,1,14,dxq76zcvnokq07cszdx0i6kve,1,59.8,90.5,2023-05-08T16:31:42.448Z,2023-05-08T20:46:08Z,,,,,,,,,,,,,,,,,,,,,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937445,20,1,1,1,14,dxq76zcvnokq07cszdx0i6kve,0,59.8,90.5,2023-05-08T16:31:42.463Z,2023-05-08T20:46:14Z,4262775499,141,87.8,4262775497,140,70.5,4262775503,213,6.1,4262775495,56,Left,4262775493,155,,4262775501,212,11.4,4263583215,388,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545963809,400,49,1,1,16,4plikfte18rv8v4l89z803d4y,1,28.1,11.2,2023-05-08T16:31:44.464Z,2023-05-08T20:46:17Z,,,,,,,,,,,,,,,,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937463,21,4,1,1,18,4plikfte18rv8v4l89z803d4y,1,29.4,9.3,2023-05-08T16:31:46.327Z,2023-05-08T20:46:20Z,4262775619,233,21,4262775585,56,Back,4262775583,13,,4262775587,152,,4262775589,265,,4262775591,285,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937467,21,4,1,1,18,dxq76zcvnokq07cszdx0i6kve,0,70.6,90.7,2023-05-08T16:31:46.328Z,2023-05-08T20:46:20Z,4263583349,178,,4262775611,152,,4262775623,233,21,4262775607,13,,4262775609,56,Left,4262775615,286,,4262775613,265,,,,,ewt8nxg2m27fj0n7dr9hbul05,I. Nestorovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937569,22,1,1,1,36,4plikfte18rv8v4l89z803d4y,1,26.1,8.6,2023-05-08T16:32:04.623Z,2023-05-08T20:46:24Z,4263583545,178,,4262776291,213,2.4,4262776281,152,,4262776289,212,20.4,4262776287,141,28.3,4262776283,56,Back,4262776285,140,11.4,4262776279,5,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937597,23,1,1,1,39,4plikfte18rv8v4l89z803d4y,1,11.5,28.3,2023-05-08T16:32:07.492Z,2023-05-08T20:46:29Z,4263583689,178,,4262776427,213,1.2,4262776421,140,22.0,4262776429,1,,4262776419,56,Back,4262776423,141,76.5,4262776425,212,34.6,,,,7wjzrrcy3fp8nq6dlanfxvqhh,B. Nuytinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937619,24,1,1,1,42,4plikfte18rv8v4l89z803d4y,1,25,85.4,2023-05-08T16:32:10.499Z,2023-05-08T20:46:33Z,4263583861,178,,4262776611,141,96.0,4262776609,140,40.0,4262776607,56,Back,4262776613,212,17.3,4262776615,213,0.4,,,,,,,6l8t99gerta358od16upuhqz9,N. Murru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937627,25,1,1,1,46,4plikfte18rv8v4l89z803d4y,1,40,96,2023-05-08T16:32:14.073Z,2023-05-08T20:46:36Z,4262776643,212,18.4,4262776645,213,0.1,4262776637,56,Left,4262776639,140,57.5,4262776641,141,97.7,4263583949,178,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937637,26,1,1,1,47,4plikfte18rv8v4l89z803d4y,1,57.5,97.7,2023-05-08T16:32:15.196Z,2023-05-08T20:46:41Z,4262776727,213,4.9,4262776721,140,62.1,4262776719,56,Center,4262776725,212,24.2,4262776723,141,62.9,4263584137,178,,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
