id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2487687705,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-11-26T10:38:27.728Z,2022-11-26T12:23:03Z,3926646525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3926646519,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3926646521,59,"12, 15, 6, 2, 32, 27, 10, 5, 22, 29, 7, 1, 9, 11, 13, 16, 18, 20, 26, 33",3926706761,197,17078,3926646529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3926646527,194,31myx78t8pvy886l3g8tsmrit,3926646517,30,"ax9lyewa6alv4v3btpwlm4pn9, 4ghj3cp5v817497z1l8k1vw0l, 7ba612p8pdv2fhz19u32js251, f98n454u9g97ngyluh0rd4ut, 19cmbo4cc9cgh10wgotg3s0k5, 5x729t5j2ldmq4fmlgj1my191, 31myx78t8pvy886l3g8tsmrit, du2oxcctxwk3tpg0imbctjcut, 2nqlq23w7g732ttrbnt2u2s4p, 5dnoofqsczzkdqrdmj661d239, 5et546tgrpw51ep3kfbzdyx1x, e4svndmjv164s2xdigdit1uc5, e0254ysu7nwqiuku9szuf9wph, 47n7enqd3bfy0gawlth0a4mhh, 72mtf2acxf523gwm13zq5jvth, a8jqw3uon5yv03m2nvkklnpat, 28y2auuxfuxvvbbds3bwtlskp, 978grivb05fx65k9zg3g0czxl, 7p2jiejrudzlqgiq02e7n3fv8, a2b4op7l073rehwbpbfy0sis4",3926646523,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487688253,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-11-26T10:41:49.531Z,2022-11-26T11:39:45Z,3926704911,197,13397,3926649687,30,"c6wbavw0v5bxajsd2xz7qg1d5, ifp26xl8pzgarz05vnfjv3yt, 3yx85beji7yke6s4su7f0tzh1, c5ze370ixl09ccy818f92jkk5, b4r8ripw5dilngnxrb5fkkkid, 4xlf56csffamnnw04mba3wpw4, b7o9ncawaqn5jj5v32b3gn1be, 7o8xh2r55xb1yiz5gjvnp0rmx, bb1q58ts374m0dgx2afl6gq5m, 1zq3xp6uas4qe3jv0huphuzmd, bkyl1g1z7xenlu0augv7717u1, e8zyhpx14n6upjw5fnqbc9k44, 68vj95m8a7vmurirk0hr8lboq, 33fdo0axm0x7s88xj3br3xt61, 6a9iztbvqz1ivizma0g528v84, 26xyd3qlh5v3ypcrdx4l1waju, am9nqqu4kh06f457nxwmpgg0k, dejb47luo9o523wl9fm9yncgl, 60n2n8den11uhjvk7lpse8qhg, 8tx7ytb6uxqjymzdsu78rrpqs",3926649699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3926649691,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3926649701,194,b4r8ripw5dilngnxrb5fkkkid,3926649695,59,"1, 16, 3, 28, 2, 5, 8, 10, 30, 20, 21, 6, 7, 9, 11, 19, 29, 33, 44, 74",3926649703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3926649697,130,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699507,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-11-26T11:32:42.944Z,2022-11-26T11:32:58Z,3926710027,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699441,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-11-26T11:32:42.944Z,2022-11-26T11:32:58Z,3926709659,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487701543,43,1,1,0,1,bcuj94typp0ykv77ijp9wpsve,1,50.1,50.4,2022-11-26T11:32:44.332Z,2022-11-26T11:39:03Z,3926721055,279,S,3926720875,141,51.8,3926720871,56,Back,3926720879,213,2.6,3926720877,212,1.8,3926720873,140,48.7,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699509,3,1,1,0,5,bcuj94typp0ykv77ijp9wpsve,0,55,52.4,2022-11-26T11:32:48.094Z,2022-11-26T11:39:23Z,3926721571,212,23.5,3926721569,141,64.1,3926721573,213,0.3,3926721567,140,76.1,3926710031,56,Center,3926721565,155,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699535,3,1,1,0,18,5snsl2d1lu2oclbriztdy61d6,1,20.7,31.9,2022-11-26T11:33:00.988Z,2022-11-26T11:33:03Z,3926710199,56,Back,3926710201,140,32.1,3926710205,212,12.0,3926710197,3,,3926710203,141,31.3,3926710207,213,6.2,,,,,,,5x729t5j2ldmq4fmlgj1my191,B. Kollmats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699537,4,49,1,0,21,5snsl2d1lu2oclbriztdy61d6,1,32.2,30.4,2022-11-26T11:33:04.220Z,2022-11-26T11:36:02Z,,,,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699543,5,1,1,0,21,5snsl2d1lu2oclbriztdy61d6,1,32.2,30.4,2022-11-26T11:33:04.421Z,2022-11-26T11:36:05Z,3926710239,140,54.9,3926710243,212,28.5,3926710245,213,5.7,3926710241,141,7.3,3926710237,56,Right,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487699551,6,1,1,0,24,5snsl2d1lu2oclbriztdy61d6,0,72.2,6.7,2022-11-26T11:33:07.708Z,2022-11-26T11:33:08Z,3926710285,56,Right,3926710293,213,0.9,3926710287,140,76.2,3926710291,212,7.0,3926710289,141,15.0,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
