id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2501939825,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-01-29T12:27:53.870Z,2023-01-29T13:35:58Z,4001871655,194,9nc4igej6cflyxrihy20zd045,4001871647,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4001871653,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4002101461,197,17520,4001871651,130,2,4001871657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001871645,30,"69ewfo1qoyc0xhk227754o9h, bimp62qt9yetz1mwz1z18ri7d, 3py0rmx89fgdd8e65l853yqne, dlk4qvpj8rn8jy2efhu4xn3yt, 9nc4igej6cflyxrihy20zd045, dcabal76i5wlct77xl6jkyfv9, 6l457lm38yflk2l01ho3kk48a, 3ycwiqwexrq74zjs6l2rj0dsl, 8wpwcph0wu2wnqlvy52phewh5, d154hxm83w5x1m0ht905cgpg5, e3mdwwn8drb7hsscyvj4u8pre, 6a4e840hagvde76wq00oitboq, 8rc3h630i5cinvhyvziqdfpp1, 9skgc5kozhnn4cp5fghmnwout, c9y25sxg24aripna871g8x9g4, 5snw4b4ndo6hus8hpxq9q19lh, 7asw3c7rhaqrmnc4kk7q0hp0p, 2kxbr1qwr4soew1kopzx7rswk, 6vvrp3ijlo76d0oolobx1hgwl",4001871649,59,"12, 6, 30, 16, 24, 2, 5, 21, 77, 58, 23, 1, 4, 10, 11, 14, 18, 19, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501946333,1,34,16,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-01-29T12:38:49.900Z,2023-01-29T13:41:42Z,4001906019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001906015,59,"1, 28, 27, 71, 77, 11, 73, 4, 29, 36, 24, 19, 3, 5, 10, 12, 15, 20, 30, 44",4002136163,197,16872,4001906013,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4001906023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001906011,30,"7o6r8tzrtw3820q5g8slo51w5, y1n01stf6l2bn9nw1l1qv7kk, 7hjudlzsedzdtoh1mujgqj3yt, 4qzbgxsev4wibbvo4osmwb4r9, bbryvdwzavouhzf5d31kysvvu, 51kuc7ba0zrbs82iok6sia76d, 8gef0np3atw3ihedrd6b16g9h, a5ysq9fe13ges96z29omy3gmh, 5dnoofqsczzkdqrdmj661d239, cfntkj03dvexguaq8sp37fglx, 6aybaux5k8c5xtzswmbljv1m1, giu5n1h30ybxtkwdquf1l6g9, 5nljieat47whdahci7pz82tjo, 7lx9lvt04ne2umnr922nbx68l, 78kvxlwqgxlr5tw44nnkcwslx, ewrcxn31z5uhgemq7bhbwvw89, eoup3nwpmplc03m9p7olaxel0, 4m30589hhq4xbg98r9vxuiyg9, bli75mkfku2no79sep0n21v8q, 5zsg8757gph0bjpznr9uciycq",4001906017,130,4,4001906021,194,7o6r8tzrtw3820q5g8slo51w5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987599,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-01-29T13:32:01.488Z,2023-01-29T13:43:08Z,4002102883,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987593,3,32,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-01-29T13:32:01.488Z,2023-02-01T14:41:43Z,4002102853,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502100903,792,1,1,0,1,7pm0maqtof5rdc3ksumasw55g,1,50,50.1,2023-01-29T13:32:02.588Z,2023-02-02T18:03:40Z,4002680289,213,3.2,4002680285,141,49.5,4002680287,212,13.9,4002680281,56,Back,4002680283,140,36.8,4002680291,279,S,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503187265,901,1,1,0,3,7pm0maqtof5rdc3ksumasw55g,0,33.9,61.1,2023-01-29T13:32:04.490Z,2023-02-02T18:03:29Z,4008421633,213,0.6,4008421635,1,,4008421627,140,59.6,4008421623,155,,4008421631,212,33.5,4008421625,56,Left,4008421629,141,90.2,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503187327,889,1,1,0,4,8gw3pgcd0doivaul55q8na9lg,1,40.4,9.8,2023-01-29T13:32:05.549Z,2023-02-02T18:04:02Z,4008421967,56,Back,4008421971,141,11.5,4008421975,213,0.2,4008421969,140,47.4,4008421973,212,7.4,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503187329,890,49,1,0,5,8gw3pgcd0doivaul55q8na9lg,1,47.4,11.5,2023-01-29T13:32:06.799Z,2023-02-02T18:04:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503187349,891,1,1,0,6,8gw3pgcd0doivaul55q8na9lg,1,47.4,11.5,2023-01-29T13:32:07.550Z,2023-02-02T18:04:16Z,4008422109,212,12.1,4008422105,140,53.0,4008422111,213,1.1,4008422103,56,Center,4008422107,141,27.1,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503187365,892,1,1,0,8,8gw3pgcd0doivaul55q8na9lg,0,53,27.1,2023-01-29T13:32:09.951Z,2023-02-02T18:13:18Z,4008422183,141,10.1,4008422185,212,22.6,4008422179,56,Right,4008422181,140,71.5,4008422187,213,5.7,,,,,,,,,,8wpwcph0wu2wnqlvy52phewh5,C. Linberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
