id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,assist,qualifier/17/value
2527386435,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-02T11:46:01.297Z,2023-04-02T12:38:36Z,4157099403,30,"dib3fbzymcfivscevdlqks89h, 1d0us90tod393omtmaft90b11, e4i408ibyt4r0n7znz46qllka, botcpxadt5i04s4p8prbd3dyi, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, cosxbigh37xkponybzlgrg0dl, 79abiotlhtb5edjedx8oqjysp, e0sh07t0vl714r690gtghfnbp, e6yhuu5eu6qpk7gybytdtxqdx, cnvii81lylt9gcn9iox9lkvdh, 18ufr5nlyfnnzzbzmqo9ynis5, 1rsv7xi31ffxqpjeaw76t1n8p, 1kmq43pxjjjacnrmcsw2dka1h, 7n5xycobojwgk6bq50o4ix0wl, 6mvj0jfbicvwt296r6wuqajca, 2va4upf5w45brysw8q9w22gkq, 162dxb8xc7nwc04nhintw7dn9, 3ym9jjnellqfvf2lg88vi0atx, 4zr1u1gdqagr6e53pnyruywut",4157099415,194,72a3aetghls98os7onhc60vdh,4157099409,130,2,4157099407,59,"24, 16, 4, 21, 5, 34, 10, 88, 15, 20, 6, 1, 7, 8, 11, 17, 19, 33, 55, 87",4157099411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157099419,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157099405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157382699,197,8188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527387059,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-02T11:46:24.295Z,2023-04-02T12:29:43Z,4157103029,59,"22, 25, 13, 19, 3, 2, 34, 5, 9, 11, 15, 6, 7, 12, 14, 17, 18, 20, 29, 31",4157103035,194,3d6o80x3c0kq6t2dvxzqrt8t1,4157103037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157382671,197,14652,4157103023,30,"6clgafy8vlbq6qw2ofptwkwd1, 7q0ltszzjzk7nlvvxjbagmggl, 72rc6zija9e9d4ggx884dq7dh, 3d6o80x3c0kq6t2dvxzqrt8t1, 3izcnjpqeumq1mjfy1osc3qhh, 496otta0vz8p7eackdpfod68l, 2eg5q67ivbjr99ltdrvez9zbo, 27rdlepga8wdw4xj949y5vh05, 3myrbf50fefc98vkxh3ggw82x, 30mwaentr99qb99ce6y9o1p0p, axaxgyogf8yiz24u9mafg197t, c5s6l4u9gjdv3ce5rc0we8sx6, 5pzwqucy2dh371u2uc8iugul1, bohrvdzf1oep0vhdmiz1rj2z9, 48rypey85a23z9ht4k5skw8b8, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, a9piss5nrytn5tn83frlj02qd, b6e5e8znxa7u9qhtxtwflxgwl, 3fijom7mapqjul0ieluet6eol",4157103027,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157103031,130,12,4157103033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445365,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-02T12:32:26.111Z,2023-04-02T12:32:27Z,4157398783,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445349,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-02T12:32:26.111Z,2023-04-02T12:32:26Z,4157398681,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445413,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,49.9,49.9,2023-04-02T12:32:26.211Z,2023-04-02T12:32:30Z,4157399039,140,39.1,4157399043,212,11.3,4157399041,141,49.7,4157399045,213,3.2,4157399037,56,Back,4157399047,279,S,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445459,4,1,1,0,3,p2dsrpus5eckpz2h16svaour,0,39.1,49.7,2023-04-02T12:32:29.988Z,2023-04-02T12:32:31Z,4157399275,141,29.1,4157399269,155,,4157399277,212,42.2,4157399279,213,5.9,4157399273,140,77.0,4157399281,1,,4157399271,56,Center,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445453,3,49,1,0,5,ca8pjvyb7hgttr1dalj2nguum,1,23,68.1,2023-04-02T12:32:31.631Z,2023-04-02T12:32:31Z,,,,,,,,,,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445559,4,1,1,0,6,ca8pjvyb7hgttr1dalj2nguum,1,25.7,65.1,2023-04-02T12:32:33.005Z,2023-04-02T12:32:36Z,4157399805,141,81.4,4157399809,213,1.7,4157399803,140,24.5,4157399807,212,11.2,4157399801,56,Back,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445609,5,1,1,0,10,ca8pjvyb7hgttr1dalj2nguum,1,24.6,81.1,2023-04-02T12:32:36.877Z,2023-04-02T12:32:40Z,4157400041,212,25.1,4157400039,141,60.5,4157400043,213,3.7,4157400035,56,Back,4157400037,140,4.8,,,,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445663,6,1,1,0,13,ca8pjvyb7hgttr1dalj2nguum,1,4.8,60.5,2023-04-02T12:32:39.950Z,2023-04-02T12:32:42Z,4157400319,140,11.2,4157400321,141,79.9,4157400323,212,14.8,4157400315,155,,4157400325,213,1.1,4157400317,56,Back,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445695,7,1,1,0,15,ca8pjvyb7hgttr1dalj2nguum,0,11.2,79.9,2023-04-02T12:32:42.109Z,2023-04-02T12:32:43Z,4157400491,1,,4157400487,212,30.2,4157400485,141,65.8,4157400483,140,38.5,4157400481,56,Back,4157400489,213,6.0,4157400479,157,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445719,5,8,1,0,18,p2dsrpus5eckpz2h16svaour,1,64.9,38.5,2023-04-02T12:32:44.309Z,2023-04-02T12:32:44Z,4157400597,56,Center,,,,,,,,,,,,,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445871,8,1,1,0,19,ca8pjvyb7hgttr1dalj2nguum,1,32.1,65.7,2023-04-02T12:32:45.582Z,2023-04-02T12:32:51Z,4157401325,212,26.7,4157401309,56,Center,4157401327,213,0.1,4157401305,155,,4157401319,140,57.5,4157401323,141,68.1,,,,,,,axaxgyogf8yiz24u9mafg197t,N. Eckhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445893,9,3,1,0,24,ca8pjvyb7hgttr1dalj2nguum,0,70.3,65.6,2023-04-02T12:32:51.011Z,2023-04-02T12:32:52Z,4157401551,233,6,4157401409,56,Center,4157401411,286,,,,,,,,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445887,6,7,1,0,24,p2dsrpus5eckpz2h16svaour,0,29.7,34.4,2023-04-02T12:32:51.012Z,2023-04-02T12:32:52Z,4157401489,233,9,4157401389,285,,4157401387,56,Back,,,,,,,,,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
