id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value
2486914863,10,5,1,1,18,ca8pjvyb7hgttr1dalj2nguum,0,49.8,101.8,2022-11-20T13:34:25.770Z,2022-11-20T13:44:56Z,3922579363,233,14,3922579205,56,Back,3922579207,347,,,,,,,,,,,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914887,14,5,1,1,18,p2dsrpus5eckpz2h16svaour,1,50.2,-1.8,2022-11-20T13:34:25.770Z,2022-11-20T13:34:31Z,3922579339,347,,3922579337,56,Right,3922579357,233,10,,,,,,,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914929,15,1,1,1,29,p2dsrpus5eckpz2h16svaour,1,49.4,0,2022-11-20T13:34:36.937Z,2022-11-20T13:34:37Z,3922579623,107,,3922579637,213,1.0,3922579625,56,Right,3922579635,212,11.2,3922579627,140,55.1,3922579631,141,12.3,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914935,16,1,1,1,30,p2dsrpus5eckpz2h16svaour,1,55.1,12.3,2022-11-20T13:34:37.882Z,2022-11-20T13:34:38Z,3922579663,141,2.0,3922579661,140,48.0,3922579659,56,Back,3922579665,212,10.2,3922579667,213,3.9,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914959,17,1,1,1,31,p2dsrpus5eckpz2h16svaour,1,48,2,2022-11-20T13:34:38.730Z,2022-11-20T13:34:40Z,3922579799,56,Back,3922579801,140,32.6,3922579807,213,2.9,3922579805,212,16.9,3922579803,141,9.1,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915021,18,1,1,1,33,p2dsrpus5eckpz2h16svaour,1,31.8,13.1,2022-11-20T13:34:40.682Z,2022-11-20T13:34:49Z,3922580233,213,1.9,3922580229,141,49.1,3922580231,212,25.8,3922580227,140,24.0,3922580225,56,Back,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915067,19,1,1,1,42,p2dsrpus5eckpz2h16svaour,1,38.6,75.9,2022-11-20T13:34:49.787Z,2022-11-20T13:34:54Z,3922580527,213,0.6,3922580519,141,93.8,3922580515,140,54.5,3922580511,56,Left,3922580523,212,20.7,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915095,20,1,1,1,47,p2dsrpus5eckpz2h16svaour,1,55.5,88.1,2022-11-20T13:34:54.267Z,2022-11-20T13:34:56Z,3922580691,141,73.0,3922580695,213,5.6,3922580693,212,16.7,3922580689,140,68.1,3922580687,56,Center,,,,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915113,21,1,1,1,49,p2dsrpus5eckpz2h16svaour,1,67.8,72,2022-11-20T13:34:56.458Z,2022-11-20T13:34:58Z,3922580795,213,3.7,3922580791,141,66.4,3922580793,212,6.8,3922580789,140,62.4,3922580787,56,Center,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915123,22,1,1,1,51,p2dsrpus5eckpz2h16svaour,0,62,62.9,2022-11-20T13:34:58.266Z,2022-11-20T13:35:00Z,3922580843,213,5.6,3922580835,56,Center,3922580837,140,71.4,3922580839,141,50.0,3922580841,212,13.2,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915133,23,43,1,1,54,p2dsrpus5eckpz2h16svaour,1,0,0,2022-11-20T13:35:01.627Z,2022-11-20T13:36:02Z,3922583809,144,61,3922580909,56,Center,,,,,,,,,,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915143,11,49,1,1,55,ca8pjvyb7hgttr1dalj2nguum,1,35.7,39.8,2022-11-20T13:35:02.452Z,2022-11-20T13:35:02Z,,,,,,,,,,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915161,12,1,1,1,55,ca8pjvyb7hgttr1dalj2nguum,1,35.7,39.8,2022-11-20T13:35:02.707Z,2022-11-20T13:35:04Z,3922581061,56,Back,3922581067,212,6.2,3922581065,141,39.5,3922581069,213,3.2,3922581063,140,29.8,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915177,13,1,1,1,58,ca8pjvyb7hgttr1dalj2nguum,0,30.4,39.2,2022-11-20T13:35:05.700Z,2022-11-20T13:35:07Z,3922581167,213,5.6,3922581159,141,7.7,3922581171,1,,3922581163,212,32.8,3922581155,140,54.0,3922581151,56,Right,3922581147,155,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915185,24,49,1,2,0,p2dsrpus5eckpz2h16svaour,1,42.5,88.1,2022-11-20T13:35:07.691Z,2022-11-20T13:35:07Z,,,,,,,,,,,,,,,,,,,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915247,25,1,1,2,2,p2dsrpus5eckpz2h16svaour,1,41.3,84.2,2022-11-20T13:35:09.659Z,2022-11-20T13:35:14Z,3922581517,140,58.4,3922581521,212,18.0,3922581525,213,0.1,3922581519,141,86.0,3922581515,56,Left,,,,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915313,26,1,1,2,7,p2dsrpus5eckpz2h16svaour,1,46.5,76.3,2022-11-20T13:35:14.347Z,2022-11-20T13:35:20Z,3922581879,56,Back,3922581883,141,27.4,3922581889,1,,3922581885,212,37.6,3922581887,213,4.2,3922581881,140,29.7,,,,,,,e6yhuu5eu6qpk7gybytdtxqdx,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915325,27,1,1,2,13,p2dsrpus5eckpz2h16svaour,0,39.3,22.5,2022-11-20T13:35:20.731Z,2022-11-20T13:35:21Z,3922581955,155,,3922581963,212,33.2,3922581961,141,33.0,3922581965,213,0.2,3922581957,56,Center,3922581959,140,70.2,3922581967,1,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915371,14,1,1,2,16,ca8pjvyb7hgttr1dalj2nguum,0,26,67.6,2022-11-20T13:35:24.067Z,2022-11-20T13:35:29Z,3922582245,3,,3922582247,56,Back,3922582253,212,17.2,3922582249,140,41.7,3922582251,141,75.0,3922582255,213,0.3,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915407,28,1,1,2,22,p2dsrpus5eckpz2h16svaour,1,54.2,24.6,2022-11-20T13:35:29.403Z,2022-11-20T13:35:33Z,3922582455,141,14.0,3922582451,140,66.1,3922582447,56,Right,3922582461,213,5.8,3922582457,212,14.4,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915465,29,1,1,2,25,p2dsrpus5eckpz2h16svaour,1,66.1,14,2022-11-20T13:35:33.035Z,2022-11-20T13:35:37Z,3922582809,212,7.0,3922582807,141,13.8,3922582811,213,3.2,3922582803,56,Right,3922582805,140,59.4,,,,,,,,,,6mvj0jfbicvwt296r6wuqajca,M. Monnecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915475,30,1,1,2,30,p2dsrpus5eckpz2h16svaour,1,52.5,15.9,2022-11-20T13:35:37.771Z,2022-11-20T13:35:39Z,3922582857,56,Right,3922582859,140,59.6,3922582863,212,8.7,3922582865,213,5.7,3922582861,141,9.4,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915479,31,61,1,2,32,p2dsrpus5eckpz2h16svaour,0,59.6,9.4,2022-11-20T13:35:39.131Z,2022-11-20T13:35:39Z,3922582887,56,Right,,,,,,,,,,,,,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915513,16,49,1,2,34,ca8pjvyb7hgttr1dalj2nguum,1,42.3,97.5,2022-11-20T13:35:41.107Z,2022-11-20T13:35:48Z,,,,,,,,,,,,,,,,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915507,15,3,1,2,34,ca8pjvyb7hgttr1dalj2nguum,1,37.4,93.7,2022-11-20T13:35:42.026Z,2022-11-20T13:35:43Z,3922583029,286,,3922583065,233,32,3922583027,56,Back,,,,,,,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915501,32,45,1,2,34,p2dsrpus5eckpz2h16svaour,0,62.6,6.3,2022-11-20T13:35:42.026Z,2022-11-20T13:35:43Z,3922582995,56,Right,3922582997,285,,3922583075,233,15,,,,,,,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915533,17,4,1,2,37,ca8pjvyb7hgttr1dalj2nguum,1,40.6,93.6,2022-11-20T13:35:45.059Z,2022-11-20T13:35:54Z,3922583175,286,,3922583167,13,,3922583171,152,,3922583169,56,Back,3922583311,233,33,3922583495,295,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915553,33,4,1,2,37,p2dsrpus5eckpz2h16svaour,0,59.4,6.4,2022-11-20T13:35:45.060Z,2022-11-20T13:35:55Z,3922583317,233,17,3922583309,285,,3922583305,152,,3922583301,13,,3922583527,295,,3922583303,56,Right,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915679,18,1,1,2,54,ca8pjvyb7hgttr1dalj2nguum,1,53,98,2022-11-20T13:36:02.068Z,2022-11-20T13:36:05Z,3922583985,152,,3922584003,213,3.2,3922583995,141,97.4,3922583991,140,33.8,3922583983,5,,3922583999,212,20.2,3922583987,56,Back,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915721,19,1,1,2,58,ca8pjvyb7hgttr1dalj2nguum,1,32.8,92.4,2022-11-20T13:36:05.730Z,2022-11-20T13:36:10Z,3922584245,56,Back,3922584255,1,,3922584249,141,51.6,3922584251,212,33.0,3922584247,140,15.7,3922584253,213,4.1,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915763,20,1,1,3,3,ca8pjvyb7hgttr1dalj2nguum,1,15.7,47.6,2022-11-20T13:36:10.371Z,2022-11-20T13:36:14Z,3922584479,56,Back,3922584483,141,25.8,3922584485,212,16.5,3922584487,213,5.2,3922584481,140,22.6,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915807,21,1,1,3,7,ca8pjvyb7hgttr1dalj2nguum,1,23.7,28.3,2022-11-20T13:36:14.626Z,2022-11-20T13:36:19Z,3922584763,213,1.5,3922584755,141,79.9,3922584751,140,26.2,3922584749,56,Back,3922584767,1,,3922584759,212,35.2,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915829,22,1,1,3,12,ca8pjvyb7hgttr1dalj2nguum,1,36.6,96.5,2022-11-20T13:36:19.858Z,2022-11-20T13:36:22Z,3922584859,141,99.0,3922584861,212,20.4,3922584863,213,0.1,3922584857,140,56.0,3922584855,56,Left,,,,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915843,23,1,1,3,15,ca8pjvyb7hgttr1dalj2nguum,1,44.2,97.8,2022-11-20T13:36:22.338Z,2022-11-20T13:36:23Z,3922584933,213,4.3,3922584929,141,89.4,3922584925,56,Back,3922584927,140,41.8,3922584931,212,6.2,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915893,24,1,1,3,16,ca8pjvyb7hgttr1dalj2nguum,1,41.8,89.4,2022-11-20T13:36:23.474Z,2022-11-20T13:36:28Z,3922585231,140,55.6,3922585237,213,0.0,3922585235,212,14.5,3922585229,56,Left,3922585233,141,90.2,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915933,34,43,1,3,21,p2dsrpus5eckpz2h16svaour,1,0,0,2022-11-20T13:36:28.388Z,2022-11-20T13:38:57Z,3922592533,144,8,3922585469,56,Back,,,,,,,,,,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486915913,25,1,1,3,21,ca8pjvyb7hgttr1dalj2nguum,1,55.6,90.2,2022-11-20T13:36:28.803Z,2022-11-20T13:36:47Z,3922585371,213,1.6,3922585367,141,93.0,3922585369,212,1.9,3922585365,140,55.6,3922585363,56,Left,,,,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
