id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value
2486899249,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-11-20T12:54:35.454Z,2022-11-20T14:37:11Z,3922494501,194,72a3aetghls98os7onhc60vdh,3922567649,197,8188,3922494493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922494491,30,"18ufr5nlyfnnzzbzmqo9ynis5, 1d0us90tod393omtmaft90b11, e4i408ibyt4r0n7znz46qllka, 1kmq43pxjjjacnrmcsw2dka1h, cnvii81lylt9gcn9iox9lkvdh, 72a3aetghls98os7onhc60vdh, e6yhuu5eu6qpk7gybytdtxqdx, 4zr1u1gdqagr6e53pnyruywut, 2va4upf5w45brysw8q9w22gkq, a36ljq1b2o9ydtdtkjri5yt3p, 6mvj0jfbicvwt296r6wuqajca, 1rsv7xi31ffxqpjeaw76t1n8p, 2v7svoulkkgzvdeb4e0hw7jyt, 7n5xycobojwgk6bq50o4ix0wl, 6n8wa2zigh4tveiihbij6qc8a, botcpxadt5i04s4p8prbd3dyi, bou3v9eox682bm04tv0l4tkpg, 162dxb8xc7nwc04nhintw7dn9, 3ym9jjnellqfvf2lg88vi0atx, 79abiotlhtb5edjedx8oqjysp",3922494503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922494495,59,"1, 16, 4, 8, 6, 5, 20, 87, 19, 23, 17, 7, 9, 11, 18, 21, 30, 33, 55, 88",3922494499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922494497,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899675,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-11-20T12:57:51.938Z,2022-11-20T13:33:23Z,3922496885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922496881,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922496877,59,"22, 2, 14, 34, 3, 19, 5, 20, 9, 10, 7, 6, 13, 15, 17, 18, 27, 29, 32, 33",3922496879,130,4,3922496883,194,3d6o80x3c0kq6t2dvxzqrt8t1,3922496875,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922496873,30,"6clgafy8vlbq6qw2ofptwkwd1, 496otta0vz8p7eackdpfod68l, 48rypey85a23z9ht4k5skw8b8, 2eg5q67ivbjr99ltdrvez9zbo, 3izcnjpqeumq1mjfy1osc3qhh, 3d6o80x3c0kq6t2dvxzqrt8t1, 27rdlepga8wdw4xj949y5vh05, a9piss5nrytn5tn83frlj02qd, 3myrbf50fefc98vkxh3ggw82x, 13e3434z48bduvnvyly0zg5w5, 5pzwqucy2dh371u2uc8iugul1, c5s6l4u9gjdv3ce5rc0we8sx6, 72rc6zija9e9d4ggx884dq7dh, cesfj7ea02i5bewyth29lpvro, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, 3xk25f9db4datnc3pzfb8e85x, b6e5e8znxa7u9qhtxtwflxgwl, 86hh9b5pqts5dbx3zhf6i1zx0, 94161is0x6f3s9kyrm2cxjf85",3922567859,197,8201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914131,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-11-20T13:33:07.076Z,2022-11-20T13:33:07Z,3922575453,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914135,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-11-20T13:33:07.076Z,2022-11-20T13:33:08Z,3922575457,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914171,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,50.2,50,2022-11-20T13:33:07.176Z,2022-11-20T13:33:09Z,3922575635,56,Back,3922575645,279,S,3922575641,212,14.8,3922575639,141,38.2,3922575643,213,3.7,3922575637,140,38.3,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914199,4,1,1,0,2,p2dsrpus5eckpz2h16svaour,1,35.8,50.1,2022-11-20T13:33:09.545Z,2022-11-20T13:33:13Z,3922575777,212,19.1,3922575775,141,68.8,3922575771,56,Back,3922575773,140,22.2,3922575779,213,2.4,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914215,5,1,1,0,6,p2dsrpus5eckpz2h16svaour,1,26.1,63.1,2022-11-20T13:33:13.657Z,2022-11-20T13:33:25Z,3922575859,141,46.0,3922575861,212,17.5,3922575863,213,5.6,3922575855,56,Back,3922575857,140,38.5,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914239,6,1,1,0,8,p2dsrpus5eckpz2h16svaour,1,35.2,51.6,2022-11-20T13:33:16.042Z,2022-11-20T13:33:19Z,3922575979,140,14.7,3922575983,212,28.2,3922575981,141,78.5,3922575977,56,Back,3922575985,213,2.4,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914263,7,1,1,0,12,p2dsrpus5eckpz2h16svaour,1,14.7,78.5,2022-11-20T13:33:19.370Z,2022-11-20T13:33:22Z,3922576097,140,3.9,3922576103,213,4.1,3922576101,212,20.8,3922576099,141,52.8,3922576095,56,Back,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914295,8,1,1,0,15,p2dsrpus5eckpz2h16svaour,1,3.9,54.6,2022-11-20T13:33:22.154Z,2022-11-20T13:33:25Z,3922576269,212,19.6,3922576263,56,Back,3922576271,213,1.4,3922576267,141,82.9,3922576265,140,7.5,,,,,,,,,,18ufr5nlyfnnzzbzmqo9ynis5,K. Schroffenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914357,9,1,1,0,22,p2dsrpus5eckpz2h16svaour,1,31.1,81.1,2022-11-20T13:33:29.371Z,2022-11-20T13:33:31Z,3922576597,212,13.7,3922576595,141,93.8,3922576591,56,Back,3922576593,140,41.2,3922576599,213,0.7,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914407,10,1,1,0,24,p2dsrpus5eckpz2h16svaour,1,41.5,94.1,2022-11-20T13:33:31.705Z,2022-11-20T13:33:37Z,3922576857,140,60.8,3922576855,56,Left,3922576863,213,0.0,3922576861,212,20.3,3922576859,141,94.8,,,,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914413,11,1,1,0,29,p2dsrpus5eckpz2h16svaour,0,46.4,66,2022-11-20T13:33:37.066Z,2022-11-20T13:33:38Z,3922576891,56,Center,3922576895,141,36.1,3922576897,212,21.9,3922576899,213,5.1,3922576893,140,54.1,,,,,,,,,,e6yhuu5eu6qpk7gybytdtxqdx,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914431,3,49,1,0,32,ca8pjvyb7hgttr1dalj2nguum,1,44.5,66.7,2022-11-20T13:33:39.572Z,2022-11-20T13:34:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5pzwqucy2dh371u2uc8iugul1,G. Marinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914521,4,1,1,0,38,ca8pjvyb7hgttr1dalj2nguum,1,63.4,78.7,2022-11-20T13:33:46.036Z,2022-11-20T13:33:48Z,3922577471,141,72.0,3922577475,213,3.9,3922577467,56,Center,3922577469,140,58.4,3922577473,212,7.0,,,,,,,,,,5pzwqucy2dh371u2uc8iugul1,G. Marinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914541,5,1,1,0,41,ca8pjvyb7hgttr1dalj2nguum,1,55.2,69.4,2022-11-20T13:33:48.404Z,2022-11-20T13:33:51Z,3922577617,140,43.4,3922577621,141,69.4,3922577625,212,12.4,3922577615,56,Back,3922577627,213,3.1,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914561,6,1,1,0,44,ca8pjvyb7hgttr1dalj2nguum,1,52.9,78.7,2022-11-20T13:33:51.540Z,2022-11-20T13:34:00Z,3922577729,212,15.4,3922577731,213,2.1,3922577727,141,98.4,3922577723,140,45.7,3922577719,56,Back,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914639,7,1,1,0,47,ca8pjvyb7hgttr1dalj2nguum,0,45.8,98,2022-11-20T13:33:54.884Z,2022-11-20T13:34:33Z,3922578079,212,12.8,3922578073,140,57.7,3922578067,56,Left,3922578081,213,0.2,3922578077,141,100.0,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914643,8,5,1,0,48,ca8pjvyb7hgttr1dalj2nguum,0,59,101.8,2022-11-20T13:33:55.818Z,2022-11-20T13:44:55Z,3922578083,56,Left,3922579455,233,12,3922578085,347,,,,,,,,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914831,12,5,1,0,48,p2dsrpus5eckpz2h16svaour,1,41,-1.8,2022-11-20T13:33:55.818Z,2022-11-20T13:34:35Z,3922579451,233,8,3922579035,56,Back,3922579037,347,,,,,,,,,,,,,,,,,a36ljq1b2o9ydtdtkjri5yt3p,S. Huchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914847,13,1,1,1,15,p2dsrpus5eckpz2h16svaour,0,36.1,0,2022-11-20T13:34:22.475Z,2022-11-20T13:34:25Z,3922579135,1,,3922579127,140,62.3,3922579131,212,28.5,3922579129,141,9.1,3922579133,213,0.3,3922579121,107,,3922579125,56,Right,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486914861,9,1,1,1,17,ca8pjvyb7hgttr1dalj2nguum,0,30.5,94.8,2022-11-20T13:34:24.892Z,2022-11-20T13:35:59Z,3922579197,141,100.0,3922579195,140,48.9,3922579201,213,0.2,3922579191,3,,3922579193,56,Back,3922579199,212,19.9,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
