id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2506938181,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-12T12:41:55.125Z,2023-02-12T14:33:14Z,4028086389,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028086387,130,8,4028257063,197,8206,4028086385,59,"1, 4, 7, 11, 6, 5, 19, 8, 18, 37, 17, 3, 10, 15, 20, 22, 25, 26, 32, 39",4028086383,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028086381,30,"6cazgi9vrmiy7pj7mspkmrnbp, 2nyteuqhg3tvltcdjmivfoyqx, 8qywmb7vw14hygvzliislo1xx, di3hdoveoiv3nwroamxgxd3o5, 5zfwazpzlcnm9r7621wefv8ph, 1euxm106eodeidsr5gor1kbmd, 2l1m95m3ub9ptm0f7no1ylxw5, a6k8vha3qcugelyjo82monahh, 162sfvdvwcsap2r0v4clllqz9, ad6p2jcex4poforoc5a2m42qd, e14n0cktqewsx0a1q4kev326t, 8kp0hm0mftts0lx42esqbxt5h, 3f3c49bl4331k4nrrhvq6fu8l, 26cvxz862r0s1ckpehvsm1b6d, dms6dx6taz2d9wxcgqfk87lk9, av7gcm2jf4ahewdoefe6yxrrp, cobqvig9w519u0pu924u49045, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1, d44thn873cqvwrk4trbwzyvbo",4028086393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028086391,194,8qywmb7vw14hygvzliislo1xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506944471,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-02-12T12:50:32.783Z,2023-02-12T13:27:59Z,4028117127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4028117135,130,4,4028117147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028117131,59,"1, 16, 3, 28, 26, 5, 8, 21, 30, 10, 20, 2, 6, 7, 9, 19, 29, 33, 55",4028255397,197,13397,4028117123,30,"c6wbavw0v5bxajsd2xz7qg1d5, ifp26xl8pzgarz05vnfjv3yt, 3yx85beji7yke6s4su7f0tzh1, c5ze370ixl09ccy818f92jkk5, 4rxi67te6h5sfv95cxs2gmynd, 4xlf56csffamnnw04mba3wpw4, b7o9ncawaqn5jj5v32b3gn1be, bkyl1g1z7xenlu0augv7717u1, bb1q58ts374m0dgx2afl6gq5m, 7o8xh2r55xb1yiz5gjvnp0rmx, 1zq3xp6uas4qe3jv0huphuzmd, b4r8ripw5dilngnxrb5fkkkid, e8zyhpx14n6upjw5fnqbc9k44, 68vj95m8a7vmurirk0hr8lboq, 33fdo0axm0x7s88xj3br3xt61, 26xyd3qlh5v3ypcrdx4l1waju, am9nqqu4kh06f457nxwmpgg0k, dejb47luo9o523wl9fm9yncgl, 4udz6yr09afpwg201j7ruyaz8",4028117141,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4028117143,194,3yx85beji7yke6s4su7f0tzh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977205,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-12T13:32:08.394Z,2023-02-12T13:32:08Z,4028267075,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977207,3,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-02-12T13:32:08.394Z,2023-02-12T13:32:10Z,4028267081,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977233,3,1,1,0,0,acpt3r9i7hburdteruzc31u96,1,49.7,50.7,2023-02-12T13:32:08.494Z,2023-02-12T13:32:10Z,4028267239,213,3.3,4028267241,279,S,4028267237,212,10.6,4028267233,140,39.7,4028267235,141,48.6,4028267231,56,Back,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977269,4,1,1,0,2,acpt3r9i7hburdteruzc31u96,1,39.1,48,2023-02-12T13:32:10.535Z,2023-02-12T13:32:12Z,4028267397,213,2.4,4028267391,140,34.8,4028267395,212,6.1,4028267393,141,54.1,4028267389,56,Back,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977329,5,1,1,0,4,acpt3r9i7hburdteruzc31u96,0,34.7,54.3,2023-02-12T13:32:12.887Z,2023-02-12T13:32:15Z,4028267649,56,Left,4028267651,140,74.4,4028267655,212,47.2,4028267653,141,86.9,4028267647,155,,4028267657,213,0.5,4028267659,1,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977335,4,1,1,0,7,bcuj94typp0ykv77ijp9wpsve,0,25,16.2,2023-02-12T13:32:15.433Z,2023-02-12T13:32:18Z,4028267731,141,0.0,4028267735,213,5.6,4028267733,212,19.0,4028267727,140,38.9,4028267723,56,Back,4028267721,3,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977339,5,5,1,0,9,bcuj94typp0ykv77ijp9wpsve,0,35.1,-1.4,2023-02-12T13:32:18.308Z,2023-02-12T13:32:23Z,4028267981,233,6,4028267739,347,,4028267737,56,Back,,,,,,,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977371,6,5,1,0,9,acpt3r9i7hburdteruzc31u96,1,64.9,101.4,2023-02-12T13:32:18.308Z,2023-02-12T14:18:58Z,4028267945,233,5,4028267897,347,,4028267895,56,Left,,,,,,,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
