id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value
2545427501,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-05-07T17:56:51.178Z,2023-05-07T18:41:08Z,4260057067,59,"30, 17, 25, 42, 6, 93, 29, 28, 77, 27, 11, 1, 4, 5, 7, 9, 13, 14, 16, 18, 21, 22, 31, 32, 84, 97",4260057073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4260162703,197,5190,4260057069,130,4,4260057079,194,4x1tm440b5cshi5gxkx5k9m95,4260057063,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4260057061,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 1oszv53od5pulbhx566ht984q, 4x1tm440b5cshi5gxkx5k9m95, bkz9b4cqf8f970myv8r49f561, 8mlps3xgwbxa7svajxfk2exud, 6e4y15kfry8fzixh99zpala6t, 9ik51limpi4f3blp1r60hb27d, cv8wgka2bmkeqajg3eo9lb4k5, 44f0q2ucrld1rwcwx63vgs7hl, 6gjr3yxp34gj52xx8xfm9nt91, 3iveuhunq47tg8lg0lm3d31sl, 9h01w81t6g5f5owrtipn9ybpx, 8j498fkairlyk82v1qprc13op, 5cjx2i2perp5vr62en4cyer1m, 46yp8iqh0qm7i75d98tfrsbxm, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, dd7i0ps16hldpriliccyvxct0, 9tsvcw4xthhtoqgdowmhef7bp, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, a6jwnrv86cly1ti085c9dnn6c, d9sakxlp96siw0z1jltszdlgp, e3o8o5b5sxbjd2s17w14rmga, 90pjbz2aq8vz4qapqu1yt2ynd",4260057083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545428661,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-05-07T17:59:26.372Z,2023-05-07T18:52:36Z,4260063117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4260063115,194,68etig279gs3btjb7fv6rvfth,4260063109,59,"1, 5, 8, 27, 6, 23, 61, 28, 19, 7, 33, 2, 3, 17, 22, 24, 25, 26, 29, 30, 32, 34, 38, 42, 77",4260063113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4260063105,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, bo98qzo4gu0npm4pewc25ovyt, 3tuxipzf6pqvga0a12422gatx, 130pg17ru5fzq4igokx0k73e1, m7fe173js8on94ag3htziy8l, 9sjt5rv156hr2llfu241r6cph, kc4qkj63uqu3wnkydxtvmwh5, dp1y9x5r6z1q120hj3sgyhxat, c39nv7jn5c3qzglosgzigif2t, g64b8x11ndowv2zj29r9i311, 5uro3xukpb1lsnwepj06lgzit, 7uf7y7xa6hy3gieetcte3td2i, 9mldc318nq0tli73wjh6ueket, co1vwppy1870xm5iymj3wmp5h, 20f5apcbciifqyln8hp3cziwa, 6mybntbgl188coqd2dl6ulhm2, a9z0jsjwfteq974bxwucvc4ix, 2q0bx5wsc6b68vpps79hosnah, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 83kdacraf2mcnbg038ld68ne2, 8o8o4rxbdhv002pj0q21l0f84, 8kdamc6zz4bskby51c59uuntg",4260063111,130,16,4260164229,197,17194,4260063107,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545447883,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-05-07T18:45:06.092Z,2023-05-08T03:53:34Z,4260171247,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545447881,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-05-07T18:45:06.092Z,2023-05-07T19:43:19Z,4260171235,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545447919,3,1,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,50.1,50,2023-05-07T18:45:06.163Z,2023-05-08T04:02:03Z,4260171463,213,3.4,4260171461,212,16.7,4260171459,141,44.5,4260171465,279,S,4260171455,56,Back,4260171457,140,34.6,4261294633,178,,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545447955,4,1,1,0,3,ap6blbxhq9elm62vw6tutzlwg,0,35.9,43.4,2023-05-07T18:45:09.364Z,2023-05-08T04:02:09Z,4260171619,140,69.8,4260171627,1,,4260171617,56,Center,4260171625,213,0.3,4260171621,141,62.4,4260171623,212,37.9,4260171613,155,,4261294677,178,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545447967,3,1,1,0,6,bi1fxjrncd0ram0oi7ja1jyuo,0,29.3,28.9,2023-05-07T18:45:12.156Z,2023-05-08T04:02:13Z,4260171699,141,23.0,4261294701,388,,4260171695,56,Center,4260171697,140,52.4,4260171693,3,,4260171701,212,24.6,4260171703,213,6.1,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448009,5,1,1,0,8,ap6blbxhq9elm62vw6tutzlwg,1,46.6,72.3,2023-05-07T18:45:15.002Z,2023-05-08T04:02:19Z,4260171877,140,55.5,4260171875,56,Center,4260171881,212,9.7,4260171883,213,6.0,4260171879,141,68.7,4260171873,3,,4261294801,178,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448029,6,1,1,0,9,ap6blbxhq9elm62vw6tutzlwg,1,57,71.7,2023-05-07T18:45:15.877Z,2023-05-08T04:09:58Z,4260171963,212,29.5,4260171961,141,48.5,4261298675,178,,4260171957,56,Back,4260171959,140,33.3,4260171965,213,3.7,,,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545674389,1225,67,1,0,12,ap6blbxhq9elm62vw6tutzlwg,1,32,47.9,2023-05-07T18:45:18.740Z,2023-05-08T07:07:35Z,4261384199,233,1394,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545674387,1394,67,1,0,12,bi1fxjrncd0ram0oi7ja1jyuo,0,68,52.1,2023-05-07T18:45:18.741Z,2023-05-08T06:33:20Z,4261384209,233,1225,,,,,,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448035,7,1,1,0,12,ap6blbxhq9elm62vw6tutzlwg,0,33.8,38.8,2023-05-07T18:45:18.762Z,2023-05-08T07:07:36Z,4260171993,141,0.0,4260171991,140,44.0,4260171995,212,29.7,4260171997,213,5.1,4261298691,178,,4260171989,56,Back,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448117,4,5,1,0,16,bi1fxjrncd0ram0oi7ja1jyuo,1,55.6,102,2023-05-07T18:45:22.658Z,2023-05-08T04:10:03Z,4260172351,56,Left,4260172353,347,,4260172359,233,8,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448037,8,5,1,0,16,ap6blbxhq9elm62vw6tutzlwg,0,44.4,-2,2023-05-07T18:45:22.658Z,2023-05-08T04:10:04Z,4260172365,233,4,4260172003,347,,4260172001,56,Back,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448123,5,1,1,0,20,bi1fxjrncd0ram0oi7ja1jyuo,1,55.3,100,2023-05-07T18:45:26.959Z,2023-05-08T04:10:16Z,4260172401,56,Back,4260172403,140,35.3,4260172399,107,,4260172409,213,3.4,4260172411,1,,4260172405,141,94.6,4260172407,212,21.6,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448139,6,1,1,0,24,bi1fxjrncd0ram0oi7ja1jyuo,1,35.4,92.9,2023-05-07T18:45:30.404Z,2023-05-08T04:10:18Z,4260172505,140,25.4,4260172511,213,4.3,4260172507,141,60.5,4260172509,212,24.4,4261298865,178,,4260172503,56,Back,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448157,7,1,1,0,27,bi1fxjrncd0ram0oi7ja1jyuo,1,25.9,50.3,2023-05-07T18:45:33.289Z,2023-05-08T04:10:22Z,4260172649,141,18.7,4260172651,212,21.6,4260172645,56,Back,4260172653,213,4.8,4260172647,140,28.4,4261298891,178,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448277,8,1,1,0,32,bi1fxjrncd0ram0oi7ja1jyuo,1,28.4,18.7,2023-05-07T18:45:38.102Z,2023-05-08T04:10:24Z,4260173345,213,2.6,4260173339,140,3.5,4260173341,141,39.5,4260173343,212,29.7,4261298915,178,,4260173337,56,Back,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448313,9,1,1,0,46,bi1fxjrncd0ram0oi7ja1jyuo,0,20.7,30.4,2023-05-07T18:45:52.101Z,2023-05-08T04:10:28Z,4260173543,56,Right,4261298947,178,,4261065009,155,,4260173549,212,49.7,4260173551,213,6.1,4260173545,140,67.4,4260173553,1,,4260173547,141,18.5,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448349,9,1,1,0,49,ap6blbxhq9elm62vw6tutzlwg,0,34.5,89.3,2023-05-07T18:45:55.281Z,2023-05-08T04:10:31Z,4260173801,212,11.6,4260173803,213,0.8,4260173793,3,,4261298975,388,,4260173797,140,41.9,4260173795,56,Back,4260173799,141,100.0,,,,kc4qkj63uqu3wnkydxtvmwh5,O. Abildgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448351,10,5,1,0,51,ap6blbxhq9elm62vw6tutzlwg,0,45.2,102,2023-05-07T18:45:57.210Z,2023-05-08T04:10:32Z,4260173807,347,,4260173805,56,Back,4260173871,233,10,,,,,,,,,,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448347,10,5,1,0,51,bi1fxjrncd0ram0oi7ja1jyuo,1,54.8,-2,2023-05-07T18:45:57.210Z,2023-05-08T04:10:32Z,4260173771,56,Right,4260173835,233,10,4260173773,347,,,,,,,,,,,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448379,11,1,1,0,53,bi1fxjrncd0ram0oi7ja1jyuo,1,46.7,0,2023-05-07T18:45:59.792Z,2023-05-08T04:10:35Z,4260173997,213,2.5,4260173995,212,22.9,4260173987,107,,4260173999,1,,4260173989,56,Back,4260173993,141,18.0,4260173991,140,29.2,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448431,12,1,1,0,58,bi1fxjrncd0ram0oi7ja1jyuo,1,29,25.9,2023-05-07T18:46:04.539Z,2023-05-08T04:10:39Z,4260174301,56,Back,4260174303,140,8.9,4261299057,178,,4260174309,213,2.5,4260174307,212,26.4,4260174305,141,49.2,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448461,13,1,1,1,6,bi1fxjrncd0ram0oi7ja1jyuo,0,17.3,43.9,2023-05-07T18:46:12.430Z,2023-05-08T04:10:41Z,4260174501,56,Center,4260174503,140,65.9,4260174507,212,52.2,4260174499,157,,4260174505,141,27.4,4260174511,1,,4260174509,213,6.1,4261299077,178,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448477,11,44,1,1,9,ap6blbxhq9elm62vw6tutzlwg,1,33.7,69,2023-05-07T18:46:15.618Z,2023-05-08T06:29:39Z,4260174575,285,,4260174573,56,Back,4260174595,233,14,,,,,,,,,,,,,,,,kc4qkj63uqu3wnkydxtvmwh5,O. Abildgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448467,14,44,1,1,9,bi1fxjrncd0ram0oi7ja1jyuo,0,66.3,31,2023-05-07T18:46:15.619Z,2023-05-08T04:10:44Z,4260174547,56,Center,4260174549,286,,4260174607,233,11,,,,,,,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448519,12,1,1,1,9,ap6blbxhq9elm62vw6tutzlwg,1,33.3,65.5,2023-05-07T18:46:15.685Z,2023-05-08T06:29:39Z,4260174719,140,59.1,4260174725,213,0.0,4260174717,56,Center,4260174715,3,,4261299139,388,,4260174723,212,27.1,4260174721,141,66.3,,,,kc4qkj63uqu3wnkydxtvmwh5,O. Abildgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448531,13,1,1,1,11,ap6blbxhq9elm62vw6tutzlwg,1,53.8,69.5,2023-05-07T18:46:17.832Z,2023-05-08T04:10:51Z,4260174799,56,Back,4260174805,212,7.1,4260174807,213,3.2,4260174797,3,,4261299183,388,,4260174801,140,47.0,4260174803,141,69.3,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545454169,161,50,1,1,12,ap6blbxhq9elm62vw6tutzlwg,1,45.6,71.8,2023-05-07T18:46:18.688Z,2023-05-08T04:11:00Z,4260206763,233,15,4260206649,56,Back,4260206651,286,,,,,,,,,,,,,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448513,15,7,1,1,13,bi1fxjrncd0ram0oi7ja1jyuo,0,54.4,28.2,2023-05-07T18:46:19.133Z,2023-05-08T04:11:03Z,4260206753,233,161,4261299279,178,,4261067075,383,,4260174689,56,Center,4260174691,285,,,,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448535,14,49,1,1,13,ap6blbxhq9elm62vw6tutzlwg,1,60.1,82,2023-05-07T18:46:19.897Z,2023-05-08T04:39:40Z,,,,,,,,,,,,,,,,,,,,,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448575,15,1,1,1,14,ap6blbxhq9elm62vw6tutzlwg,1,64.7,85.6,2023-05-07T18:46:20.823Z,2023-05-08T04:11:10Z,4260175047,213,0,4260175045,212,20.5,4261299365,178,,4260175041,140,84.2,4260175039,56,Left,4260175043,141,85.6,,,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545448567,16,45,1,1,20,bi1fxjrncd0ram0oi7ja1jyuo,0,8.8,16.4,2023-05-07T18:46:26.837Z,2023-05-08T04:11:22Z,4260175013,56,Back,4260207207,233,162,4260175015,285,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545454255,162,3,1,1,20,ap6blbxhq9elm62vw6tutzlwg,1,91.2,83.6,2023-05-07T18:46:26.837Z,2023-05-08T04:11:22Z,4261299463,178,,4260207189,233,16,4260207173,286,,4260207171,56,Left,4261068025,465,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
