id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/9/value,assist,qualifier/12/value,qualifier/15/value
2451778707,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-08-27T17:38:24.006Z,2022-08-27T18:30:28Z,3736412525,59,"16, 71, 13, 15, 5, 32, 21, 77, 10, 18, 22, 1, 7, 8, 9, 12, 19, 24, 29, 33",3736412527,130,4,3736412521,30,"czmpp6e2oo276u9prac16le51, 4zwebuh423xgcroy4rmd5r3rp, aat1vixi4qu8bmxtw45maqytx, 6alny8atonddyhmltw3dgo1d5, 7um4xb0p8zr4o11lsyd9n0hqt, 3qnkvefimj0i4kl78jucipnf9, 89l4376fhyf32a6tdjou6zqw9, 6cs8qwc1exex8ik9w3nejnkyd, 8f64tianoo4mc7t1lyz6acqtx, 6dmnxn0v7tcrwtd6hm2jaf6j9, 40sizsfd9vaym7yvwpvohu415, 66cgzmlvygqqgb8vrv380c4bt, 3dftc6lswgfgb4xoju4xb2xg5, 8aglulhb1aof871k1z7exuvo5, 7lt5as8r1xms7ujjgt7pynl5, djh9uya9vanxsyfgpt1rc4yqx, ccy7sflcnyiaf9c9j4c9p92ax, bli75mkfku2no79sep0n21v8q, bbj1pmjfr5q4u99zyqpgmexas, bdsv3kql5t6sw5ed2gsxmz2eh",3736683017,197,8185,3736412533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736412523,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3736412531,194,8f64tianoo4mc7t1lyz6acqtx,3736412529,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451782589,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-08-27T17:41:42.562Z,2022-08-27T18:30:31Z,3736434455,130,10,3736434449,30,"69ewfo1qoyc0xhk227754o9h, 5snw4b4ndo6hus8hpxq9q19lh, 6vvrp3ijlo76d0oolobx1hgwl, 9nc4igej6cflyxrihy20zd045, 6l457lm38yflk2l01ho3kk48a, 69ij8unhyklcdc4d11u02v6y, 7asw3c7rhaqrmnc4kk7q0hp0p, 9skgc5kozhnn4cp5fghmnwout, 2kxbr1qwr4soew1kopzx7rswk, b80b2mxpxjcboqc81evm6oa2, 3ycwiqwexrq74zjs6l2rj0dsl, 7q2zs9kmolc8ivuz368gvsatx, 6a4e840hagvde76wq00oitboq, dcabal76i5wlct77xl6jkyfv9, 6f4viy7wqtr4zcgtdxa5884id, bimp62qt9yetz1mwz1z18ri7d, c9y25sxg24aripna871g8x9g4, a1jt0xute9v4oazyt8dtq2kiy, e3mdwwn8drb7hsscyvj4u8pre, d154hxm83w5x1m0ht905cgpg5",3736434451,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3736683185,197,14248,3736434453,59,"12, 14, 27, 24, 5, 8, 18, 10, 19, 9, 21, 20, 1, 2, 3, 6, 11, 22, 23, 58",3736434461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736434459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736436867,194,9nc4igej6cflyxrihy20zd045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828739,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-08-27T18:30:52.195Z,2022-08-27T18:31:17Z,3736686719,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828361,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-08-27T18:30:52.195Z,2022-08-27T18:30:52Z,3736684711,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828791,3,1,1,0,18,8gw3pgcd0doivaul55q8na9lg,1,50.2,49.6,2022-08-27T18:31:10.514Z,2022-08-27T20:39:56Z,3737391293,279,S,3736686977,56,Back,3736686985,213,3.6,3736686981,141,40.1,3736686979,140,36.3,3736686983,212,16.0,,,,,,,2kxbr1qwr4soew1kopzx7rswk,G. Di Luzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828825,4,1,1,0,19,8gw3pgcd0doivaul55q8na9lg,1,39.7,44.8,2022-08-27T18:31:11.289Z,2022-08-27T19:26:01Z,3736687199,213,3.4,3736687193,140,23.6,3736687191,56,Back,3736687195,141,39.5,3736687197,212,17.3,,,,,,,,,,7asw3c7rhaqrmnc4kk7q0hp0p,A. Hilaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828851,5,1,1,0,20,8gw3pgcd0doivaul55q8na9lg,0,23.7,40.1,2022-08-27T18:31:12.698Z,2022-08-27T19:26:21Z,3736687295,157,,3736687303,212,53.4,3736687297,56,Center,3736687299,140,74.3,3736687301,141,31.6,3736687305,213,6.2,3736687307,1,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828715,3,4,1,0,20,7w2y7s7q5r1h1flz9y4sj6xka,1,64,78.9,2022-08-27T18:31:13.194Z,2022-08-27T19:25:37Z,3736686567,56,Left,3736686565,13,,3736686573,286,,3736686571,265,,3736963341,233,306,3736686569,152,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451879451,306,4,1,0,21,8gw3pgcd0doivaul55q8na9lg,0,36,21.1,2022-08-27T18:31:13.195Z,2022-08-27T19:17:16Z,3736963257,56,Back,3736963255,13,,3736963263,265,,3736963345,233,3,3736963261,152,,3736963265,285,,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828787,4,1,1,0,26,7w2y7s7q5r1h1flz9y4sj6xka,1,32.8,76.7,2022-08-27T18:31:18.545Z,2022-08-27T19:31:51Z,3736686963,141,37.9,3736686955,5,,3736686957,152,,3736686961,140,42.0,3736686967,213,5.1,3736686959,56,Back,3736686965,212,28.1,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828815,5,1,1,0,28,7w2y7s7q5r1h1flz9y4sj6xka,1,42.9,38.2,2022-08-27T18:31:21.089Z,2022-08-27T19:16:57Z,3736687109,212,20.4,3736687111,213,1.7,3736687103,56,Back,3736687107,141,68.1,3736687105,140,41.3,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828855,6,1,1,0,30,7w2y7s7q5r1h1flz9y4sj6xka,1,45.3,69.6,2022-08-27T18:31:22.736Z,2022-08-27T18:31:24Z,3736687325,140,58.6,3736687327,141,89.7,3736687323,56,Left,3736687331,213,0.8,3736687329,212,19.5,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828903,7,1,1,0,32,7w2y7s7q5r1h1flz9y4sj6xka,1,59.8,89.6,2022-08-27T18:31:24.833Z,2022-08-27T18:31:28Z,3736687615,56,Back,3736687617,140,32.3,3736687623,213,3.5,3736687621,212,30.6,3736687619,141,74.8,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451828969,8,1,1,0,35,7w2y7s7q5r1h1flz9y4sj6xka,1,35.9,71.7,2022-08-27T18:31:28.017Z,2022-08-27T18:31:32Z,3736687979,56,Back,3736687987,213,4.6,3736687985,212,27.0,3736687981,140,33.6,3736687983,141,32.1,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829027,9,1,1,0,40,7w2y7s7q5r1h1flz9y4sj6xka,1,46.8,28.6,2022-08-27T18:31:32.385Z,2022-08-27T18:31:35Z,3736688307,212,8.6,3736688291,56,Center,3736688295,140,52.7,3736688301,141,37.4,3736688313,213,0.8,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829099,10,1,1,0,43,7w2y7s7q5r1h1flz9y4sj6xka,1,52.7,37.4,2022-08-27T18:31:35.297Z,2022-08-27T18:31:38Z,3736688659,212,11.0,3736688661,213,3.5,3736688649,56,Back,3736688653,140,42.9,3736688657,141,31.8,,,,,,,,,,6cs8qwc1exex8ik9w3nejnkyd,S. Gunnarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829129,11,1,1,0,46,7w2y7s7q5r1h1flz9y4sj6xka,1,42.9,31.8,2022-08-27T18:31:38.305Z,2022-08-27T18:31:40Z,3736688849,141,7.3,3736688851,212,25.8,3736688853,213,5.6,3736688847,140,61.7,3736688845,56,Right,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829149,12,1,1,0,47,7w2y7s7q5r1h1flz9y4sj6xka,1,61.7,7.3,2022-08-27T18:31:40.161Z,2022-08-27T18:31:41Z,3736688987,141,12.5,3736688985,140,47.9,3736688983,56,Back,3736688991,213,2.9,3736688989,212,14.9,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829267,13,1,1,0,49,7w2y7s7q5r1h1flz9y4sj6xka,1,47.9,12.5,2022-08-27T18:31:41.377Z,2022-08-27T18:31:48Z,3736689657,140,64.8,3736689655,56,Center,3736689663,213,0.4,3736689661,212,19.7,3736689659,141,25.0,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829275,14,50,1,0,56,7w2y7s7q5r1h1flz9y4sj6xka,1,69.4,25.8,2022-08-27T18:31:48.641Z,2022-08-27T18:31:52Z,3736690021,233,6,3736689689,56,Center,3736689693,286,,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829325,6,7,1,0,56,8gw3pgcd0doivaul55q8na9lg,1,30.6,74.2,2022-08-27T18:31:48.642Z,2022-08-27T18:31:51Z,3736689921,56,Back,3736689983,233,14,3736689923,285,,,,,,,,,,,,,,,,,9skgc5kozhnn4cp5fghmnwout,V. Beil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829331,7,49,1,0,58,8gw3pgcd0doivaul55q8na9lg,1,32.8,91.1,2022-08-27T18:31:50.782Z,2022-08-27T18:31:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829465,8,1,1,0,59,8gw3pgcd0doivaul55q8na9lg,1,32.6,91.2,2022-08-27T18:31:51.386Z,2022-08-27T18:31:57Z,3736690577,140,44.4,3736690575,56,Back,3736690581,212,12.4,3736690585,213,6.2,3736690579,141,89.7,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829495,9,1,1,1,5,8gw3pgcd0doivaul55q8na9lg,1,45.7,82.1,2022-08-27T18:31:57.586Z,2022-08-27T18:31:59Z,3736690751,213,3.8,3736690749,212,23.1,3736690745,140,27.8,3736690747,141,62.3,3736690743,56,Back,,,,,,,,,,2kxbr1qwr4soew1kopzx7rswk,G. Di Luzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829567,10,1,1,1,6,8gw3pgcd0doivaul55q8na9lg,1,27,63,2022-08-27T18:31:58.919Z,2022-08-27T18:32:02Z,3736691115,213,1.4,3736691111,141,83.0,3736691109,140,28.7,3736691113,212,13.7,3736691107,56,Back,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829619,11,1,1,1,10,8gw3pgcd0doivaul55q8na9lg,0,29,83.5,2022-08-27T18:32:02.567Z,2022-08-27T19:17:37Z,3736691369,140,25.3,3736691375,213,4.6,3736691367,56,Back,3736691373,212,29.0,3736691371,141,41.3,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829605,15,61,1,1,11,7w2y7s7q5r1h1flz9y4sj6xka,0,71.1,67.9,2022-08-27T18:32:03.242Z,2022-08-27T18:32:06Z,3736691273,56,Center,,,,,,,,,,,,,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451829749,12,1,1,1,16,8gw3pgcd0doivaul55q8na9lg,0,22.8,14.3,2022-08-27T18:32:08.389Z,2022-08-27T19:11:20Z,3736692037,236,,3736692023,141,23.3,3736692019,56,Back,3736692045,286,,3736692039,233,16,3736692021,140,31.4,3736692025,212,10.9,3736692027,213,0.6,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
