id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,assist
2497121647,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-01-14T12:47:23.558Z,2023-01-14T13:29:11Z,3976553467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976553463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976553455,30,"dib3fbzymcfivscevdlqks89h, 1d0us90tod393omtmaft90b11, e4i408ibyt4r0n7znz46qllka, 1kmq43pxjjjacnrmcsw2dka1h, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, 79abiotlhtb5edjedx8oqjysp, 4zr1u1gdqagr6e53pnyruywut, 2va4upf5w45brysw8q9w22gkq, botcpxadt5i04s4p8prbd3dyi, e6yhuu5eu6qpk7gybytdtxqdx, e0sh07t0vl714r690gtghfnbp, 18ufr5nlyfnnzzbzmqo9ynis5, cnvii81lylt9gcn9iox9lkvdh, 1rsv7xi31ffxqpjeaw76t1n8p, 2v7svoulkkgzvdeb4e0hw7jyt, cosxbigh37xkponybzlgrg0dl, 7n5xycobojwgk6bq50o4ix0wl, 6mvj0jfbicvwt296r6wuqajca, adixpvw9dh994g3pcxqp4aimt",3976553461,130,7,3976553457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3976704343,197,8188,3976553459,59,"24, 16, 4, 8, 5, 34, 88, 87, 19, 21, 20, 15, 1, 6, 7, 9, 10, 11, 17, 27",3976553465,194,72a3aetghls98os7onhc60vdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123405,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-01-14T12:50:41.546Z,2023-01-14T13:43:45Z,3976562611,130,12,3976744167,197,8198,3976562605,30,"ax9lyewa6alv4v3btpwlm4pn9, 47n7enqd3bfy0gawlth0a4mhh, 4ghj3cp5v817497z1l8k1vw0l, f98n454u9g97ngyluh0rd4ut, 19cmbo4cc9cgh10wgotg3s0k5, 72mtf2acxf523gwm13zq5jvth, du2oxcctxwk3tpg0imbctjcut, 978grivb05fx65k9zg3g0czxl, 5et546tgrpw51ep3kfbzdyx1x, e0254ysu7nwqiuku9szuf9wph, 31myx78t8pvy886l3g8tsmrit, e4svndmjv164s2xdigdit1uc5, 7ba612p8pdv2fhz19u32js251, a8jqw3uon5yv03m2nvkklnpat, 28y2auuxfuxvvbbds3bwtlskp, 2nqlq23w7g732ttrbnt2u2s4p, 8z970w0wmh524aliuxnze5l91, 5x729t5j2ldmq4fmlgj1my191, 5dnoofqsczzkdqrdmj661d239, a2b4op7l073rehwbpbfy0sis4",3976562615,194,72mtf2acxf523gwm13zq5jvth,3976562607,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3976562609,59,"12, 11, 15, 2, 32, 13, 5, 20, 7, 9, 10, 1, 6, 16, 18, 22, 23, 27, 29, 33",3976562617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976562613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151825,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-01-14T13:31:25.835Z,2023-01-14T13:31:23Z,3976711483,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151871,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-01-14T13:31:25.835Z,2023-01-14T13:31:28Z,3976711701,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151857,3,1,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,50.4,50,2023-01-14T13:31:25.935Z,2023-01-14T13:31:26Z,3976711643,279,S,3976711633,56,Back,3976711639,212,16.8,3976711637,141,50.4,3976711635,140,34.4,3976711641,213,3.1,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151877,4,1,1,0,3,5snsl2d1lu2oclbriztdy61d6,1,32.3,43.9,2023-01-14T13:31:28.904Z,2023-01-14T13:31:29Z,3976711743,212,9.2,3976711745,213,4.4,3976711739,140,29.8,3976711741,141,30.9,3976711737,56,Back,,,,,,,,,,du2oxcctxwk3tpg0imbctjcut,N. Cinotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151891,5,1,1,0,5,5snsl2d1lu2oclbriztdy61d6,1,28.4,33,2023-01-14T13:31:31.449Z,2023-01-14T13:31:31Z,3976711827,213,1.7,3976711825,212,14.7,3976711817,141,54.3,3976711807,56,Back,3976711811,140,26.1,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151925,6,1,1,0,7,5snsl2d1lu2oclbriztdy61d6,1,25.4,56.3,2023-01-14T13:31:33.361Z,2023-01-14T13:31:35Z,3976712015,140,29.6,3976712013,56,Back,3976712021,213,1.3,3976712017,141,79.9,3976712019,212,16.6,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151947,7,1,1,0,11,5snsl2d1lu2oclbriztdy61d6,1,45.3,89.9,2023-01-14T13:31:37.824Z,2023-01-14T13:31:38Z,3976712161,212,19.3,3976712157,140,61.0,3976712159,141,75.1,3976712163,213,5.7,3976712155,56,Center,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497151975,8,1,1,0,14,5snsl2d1lu2oclbriztdy61d6,0,61.6,77.6,2023-01-14T13:31:40.377Z,2023-01-14T13:31:41Z,3976712333,56,Left,3976712345,213,0.1,3976712343,212,28.2,3976712341,141,82.3,3976712337,140,88.3,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
