id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2479310813,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-10-30T10:45:08.206Z,2022-10-30T11:28:50Z,3882831137,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882831139,59,"16, 5, 13, 2, 3, 23, 21, 15, 10, 11, 18, 1, 8, 9, 12, 19, 22, 32, 38, 71",3882831141,130,4,3882831147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882831143,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882831135,30,"czmpp6e2oo276u9prac16le51, 7um4xb0p8zr4o11lsyd9n0hqt, aat1vixi4qu8bmxtw45maqytx, 8gowfvsn9a69nyzppubue2d3p, 45bi84zkhqhvgs9v3rtgj06ol, 3ypl97rrz80zb454kq039yuol, 89l4376fhyf32a6tdjou6zqw9, 6alny8atonddyhmltw3dgo1d5, 8f64tianoo4mc7t1lyz6acqtx, 17zgb1iogatltsw1spnvyuuol, 6dmnxn0v7tcrwtd6hm2jaf6j9, 66cgzmlvygqqgb8vrv380c4bt, 8aglulhb1aof871k1z7exuvo5, 7lt5as8r1xms7ujjgt7pynl5, djh9uya9vanxsyfgpt1rc4yqx, ccy7sflcnyiaf9c9j4c9p92ax, 40sizsfd9vaym7yvwpvohu415, 3qnkvefimj0i4kl78jucipnf9, 2olepm49g7zzyez2o3kgw7gtl, 4zwebuh423xgcroy4rmd5r3rp",3882831145,194,45bi84zkhqhvgs9v3rtgj06ol,3882922633,197,8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479312905,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-10-30T10:53:29.102Z,2022-10-30T11:37:57Z,3882842617,130,8,3882842611,30,"18ufr5nlyfnnzzbzmqo9ynis5, 1d0us90tod393omtmaft90b11, e4i408ibyt4r0n7znz46qllka, 1kmq43pxjjjacnrmcsw2dka1h, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, e6yhuu5eu6qpk7gybytdtxqdx, 79abiotlhtb5edjedx8oqjysp, 7n5xycobojwgk6bq50o4ix0wl, a36ljq1b2o9ydtdtkjri5yt3p, 6mvj0jfbicvwt296r6wuqajca, italh6z4wnf7982z2k4f2uj8, 3py0rmx89fgdd8e65l853yqne, cnvii81lylt9gcn9iox9lkvdh, 1rsv7xi31ffxqpjeaw76t1n8p, 2v7svoulkkgzvdeb4e0hw7jyt, 2va4upf5w45brysw8q9w22gkq, botcpxadt5i04s4p8prbd3dyi, 3ym9jjnellqfvf2lg88vi0atx, 4zr1u1gdqagr6e53pnyruywut",3882842623,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882842619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882842613,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882842621,194,72a3aetghls98os7onhc60vdh,3882842615,59,"1, 16, 4, 8, 5, 34, 20, 88, 11, 23, 17, 2, 3, 6, 7, 9, 19, 21, 55, 87",3882922695,197,8188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330575,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-10-30T11:31:34.638Z,2022-10-30T11:31:36Z,3882930361,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330571,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-10-30T11:31:34.638Z,2022-10-30T11:31:34Z,3882930341,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479381683,299,49,1,0,0,p2dsrpus5eckpz2h16svaour,1,58.8,65.1,2022-10-30T11:31:34.638Z,2022-10-30T12:37:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330645,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,49.7,49.6,2022-10-30T11:31:34.738Z,2022-10-30T11:31:41Z,3882930683,141,46.3,3882930687,213,3.3,3882930681,140,38.8,3882930685,212,11.7,3882930679,56,Back,3882930689,279,S,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330661,4,1,1,0,6,p2dsrpus5eckpz2h16svaour,1,44.2,35.5,2022-10-30T11:31:41.379Z,2022-10-30T11:33:23Z,3882930761,141,24.7,3882930763,212,18.0,3882930765,213,3.6,3882930757,56,Back,3882930759,140,28.6,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330725,5,1,1,0,7,p2dsrpus5eckpz2h16svaour,1,28.6,24.7,2022-10-30T11:31:42.467Z,2022-10-30T11:31:47Z,3882931105,213,0.2,3882931101,141,28.2,3882931103,212,14.0,3882931099,140,41.7,3882931097,56,Back,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330751,6,1,1,0,12,p2dsrpus5eckpz2h16svaour,0,40.2,11.6,2022-10-30T11:31:47.554Z,2022-10-30T11:33:21Z,3882931233,212,31.6,3882931231,141,5.9,3882931227,56,Right,3882931229,140,70.1,3882931235,213,6.2,3882931225,155,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479330787,3,1,1,0,15,7w2y7s7q5r1h1flz9y4sj6xka,0,22.1,80.6,2022-10-30T11:31:50.619Z,2022-10-30T11:31:51Z,3882931391,141,80.6,3882931387,56,Back,3882931389,140,38.7,3882931393,212,17.4,3882931395,213,0,3882931385,3,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
