id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2506112793,1,34,16,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2023-02-11T10:35:35.899Z,2023-02-11T11:01:50Z,4023805961,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023805953,59,"25, 17, 16, 12, 4, 3, 11, 6, 23, 7, 10, 9, 14, 18, 19, 20, 21, 29, 35, 36",4023805957,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023805951,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4023805955,130,4,4023829659,197,3945,4023805949,30,"b21lh284pf59feun9ktzfmc8a, 52ic0j91dhgr0vud2agr4ev2t, ybmp63ubo0wcvjut4ljomgru, 4by0xo4xinb0m8nziofw0g3bp, zuec10u63781iv5rojm31yzu, 9jxxujnb2eoo7avj278ppnqvp, 25u358p365rnbnt0cptnyt3h1, 1z29kbiufzx7u32mh1fvy1rs9, 44j03m9xpbhjuxmqz6vge9y0a, 27oce8op8b7a6fmyp8utoz5gq, eu6nudazhvggen5s7abc46bpx, 9ld622ld2el1ql9vy2akchfit, 13mb0sv3j53kze8l7ehr4izmd, bu0u419xeqlkwvpsrx6a0ma51, 1ite4628zwl6kanllmr7qb1zp, 3ws5zg8wy6j86cr8yrqxnsx9m, 1szjchjw88hnlrwejnia4yyuh, 6onim2cv12p694z94r6csodg4, 453st4qm4pnm6rrtzpm5jl2c4, 6uttq0cpsnicezpcqy36p7r4k",4023805959,194,52ic0j91dhgr0vud2agr4ev2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506113767,1,34,16,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-02-11T10:41:25.553Z,2023-02-11T10:58:52Z,4023830705,197,16716,4023812027,59,"24, 5, 15, 23, 2, 14, 11, 12, 10, 17, 19, 13, 22, 7, 8, 16, 20, 21, 27, 28",4023812023,30,"6d7hdegq9cbh7kr8sqvao1qt, 5yvzsnnawnxbki7rqnamwr3yt, d5i62fwuf8ohc8fcq3lxboiga, aer03dwlu8hpnejk4uufpxisq, 3rif0qvun4mmll1xf2qzykums, fge9gic869tnpk4tetnxuv4k, avhw3o6tm33ptddzgwfsqod4a, 1sr39v8ooejvspbdo6fqpckyc, 5sxloac78uf7i1kuscy5qwlw5, 25b3sxqo1ujqqc2pef3iwqnoq, a6wwf7jl8eis7wvrhhwhdq3f9, 9806puntyqdx2m1gp55p2qbfu, ccvlwuog9vngbz1ni809nc639, ahmylmsg9wyiax33v6jwuj9qs, antfb8hyo1sn4o68itu4oi904, 52mkbnt2oveh76tfrlojocgyd, 4yoo22f8dgwz2n8fkqzoir8k4, ez9in0ld6mrlrab7bi1kvuhd6, 8k3xs4havqvd53pxchucb2vbo, 4nkpo5caqdsdr7vbtfxwj95as",4023830703,194,5sxloac78uf7i1kuscy5qwlw5,4023812031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023812029,130,7,4023812025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4023812033,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116621,2,32,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-02-11T11:00:44.371Z,2023-02-11T11:00:44Z,4023832531,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116627,2,32,1,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2023-02-11T11:00:44.371Z,2023-02-11T11:00:46Z,4023832539,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116639,3,1,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,50.2,50,2023-02-11T11:00:44.471Z,2023-02-11T11:00:47Z,4023832605,213,3.0,4023832597,56,Back,4023832603,212,13.2,4023832601,141,53.4,4023832599,140,37.8,4023832607,279,S,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116649,4,1,1,0,3,e7p3lxg97gac51s71hotzi0a5,0,37.8,53.4,2023-02-11T11:00:47.648Z,2023-02-11T11:01:26Z,4023832665,140,88.6,4023832663,56,Right,4023832671,213,5.8,4023832883,155,,4023832667,141,13.7,4023832669,212,59.8,4023832673,1,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116653,3,49,1,0,7,9ns699xp353c84r1g6epazycl,1,15.1,83.6,2023-02-11T11:00:52.125Z,2023-02-11T11:00:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116661,4,1,1,0,8,9ns699xp353c84r1g6epazycl,1,6.6,83.5,2023-02-11T11:00:53.149Z,2023-02-11T11:00:55Z,4023832737,140,26.6,4023832739,141,90.0,4023832741,212,21.5,4023832735,56,Back,4023832743,213,0.2,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116665,5,1,1,0,11,9ns699xp353c84r1g6epazycl,1,21.9,93.9,2023-02-11T11:00:55.805Z,2023-02-11T11:01:56Z,4023832765,213,6.0,4023832757,56,Back,4023832763,212,14.5,4023832759,140,35.3,4023832761,141,88.7,,,,,,,,,,ybmp63ubo0wcvjut4ljomgru,Estela Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506116671,6,1,1,0,13,9ns699xp353c84r1g6epazycl,1,35.7,88.7,2023-02-11T11:00:57.741Z,2023-02-11T11:01:03Z,4023832825,212,15.3,4023832823,141,89.0,4023832819,56,Back,4023832821,140,21.1,4023832827,213,3.1,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
