id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,assist,qualifier/17/value
2481570307,1,34,16,0,0,1azk57wev30h044w949j46kpu,1,0,0,2022-11-05T10:23:33.922Z,2022-11-05T10:59:25Z,3894715821,197,3973,3894679557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3894679549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3894679551,59,"1, 11, 17, 19, 6, 21, 28, 18, 22, 15, 31, 3, 7, 8, 12, 13, 14, 16, 20",3894679553,130,8,3894679547,30,"6nx2fpsn1549tqew7098csqg9, 2lh6bupkrijpm9n916446nbop, f0m3ncnvrrrj3wcgzrz7ja44q, 1jepco4u9frbnmu5lyotlgu8k, si7seewiwpo5s7yi3jbxuo2y, 85vgjvamflqyzs4ov1fnaai95, bpk64d0puoo2xofbb5k4ffuac, 69hzl68t1f58dxs461jizyjje, ak7rstu77leltpt7c104ca4q2, eb1k3xi1oy9c5xkc30fgodg4, envd6nvea5ssa98mq2bnd7otm, 3nmk8e4y0vu8ov2whpdannnkk, ekctrwv020vt9iuv6jkpfivv9, f2wy9lcvcg47ufsat67mdf0et, 3jsqviuejf6t4u53cdgbeix62, 1k0lkh2uqjo6c42khduv89dk9, er787gw0uh9wwlo98tzsc83qh, 88cflr7hnw1o3ej6y3wsj5p0p, bows51pg0h4042274cvzwtmcq",3894715819,194,2lh6bupkrijpm9n916446nbop,3894679555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481572943,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-05T10:36:14.662Z,2022-11-05T11:11:26Z,3894692527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3894692521,59,"1, 33, 3, 21, 19, 5, 39, 17, 15, 10, 11, 7, 9, 12, 13, 14, 16, 26, 30, 38",3894692517,30,"3qu360b871q8wssodtkeq6oa2, dn503idumyhiea35ayzeesj6c, 5o5f6l99dzhim5k1jnnmog6hh, 5w3y2f2ydr2ecq90cdzbn6ns9, 33t09qpv89b6wo3suzj33meax, 5cpnfg3x95yjy00c6h2g22tp1, 9w8g9it556ipl3zhatke1srca, b9rcv1fsqcwockfpbkl58tl, 2qh8rg0ekcnh8qjvnnrpc9olx, bdaicql6er9antum0eaar9x0q, 4nvfy4deuo9cmsegz492aq2g9, 8jvs33mize0fkkihe2zot28k5, er6khxd9z3wfjekigs4nxf8q, 280d6mnvu6kjcebwq4ovv1afo, 7rm6858rwtecoxlt5ud31dmy2, bu6otdhlxkznbdm7v6gq1gq21, 1533xkmkmi8rpb6yoa8807xn8, a0700ecz96fl1yvj8a6zamql0, 6mzsev0k2iqswrjncctnnawic, cms9i5exb491nx1tchr9h7k0k",3894714679,194,5cpnfg3x95yjy00c6h2g22tp1,3894692523,130,4,3894692525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3894692519,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3894714681,197,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577415,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-05T11:02:03.639Z,2022-11-05T11:02:06Z,3894718725,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577393,2,32,1,0,0,1azk57wev30h044w949j46kpu,1,0,0,2022-11-05T11:02:03.639Z,2022-11-05T11:02:03Z,3894718647,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577425,3,1,1,0,0,1azk57wev30h044w949j46kpu,1,49.8,50,2022-11-05T11:02:03.739Z,2022-11-05T11:02:06Z,3894718767,140,38.2,3894718769,141,40.8,3894718773,213,3.6,3894718771,212,13.7,3894718775,279,S,3894718765,56,Back,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577441,4,1,1,0,3,1azk57wev30h044w949j46kpu,1,40.1,39.1,2022-11-05T11:02:06.876Z,2022-11-05T11:02:10Z,3894718845,141,68.5,3894718849,213,1.8,3894718843,140,34.9,3894718841,56,Back,3894718847,212,20.7,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577471,5,1,1,0,6,1azk57wev30h044w949j46kpu,1,35.2,70.6,2022-11-05T11:02:10.284Z,2022-11-05T11:02:15Z,3894718987,56,Back,3894718991,141,62.1,3894718995,213,3.7,3894718989,140,26.7,3894718993,212,10.6,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577481,6,1,1,0,11,1azk57wev30h044w949j46kpu,0,30.6,59.1,2022-11-05T11:02:15.260Z,2022-11-05T11:02:18Z,3894719071,56,Left,3894719075,141,100.0,3894719081,1,,3894719079,213,0.8,3894719077,212,39.8,3894719073,140,56.9,3894719069,155,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577577,3,5,1,0,13,cd1ottifbgcfrn6pdrdpwt7z0,1,40.6,-1.2,2022-11-05T11:02:17.381Z,2022-11-05T11:02:33Z,3894719685,56,Back,3894719703,233,7,3894719687,347,,,,,,,,,,,,,,,,,dn503idumyhiea35ayzeesj6c,Sara Tamarit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481577485,7,5,1,0,13,1azk57wev30h044w949j46kpu,0,59.4,101.2,2022-11-05T11:02:17.381Z,2022-11-05T11:50:03Z,3894719087,56,Left,3894719723,233,3,3894719089,347,,,,,,,,,,,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
