id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2486603923,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-19T10:39:37.087Z,2022-11-19T12:30:52Z,3920949725,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3920949735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3920949723,30,"euieo81aiyv4wqldc8owokset, cehjx04vym880gqogj4djdiad, 8grsiemkt03k8c1g6am7vnxlh, 23cz0ftfc2rstsut0wkmntm8l, 3bnl8jpyjy436d6rq46apwei2, 5fula0vkdt8dg2s1po4k9no16, 4bpis8gkfy9n5pknxuw40hus4, 61103f3yhhms1lylloihvbrv9, 49klmhzbsmlxnkp2w60y66sph, tfni0bbycqnutwdofnndixd6, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, 4kqwr8xb2ydw2v32thgb5sk5w, 3uj4zixqbp5ahu9etu4fl714a, dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 55dkf4evau0bcy8uyhkat9b84, 8d7m36cejwj5ir3gtrerrjhg4",3920949733,194,3bnl8jpyjy436d6rq46apwei2,3920949729,130,2,3920949731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3920949727,59,"1, 5, 15, 18, 22, 4, 6, 20, 9, 10, 7, 8, 11, 12, 13, 14, 27, 33",3920963385,197,12187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486605343,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-11-19T10:46:53.571Z,2022-11-19T11:03:37Z,3920954981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3920954971,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, etonsdd040gijd5n0nzbuqane, z2pihtvpr5ei4ip9z9jtqn6x, 51t40jr0wwgmuya85pnhjgx2i, 3iangrthyltpl31m4v1qkgn2t, 31q50ese977zfgiwi9bc1ehre, a4jf0e2bojp6n0cmd01zppsoa, 1g7gyw5fbuujomrqso7fzajxm, ergobfal6ny5w6xy1hsixrdhw, bpmtdn2uqnwhllfnm59ck6rit, 1zlt1xabh07byc3u8oid9gdn8, a88r8d1jd5r928pvskginyiqy, 5onfamqh0uteez2wtx463dknp, 6msenows401fssj9jaih9g0a2, cyqlcyzogla6wql5pms4i02d, aietcywmok362027i2brpg4q1, e4glbrjataxggtxf953n1jsnp, as46cuq3qee83uxgifxo0r88a, 1jvdg65bw5yns9j98jubcetqs",3920954977,130,18,3920954975,59,"1, 16, 19, 6, 4, 5, 20, 21, 15, 18, 9, 26, 3, 7, 8, 11, 13, 22, 27, 28",3920964009,194,77pobry4mbh5wojka1ikgty7e,3920954973,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3920954979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3920963775,197,3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608573,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-19T11:01:31.030Z,2022-11-19T11:01:33Z,3920965081,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608571,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-11-19T11:01:31.030Z,2022-11-19T11:01:31Z,3920965079,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608575,3,1,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,50,50.1,2022-11-19T11:01:31.130Z,2022-11-19T11:01:42Z,3920965087,141,42.7,3920965093,279,S,3920965089,212,10.1,3920965083,56,Back,3920965085,140,41.7,3920965091,213,3.7,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608593,4,1,1,0,3,1qoqz1tyay060cj5aha7rt1lp,0,42.8,42.9,2022-11-19T11:01:34.583Z,2022-11-19T11:44:03Z,3920965153,141,100.0,3920965149,56,Left,3920965159,1,,3920965155,212,52.5,3920965151,140,75.4,3920965147,155,,3920965157,213,0.9,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608611,3,5,1,0,5,4vvf3sulx3a61fiyaarjdndjs,1,27.5,-1.5,2022-11-19T11:01:36.675Z,2022-11-19T11:10:20Z,3920965231,56,Back,3920965233,347,,3920965237,233,5,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608595,5,5,1,0,5,1qoqz1tyay060cj5aha7rt1lp,0,72.5,101.5,2022-11-19T11:01:36.675Z,2022-11-19T11:01:43Z,3920965161,56,Left,3920965255,233,3,3920965163,347,,,,,,,,,,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608621,4,1,1,0,13,4vvf3sulx3a61fiyaarjdndjs,0,30.4,0,2022-11-19T11:01:44.954Z,2022-11-19T11:01:47Z,3920965279,107,,3920965285,141,2.5,3920965287,212,13.7,3920965283,140,43.2,3920965281,56,Back,3920965289,213,0.2,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486608629,6,8,1,0,15,1qoqz1tyay060cj5aha7rt1lp,1,58.2,94.6,2022-11-19T11:01:46.743Z,2022-11-19T11:01:46Z,3920965317,56,Left,,,,,,,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
