id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2480634129,2,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-02T19:37:33.820Z,2022-11-02T20:01:45Z,3889741395,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3889778845,194,5cpnfg3x95yjy00c6h2g22tp1,3889741399,130,4,3889741403,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3889741401,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3889778847,197,3935,3889741397,59,"1, 33, 3, 21, 19, 5, 39, 10, 15, 14, 9, 11, 12, 13, 16, 17, 26, 28, 30, 38",3889741393,30,"3qu360b871q8wssodtkeq6oa2, dn503idumyhiea35ayzeesj6c, 5o5f6l99dzhim5k1jnnmog6hh, 5w3y2f2ydr2ecq90cdzbn6ns9, 33t09qpv89b6wo3suzj33meax, 5cpnfg3x95yjy00c6h2g22tp1, 9w8g9it556ipl3zhatke1srca, bdaicql6er9antum0eaar9x0q, 2qh8rg0ekcnh8qjvnnrpc9olx, bu6otdhlxkznbdm7v6gq1gq21, er6khxd9z3wfjekigs4nxf8q, 4nvfy4deuo9cmsegz492aq2g9, 280d6mnvu6kjcebwq4ovv1afo, 7rm6858rwtecoxlt5ud31dmy2, 1533xkmkmi8rpb6yoa8807xn8, b9rcv1fsqcwockfpbkl58tl, a0700ecz96fl1yvj8a6zamql0, 7eoeb9yic6eb9g6z534r0epsk, 6mzsev0k2iqswrjncctnnawic, cms9i5exb491nx1tchr9h7k0k",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480634589,1,34,16,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-02T19:38:53.510Z,2022-11-02T19:57:56Z,3889779261,197,12189,3889743925,130,23,3889743919,30,"5zhcjr5kxyxd2jmq1wel3ug9h, 9742qffzdwiz9y3y7et40863t, 4ngzyppqh4iaqqy0vrynwz66s, 35uen906vvtndlnv3hrm5zo8a, 4su6y0sg2fw9vvi8y5cjazk0k, ev8an510kk4nb6dabnsa962tx, 1cfjcoum4z07r1p3uyy2p9x49, 5kio1iodx7cq9i9p9kql1nuuh, 3z91j68ij26ar4vifyqyp34k, et6offb5y91ch6mlol3dwcd0p, 1nhju64j5loikn6t0j9m6au39, 24bz5vlm76nrqcnblyxfkt8x6, 67i9jwkech61ihpglnmpzygvd, 5xlqh4i9zb5daj4khs1mbbxpm, b3dvkkzdpggax4btpycd1oe3u, cvoi7kib8ti8jyhrfiomxcpg5, ent5lfgq42d5ngi3ebyy7p1w5, hf67c0ip1chljjy1udsjpt2i, 8i42x5mpk5bpm1i0gvgubx9pm, cgunamq8fn3bre2d3cimwh6cq",3889743921,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3889779259,194,5kio1iodx7cq9i9p9kql1nuuh,3889743929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3889743923,59,"1, 12, 16, 23, 25, 21, 15, 7, 18, 10, 20, 4, 9, 11, 6, 13, 22, 24, 8, 28",3889743927,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641285,2,32,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-02T19:59:17.147Z,2022-11-02T19:59:19Z,3889781221,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641281,3,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-02T19:59:17.147Z,2022-11-02T19:59:17Z,3889781209,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641291,3,1,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,50,50.1,2022-11-02T19:59:17.389Z,2022-11-02T20:48:57Z,3889781247,56,Center,3889781253,212,15.8,3889781257,279,S,3889781255,213,0.0,3889781251,141,50.5,3889781249,140,65.0,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641321,4,1,1,0,3,djz9e25b9zuiu5rmv1zha3i6f,1,33,44,2022-11-02T19:59:20.695Z,2022-11-02T19:59:22Z,3889781389,213,4.6,3889781379,140,30.4,3889781383,141,8.3,3889781375,56,Back,3889781385,212,24.4,,,,,,,,,,35uen906vvtndlnv3hrm5zo8a,Noelia Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641329,5,1,1,0,5,djz9e25b9zuiu5rmv1zha3i6f,1,30.5,8.6,2022-11-02T19:59:22.806Z,2022-11-02T19:59:24Z,3889781431,212,20.7,3889781425,56,Back,3889781427,140,35.7,3889781429,141,38.0,3889781433,213,1.3,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641359,6,1,1,0,7,djz9e25b9zuiu5rmv1zha3i6f,1,35.9,38.2,2022-11-02T19:59:24.199Z,2022-11-02T19:59:28Z,3889781599,140,22.3,3889781601,141,26.2,3889781605,213,3.7,3889781597,56,Back,3889781603,212,16.4,,,,,,,,,,35uen906vvtndlnv3hrm5zo8a,Noelia Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641367,7,1,1,0,11,djz9e25b9zuiu5rmv1zha3i6f,1,22.5,26.4,2022-11-02T19:59:28.479Z,2022-11-02T19:59:30Z,3889781651,140,7.4,3889781649,56,Back,3889781653,141,41.0,3889781657,213,2.6,3889781655,212,18.7,,,,,,,,,,4su6y0sg2fw9vvi8y5cjazk0k,Lidia Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480641369,8,1,1,0,12,djz9e25b9zuiu5rmv1zha3i6f,0,7.4,41,2022-11-02T19:59:30.072Z,2022-11-02T19:59:31Z,3889781669,212,32.3,3889781661,155,,3889781667,141,19.5,3889781663,56,Back,3889781673,1,,3889781671,213,5.8,3889781665,140,34.8,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
