id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2506168683,9,1,1,0,16,cd1ottifbgcfrn6pdrdpwt7z0,1,19.2,34.9,2023-02-11T13:01:22.217Z,2023-02-11T13:01:25Z,4024092623,141,52.2,4024092621,140,6.7,4024092619,56,Back,4024092625,212,17.6,4024092627,213,2.4,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168763,10,1,1,0,19,cd1ottifbgcfrn6pdrdpwt7z0,1,6.7,52.2,2023-02-11T13:01:25.529Z,2023-02-11T13:01:32Z,4024092989,212,20.5,4024092985,140,19.6,4024092987,141,74.8,4024092991,213,0.8,4024092983,56,Back,,,,,,,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168765,11,50,1,0,26,cd1ottifbgcfrn6pdrdpwt7z0,1,29,80.4,2023-02-11T13:01:32.170Z,2023-02-11T13:01:37Z,4024093005,285,,4024093299,233,3,4024093003,56,Back,,,,,,,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168807,3,7,1,0,26,djz9e25b9zuiu5rmv1zha3i6f,1,71,19.6,2023-02-11T13:01:32.171Z,2023-02-11T13:01:36Z,4024093279,233,11,4024093237,56,Right,4024093239,286,,,,,,,,,,,,,,,,,63atfboq056luh7gzplxooyui,O. Fulutudilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168811,4,49,1,0,30,djz9e25b9zuiu5rmv1zha3i6f,1,75.4,8.3,2023-02-11T13:01:35.942Z,2023-02-11T13:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168877,5,3,1,0,36,djz9e25b9zuiu5rmv1zha3i6f,0,96.4,24.7,2023-02-11T13:01:42.329Z,2023-02-11T13:01:45Z,4024093699,233,12,4024093583,56,Center,4024093585,286,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168895,12,7,1,0,36,cd1ottifbgcfrn6pdrdpwt7z0,1,3.6,75.3,2023-02-11T13:01:42.330Z,2023-02-11T13:01:44Z,4024093661,167,,4024093663,56,Back,4024093665,285,,4024093681,233,5,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168919,6,6,1,0,38,djz9e25b9zuiu5rmv1zha3i6f,1,97,25,2023-02-11T13:01:43.718Z,2023-02-11T13:01:47Z,4024093835,75,,4024093883,233,13,4024093831,56,Center,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506168901,13,6,1,0,38,cd1ottifbgcfrn6pdrdpwt7z0,0,3,75,2023-02-11T13:01:43.718Z,2023-02-11T13:10:21Z,4024093713,73,,4024093711,56,Back,4024093905,233,6,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169219,7,1,1,1,9,djz9e25b9zuiu5rmv1zha3i6f,0,99.5,0.5,2023-02-11T13:02:14.808Z,2023-02-11T13:02:17Z,4024095449,2,,4024095457,56,Center,4024095455,224,,4024095461,141,43.7,4024095463,212,29.4,4024095459,140,100.0,4024095451,6,,4024095453,155,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,4024095465,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169225,8,5,1,1,12,djz9e25b9zuiu5rmv1zha3i6f,0,101.3,42,2023-02-11T13:02:17.819Z,2023-02-11T13:02:19Z,4024095561,233,14,4024095479,56,Center,4024095481,346,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169229,14,5,1,1,12,cd1ottifbgcfrn6pdrdpwt7z0,1,-1.3,58,2023-02-11T13:02:17.819Z,2023-02-11T13:10:27Z,4024095487,346,,4024095519,233,8,4024095485,56,Back,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169417,15,1,1,1,26,cd1ottifbgcfrn6pdrdpwt7z0,1,5.3,50.9,2023-02-11T13:02:32.153Z,2023-02-11T13:02:34Z,4024096387,212,14.7,4024096389,213,1.2,4024096385,141,71.4,4024096393,237,,4024096381,56,Back,4024096383,140,9.8,4024096379,124,,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169447,16,1,1,1,28,cd1ottifbgcfrn6pdrdpwt7z0,1,9.8,71.4,2023-02-11T13:02:33.962Z,2023-02-11T13:02:36Z,4024096553,56,Back,4024096557,141,54.0,4024096561,213,4.2,4024096559,212,13.9,4024096555,140,2.9,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169489,17,1,1,1,30,cd1ottifbgcfrn6pdrdpwt7z0,0,2.9,54,2023-02-11T13:02:36.250Z,2023-02-11T13:02:39Z,4024096737,1,,4024096735,213,1.3,4024096727,56,Back,4024096729,140,13.0,4024096733,212,34.1,4024096725,155,,4024096731,141,100.0,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169627,9,5,1,1,32,djz9e25b9zuiu5rmv1zha3i6f,1,86.1,-1.5,2023-02-11T13:02:37.912Z,2023-02-11T13:02:54Z,4024097413,56,Right,4024097419,233,18,4024097415,347,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169495,18,5,1,1,32,cd1ottifbgcfrn6pdrdpwt7z0,0,13.9,101.5,2023-02-11T13:02:37.912Z,2023-02-11T13:10:27Z,4024096763,56,Back,4024097443,233,9,4024096765,347,,,,,,,,,,,,,,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169663,10,1,1,1,47,djz9e25b9zuiu5rmv1zha3i6f,1,83.7,0,2023-02-11T13:02:53.609Z,2023-02-11T13:02:56Z,4024097575,213,0.7,4024097565,107,,4024097569,140,93.3,4024097573,212,13.1,4024097567,56,Right,4024097571,141,10.3,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169671,11,1,1,1,50,djz9e25b9zuiu5rmv1zha3i6f,0,93.3,10.3,2023-02-11T13:02:56.217Z,2023-02-11T13:02:57Z,4024097597,212,13.3,4024097595,141,0.0,4024097599,213,3.8,4024097593,140,83.1,4024097591,56,Right,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169673,12,5,1,1,51,djz9e25b9zuiu5rmv1zha3i6f,0,83.4,-1.4,2023-02-11T13:02:57.040Z,2023-02-11T13:03:06Z,4024098181,233,19,4024097603,347,,4024097601,56,Right,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169779,19,5,1,1,51,cd1ottifbgcfrn6pdrdpwt7z0,1,16.6,101.4,2023-02-11T13:02:57.040Z,2023-02-11T13:10:27Z,4024098155,233,12,4024098111,56,Back,4024098113,347,,,,,,,,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169817,20,1,1,2,0,cd1ottifbgcfrn6pdrdpwt7z0,1,15.8,100,2023-02-11T13:03:05.898Z,2023-02-11T13:03:08Z,4024098327,212,12.8,4024098325,141,94.7,4024098319,107,,4024098329,213,5.9,4024098321,56,Back,4024098323,140,27.2,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169847,21,1,1,2,2,cd1ottifbgcfrn6pdrdpwt7z0,1,27.2,94.7,2023-02-11T13:03:08.186Z,2023-02-11T13:03:11Z,4024098497,140,18.3,4024098499,141,97.8,4024098495,56,Back,4024098501,212,9.6,4024098503,213,2.9,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169861,22,1,1,2,5,cd1ottifbgcfrn6pdrdpwt7z0,0,16.4,98,2023-02-11T13:03:11.322Z,2023-02-11T13:03:13Z,4024098553,212,2.7,4024098551,141,96.9,4024098575,233,13,4024098579,286,,4024098573,236,,4024098555,213,6.0,4024098547,56,Back,4024098549,140,18.9,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169863,13,74,1,2,5,djz9e25b9zuiu5rmv1zha3i6f,1,80.8,2.5,2023-02-11T13:03:11.323Z,2023-02-11T13:10:24Z,4024098559,285,,4024098597,233,22,4024098557,56,Right,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506169925,14,5,1,2,7,djz9e25b9zuiu5rmv1zha3i6f,0,79.3,-1.9,2023-02-11T13:03:13.385Z,2023-02-11T13:03:23Z,4024098803,56,Right,4024099231,233,23,4024098805,347,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170003,23,5,1,2,7,cd1ottifbgcfrn6pdrdpwt7z0,1,20.7,101.9,2023-02-11T13:03:13.385Z,2023-02-11T13:10:28Z,4024099175,56,Back,4024099177,347,,4024099191,233,14,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170039,24,1,1,2,16,cd1ottifbgcfrn6pdrdpwt7z0,1,19.5,100,2023-02-11T13:03:22.330Z,2023-02-11T13:03:25Z,4024099395,141,94.2,4024099399,213,6.0,4024099389,107,,4024099397,212,19.5,4024099391,56,Back,4024099393,140,37.4,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170099,25,1,1,2,19,cd1ottifbgcfrn6pdrdpwt7z0,1,37.4,94.2,2023-02-11T13:03:25.194Z,2023-02-11T13:03:29Z,4024099679,213,5.5,4024099675,141,85.6,4024099677,212,8.0,4024099671,56,Back,4024099673,140,42.6,4024099667,3,,4024099669,168,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170111,26,61,1,2,22,cd1ottifbgcfrn6pdrdpwt7z0,0,42.6,85.6,2023-02-11T13:03:27.818Z,2023-02-11T15:23:05Z,4024099733,56,Back,,,,,,,,,,,,,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170093,15,49,1,2,23,djz9e25b9zuiu5rmv1zha3i6f,1,53.8,44.6,2023-02-11T13:03:29.226Z,2023-02-11T15:23:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170105,16,43,1,2,24,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-02-11T13:03:30.009Z,2023-02-11T13:03:40Z,4024100561,144,8,4024099709,56,Center,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170191,17,1,1,2,25,djz9e25b9zuiu5rmv1zha3i6f,0,56.5,53.1,2023-02-11T13:03:30.938Z,2023-02-11T15:23:07Z,4024100119,1,,4024100109,56,Center,4024100115,212,32.5,4024100117,213,6.1,4024100107,155,,4024100113,141,43.0,4024100111,140,86.8,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170193,27,52,1,2,28,cd1ottifbgcfrn6pdrdpwt7z0,1,12.7,52.8,2023-02-11T13:03:34.266Z,2023-02-11T13:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170329,28,1,1,2,32,cd1ottifbgcfrn6pdrdpwt7z0,1,12.8,60.2,2023-02-11T13:03:38.698Z,2023-02-11T13:03:46Z,4024100877,123,,4024100887,213,5.3,4024100879,56,Back,4024100885,212,18.5,4024100883,141,38.0,4024100881,140,23.0,,,,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170379,29,1,1,2,40,cd1ottifbgcfrn6pdrdpwt7z0,1,21.4,15.9,2023-02-11T13:03:46.026Z,2023-02-11T13:03:49Z,4024101179,56,Back,4024101193,189,,4024101183,141,46.1,4024101181,140,10.3,4024101187,213,2.1,4024101185,212,23.6,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170427,30,1,1,2,44,cd1ottifbgcfrn6pdrdpwt7z0,1,10.3,46.1,2023-02-11T13:03:50.426Z,2023-02-11T13:03:53Z,4024101473,141,77.8,4024101471,140,23.8,4024101469,56,Back,4024101475,212,25.8,4024101477,213,1.0,,,,,,,,,,7rm6858rwtecoxlt5ud31dmy2,C. Morché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170479,31,1,1,2,47,cd1ottifbgcfrn6pdrdpwt7z0,1,23.8,78.1,2023-02-11T13:03:53.307Z,2023-02-11T13:03:57Z,4024101687,140,49.5,4024101685,56,Back,4024101689,141,78.1,4024101691,212,27.0,4024101693,213,0,4024101683,155,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170501,32,1,1,2,51,cd1ottifbgcfrn6pdrdpwt7z0,0,51.8,78.5,2023-02-11T13:03:57.018Z,2023-02-11T13:03:58Z,4024101797,141,100.0,4024101795,140,68.4,4024101799,212,23.2,4024101793,56,Left,4024101791,155,,4024101801,213,0.7,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170679,18,5,1,2,51,djz9e25b9zuiu5rmv1zha3i6f,1,35.4,-1.6,2023-02-11T13:03:57.355Z,2023-02-11T13:04:13Z,4024102799,56,Back,4024102801,347,,4024102815,233,33,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170509,33,5,1,2,51,cd1ottifbgcfrn6pdrdpwt7z0,0,64.6,101.6,2023-02-11T13:03:57.355Z,2023-02-11T13:10:28Z,4024101835,347,,4024102849,233,18,4024101833,56,Left,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170707,19,1,1,3,7,djz9e25b9zuiu5rmv1zha3i6f,0,38.9,0,2023-02-11T13:04:12.830Z,2023-02-11T13:04:15Z,4024102979,213,0.3,4024102963,107,,4024102977,212,18.5,4024102973,141,6.1,4024102965,56,Right,4024102969,140,55.7,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170743,34,1,1,3,9,cd1ottifbgcfrn6pdrdpwt7z0,0,44.1,96.6,2023-02-11T13:04:15.482Z,2023-02-11T13:04:17Z,4024103137,140,64.3,4024103143,213,6.2,4024103139,141,94.1,4024103141,212,21.3,4024103135,56,Left,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170793,20,1,1,3,11,djz9e25b9zuiu5rmv1zha3i6f,1,43.9,5.9,2023-02-11T13:04:17.323Z,2023-02-11T13:04:20Z,4024103393,213,0.7,4024103391,212,5.5,4024103383,56,Back,4024103385,140,47.9,4024103389,141,11.1,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170797,21,50,1,3,14,djz9e25b9zuiu5rmv1zha3i6f,1,47,11.6,2023-02-11T13:04:20.251Z,2023-02-11T13:04:23Z,4024103589,233,35,4024103415,286,,4024103413,56,Back,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170825,35,7,1,3,14,cd1ottifbgcfrn6pdrdpwt7z0,0,53,88.4,2023-02-11T13:04:20.252Z,2023-02-11T13:04:23Z,4024103569,233,21,4024103549,285,,4024103547,56,Left,,,,,,,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170895,36,1,1,3,18,cd1ottifbgcfrn6pdrdpwt7z0,1,45,69,2023-02-11T13:04:23.882Z,2023-02-11T13:04:26Z,4024103811,212,11.8,4024103813,213,6.1,4024103807,140,56.0,4024103805,56,Center,4024103809,141,65.2,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170905,37,1,1,3,19,cd1ottifbgcfrn6pdrdpwt7z0,0,56,65.2,2023-02-11T13:04:24.826Z,2023-02-11T13:05:55Z,4024103877,140,64.2,4024103879,141,62.3,4024103875,56,Center,4024103881,212,8.8,4024103883,213,6.1,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
