id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2506992543,1,34,16,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-02-12T13:49:45.604Z,2023-02-12T14:51:18Z,4028341339,194,1lvwjd2sedbk3gs9p2v34cdt5,4028341337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4028524195,197,3933,4028341331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4028341329,30,"76q3qw1j9n3og4gep5pdedisq, 5x93ra7unls3fac5gomibwel1, 3mutv27i9xvd3wmbwypdpah62, 8drs7flji0ctdoui0cfyugu3u, 2d1defd89f1nrpb0gi6cciwru, 4gv8ud8pwhynhd4ehmzw2pgmi, 14c84da3uglvp8gtjpxospo4q, 1lvwjd2sedbk3gs9p2v34cdt5, sro6084uxjkm140ylvc5uq51, ent3o8sh6zn2mpe7m9p8q1sve, 5de2lhx1gnd8ks8pmge8plb6d, ea2eq21d08asfeqh17vcxpwmi, 36vatxs5tk7alvqedu7vtn88a, bwjqs0orziydksase1flhedt6, etzoltim8ktgsaidhpebhnx79, 9bzg6jfuapjzhmurucmkiz7fu, 2t32h7nbjkouc968jbm8cax62, 5axvazbhm6wsgpbpgt1gmaj11",4028341335,130,4,4028341341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028341333,59,"13, 17, 14, 8, 6, 22, 19, 10, 9, 7, 20, 1, 2, 3, 5, 12, 18, 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506993305,1,34,16,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-02-12T13:50:42.294Z,2023-02-12T14:28:54Z,4028525433,197,17022,4028344855,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4028344857,194,5ag0647kn7k4y21y8nigiwxqt,4028344859,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028344851,59,"1, 7, 11, 6, 14, 5, 18, 23, 9, 17, 19, 4, 8, 10, 13, 15, 20, 22",4028344849,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4028344853,130,17,4028344847,30,"91vjxbtjn9fmsatxvncmwxyhh, 7vtua260sxp339ie21any0zc9, 57ubfxv6ujkk5cictmez4op1x, 5ag0647kn7k4y21y8nigiwxqt, 5hk1m1corx8iy26z88eo65fpx, efrr99onfcuvb2gylkvvrnl9m, bixjzl99gkes918s5gbndtwwl, 5e5sc7yzyi9kja9edk892br9x, 791g6utcjg9779zlvf7gyavze, 9x6jbuibbl7ysh0oovghyw4id, 5jwmy7qi01na2bmyw3zo3is8a, aktfohaqh9czmqesi39tstlka, u29d1e3mswrdqx1aqfhuj8ph, d71c1o7e1t448gemysrgisj8q, bruuz81usy0wu8hpg4d6af3e1, em7ia2l8t9011hu2mnihjf90q, 8m8fk05kqcs7ver68ubl61mju, 7ffrfies3tie3rewc1cm0hz9x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032305,2,32,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-02-12T14:30:58.192Z,2023-02-12T14:30:59Z,4028534871,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032281,2,32,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-02-12T14:30:58.192Z,2023-02-12T14:30:58Z,4028534763,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032341,3,1,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,50.1,50,2023-02-12T14:30:58.292Z,2023-02-12T14:31:02Z,4028535095,212,17.5,4028535099,279,S,4028535097,213,3.2,4028535091,140,33.5,4028535089,56,Back,4028535093,141,48.1,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032359,4,1,1,0,3,bxlqcsb8ylen7lng9qy50eoq5,1,31.4,44.9,2023-02-12T14:31:02.178Z,2023-02-12T14:31:04Z,4028535237,140,23.8,4028535239,141,5.8,4028535243,213,4.4,4028535235,56,Back,4028535241,212,27.8,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032383,5,1,1,0,5,bxlqcsb8ylen7lng9qy50eoq5,1,23.8,5.8,2023-02-12T14:31:03.970Z,2023-02-12T14:31:06Z,4028535369,141,26.7,4028535367,140,20.6,4028535371,212,14.6,4028535365,56,Back,4028535373,213,1.8,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032409,6,1,1,0,7,bxlqcsb8ylen7lng9qy50eoq5,0,20.6,26.7,2023-02-12T14:31:06.162Z,2023-02-12T14:31:08Z,4028535505,212,18.6,4028535501,140,38.3,4028535499,56,Back,4028535503,141,27.7,4028535507,213,0.0,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032411,3,8,1,0,10,9euoni3f3sh08tsplt2gh5dex,1,61.3,68.1,2023-02-12T14:31:08.373Z,2023-02-12T14:31:08Z,4028535509,56,Center,,,,,,,,,,,,,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507032481,7,1,1,0,11,bxlqcsb8ylen7lng9qy50eoq5,1,24.9,36.9,2023-02-12T14:31:09.635Z,2023-02-12T15:29:40Z,4028535847,213,0.3,4028535839,56,Back,4028535837,3,,4028535841,140,31.9,4028535845,212,7.7,4028535843,141,40.4,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
