id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,assist,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2537821569,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-04-23T09:12:23.422Z,2023-04-23T10:02:56Z,4212567261,59,"1, 3, 20, 5, 15, 11, 19, 7, 26, 6, 22, 2, 4, 9, 10, 13, 14, 16, 17, 27",4212567269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212567257,30,"4bcef9sqkbml7b2jtqhbz602d, lanj0745tf4i4hige9vm9qll, d0i38pk78vbxoqz7x2rzz8cx6, 52kdiaya57yaisoil0k9ss0oa, 9163edyiljpd18plos0eb2j8p, 24dpnyyhqgnve5zzget4gz1zp, 1tusdkqm6v4khzekbrp2jfnqh, daze51b5849zsk2aqvgmkkbth, 4pavtall24hy4jle51p1lqkbu, 3alzawtqpfjtb3vez30mbp0mi, 5qvgs8yefgkayj9yt1kidkcfd, efxmnnjg8l00ns74d7nnloi22, 1duox0r8qvb3t52m9w4mp86ol, 3iet32cz1jg865iswu92kqd49, 31yxoo15eztnf39r45e6hy1g5, b24bgt8u8e1b1gb98k9sf9lw4, 921nkcoy16y0wya801bo53f85, 263vizqqfp8zwwws0exdrl3o5, 2a76iw4bpv8ppfhuc859cweeh, auyj06nha2syoygo7prfadobu",4212567265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212567259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212567263,130,8,4212567267,194,4bcef9sqkbml7b2jtqhbz602d,4212658689,197,3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537828167,1,34,16,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2023-04-23T09:26:14.280Z,2023-04-23T10:10:32Z,4212596659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212596663,130,23,4212596669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212596665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212596667,194,52ic0j91dhgr0vud2agr4ev2t,4212653641,197,16825,4212596661,59,"36, 17, 20, 12, 4, 3, 11, 9, 7, 10, 6, 8, 14, 16, 18, 19, 21, 22, 23, 25",4212596657,30,"6uttq0cpsnicezpcqy36p7r4k, 52ic0j91dhgr0vud2agr4ev2t, 3ws5zg8wy6j86cr8yrqxnsx9m, 4by0xo4xinb0m8nziofw0g3bp, zuec10u63781iv5rojm31yzu, 9jxxujnb2eoo7avj278ppnqvp, 25u358p365rnbnt0cptnyt3h1, 9ld622ld2el1ql9vy2akchfit, 27oce8op8b7a6fmyp8utoz5gq, eu6nudazhvggen5s7abc46bpx, 1z29kbiufzx7u32mh1fvy1rs9, 4duzcq6r3j9ejv5b6koygle22, 13mb0sv3j53kze8l7ehr4izmd, ybmp63ubo0wcvjut4ljomgru, bu0u419xeqlkwvpsrx6a0ma51, 1ite4628zwl6kanllmr7qb1zp, 1szjchjw88hnlrwejnia4yyuh, 7n5a86810eorw5ugrdkognd62, 44j03m9xpbhjuxmqz6vge9y0a, b21lh284pf59feun9ktzfmc8a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841415,2,32,1,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2023-04-23T10:03:20.016Z,2023-04-23T10:03:22Z,4212659307,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841411,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-04-23T10:03:20.016Z,2023-04-23T10:03:20Z,4212659289,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841441,3,1,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,50.1,50.1,2023-04-23T10:03:20.116Z,2023-04-23T11:04:53Z,4212659415,141,50.9,4212659419,213,2.9,4212659413,140,47.5,4212659411,56,Back,4212659417,212,2.8,4212659421,279,S,,,,,,,4pavtall24hy4jle51p1lqkbu,Lucía Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841449,4,1,1,0,5,8zt8rrm6v5nccv01v6pef0r1o,1,46.9,46.1,2023-04-23T10:03:25.896Z,2023-04-23T10:03:27Z,4212659453,140,48.3,4212659457,212,25.2,4212659451,56,Back,4212659459,213,4.8,4212659455,141,9.1,,,,,,,,,,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841457,5,1,1,0,6,8zt8rrm6v5nccv01v6pef0r1o,1,48.3,9.1,2023-04-23T10:03:26.936Z,2023-04-23T10:03:28Z,4212659495,141,10.7,4212659491,56,Back,4212659499,213,3.1,4212659497,212,19.2,4212659493,140,30.0,,,,,,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841469,6,1,1,0,8,8zt8rrm6v5nccv01v6pef0r1o,1,30,10.7,2023-04-23T10:03:28.664Z,2023-04-23T10:03:30Z,4212659557,213,1.7,4212659553,141,43.1,4212659555,212,22.2,4212659549,56,Back,4212659551,140,27.1,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841485,7,1,1,0,10,8zt8rrm6v5nccv01v6pef0r1o,1,27.1,43.1,2023-04-23T10:03:30.728Z,2023-04-23T10:03:33Z,4212659631,213,1.5,4212659627,141,66.4,4212659625,140,28.5,4212659629,212,15.9,4212659623,56,Back,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537841501,8,1,1,0,12,8zt8rrm6v5nccv01v6pef0r1o,1,28.5,66.4,2023-04-23T10:03:32.880Z,2023-04-23T10:03:36Z,4212659751,56,Back,4212659759,213,1.0,4212659755,141,92.4,4212659753,140,39.9,4212659757,212,21.4,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
