id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,assist
2533448023,11,12,1,0,44,7mk4va7b2p6tnv2xjxcgjy8h6,1,4.3,76,2023-04-15T09:58:57.972Z,2023-04-15T09:59:10Z,4189353201,56,Back,4189353205,141,90.8,4189353391,15,,4189353207,212,10.2,4189353203,140,5.6,4189353209,213,1.4,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448027,12,1,1,0,46,7mk4va7b2p6tnv2xjxcgjy8h6,0,5.6,90.8,2023-04-15T09:58:59.987Z,2023-04-15T09:59:00Z,4189353239,141,100.0,4189353245,1,,4189353237,140,32.1,4189353243,213,0.3,4189353241,212,28.8,4189353233,157,,4189353235,56,Back,,,,83wqrctlm3zpp10zmx1tjc9ka,Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448029,13,5,1,0,47,7mk4va7b2p6tnv2xjxcgjy8h6,0,28.8,101.6,2023-04-15T09:59:00.689Z,2023-04-15T10:08:25Z,4189353249,347,,4189353247,56,Back,4189353809,233,13,,,,,,,,,,,,,,,,83wqrctlm3zpp10zmx1tjc9ka,Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448123,13,5,1,0,47,1azk57wev30h044w949j46kpu,1,71.2,-1.6,2023-04-15T09:59:00.689Z,2023-04-15T09:59:31Z,4189353779,347,,4189353789,233,13,4189353777,56,Right,,,,,,,,,,,,,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448139,14,1,1,1,18,1azk57wev30h044w949j46kpu,0,76.7,0,2023-04-15T09:59:31.369Z,2023-04-15T09:59:38Z,4189353849,212,29.8,4189353847,141,20.5,4189353853,1,,4189353841,107,,4189354035,189,,4189353851,213,0.5,4189353843,56,Right,4189353845,140,100.0,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448131,14,5,1,1,18,7mk4va7b2p6tnv2xjxcgjy8h6,1,-1.2,69.2,2023-04-15T09:59:31.955Z,2023-04-15T09:59:38Z,4189353813,56,Back,4189354043,189,,4189353909,233,15,4189353815,346,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448141,15,5,1,1,18,1azk57wev30h044w949j46kpu,0,101.2,30.8,2023-04-15T09:59:31.955Z,2023-04-15T10:08:25Z,4189353943,233,14,4189353857,346,,4189353855,56,Center,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448191,15,1,1,1,26,7mk4va7b2p6tnv2xjxcgjy8h6,1,5.6,46.3,2023-04-15T09:59:39.411Z,2023-04-15T09:59:46Z,4189354181,140,53.1,4189354187,213,5.9,4189354189,1,,4189354185,212,54.5,4189354193,74,,4189354179,56,Right,4189354183,141,14.0,4189354177,124,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448195,16,1,1,1,32,7mk4va7b2p6tnv2xjxcgjy8h6,1,52,13.2,2023-04-15T09:59:46.196Z,2023-04-15T09:59:47Z,4189354219,212,9.9,4189354217,141,10.8,4189354221,213,6.1,4189354215,140,61.3,4189354213,56,Right,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448197,17,1,1,1,34,7mk4va7b2p6tnv2xjxcgjy8h6,1,58.9,11,2023-04-15T09:59:47.427Z,2023-04-15T09:59:48Z,4189354263,212,14.6,4189354253,56,Right,4189354261,141,3.7,4189354265,213,5.9,4189354257,140,72.0,,,,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448201,18,1,1,1,35,7mk4va7b2p6tnv2xjxcgjy8h6,0,72,3.7,2023-04-15T09:59:48.418Z,2023-04-15T09:59:49Z,4189354285,213,2.3,4189354281,212,7.9,4189354275,56,Right,4189354279,141,12.0,4189354277,140,66.8,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448205,16,49,1,1,36,1azk57wev30h044w949j46kpu,1,34.1,88.1,2023-04-15T09:59:49.465Z,2023-04-15T09:59:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448215,17,1,1,1,36,1azk57wev30h044w949j46kpu,1,34.1,88.1,2023-04-15T09:59:50.104Z,2023-04-15T09:59:51Z,4189354343,212,11.9,4189354337,56,Back,4189354339,140,22.8,4189354341,141,89.6,4189354345,213,3.1,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448223,18,1,1,1,37,1azk57wev30h044w949j46kpu,1,22.8,89.6,2023-04-15T09:59:50.954Z,2023-04-15T09:59:55Z,4189354371,141,87.6,4189354375,213,6.2,4189354369,140,46.9,4189354373,212,25.3,4189354367,56,Back,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448227,19,61,1,1,40,1azk57wev30h044w949j46kpu,0,50.4,85.7,2023-04-15T09:59:53.977Z,2023-04-15T12:03:26Z,4189354383,56,Left,,,,,,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448221,19,49,1,1,41,7mk4va7b2p6tnv2xjxcgjy8h6,1,46.5,25.8,2023-04-15T09:59:54.899Z,2023-04-15T09:59:55Z,,,,,,,,,,,,,,,,,,,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448229,20,1,1,1,42,7mk4va7b2p6tnv2xjxcgjy8h6,1,46.5,25.8,2023-04-15T09:59:55.284Z,2023-04-15T09:59:57Z,4189354409,141,44.2,4189354407,140,26.0,4189354413,213,2.6,4189354411,212,24.9,4189354405,56,Back,,,,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448237,21,1,1,1,46,7mk4va7b2p6tnv2xjxcgjy8h6,1,26.2,45.1,2023-04-15T09:59:59.427Z,2023-04-15T10:00:00Z,4189354491,213,4.6,4189354487,141,25.2,4189354489,212,13.6,4189354483,56,Back,4189354485,140,25.1,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448251,22,1,1,1,47,7mk4va7b2p6tnv2xjxcgjy8h6,1,25.1,25.2,2023-04-15T10:00:00.691Z,2023-04-15T10:00:04Z,4189354555,140,41.6,4189354553,56,Back,4189354551,155,,4189354557,141,25.6,4189354561,213,0.0,4189354559,212,17.3,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448261,23,1,1,1,51,7mk4va7b2p6tnv2xjxcgjy8h6,1,41.6,25.6,2023-04-15T10:00:04.244Z,2023-04-15T12:05:26Z,4189354611,141,17.0,4189354607,56,Back,4189354609,140,28.9,4189354615,213,3.6,4189354613,212,14.6,,,,,,,,,,83wqrctlm3zpp10zmx1tjc9ka,Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448279,24,1,1,1,53,7mk4va7b2p6tnv2xjxcgjy8h6,0,28.7,10.7,2023-04-15T10:00:06.275Z,2023-04-15T10:00:07Z,4189354689,56,Right,4189354691,140,66.7,4189354695,212,40.7,4189354693,141,0.0,4189354699,1,,4189354697,213,6.1,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448351,20,5,1,1,54,1azk57wev30h044w949j46kpu,1,25.6,100.9,2023-04-15T10:00:07.784Z,2023-04-15T10:08:26Z,4189355087,233,25,4189355079,347,,4189355077,56,Back,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448283,25,5,1,1,54,7mk4va7b2p6tnv2xjxcgjy8h6,0,74.4,-0.9,2023-04-15T10:00:07.784Z,2023-04-15T10:00:21Z,4189354711,56,Right,4189355105,233,20,4189354713,347,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448371,21,1,1,2,8,1azk57wev30h044w949j46kpu,1,28.5,100,2023-04-15T10:00:21.251Z,2023-04-15T10:00:23Z,4189355191,212,16.0,4189355187,141,90.6,4189355173,107,,4189355179,56,Back,4189355183,140,42.1,4189355193,213,5.8,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448379,22,1,1,2,10,1azk57wev30h044w949j46kpu,1,40,83.3,2023-04-15T10:00:23.273Z,2023-04-15T10:00:25Z,4189355239,140,33.1,4189355241,141,75.2,4189355245,213,3.8,4189355237,56,Back,4189355243,212,9.1,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448385,23,1,1,2,11,1azk57wev30h044w949j46kpu,0,31.9,74.4,2023-04-15T10:00:25.016Z,2023-04-15T10:00:28Z,4189355281,212,35.4,4189355285,1,,4189355275,56,Back,4189355279,141,24.4,4189355273,157,,4189355283,213,5.0,4189355277,140,41.4,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448389,26,8,1,2,14,7mk4va7b2p6tnv2xjxcgjy8h6,1,51.9,62.3,2023-04-15T10:00:27.571Z,2023-04-15T10:00:32Z,4189355299,56,Center,,,,,,,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448405,24,1,1,2,16,1azk57wev30h044w949j46kpu,1,34.2,12.4,2023-04-15T10:00:30.121Z,2023-04-15T10:00:31Z,4189355397,140,26.8,4189355403,141,29.6,4189355391,56,Back,4189355409,212,14.0,4189355417,213,2.2,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448423,25,1,1,2,18,1azk57wev30h044w949j46kpu,1,27.4,30.4,2023-04-15T10:00:31.568Z,2023-04-15T10:00:34Z,4189355521,140,41.4,4189355525,212,16.7,4189355527,213,5.8,4189355519,56,Back,4189355523,141,18.7,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448447,26,1,1,2,21,1azk57wev30h044w949j46kpu,1,43.8,14.8,2023-04-15T10:00:34.561Z,2023-04-15T10:00:40Z,4189355765,155,,4189355771,141,7.7,4189355775,213,6.2,4189355769,140,95.0,4189355773,212,54.0,4189355777,1,,4189355767,56,Right,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448489,27,1,1,2,27,1azk57wev30h044w949j46kpu,1,95,7.7,2023-04-15T10:00:40.672Z,2023-04-15T10:01:06Z,4189356105,212,28.0,4189356095,2,,4189357057,210,13,4189356103,141,47.0,4189357059,154,,4189356101,140,86.9,4189356107,213,1.9,4189356099,56,Center,2lh6bupkrijpm9n916446nbop,Oihane Hernández,4189356097,155,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2533448497,28,13,1,2,31,1azk57wev30h044w949j46kpu,1,86.5,47,2023-04-15T10:00:44.569Z,2023-04-15T10:01:07Z,4189356151,56,Center,4189357085,55,27,4189357105,231,50,4189357095,108,,4189357079,83,,4189357099,146,86.4,4189356653,20,,4189357081,29,,8xr1zxvovvxckh586adphufvt,Yulema Corres,4189357097,328,4189357089,102,57.3,,4189357101,147,61.7,4189357091,103,15.3,4189357093,215,4189357103,230,98.2,4189356657,153,4189357083,154,4189356147,22,4189356149,17,,,,
2533448513,27,49,1,2,35,7mk4va7b2p6tnv2xjxcgjy8h6,1,16.2,11,2023-04-15T10:00:49.091Z,2023-04-15T10:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448539,28,1,1,2,37,7mk4va7b2p6tnv2xjxcgjy8h6,1,18.3,6.3,2023-04-15T10:00:50.548Z,2023-04-15T10:00:52Z,4189356457,141,14.2,4189356453,56,Back,4189356461,213,0.2,4189356459,212,29.8,4189356455,140,46.2,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448541,29,61,1,2,39,7mk4va7b2p6tnv2xjxcgjy8h6,0,48.4,14.2,2023-04-15T10:00:52.851Z,2023-04-15T10:00:53Z,4189356465,56,Back,,,,,,,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448559,29,5,1,2,40,1azk57wev30h044w949j46kpu,1,56.2,101,2023-04-15T10:00:53.282Z,2023-04-15T10:00:57Z,4189356659,233,30,4189356629,56,Left,4189356631,347,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448545,30,5,1,2,40,7mk4va7b2p6tnv2xjxcgjy8h6,0,43.8,-1,2023-04-15T10:00:53.282Z,2023-04-15T10:08:26Z,4189356487,56,Back,4189356489,347,,4189356671,233,29,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
