id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2501230085,1,34,16,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-28T12:32:59.719Z,2023-01-28T12:56:03Z,3998136727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998136721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998136725,130,4,3998136719,30,"hf67c0ip1chljjy1udsjpt2i, 2dsgmfs9crnzz3425si3m9uj9, 5xlqh4i9zb5daj4khs1mbbxpm, 1cfjcoum4z07r1p3uyy2p9x49, 24bz5vlm76nrqcnblyxfkt8x6, 4ngzyppqh4iaqqy0vrynwz66s, 9742qffzdwiz9y3y7et40863t, 1nhju64j5loikn6t0j9m6au39, ev8an510kk4nb6dabnsa962tx, et6offb5y91ch6mlol3dwcd0p, 35uen906vvtndlnv3hrm5zo8a, 5zhcjr5kxyxd2jmq1wel3ug9h, b3dvkkzdpggax4btpycd1oe3u, 5kio1iodx7cq9i9p9kql1nuuh, 8i42x5mpk5bpm1i0gvgubx9pm, 67i9jwkech61ihpglnmpzygvd, 31mhclmjwpn7zik6nphr4pwtm, 3z91j68ij26ar4vifyqyp34k, ent5lfgq42d5ngi3ebyy7p1w5, 4su6y0sg2fw9vvi8y5cjazk0k, 4a8y7vdsg6pz1nxnmu7wcqe50, cgunamq8fn3bre2d3cimwh6cq",3998206297,197,3938,3998136723,59,"24, 19, 11, 15, 4, 16, 12, 20, 21, 10, 23, 1, 6, 7, 8, 9, 14, 18, 22, 25, 27, 28",3998136729,194,5xlqh4i9zb5daj4khs1mbbxpm,3998136731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501236115,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-01-28T12:41:52.596Z,2023-01-28T16:57:05Z,3998165825,59,"1, 16, 20, 6, 4, 26, 11, 8, 7, 18, 9, 3, 5, 13, 15, 19, 21, 22",3998165821,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 31q50ese977zfgiwi9bc1ehre, z2pihtvpr5ei4ip9z9jtqn6x, 51t40jr0wwgmuya85pnhjgx2i, 1zlt1xabh07byc3u8oid9gdn8, cyqlcyzogla6wql5pms4i02d, 6msenows401fssj9jaih9g0a2, 5onfamqh0uteez2wtx463dknp, ergobfal6ny5w6xy1hsixrdhw, bpmtdn2uqnwhllfnm59ck6rit, a88r8d1jd5r928pvskginyiqy, 3iangrthyltpl31m4v1qkgn2t, aietcywmok362027i2brpg4q1, 1g7gyw5fbuujomrqso7fzajxm, etonsdd040gijd5n0nzbuqane, a4jf0e2bojp6n0cmd01zppsoa, e4glbrjataxggtxf953n1jsnp",3998210215,197,4082,3998165827,130,18,3998165823,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3998210213,194,77pobry4mbh5wojka1ikgty7e,3998165831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998165829,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245101,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-01-28T12:59:39.809Z,2023-01-28T12:59:40Z,3998212375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245091,2,32,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-28T12:59:39.809Z,2023-01-28T12:59:41Z,3998212339,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245111,3,1,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,50.1,50.1,2023-01-28T12:59:39.909Z,2023-01-28T12:59:43Z,3998212419,56,Back,3998212425,212,15.7,3998212421,140,35.7,3998212427,213,2.9,3998212429,279,S,3998212423,141,56.4,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245143,4,1,1,0,3,4vvf3sulx3a61fiyaarjdndjs,1,37,55.8,2023-01-28T12:59:43.029Z,2023-01-28T12:59:45Z,3998212529,140,28.7,3998212531,141,31.8,3998212535,213,4.2,3998212533,212,18.5,3998212527,56,Back,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245149,5,1,1,0,5,4vvf3sulx3a61fiyaarjdndjs,1,28.7,30.4,2023-01-28T12:59:45.205Z,2023-01-28T12:59:47Z,3998212569,212,11.2,3998212571,213,1.6,3998212563,56,Back,3998212565,140,28.9,3998212567,141,46.9,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245163,6,1,1,0,7,4vvf3sulx3a61fiyaarjdndjs,1,29,46.9,2023-01-28T12:59:47.358Z,2023-01-28T12:59:49Z,3998212635,140,36.3,3998212637,141,35.4,3998212641,213,5.5,3998212639,212,11.0,3998212633,56,Back,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245185,7,1,1,0,9,4vvf3sulx3a61fiyaarjdndjs,1,36.7,35.1,2023-01-28T12:59:49.734Z,2023-01-28T12:59:52Z,3998212713,140,26.1,3998212719,213,2.6,3998212717,212,13.1,3998212711,56,Back,3998212715,141,45.2,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501245221,8,1,1,0,12,4vvf3sulx3a61fiyaarjdndjs,1,24.5,49.3,2023-01-28T12:59:52.454Z,2023-01-28T12:59:56Z,3998212887,212,17.8,3998212885,141,75.3,3998212881,56,Back,3998212883,140,26.5,3998212889,213,1.5,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
