id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,assist,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2504007251,147,49,1,16,40,vaikl8nl7hdr4y9jj4jyb9ey,1,20,32.5,2023-02-04T17:31:53.601Z,2023-02-04T17:31:53Z,,,,,,,,,,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007291,148,1,1,16,41,vaikl8nl7hdr4y9jj4jyb9ey,1,20,32.5,2023-02-04T17:31:54.065Z,2023-02-04T17:31:56Z,4012706333,141,18.6,4012706335,212,10.0,4012706329,56,Back,4012706337,213,5.1,4012706331,140,23.2,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007313,149,1,1,16,43,vaikl8nl7hdr4y9jj4jyb9ey,0,22.6,18.9,2023-02-04T17:31:56.417Z,2023-02-04T17:31:57Z,4012706463,213,0.5,4012706455,56,Back,4012706457,140,33.0,4012706461,212,12.3,4012706459,141,27.3,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007301,173,49,1,16,44,cd1ottifbgcfrn6pdrdpwt7z0,1,76.2,74.7,2023-02-04T17:31:57.165Z,2023-02-04T17:31:57Z,,,,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007329,174,1,1,16,44,cd1ottifbgcfrn6pdrdpwt7z0,0,76.5,72,2023-02-04T17:31:57.773Z,2023-02-04T17:32:00Z,4012706563,141,66.4,4012706565,212,17.0,4012706559,56,Center,4012706567,213,6.1,4012706561,140,92.3,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007331,150,49,1,16,46,vaikl8nl7hdr4y9jj4jyb9ey,1,13.1,33,2023-02-04T17:31:59.297Z,2023-02-04T17:31:59Z,,,,,,,,,,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007399,151,1,1,16,49,vaikl8nl7hdr4y9jj4jyb9ey,1,4.9,6.8,2023-02-04T17:32:02.242Z,2023-02-04T17:32:04Z,4012706811,56,Back,4012706815,141,9.5,4012706809,157,,4012706817,212,25.3,4012706819,213,0.1,4012706813,140,28.9,4012706821,1,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007413,152,1,1,16,51,vaikl8nl7hdr4y9jj4jyb9ey,0,28.9,9.5,2023-02-04T17:32:04.193Z,2023-02-04T17:32:05Z,4012706891,213,1.9,4012706879,140,24.9,4012706871,3,,4012706885,141,29.8,4012706875,56,Back,4012706889,212,14.4,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007417,175,49,1,16,52,cd1ottifbgcfrn6pdrdpwt7z0,1,77.6,70.5,2023-02-04T17:32:05.773Z,2023-02-04T17:32:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6mzsev0k2iqswrjncctnnawic,Ainhoa Alguacil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007455,176,1,1,16,53,cd1ottifbgcfrn6pdrdpwt7z0,1,76.2,69,2023-02-04T17:32:06.701Z,2023-02-04T17:32:10Z,4012707085,56,Center,4012707089,141,41.3,4012707093,213,4.6,4012707087,140,74.3,4012707091,212,18.9,,,,,,,,,,6mzsev0k2iqswrjncctnnawic,Ainhoa Alguacil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007463,177,1,1,16,57,cd1ottifbgcfrn6pdrdpwt7z0,1,74.3,40,2023-02-04T17:32:10.237Z,2023-02-04T17:32:11Z,4012707133,212,9.6,4012707131,141,50.0,4012707135,213,2.4,4012707127,56,Center,4012707129,140,67.9,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007497,178,1,1,16,58,cd1ottifbgcfrn6pdrdpwt7z0,1,67.9,50,2023-02-04T17:32:11.149Z,2023-02-04T17:32:14Z,4012707267,140,76.0,4012707269,141,20.1,4012707273,213,5.1,4012707271,212,22.0,4012707265,56,Right,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007523,179,1,1,17,1,cd1ottifbgcfrn6pdrdpwt7z0,0,76,20.1,2023-02-04T17:32:14.173Z,2023-02-04T17:32:18Z,4012707407,56,Center,4012707409,140,92.1,4012707413,212,17.0,4012707411,141,22.7,4012707415,213,0.1,,,,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007527,153,49,1,17,3,vaikl8nl7hdr4y9jj4jyb9ey,1,12.2,78.5,2023-02-04T17:32:16.833Z,2023-02-04T17:32:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007575,154,1,1,17,8,vaikl8nl7hdr4y9jj4jyb9ey,1,10.5,95.9,2023-02-04T17:32:21.809Z,2023-02-04T17:32:23Z,4012707789,56,Back,4012707793,141,74.2,4012707791,140,6.2,4012707797,213,4.4,4012707795,212,15.4,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007645,155,1,1,17,10,vaikl8nl7hdr4y9jj4jyb9ey,1,6.2,74.2,2023-02-04T17:32:23.665Z,2023-02-04T17:32:28Z,4012708105,212,34.2,4012708101,140,38.5,4012708103,141,80.5,4012708097,157,,4012708099,56,Back,4012708109,1,,4012708107,213,0.1,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007647,156,50,1,17,15,vaikl8nl7hdr4y9jj4jyb9ey,1,27.4,84.2,2023-02-04T17:32:28.529Z,2023-02-04T17:32:30Z,4012708195,285,,4012708113,56,Back,4012708197,233,180,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007657,180,7,1,17,15,cd1ottifbgcfrn6pdrdpwt7z0,1,72.6,15.8,2023-02-04T17:32:28.530Z,2023-02-04T17:32:30Z,4012708157,56,Right,4012708177,233,156,4012708159,286,,4012708155,167,,,,,,,,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007805,157,5,1,17,16,vaikl8nl7hdr4y9jj4jyb9ey,1,21.2,102,2023-02-04T17:32:29.676Z,2023-02-04T17:38:53Z,4012708973,233,181,4012708965,56,Back,4012708967,347,,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007661,181,5,1,17,16,cd1ottifbgcfrn6pdrdpwt7z0,0,78.8,-2,2023-02-04T17:32:29.676Z,2023-02-04T17:32:43Z,4012709005,233,157,4012708173,56,Right,4012708175,347,,,,,,,,,,,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007879,158,1,1,17,32,vaikl8nl7hdr4y9jj4jyb9ey,1,24.6,100,2023-02-04T17:32:45.233Z,2023-02-04T17:32:48Z,4012709329,140,30.2,4012709327,56,Back,4012709335,213,5.4,4012709331,141,92.0,4012709325,107,,4012709333,212,8.9,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007891,159,1,1,17,35,vaikl8nl7hdr4y9jj4jyb9ey,1,30.2,92,2023-02-04T17:32:48.481Z,2023-02-04T19:07:42Z,4012709409,213,3.5,4012709401,56,Back,4012709407,212,12.8,4012709405,141,85.4,4012709403,140,18.8,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504007911,160,1,1,17,37,vaikl8nl7hdr4y9jj4jyb9ey,1,18.8,85.4,2023-02-04T17:32:50.193Z,2023-02-04T17:32:51Z,4012709505,140,15.9,4012709507,141,39.4,4012709509,212,31.4,4012709503,56,Back,4012709511,213,4.6,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008011,161,1,1,17,38,vaikl8nl7hdr4y9jj4jyb9ey,1,15.9,39.4,2023-02-04T17:32:51.809Z,2023-02-04T17:33:00Z,4012709933,140,20.6,4012709929,56,Back,4012709941,213,4.9,4012709939,212,24.3,4012709937,141,4.4,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008037,162,1,1,17,47,vaikl8nl7hdr4y9jj4jyb9ey,1,20.6,4.4,2023-02-04T17:33:00.736Z,2023-02-04T17:33:01Z,4012710069,212,31.9,4012710067,141,49.0,4012710063,56,Back,4012710065,140,30.0,4012710071,213,1.3,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008057,163,1,1,17,48,vaikl8nl7hdr4y9jj4jyb9ey,1,30,49,2023-02-04T17:33:01.600Z,2023-02-04T17:33:03Z,4012710161,141,8.5,4012710165,213,4.7,4012710163,212,27.6,4012710159,140,29.0,4012710157,56,Back,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008061,164,1,1,17,49,vaikl8nl7hdr4y9jj4jyb9ey,1,29,8.5,2023-02-04T17:33:02.896Z,2023-02-04T17:33:04Z,4012710211,213,1.3,4012710203,56,Back,4012710209,212,19.3,4012710207,141,36.0,4012710205,140,33.5,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008163,165,1,1,17,50,vaikl8nl7hdr4y9jj4jyb9ey,1,33.5,36,2023-02-04T17:33:03.888Z,2023-02-04T17:33:09Z,4012710583,212,36.3,4012710587,1,,4012710579,140,27.8,4012710577,56,Back,4012710585,213,1.7,4012710581,141,88.7,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008183,166,1,1,17,56,vaikl8nl7hdr4y9jj4jyb9ey,1,39.2,70.3,2023-02-04T17:33:09.744Z,2023-02-04T17:33:12Z,4012710687,56,Back,4012710689,140,46.1,4012710693,212,12.7,4012710695,213,1.0,4012710691,141,85.6,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008221,167,1,1,17,58,vaikl8nl7hdr4y9jj4jyb9ey,1,48.4,86.5,2023-02-04T17:33:11.792Z,2023-02-04T17:33:14Z,4012710885,56,Center,4012710887,140,63.4,4012710893,213,6.0,4012710889,141,78.8,4012710891,212,16.6,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008267,168,1,1,18,1,vaikl8nl7hdr4y9jj4jyb9ey,1,60.4,79.6,2023-02-04T17:33:14.416Z,2023-02-04T17:33:17Z,4012711063,56,Center,4012711067,141,56.9,4012711069,212,20.9,4012711065,140,73.8,4012711071,213,5.5,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008295,169,1,1,18,4,vaikl8nl7hdr4y9jj4jyb9ey,1,70.7,55.8,2023-02-04T17:33:17.760Z,2023-02-04T17:33:21Z,4012711231,212,26.7,4012711229,141,94.5,4012711227,140,74.8,4012711233,213,1.4,4012711225,56,Left,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008351,170,1,1,18,8,vaikl8nl7hdr4y9jj4jyb9ey,1,73.1,94.8,2023-02-04T17:33:21.280Z,2023-02-04T17:33:23Z,4012711425,56,Center,4012711433,213,4.1,4012711431,212,14.6,4012711429,141,77.8,4012711427,140,64.6,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008373,171,1,1,18,10,vaikl8nl7hdr4y9jj4jyb9ey,1,63.1,78.8,2023-02-04T17:33:23.072Z,2023-02-04T17:33:25Z,4012711529,212,14.1,4012711527,141,81.8,4012711525,140,76.4,4012711531,213,0.1,4012711523,56,Left,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008391,172,1,1,18,12,vaikl8nl7hdr4y9jj4jyb9ey,1,76.4,81.8,2023-02-04T17:33:25.025Z,2023-02-04T17:33:26Z,4012711625,141,64.6,4012711621,56,Center,4012711623,140,68.7,4012711629,213,4.1,4012711627,212,14.2,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008419,173,1,1,18,13,vaikl8nl7hdr4y9jj4jyb9ey,1,68.7,64.6,2023-02-04T17:33:26.256Z,2023-02-04T17:33:28Z,4012711751,56,Right,4012711755,141,20.0,4012711759,213,4.5,4012711757,212,30.8,4012711753,140,63.8,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008473,174,1,1,18,15,vaikl8nl7hdr4y9jj4jyb9ey,1,63.8,20,2023-02-04T17:33:28.480Z,2023-02-04T17:33:31Z,4012711893,141,7.9,4012711889,56,Right,4012711897,213,5.9,4012711891,140,83.3,4012711895,212,22.1,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008499,175,1,1,18,18,vaikl8nl7hdr4y9jj4jyb9ey,1,83.3,7.9,2023-02-04T17:33:31.200Z,2023-02-04T17:33:34Z,4012712043,213,0.9,4012712035,56,Center,4012712039,141,27.3,4012712041,212,17.1,4012712037,140,93.7,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504008553,176,1,1,18,21,vaikl8nl7hdr4y9jj4jyb9ey,1,95.6,27.9,2023-02-04T17:33:34.208Z,2023-02-04T17:34:34Z,4012715921,22,,4012712233,141,48.8,4012715917,154,,4012712237,213,1.8,4012712231,140,92.0,4012712235,212,14.7,4012715915,210,16,4012712229,56,Center,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2504008557,177,16,1,18,23,vaikl8nl7hdr4y9jj4jyb9ey,1,95.4,46.8,2023-02-04T17:33:36.624Z,2023-02-04T17:34:35Z,4012715975,374,2023-02-04 17:33:36.306,4012715979,375,18:23.300,4012715969,230,98.8,4012715967,328,,4012715955,55,176,4012715959,102,47.8,4012715949,80,,4012715947,72,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,4012715951,29,4012712249,56,4012716249,16,,4012715963,214,,,,Center,4012712245,22,4012715961,103,3.2,4012715971,231,49.1,4012715953,154,,,,,
2504009381,182,1,1,19,27,cd1ottifbgcfrn6pdrdpwt7z0,1,50.1,50,2023-02-04T17:34:40.476Z,2023-02-04T17:34:42Z,4012716461,141,51.3,4012716465,213,3.1,4012716463,212,10.0,4012716459,140,40.6,4012716457,56,Back,4012716477,189,,4012716467,279,G,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009401,183,1,1,19,29,cd1ottifbgcfrn6pdrdpwt7z0,0,40.6,51.3,2023-02-04T17:34:42.044Z,2023-02-04T17:34:43Z,4012716559,56,Center,4012716567,213,6.1,4012716561,140,67.0,4012716565,212,28.4,4012716599,189,,4012716563,141,41.9,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009443,178,1,1,19,31,vaikl8nl7hdr4y9jj4jyb9ey,1,32.6,46.1,2023-02-04T17:34:44.720Z,2023-02-04T17:34:46Z,4012716785,212,15.2,4012716779,56,Back,4012716787,213,1.6,4012716781,140,32.4,4012716783,141,68.4,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009445,179,49,1,19,33,vaikl8nl7hdr4y9jj4jyb9ey,1,32.4,68.4,2023-02-04T17:34:46.368Z,2023-02-04T17:34:46Z,,,,,,,,,,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009449,180,1,1,19,33,vaikl8nl7hdr4y9jj4jyb9ey,1,32.4,68.4,2023-02-04T17:34:46.656Z,2023-02-04T17:34:47Z,4012716821,56,Back,4012716825,141,38.2,4012716823,140,27.4,4012716827,212,21.2,4012716829,213,4.5,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009473,181,1,1,19,34,vaikl8nl7hdr4y9jj4jyb9ey,1,27.4,38.2,2023-02-04T17:34:47.839Z,2023-02-04T17:34:50Z,4012716933,56,Back,4012716935,140,24.7,4012716937,141,10.1,4012716939,212,19.3,4012716941,213,4.6,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009525,182,1,1,19,37,vaikl8nl7hdr4y9jj4jyb9ey,0,23.2,13.4,2023-02-04T17:34:50.815Z,2023-02-04T17:35:07Z,4012717151,140,38.5,4012717157,213,6.0,4012717155,212,16.8,4012717149,56,Back,4012717153,141,6.4,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009523,184,61,1,19,42,cd1ottifbgcfrn6pdrdpwt7z0,1,73.5,92.4,2023-02-04T17:34:55.804Z,2023-02-04T17:34:55Z,4012717145,56,Left,,,,,,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009577,183,5,1,19,43,vaikl8nl7hdr4y9jj4jyb9ey,1,30.6,-1.3,2023-02-04T17:34:56.587Z,2023-02-04T17:38:53Z,4012717413,347,,4012717441,233,185,4012717411,56,Back,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009529,185,5,1,19,43,cd1ottifbgcfrn6pdrdpwt7z0,0,69.4,101.3,2023-02-04T17:34:56.587Z,2023-02-04T17:35:02Z,4012717179,347,,4012717465,233,183,4012717177,56,Left,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009665,184,1,1,19,55,vaikl8nl7hdr4y9jj4jyb9ey,0,31.4,0,2023-02-04T17:35:08.384Z,2023-02-04T17:35:12Z,4012717973,56,Back,4012717979,212,15.3,4012717977,141,6.5,4012717981,213,0.4,4012717971,107,,4012717975,140,45.0,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009667,186,49,1,19,59,cd1ottifbgcfrn6pdrdpwt7z0,1,33.9,86.2,2023-02-04T17:35:12.812Z,2023-02-04T17:35:12Z,,,,,,,,,,,,,,,,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009705,187,1,1,20,0,cd1ottifbgcfrn6pdrdpwt7z0,1,33.8,85.7,2023-02-04T17:35:13.244Z,2023-02-04T17:35:16Z,4012718185,141,50.6,4012718181,56,Back,4012718183,140,29.3,4012718187,212,24.3,4012718193,213,4.5,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009757,188,1,1,20,2,cd1ottifbgcfrn6pdrdpwt7z0,1,30.8,44.5,2023-02-04T17:35:15.948Z,2023-02-04T17:35:21Z,4012718507,140,35.9,4012718509,141,11.9,4012718513,213,4.9,4012718505,56,Back,4012718511,212,22.8,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009865,189,1,1,20,8,cd1ottifbgcfrn6pdrdpwt7z0,1,25.2,24.1,2023-02-04T17:35:21.133Z,2023-02-04T17:35:29Z,4012719033,212,13.1,4012719027,56,Back,4012719035,213,3.2,4012719029,140,12.7,4012719031,141,23.3,,,,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009873,190,4,1,20,15,cd1ottifbgcfrn6pdrdpwt7z0,1,16.4,18.6,2023-02-04T17:35:28.428Z,2023-02-04T17:35:31Z,4012719073,265,,4012719231,233,185,4012719075,285,,4012719067,13,,4012719071,152,,4012719069,56,Back,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504009897,185,4,1,20,15,vaikl8nl7hdr4y9jj4jyb9ey,0,83.6,81.4,2023-02-04T17:35:28.429Z,2023-02-04T17:35:36Z,4012719279,233,190,4012719193,286,,4012719189,56,Left,4012719563,265,,4012719191,152,,4012719185,13,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010031,191,1,1,20,25,cd1ottifbgcfrn6pdrdpwt7z0,1,16.4,23,2023-02-04T17:35:38.797Z,2023-02-04T17:35:40Z,4012719957,212,45.6,4012719959,213,1.4,4012719953,140,22.3,4012719955,141,89.4,4012719961,1,,4012719977,189,,4012719945,155,,4012719951,56,Back,3qu360b871q8wssodtkeq6oa2,Enith Salón,,4012719943,5,4012719947,196,4012719949,152,,,,,,,,,,,,,,,,,,,,,,
2504010067,192,1,1,20,27,cd1ottifbgcfrn6pdrdpwt7z0,1,22.3,89.4,2023-02-04T17:35:40.860Z,2023-02-04T17:35:42Z,4012720133,56,Back,4012720137,141,73.2,4012720141,213,4.6,4012720139,212,11.1,4012720135,140,20.8,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010131,193,1,1,20,29,cd1ottifbgcfrn6pdrdpwt7z0,1,20.8,73.2,2023-02-04T17:35:42.861Z,2023-02-04T17:35:46Z,4012720331,56,Back,4012720335,141,74.4,4012720333,140,38.2,4012720339,213,0.0,4012720337,212,18.3,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010153,194,1,1,20,33,cd1ottifbgcfrn6pdrdpwt7z0,1,48.6,63.4,2023-02-04T17:35:46.477Z,2023-02-04T17:35:48Z,4012720455,212,19.0,4012720457,213,3.8,4012720451,140,34.1,4012720449,56,Back,4012720453,141,46.7,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010157,195,50,1,20,34,cd1ottifbgcfrn6pdrdpwt7z0,1,37.4,46.2,2023-02-04T17:35:47.182Z,2023-02-04T17:35:50Z,4012720473,56,Back,4012720685,233,186,4012720475,286,,,,,,,,,,,,,,,,,6mzsev0k2iqswrjncctnnawic,Ainhoa Alguacil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010189,186,7,1,20,34,vaikl8nl7hdr4y9jj4jyb9ey,1,62.6,53.8,2023-02-04T17:35:47.183Z,2023-02-04T17:35:50Z,4012720613,56,Center,4012720651,233,195,4012720615,285,,,,,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010195,187,50,1,20,35,vaikl8nl7hdr4y9jj4jyb9ey,1,69.6,59.2,2023-02-04T17:35:48.923Z,2023-02-04T17:35:52Z,4012720811,233,196,4012720647,286,,4012720645,56,Center,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010221,196,7,1,20,35,cd1ottifbgcfrn6pdrdpwt7z0,1,30.4,40.8,2023-02-04T17:35:48.924Z,2023-02-04T17:35:52Z,4012720781,56,Back,4012720795,233,187,4012720783,285,,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010255,197,1,1,20,38,cd1ottifbgcfrn6pdrdpwt7z0,1,24.4,34.8,2023-02-04T17:35:51.949Z,2023-02-04T17:35:54Z,4012720981,213,2.9,4012720975,140,5.1,4012720979,212,20.7,4012720977,141,41.2,4012720973,56,Back,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010325,198,1,1,20,41,cd1ottifbgcfrn6pdrdpwt7z0,0,5.3,39.4,2023-02-04T17:35:54.460Z,2023-02-04T17:36:00Z,4012721303,157,,4012721315,1,,4012721311,212,44.8,4012721313,213,5.8,4012721305,56,Back,4012721307,140,43.2,4012721309,141,9.1,,,,3qu360b871q8wssodtkeq6oa2,Enith Salón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504010335,188,44,1,20,45,vaikl8nl7hdr4y9jj4jyb9ey,1,54.6,85,2023-02-04T17:35:58.191Z,2023-02-04T17:35:59Z,4012721351,56,Left,4012721405,233,199,4012721353,286,,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
