id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/9/value,qualifier/13/value,keyPass,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2518152269,7,7,1,0,14,7mk4va7b2p6tnv2xjxcgjy8h6,1,95.6,5.8,2023-03-11T11:02:57.853Z,2023-03-11T11:03:01Z,4087390129,286,,4087390125,167,,4087390127,56,Right,4087390135,233,4,,,,,,,,,,,,,5q1oexaovibgn83v5kmjfanvu,Ornella Vignola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152257,5,5,1,0,15,b9ecgxh884j2ugjrxwvpym192,1,3.4,101.2,2023-03-11T11:02:58.948Z,2023-03-11T11:03:02Z,4087390187,233,8,4087390083,56,Back,4087390085,347,,,,,,,,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152271,8,5,1,0,15,7mk4va7b2p6tnv2xjxcgjy8h6,0,96.6,-1.2,2023-03-11T11:02:58.948Z,2023-03-11T11:54:23Z,4087390191,233,5,4087390133,347,,4087390131,56,Right,,,,,,,,,,,,,,,,5q1oexaovibgn83v5kmjfanvu,Ornella Vignola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152331,6,1,1,0,23,b9ecgxh884j2ugjrxwvpym192,1,2.9,100,2023-03-11T11:03:07.107Z,2023-03-11T11:03:14Z,4087390461,107,,4087390465,140,21.9,4087390463,56,Back,4087390469,212,20.5,4087390471,213,6.1,4087390467,141,95.0,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152337,7,1,1,0,31,b9ecgxh884j2ugjrxwvpym192,0,16.8,97.1,2023-03-11T11:03:14.771Z,2023-03-11T11:03:17Z,4087390507,141,97.1,4087390597,286,,4087390503,56,Back,4087390505,140,21.3,4087390591,236,,4087390511,213,0,4087390593,233,9,4087390509,212,4.7,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152349,9,74,1,0,31,7mk4va7b2p6tnv2xjxcgjy8h6,1,81.9,2.8,2023-03-11T11:03:14.772Z,2023-03-11T11:58:26Z,4087390617,233,7,4087390575,285,,4087390573,56,Right,,,,,,,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152373,10,1,1,0,38,7mk4va7b2p6tnv2xjxcgjy8h6,0,96.5,2.9,2023-03-11T11:03:21.849Z,2023-03-11T11:58:38Z,4087390715,141,40.6,4087390713,140,97.6,4087390709,155,,4087390717,212,25.7,4087390711,56,Center,4087390707,2,,4087390719,213,1.5,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152369,8,52,1,0,38,b9ecgxh884j2ugjrxwvpym192,1,2.3,57.5,2023-03-11T11:03:21.884Z,2023-03-11T11:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152435,9,80,1,0,53,b9ecgxh884j2ugjrxwvpym192,0,13.6,40.7,2023-03-11T11:03:36.572Z,2023-03-11T11:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152473,10,1,1,0,55,b9ecgxh884j2ugjrxwvpym192,1,19.4,38.9,2023-03-11T11:03:39.437Z,2023-03-11T11:56:07Z,4087391199,140,59.2,4087391207,1,,4087391195,155,,4087391203,212,42.8,4087391205,213,6.1,4087391197,56,Center,4087391201,141,25.6,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152475,11,44,1,0,58,b9ecgxh884j2ugjrxwvpym192,1,66.8,31,2023-03-11T11:03:42.040Z,2023-03-11T11:03:44Z,4087391217,286,,4087391215,56,Center,4087391219,233,11,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152467,11,44,1,0,58,7mk4va7b2p6tnv2xjxcgjy8h6,0,33.2,69,2023-03-11T11:03:42.041Z,2023-03-11T11:03:44Z,4087391159,285,,4087391157,56,Back,4087391237,233,11,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152501,12,1,1,0,59,b9ecgxh884j2ugjrxwvpym192,1,59.2,25.6,2023-03-11T11:03:43.421Z,2023-03-11T11:56:50Z,4087391349,56,Center,4087391351,140,70.7,4087391353,141,40.4,4087391355,212,15.7,4087391347,3,,4087391357,213,0.7,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518171947,318,1,1,1,0,b9ecgxh884j2ugjrxwvpym192,1,63.8,28.8,2023-03-11T11:03:43.476Z,2023-03-11T11:56:38Z,4087487757,140,75.1,4087487755,56,Center,4087487763,213,0.3,4087487761,212,12.4,4087487759,141,33.9,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152833,19,61,1,1,0,b9ecgxh884j2ugjrxwvpym192,0,77.7,50.6,2023-03-11T11:03:44.110Z,2023-03-11T11:56:49Z,4087393295,56,Center,,,,,,,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152527,12,12,1,1,5,7mk4va7b2p6tnv2xjxcgjy8h6,1,19.4,41.6,2023-03-11T11:03:49.176Z,2023-03-11T11:03:56Z,4087391545,167,,4087391529,212,31.5,4087391525,140,0.0,4087391531,213,2.3,4087391523,56,Back,4087391527,141,75.7,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152505,13,43,1,1,7,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-11T11:03:50.509Z,2023-03-11T11:03:56Z,4087391521,144,39,4087391373,22,0,4087391375,18,0,4087391383,252,0,4087391377,56,Center,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152529,13,6,1,1,8,7mk4va7b2p6tnv2xjxcgjy8h6,0,0,71.4,2023-03-11T11:03:52.350Z,2023-03-11T11:51:51Z,4087391535,73,,4087391533,56,Back,4087391699,233,14,,,,,,,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152507,14,6,1,1,8,b9ecgxh884j2ugjrxwvpym192,1,100,28.6,2023-03-11T11:03:52.350Z,2023-03-11T11:04:04Z,4087391395,56,Center,4087391691,233,13,4087391673,75,,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152627,15,1,1,1,31,b9ecgxh884j2ugjrxwvpym192,0,99.5,0.5,2023-03-11T11:04:14.774Z,2023-03-11T11:04:17Z,4087392157,140,93.0,4087392149,6,,4087392163,213,1.8,4087392153,224,,4087392147,2,,4087392155,56,Center,4087392161,212,28.3,4087392151,155,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,4087392159,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152679,14,12,1,1,34,7mk4va7b2p6tnv2xjxcgjy8h6,1,5.8,57.2,2023-03-11T11:04:18.265Z,2023-03-11T11:59:10Z,4087392445,212,38.2,4087392443,141,88.9,4087392447,213,0.6,4087392441,140,35.8,4087392439,56,Back,,,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152683,15,45,1,1,41,7mk4va7b2p6tnv2xjxcgjy8h6,0,29.6,90.4,2023-03-11T11:04:24.717Z,2023-03-11T11:04:28Z,4087392539,233,16,4087392469,56,Back,4087392471,285,,,,,,,,,,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152691,16,3,1,1,41,b9ecgxh884j2ugjrxwvpym192,1,70.4,9.6,2023-03-11T11:04:24.717Z,2023-03-11T11:04:28Z,4087392519,233,15,4087392513,286,,4087392511,56,Right,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152721,17,1,1,1,44,b9ecgxh884j2ugjrxwvpym192,0,86.6,12.5,2023-03-11T11:04:27.862Z,2023-03-11T11:04:31Z,4087392639,155,,4087392641,56,Center,4087392647,212,29.0,4087392643,140,97.8,4087392645,141,51.5,4087392649,213,1.2,4087392637,2,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152735,16,12,1,1,49,7mk4va7b2p6tnv2xjxcgjy8h6,1,1.7,47.6,2023-03-11T11:04:32.665Z,2023-03-11T11:04:34Z,4087392771,167,,4087392729,56,Back,4087392731,140,0.0,4087392737,213,4.4,4087392733,141,35.8,4087392735,212,8.5,,,,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152741,17,6,1,1,49,7mk4va7b2p6tnv2xjxcgjy8h6,0,0.6,42.2,2023-03-11T11:04:32.686Z,2023-03-11T11:51:51Z,4087392761,73,,4087392759,56,Back,4087392787,233,18,,,,,,,,,,,,,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152737,18,6,1,1,49,b9ecgxh884j2ugjrxwvpym192,1,99.4,57.8,2023-03-11T11:04:32.686Z,2023-03-11T11:04:34Z,4087392745,73,,4087392743,56,Center,4087392783,233,17,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152959,20,1,1,2,26,b9ecgxh884j2ugjrxwvpym192,0,99.6,99.2,2023-03-11T11:05:09.847Z,2023-03-11T11:05:12Z,4087393949,6,,4087393957,140,96.8,4087393959,141,56.7,4087393961,212,29.0,4087393951,155,,4087393963,213,4.6,4087393947,2,,4087393955,56,Center,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,4087393953,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518152985,18,12,1,2,29,7mk4va7b2p6tnv2xjxcgjy8h6,1,3.7,45.1,2023-03-11T11:05:13.242Z,2023-03-11T11:05:17Z,4087394097,213,5.6,4087394095,212,40.4,4087394093,141,5.8,4087394089,56,Back,4087394091,140,32.6,4087394099,15,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153023,21,1,1,2,35,b9ecgxh884j2ugjrxwvpym192,1,69,87.5,2023-03-11T11:05:19.009Z,2023-03-11T11:05:24Z,4087394277,56,Back,4087394281,141,68.4,4087394279,140,39.1,4087394287,1,,4087394283,212,34.0,4087394285,213,3.5,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153031,22,1,1,2,40,b9ecgxh884j2ugjrxwvpym192,0,39.4,69,2023-03-11T11:05:23.984Z,2023-03-11T11:56:57Z,4087394331,155,,4087394337,141,61.5,4087394335,140,73.3,4087394333,56,Center,4087394339,212,36.0,4087394341,213,6.1,4087394343,1,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153045,19,61,1,2,43,7mk4va7b2p6tnv2xjxcgjy8h6,1,25.6,39.8,2023-03-11T11:05:27.302Z,2023-03-11T11:05:27Z,4087394415,56,Back,,,,,,,,,,,,,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153049,23,15,1,2,44,b9ecgxh884j2ugjrxwvpym192,1,75.4,40.1,2023-03-11T11:05:27.600Z,2023-03-11T11:07:10Z,4087394433,18,,4087394435,56,Center,4087398053,230,98.9,4087398055,231,50.2,4087394431,22,,4087398051,147,43.7,4087398043,328,,4087398045,458,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,4087398041,215,,4087397563,72,4087398037,102,52.5,4087398049,146,82.5,4087398047,139,4087397567,82,4087398039,103,19,4087398035,76,,,,,,,,,
2518153097,20,12,1,2,47,7mk4va7b2p6tnv2xjxcgjy8h6,1,19.7,34.6,2023-03-11T11:05:30.971Z,2023-03-11T11:05:36Z,4087394729,140,34.7,4087394735,213,1.0,4087394733,212,28.1,4087394731,141,68.8,4087394727,56,Back,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153065,24,1,1,2,47,b9ecgxh884j2ugjrxwvpym192,0,68.1,58.1,2023-03-11T11:05:31.151Z,2023-03-11T11:05:32Z,4087394559,56,Center,4087394561,140,75.7,4087394567,213,5.8,4087394557,3,,4087394565,212,8.8,4087394563,141,52.5,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153099,25,1,1,2,51,b9ecgxh884j2ugjrxwvpym192,0,70.3,32.4,2023-03-11T11:05:35.264Z,2023-03-11T11:05:36Z,4087394743,141,17.9,4087394745,212,13.0,4087394747,213,4.0,4087394741,140,62.2,4087394739,56,Right,4087394737,3,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153101,21,49,1,2,53,7mk4va7b2p6tnv2xjxcgjy8h6,1,38.1,86.5,2023-03-11T11:05:36.524Z,2023-03-11T11:05:37Z,,,,,,,,,,,,,,,,,,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153121,22,1,1,2,53,7mk4va7b2p6tnv2xjxcgjy8h6,0,38.1,86.5,2023-03-11T11:05:37.341Z,2023-03-11T11:05:40Z,4087394867,56,Center,4087394875,213,6.1,4087394873,212,45.8,4087394871,141,76.3,4087394869,140,81.2,4087394877,1,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153125,26,49,1,2,57,b9ecgxh884j2ugjrxwvpym192,1,21.6,28.5,2023-03-11T11:05:41.072Z,2023-03-11T11:05:41Z,,,,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153249,27,1,1,2,57,b9ecgxh884j2ugjrxwvpym192,1,21.6,28.5,2023-03-11T11:05:41.455Z,2023-03-11T11:05:57Z,4087395511,212,22.3,4087395513,213,2.5,4087395509,141,49.4,4087395505,56,Back,4087395507,140,5.2,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153285,28,1,1,3,14,b9ecgxh884j2ugjrxwvpym192,1,19.5,44.2,2023-03-11T11:05:57.568Z,2023-03-11T11:57:02Z,4087395741,212,56.1,4087395745,1,,4087395743,213,0.5,4087395737,140,66.4,4087395739,141,83.8,4087395731,155,,4087395735,56,Left,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153295,29,1,1,3,19,b9ecgxh884j2ugjrxwvpym192,1,66.4,83.8,2023-03-11T11:06:02.576Z,2023-03-11T11:06:04Z,4087395785,141,91.1,4087395783,140,56.9,4087395787,212,11.1,4087395779,3,,4087395781,56,Left,4087395789,213,2.7,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153327,30,1,1,3,20,b9ecgxh884j2ugjrxwvpym192,1,56.9,91.1,2023-03-11T11:06:04.032Z,2023-03-11T11:06:07Z,4087395949,213,6.0,4087395941,56,Left,4087395943,140,65.5,4087395945,141,86.8,4087395947,212,9.5,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153343,31,1,1,3,23,b9ecgxh884j2ugjrxwvpym192,1,65.2,86.6,2023-03-11T11:06:07.384Z,2023-03-11T11:06:10Z,4087396049,56,Center,4087396057,213,4.5,4087396053,141,76.7,4087396055,212,7.0,4087396051,140,63.5,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153383,32,1,1,3,27,b9ecgxh884j2ugjrxwvpym192,1,57.7,66.9,2023-03-11T11:06:10.568Z,2023-03-11T11:06:17Z,4087396307,141,4.3,4087396299,155,,4087396303,56,Right,4087396305,140,96.9,4087396301,196,,4087396311,213,5.5,4087396309,212,59.2,4087396313,1,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518153405,33,1,1,3,33,b9ecgxh884j2ugjrxwvpym192,1,96.9,4,2023-03-11T11:06:17.425Z,2023-03-11T11:06:54Z,4087397447,22,,4087396479,212,31.1,4087396471,155,,4087396473,56,Center,4087396475,140,86.6,4087397443,210,16,4087397445,154,,4087396469,2,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,4087396481,213,1.9,4087396477,141,,,,,,,,,,,,,,,,1,46.9,,,,,,,
2518153407,34,16,1,3,37,b9ecgxh884j2ugjrxwvpym192,1,85.3,54.3,2023-03-11T11:06:20.833Z,2023-03-11T11:06:55Z,4087396637,374,2023-03-11 11:06:19.890,4087396641,375,03:36.414,4087397471,29,,4087397473,154,,4087396489,22,,4087397487,230,99.1,4087397489,231,51.3,4087397477,55,33,awauajziz79qwnek1scaxcmad,S. da Eira,4087397481,102,53.6,4087397485,108,4087397483,103,20.9,4087397467,77,,4087396633,20,4087396493,56,4087396491,17,,,,,,Center,,,,,,
2518153735,23,1,1,4,30,7mk4va7b2p6tnv2xjxcgjy8h6,1,50.1,50,2023-03-11T11:07:13.757Z,2023-03-11T11:07:20Z,4087398317,56,Back,4087398321,141,70.5,4087398467,189,,4087398325,213,2.4,4087398319,140,35.0,4087398323,212,21.1,4087398327,279,G,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
