id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist
2515039679,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-03-04T14:18:48.340Z,2023-03-04T14:21:16Z,4070862859,30,"3qu360b871q8wssodtkeq6oa2, 33t09qpv89b6wo3suzj33meax, 5o5f6l99dzhim5k1jnnmog6hh, 5cpnfg3x95yjy00c6h2g22tp1, w3vjdjxeuaauh8na84fkwhuy, 2me13zmgmf0r0wtsjmxid1zvt, 6mzsev0k2iqswrjncctnnawic, bdaicql6er9antum0eaar9x0q, b9rcv1fsqcwockfpbkl58tl, er6khxd9z3wfjekigs4nxf8q, 4nvfy4deuo9cmsegz492aq2g9, 4omg3eblibhyzx7f4rhhl8el1, 8jvs33mize0fkkihe2zot28k5, 280d6mnvu6kjcebwq4ovv1afo, 7rm6858rwtecoxlt5ud31dmy2, bu6otdhlxkznbdm7v6gq1gq21, 2qh8rg0ekcnh8qjvnnrpc9olx, 1533xkmkmi8rpb6yoa8807xn8, cqzvybjo8i63y1avibzhpvdud, 5w3y2f2ydr2ecq90cdzbn6ns9, 5bx3a7j6m109a4jw82appuhre, a0700ecz96fl1yvj8a6zamql0, cj7jkn7wzeupyvi9c141sl3pw",4070862873,197,3935,4070862861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070862877,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070862865,130,4,4070862871,194,5cpnfg3x95yjy00c6h2g22tp1,4070862863,59,"1, 19, 3, 5, 4, 2, 30, 10, 17, 9, 11, 6, 7, 12, 13, 14, 15, 16, 18, 21, 22, 26, 31",4070862867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515044603,1,34,16,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-03-04T14:27:11.585Z,2023-03-04T15:11:22Z,4070889881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070889869,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070889863,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070889867,130,5,4070889861,30,"7yjvzelaq5iir99b4631uiyg9, dc80qat3wirccbux02od5ogyd, 5ic26p6vixiy9kqtxniuh9zh1, 5ql8n3lw656v4i4wk74cselm1, er041hrvisziwqn5c7fiozxlh, c7phsuwshglgu1nud007agqnd, 3rob14yal0zrzxj2tdpp4sewa, 1au0af90j09ol6827vodhg1k9, aoy956n72pya0cc6bqj5x736x, eno0e1nmkn4ts5yy103k7inzd, yay5mq8trvoxv9mwm4mqzn8q, 8jok7wopda70yus7gj5qwi1nt, 9le3udqhtfsbnlr6py67cj71m, buqygjztmnvmul49w3grzuo5x, 80bmdjixjy34wx3e5fb8re961, 982xo55a6ehu6960fxwr3bfje, cndbae3p3ag0t2qpt22wafo8a, f20f6etew7qc0bgwp7j1bgyne, 42t82kh0hqfa7h92x1ujdz97u, bk7omly5z8mcdy7ehb70yto15",4070889873,194,aoy956n72pya0cc6bqj5x736x,4070889865,59,"13, 20, 23, 31, 34, 3, 6, 12, 17, 8, 24, 1, 4, 10, 14, 16, 19, 21, 22, 35",4070889877,197,4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073221,2,32,1,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-03-04T15:02:21.134Z,2023-03-04T15:02:23Z,4071026877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073201,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-03-04T15:02:21.134Z,2023-03-04T15:02:21Z,4071026751,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073299,3,1,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,49.8,50.1,2023-03-04T15:02:21.234Z,2023-03-04T15:02:24Z,4071027271,56,Back,4071027291,279,S,4071027275,140,32.4,4071027283,212,18.3,4071027279,141,51.8,4071027287,213,3.1,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073381,4,1,1,0,2,cd1ottifbgcfrn6pdrdpwt7z0,1,33.9,48.1,2023-03-04T15:02:24.103Z,2023-03-04T15:02:26Z,4071027705,140,26.7,4071027709,212,11.6,4071027711,213,4.0,4071027703,56,Back,4071027707,141,35.2,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073465,5,1,1,0,5,cd1ottifbgcfrn6pdrdpwt7z0,1,27,36.4,2023-03-04T15:02:26.375Z,2023-03-04T15:02:28Z,4071028139,140,21.5,4071028145,212,20.9,4071028147,213,1.9,4071028143,141,66.0,4071028135,56,Back,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073575,6,1,1,0,7,cd1ottifbgcfrn6pdrdpwt7z0,1,20.7,65.1,2023-03-04T15:02:28.674Z,2023-03-04T15:02:31Z,4071028689,212,8.9,4071028685,140,16.0,4071028691,213,4.1,4071028683,56,Back,4071028687,141,54.2,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073727,7,1,1,0,10,cd1ottifbgcfrn6pdrdpwt7z0,1,14,43.4,2023-03-04T15:02:31.743Z,2023-03-04T15:02:35Z,4071029439,212,15.7,4071029433,56,Back,4071029437,141,20.4,4071029441,213,4.8,4071029435,140,15.0,,,,,,,,,,3qu360b871q8wssodtkeq6oa2,Enith Salón,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073851,8,1,1,0,14,cd1ottifbgcfrn6pdrdpwt7z0,1,22.7,17.1,2023-03-04T15:02:35.643Z,2023-03-04T15:02:39Z,4071030105,141,4.1,4071030109,213,5.4,4071030101,56,Back,4071030107,212,11.2,4071030103,140,29.3,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
