id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,assist
2536895417,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-04-22T08:36:21.472Z,2023-04-22T09:30:32Z,4207628511,130,4,4207628505,30,"3qu360b871q8wssodtkeq6oa2, 33t09qpv89b6wo3suzj33meax, bu6otdhlxkznbdm7v6gq1gq21, 5cpnfg3x95yjy00c6h2g22tp1, w3vjdjxeuaauh8na84fkwhuy, 2me13zmgmf0r0wtsjmxid1zvt, 5w3y2f2ydr2ecq90cdzbn6ns9, bdaicql6er9antum0eaar9x0q, b9rcv1fsqcwockfpbkl58tl, er6khxd9z3wfjekigs4nxf8q, 4nvfy4deuo9cmsegz492aq2g9, 5o5f6l99dzhim5k1jnnmog6hh, 4omg3eblibhyzx7f4rhhl8el1, 7rm6858rwtecoxlt5ud31dmy2, 2qh8rg0ekcnh8qjvnnrpc9olx, 1533xkmkmi8rpb6yoa8807xn8, 5bx3a7j6m109a4jw82appuhre, 6mzsev0k2iqswrjncctnnawic",4207628509,59,"1, 19, 14, 5, 4, 2, 21, 10, 17, 9, 11, 3, 6, 13, 15, 16, 22, 30",4207628515,194,5cpnfg3x95yjy00c6h2g22tp1,4207687109,197,19044,4207628507,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4207628517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207628513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536897127,1,34,16,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-04-22T08:44:34.808Z,2023-04-22T09:26:57Z,4207638527,130,4,4207638525,59,"1, 17, 14, 19, 6, 3, 21, 10, 7, 9, 20, 2, 5, 8, 12, 13, 18, 22, 23, 24, 28",4207638531,194,1lvwjd2sedbk3gs9p2v34cdt5,4207638529,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207686315,197,3933,4207638521,30,"ea2eq21d08asfeqh17vcxpwmi, 5x93ra7unls3fac5gomibwel1, 3mutv27i9xvd3wmbwypdpah62, 14c84da3uglvp8gtjpxospo4q, 2d1defd89f1nrpb0gi6cciwru, bwjqs0orziydksase1flhedt6, 5axvazbhm6wsgpbpgt1gmaj11, 1lvwjd2sedbk3gs9p2v34cdt5, ent3o8sh6zn2mpe7m9p8q1sve, sro6084uxjkm140ylvc5uq51, 5de2lhx1gnd8ks8pmge8plb6d, 36vatxs5tk7alvqedu7vtn88a, etzoltim8ktgsaidhpebhnx79, 8drs7flji0ctdoui0cfyugu3u, 9bzg6jfuapjzhmurucmkiz7fu, 76q3qw1j9n3og4gep5pdedisq, 2t32h7nbjkouc968jbm8cax62, 4gv8ud8pwhynhd4ehmzw2pgmi, 5m8q057u3ek6rjdpmlu98uesq, eb2nuinewhu5gjp2vadk5reac, ey99we6lsli3b9zluzlh1pjx0",4207638523,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207638533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906371,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-04-22T09:29:36.890Z,2023-04-22T09:29:37Z,4207687181,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906373,2,32,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-04-22T09:29:36.890Z,2023-04-22T09:29:39Z,4207687187,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906377,3,1,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,49.7,49.9,2023-04-22T09:29:36.990Z,2023-04-22T09:29:40Z,4207687201,212,19.8,4207687205,279,S,4207687197,140,30.9,4207687199,141,51.9,4207687195,56,Back,4207687203,213,3.1,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906381,4,1,1,0,3,cd1ottifbgcfrn6pdrdpwt7z0,1,30.9,51.9,2023-04-22T09:29:40.623Z,2023-04-22T09:29:43Z,4207687223,213,1.7,4207687217,140,27.7,4207687221,212,23.0,4207687215,56,Back,4207687219,141,85.3,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906383,5,1,1,0,6,cd1ottifbgcfrn6pdrdpwt7z0,1,26.8,89.1,2023-04-22T09:29:43.824Z,2023-04-22T09:29:47Z,4207687231,56,Back,4207687235,141,69.1,4207687239,213,4.4,4207687237,212,14.4,4207687233,140,22.2,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906387,6,1,1,0,10,cd1ottifbgcfrn6pdrdpwt7z0,0,27.2,69.9,2023-04-22T09:29:47.008Z,2023-04-22T09:29:49Z,4207687251,56,Center,4207687257,212,36.6,4207687259,213,6.2,4207687261,1,,4207687255,141,66.1,4207687253,140,62.0,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906393,3,1,1,0,12,9euoni3f3sh08tsplt2gh5dex,1,33.3,33,2023-04-22T09:29:49.758Z,2023-04-22T09:29:51Z,4207687285,212,42.7,4207687289,1,,4207687287,213,6.0,4207687281,140,72.0,4207687283,141,13.8,4207687279,56,Right,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906401,4,49,1,0,14,9euoni3f3sh08tsplt2gh5dex,1,71.9,12.5,2023-04-22T09:29:51.406Z,2023-04-22T09:29:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906413,5,1,1,0,15,9euoni3f3sh08tsplt2gh5dex,1,66.5,12.6,2023-04-22T09:29:52.660Z,2023-04-22T09:29:55Z,4207687347,213,3.2,4207687343,141,9.7,4207687345,212,30.9,4207687339,56,Back,4207687341,140,37.1,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906419,6,1,1,0,18,9euoni3f3sh08tsplt2gh5dex,1,35.8,8.5,2023-04-22T09:29:55.447Z,2023-04-22T09:29:58Z,4207687367,140,26.8,4207687365,56,Back,4207687369,141,33.3,4207687373,213,2.1,4207687371,212,19.3,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906421,7,1,1,0,21,9euoni3f3sh08tsplt2gh5dex,1,27.9,40.7,2023-04-22T09:29:58.629Z,2023-04-22T09:30:02Z,4207687393,212,17.4,4207687395,213,1.5,4207687387,56,Back,4207687389,140,29.0,4207687391,141,66.3,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536906423,8,1,1,0,25,9euoni3f3sh08tsplt2gh5dex,1,30.3,73,2023-04-22T09:30:02.242Z,2023-04-22T09:30:04Z,4207687399,56,Back,4207687407,213,1.3,4207687405,212,11.7,4207687403,141,89.6,4207687401,140,33.2,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
