id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value
2537220805,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-04-22T15:29:45.745Z,2023-04-22T16:23:27Z,4209311315,194,du0eybpvf5vcvtuj074x74jdg,4209311317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209311313,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209311307,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209311305,30,"1bvbnq69gxx0nciovzzf6o8dm, c3plg9ommu3i24xx3nfm6wbxm, q3xvi1pbz5hmr6zw6np6v4yd, 3u9vtcqa5td8weoufpzirruhg, d2at1haixfnekibqj89y4nxed, 8vwiezkux2gxs99ziy7x69fu2, 7dlyawb4x2lr5gjcz5b1y5ivp, 61ho0mi13ewpotj5udjt7mz2s, du0eybpvf5vcvtuj074x74jdg, 2j37sn6v53zhgz2hf1q33gzdg, c1ll2hqt71suy8bgwswpci9uy, beiyf464bpeeezm7jiqh2pzis, 5q1oexaovibgn83v5kmjfanvu, a0g0ldiol9fzw09gk5i9e15w4, 83wqrctlm3zpp10zmx1tjc9ka, 6lruud03b1so5uyjduuthtuj9, du4sd3yhhb3avedd8yzjd6dey, 4ts1xba21nxqu8shbfzcvj27d, cfmly5uuomypp4t0pibgtfazu, epgai2aff40j82jb3gumaehka, 9rk08avs1361jws1ibs5frl04",4209652327,197,12185,4209311309,59,"1, 30, 4, 6, 3, 2, 17, 19, 7, 9, 11, 5, 16, 8, 10, 14, 18, 20, 21, 13, 27",4209311311,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537228203,1,34,16,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-04-22T15:33:42.104Z,2023-04-22T16:26:33Z,4209350877,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209350873,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209350875,194,5sxloac78uf7i1kuscy5qwlw5,4209350865,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209350859,30,"6d7hdegq9cbh7kr8sqvao1qt, antfb8hyo1sn4o68itu4oi904, d5i62fwuf8ohc8fcq3lxboiga, 52mkbnt2oveh76tfrlojocgyd, fge9gic869tnpk4tetnxuv4k, 99ej60g3qy5e1i6v62scse8yx, 1sr39v8ooejvspbdo6fqpckyc, ez9in0ld6mrlrab7bi1kvuhd6, ahmylmsg9wyiax33v6jwuj9qs, avhw3o6tm33ptddzgwfsqod4a, 5sxloac78uf7i1kuscy5qwlw5, 9806puntyqdx2m1gp55p2qbfu, 3rif0qvun4mmll1xf2qzykums, 25b3sxqo1ujqqc2pef3iwqnoq, a6wwf7jl8eis7wvrhhwhdq3f9, 4yoo22f8dgwz2n8fkqzoir8k4, ccvlwuog9vngbz1ni809nc639, aer03dwlu8hpnejk4uufpxisq, 8k3xs4havqvd53pxchucb2vbo, 4nkpo5caqdsdr7vbtfxwj95as",4209652457,197,17819,4209350871,130,17,4209350869,59,"24, 8, 15, 16, 14, 4, 12, 21, 7, 11, 10, 13, 2, 17, 19, 20, 22, 23, 27, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285449,2,32,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-04-22T16:15:16.302Z,2023-04-22T16:15:19Z,4209660331,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285435,2,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-04-22T16:15:16.302Z,2023-04-22T16:15:16Z,4209660259,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285473,3,1,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,50.1,50.1,2023-04-22T16:15:16.402Z,2023-04-22T18:09:35Z,4209660425,56,Back,4209660427,140,37.2,4209660437,279,S,4209660435,213,3.6,4209660431,212,15.2,4209660429,141,39.8,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285521,4,1,1,0,3,e7p3lxg97gac51s71hotzi0a5,1,34.7,40.5,2023-04-22T16:15:19.500Z,2023-04-22T18:09:30Z,4209660689,213,5.0,4209660681,56,Back,4209660685,141,11.5,4209660687,212,20.5,4209660683,140,40.1,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285579,5,1,1,0,5,e7p3lxg97gac51s71hotzi0a5,0,59.9,4,2023-04-22T16:15:22.284Z,2023-04-22T16:15:25Z,4209660909,213,6.1,4209660901,56,Right,4209660907,212,24.6,4209660905,141,0.0,4209660903,140,83.1,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285883,3,5,1,0,8,7mk4va7b2p6tnv2xjxcgjy8h6,1,16.3,101.4,2023-04-22T16:15:25.038Z,2023-04-22T16:34:32Z,4209662335,347,,4209662333,56,Back,4209662351,233,6,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285583,6,5,1,0,8,e7p3lxg97gac51s71hotzi0a5,0,83.7,-1.4,2023-04-22T16:15:25.038Z,2023-04-22T16:15:46Z,4209660921,347,,4209662361,233,3,4209660919,56,Right,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285911,4,1,1,0,29,7mk4va7b2p6tnv2xjxcgjy8h6,1,16.8,100,2023-04-22T16:15:45.803Z,2023-04-22T16:15:49Z,4209662509,56,Back,4209662513,140,26.3,4209662505,107,,4209662517,141,95.4,4209662525,213,5.9,4209662521,212,10.8,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285917,5,1,1,0,33,7mk4va7b2p6tnv2xjxcgjy8h6,1,26.3,95.4,2023-04-22T16:15:49.402Z,2023-04-22T16:15:50Z,4209662565,141,96.9,4209662569,213,3.0,4209662561,56,Back,4209662567,212,6.7,4209662563,140,20.0,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285935,6,1,1,0,34,7mk4va7b2p6tnv2xjxcgjy8h6,0,20,96.9,2023-04-22T16:15:50.771Z,2023-04-22T16:15:52Z,4209662663,212,56.9,4209662667,1,,4209662657,56,Center,4209662659,140,66.3,4209662665,213,5.7,4209662661,141,53.4,4209662655,155,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285941,7,49,1,0,36,e7p3lxg97gac51s71hotzi0a5,1,29.4,40.7,2023-04-22T16:15:53.100Z,2023-04-22T16:15:53Z,,,,,,,,,,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285963,8,1,1,0,37,e7p3lxg97gac51s71hotzi0a5,1,29.4,40.7,2023-04-22T16:15:53.772Z,2023-04-22T16:15:55Z,4209662823,157,,4209662835,141,24.8,4209662839,212,15.1,4209662847,1,,4209662831,140,39.5,4209662829,56,Back,4209662843,213,5.5,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285975,9,1,1,0,39,e7p3lxg97gac51s71hotzi0a5,0,40.3,25.6,2023-04-22T16:15:55.404Z,2023-04-22T16:15:56Z,4209662917,56,Back,4209662921,141,34.2,4209662923,212,6.1,4209662919,140,38.7,4209662925,213,1.9,,,,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285981,7,49,1,0,40,7mk4va7b2p6tnv2xjxcgjy8h6,1,67.6,62.4,2023-04-22T16:15:56.682Z,2023-04-22T16:15:56Z,,,,,,,,,,,,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285989,8,1,1,0,40,7mk4va7b2p6tnv2xjxcgjy8h6,0,67.6,62.4,2023-04-22T16:15:56.891Z,2023-04-22T16:15:57Z,4209662981,56,Center,4209662989,213,4.1,4209662983,140,64.7,4209662985,141,56.1,4209662987,212,5.3,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537285995,10,49,1,0,41,e7p3lxg97gac51s71hotzi0a5,1,34.9,35,2023-04-22T16:15:57.916Z,2023-04-22T16:15:58Z,,,,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286023,11,1,1,0,42,e7p3lxg97gac51s71hotzi0a5,1,34.7,35,2023-04-22T16:15:58.316Z,2023-04-22T16:16:00Z,4209663145,213,2.3,4209663141,141,59.0,4209663137,56,Back,4209663143,212,21.0,4209663139,140,22.1,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286049,12,1,1,0,43,e7p3lxg97gac51s71hotzi0a5,1,21.2,60.8,2023-04-22T16:16:00.204Z,2023-04-22T16:16:02Z,4209663293,213,3.6,4209663285,56,Back,4209663289,141,48.1,4209663287,140,2.5,4209663291,212,21.5,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286101,13,1,1,0,46,e7p3lxg97gac51s71hotzi0a5,1,2.9,48.5,2023-04-22T16:16:02.380Z,2023-04-22T16:16:08Z,4209663573,155,,4209663577,140,18.4,4209663581,212,21.3,4209663583,213,0.7,4209663575,56,Back,4209663579,141,68.7,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286117,14,1,1,0,51,e7p3lxg97gac51s71hotzi0a5,1,23.4,82,2023-04-22T16:16:07.948Z,2023-04-22T16:16:09Z,4209663649,212,18.6,4209663643,56,Back,4209663645,140,31.8,4209663651,213,5.2,4209663647,141,58.0,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286207,15,1,1,0,52,e7p3lxg97gac51s71hotzi0a5,1,31.8,58.8,2023-04-22T16:16:09.131Z,2023-04-22T16:16:16Z,4209664153,213,1.2,4209664149,141,88.9,4209664151,212,21.7,4209664145,56,Back,4209664147,140,38.8,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286209,16,61,1,0,58,e7p3lxg97gac51s71hotzi0a5,0,56.8,90,2023-04-22T16:16:14.579Z,2023-04-22T18:09:40Z,4209664161,56,Left,,,,,,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286201,9,49,1,0,59,7mk4va7b2p6tnv2xjxcgjy8h6,1,32.1,9.7,2023-04-22T16:16:15.530Z,2023-04-22T17:12:08Z,,,,,,,,,,,,,,,,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286253,10,1,1,1,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,32.7,11,2023-04-22T16:16:16.595Z,2023-04-22T17:12:12Z,4209664325,213,1.3,4209664319,140,34.7,4209664323,212,9.5,4209664317,56,Back,4209664321,141,24.6,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286269,11,1,1,1,3,7mk4va7b2p6tnv2xjxcgjy8h6,1,34.7,24.6,2023-04-22T16:16:20.106Z,2023-04-22T16:16:34Z,4209664465,140,7.5,4209664471,213,2.7,4209664469,212,32.0,4209664463,56,Back,4209664467,141,45.8,,,,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286331,12,1,1,1,6,7mk4va7b2p6tnv2xjxcgjy8h6,1,7.5,45.8,2023-04-22T16:16:22.674Z,2023-04-22T16:16:26Z,4209664721,140,23.0,4209664729,1,,4209664719,56,Back,4209664725,212,33.3,4209664723,141,88.6,4209664727,213,1.1,,,,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286381,13,1,1,1,10,7mk4va7b2p6tnv2xjxcgjy8h6,1,24.3,91.2,2023-04-22T16:16:26.411Z,2023-04-22T16:16:29Z,4209664945,213,0.0,4209664947,1,,4209664929,56,Left,4209664931,140,71.3,4209664935,212,49.4,4209664927,155,,4209664933,141,92.6,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286389,14,61,1,1,12,7mk4va7b2p6tnv2xjxcgjy8h6,0,71.3,92.6,2023-04-22T16:16:29.058Z,2023-04-22T16:16:29Z,4209664969,56,Left,,,,,,,,,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286403,15,5,1,1,14,7mk4va7b2p6tnv2xjxcgjy8h6,0,73.4,101.2,2023-04-22T16:16:30.362Z,2023-04-22T16:34:33Z,4209745313,233,17,4209665065,56,Left,4209665067,347,,,,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286527,17,5,1,1,14,e7p3lxg97gac51s71hotzi0a5,1,26.6,-1.2,2023-04-22T16:16:30.362Z,2023-04-22T16:34:33Z,4209665719,347,,4209665715,56,Back,4209745279,233,15,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286547,18,1,1,1,24,e7p3lxg97gac51s71hotzi0a5,1,30.5,0,2023-04-22T16:16:40.636Z,2023-04-22T16:16:42Z,4209665855,212,10.2,4209665857,213,1.6,4209665853,141,12.9,4209665849,56,Back,4209665851,140,29.9,4209665847,107,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286565,19,1,1,1,25,e7p3lxg97gac51s71hotzi0a5,1,29.9,12.9,2023-04-22T16:16:42.123Z,2023-04-22T16:16:43Z,4209665955,213,6.1,4209665953,212,4.7,4209665949,140,34.3,4209665951,141,11.5,4209665947,56,Back,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286589,20,1,1,1,26,e7p3lxg97gac51s71hotzi0a5,1,34.3,11.8,2023-04-22T16:16:43.132Z,2023-04-22T16:16:45Z,4209666097,140,28.5,4209666093,56,Back,4209666101,141,23.6,4209666109,213,2.2,4209666105,212,10.1,,,,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286643,21,1,1,1,29,e7p3lxg97gac51s71hotzi0a5,0,34.5,8.2,2023-04-22T16:16:45.676Z,2023-04-22T16:16:51Z,4209666449,141,25.1,4209666453,213,0.2,4209666455,1,,4209666447,140,93.4,4209666451,212,62.9,4209666445,56,Center,4209666443,155,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286639,16,49,1,1,34,7mk4va7b2p6tnv2xjxcgjy8h6,1,6.6,77.8,2023-04-22T16:16:50.409Z,2023-04-22T16:16:50Z,,,,,,,,,,,,,,,,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286731,17,1,1,1,38,7mk4va7b2p6tnv2xjxcgjy8h6,0,1.7,88,2023-04-22T16:16:54.460Z,2023-04-22T16:16:55Z,4209666799,213,0.0,4209666789,141,88.7,4209666787,140,12.3,4209666783,56,Back,4209666793,212,11.1,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286725,22,49,1,1,38,e7p3lxg97gac51s71hotzi0a5,1,87.6,8.5,2023-04-22T16:16:54.956Z,2023-04-22T16:16:55Z,,,,,,,,,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286811,18,45,1,1,42,7mk4va7b2p6tnv2xjxcgjy8h6,0,9.2,72.6,2023-04-22T16:16:58.940Z,2023-04-22T16:17:01Z,4209667207,56,Back,4209667263,233,23,4209667209,285,,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286809,23,3,1,1,42,e7p3lxg97gac51s71hotzi0a5,1,90.8,27.4,2023-04-22T16:16:58.940Z,2023-04-22T16:17:01Z,4209667201,56,Center,4209667259,233,18,4209667203,286,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286817,24,1,1,1,43,e7p3lxg97gac51s71hotzi0a5,0,92.3,29.6,2023-04-22T16:17:00.188Z,2023-04-22T16:17:03Z,4209667245,212,1.0,4209667241,140,91.8,4209667433,236,,4209667439,286,,4209667247,213,2.1,4209667239,56,Center,4209667243,141,30.8,4209667435,233,19,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537286843,19,74,1,1,43,7mk4va7b2p6tnv2xjxcgjy8h6,1,5.2,64.6,2023-04-22T16:17:00.189Z,2023-04-22T17:04:13Z,4209667477,233,24,4209667393,56,Back,4209667395,285,,,,,,,,,,,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
