id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist
2497754311,173,1,1,14,43,vaikl8nl7hdr4y9jj4jyb9ey,1,44.7,3.2,2023-01-15T15:15:27.083Z,2023-01-15T15:15:28Z,3979943539,141,15.9,3979943541,212,14.2,3979943537,140,55.4,3979943535,56,Right,3979943543,213,0.7,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754369,174,1,1,14,45,vaikl8nl7hdr4y9jj4jyb9ey,1,55.9,16.4,2023-01-15T15:15:28.745Z,2023-01-15T15:15:32Z,3979943805,212,21.4,3979943807,213,2.6,3979943803,141,32.5,3979943799,56,Back,3979943801,140,38.4,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754391,175,1,1,14,48,vaikl8nl7hdr4y9jj4jyb9ey,1,41.5,33.7,2023-01-15T15:15:32.186Z,2023-01-15T15:15:35Z,3979943931,56,Left,3979943939,213,1.0,3979943933,140,63.4,3979943929,155,,3979943941,1,,3979943935,141,89.7,3979943937,212,44.5,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754449,176,1,1,14,51,vaikl8nl7hdr4y9jj4jyb9ey,1,63.4,89.7,2023-01-15T15:15:34.890Z,2023-01-15T15:15:39Z,3979944289,213,6.0,3979944283,140,93.0,3979944291,1,,3979944281,56,Center,3979944285,141,77.3,3979944287,212,32.2,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754467,177,1,1,14,55,vaikl8nl7hdr4y9jj4jyb9ey,0,93,77.3,2023-01-15T15:15:39.225Z,2023-01-15T15:15:40Z,3979944415,140,90.3,3979944421,213,4.5,3979944413,56,Center,3979944417,141,54.6,3979944419,212,15.7,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754545,107,12,1,14,57,djz9e25b9zuiu5rmv1zha3i6f,1,9.1,39.2,2023-01-15T15:15:41.332Z,2023-01-15T15:16:12Z,3979944791,140,0.0,3979944833,167,,3979944789,56,Back,3979944795,212,25.9,3979944793,141,4.2,3979944797,213,4.3,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754875,178,43,1,15,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-15T15:15:43.898Z,2023-01-15T15:16:10Z,3979946579,233,108,3979946537,347,0,3979946827,144,5,3979946535,56,Left,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754549,108,6,1,15,0,djz9e25b9zuiu5rmv1zha3i6f,0,2.5,0,2023-01-15T15:15:44.378Z,2023-01-15T15:19:00Z,3979944809,56,Back,3979946725,233,179,3979946611,73,,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754877,179,6,1,15,0,vaikl8nl7hdr4y9jj4jyb9ey,1,97.5,100,2023-01-15T15:15:44.378Z,2023-01-15T15:16:14Z,3979946677,233,108,3979946549,56,Left,3979946555,73,,,,,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755033,180,1,1,15,31,vaikl8nl7hdr4y9jj4jyb9ey,1,99.5,99.5,2023-01-15T15:16:14.890Z,2023-01-15T15:16:18Z,3979947461,224,,3979947463,56,Center,3979947469,212,41.1,3979947467,141,40.3,3979947473,213,4.5,3979947457,155,,3979947451,2,,3979947477,1,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,3979947465,140,3979947453,6,,,91.5,,,,,,,,,,,,,,,,,,,
2497755039,181,44,1,15,34,vaikl8nl7hdr4y9jj4jyb9ey,1,92.8,42.1,2023-01-15T15:16:18.153Z,2023-01-15T15:38:02Z,3979947497,56,Center,3980061959,233,111,3979947499,286,,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755119,111,44,1,15,34,djz9e25b9zuiu5rmv1zha3i6f,0,7.2,57.9,2023-01-15T15:16:18.154Z,2023-01-15T15:54:53Z,3980061815,285,,3979947909,56,Back,3980061975,233,181,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755059,182,1,1,15,34,vaikl8nl7hdr4y9jj4jyb9ey,0,91.5,40.3,2023-01-15T15:16:18.250Z,2023-01-15T15:17:40Z,3979947609,212,8.0,3979947605,140,95.1,3979947603,56,Center,3979947607,141,50.6,3979947611,213,1.1,3979947601,3,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755067,183,44,1,15,36,vaikl8nl7hdr4y9jj4jyb9ey,1,95.4,49.4,2023-01-15T15:16:19.554Z,2023-01-15T15:52:53Z,3979947647,286,,3979947645,56,Center,3979948133,233,109,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755057,109,44,1,15,36,djz9e25b9zuiu5rmv1zha3i6f,0,4.6,50.6,2023-01-15T15:16:19.555Z,2023-01-15T15:38:08Z,3979947599,285,,3979947597,56,Back,3979947689,233,183,,,,,,,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756733,198,1,1,15,36,vaikl8nl7hdr4y9jj4jyb9ey,0,92.9,56.4,2023-01-15T15:16:19.777Z,2023-01-15T15:37:43Z,3979956633,213,4.8,3979956623,3,,3979956627,140,93.3,3979956631,212,7.9,3979956625,56,Center,3979956629,141,44.8,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755089,110,43,1,15,36,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:16:20.019Z,2023-01-15T15:54:49Z,3979947759,141,56.1,3979947753,3,0,3979947761,212,3.4,3980142443,144,1,3979947763,213,1.0,3979947755,56,Back,3979947757,140,5.9,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756797,121,1,1,15,39,djz9e25b9zuiu5rmv1zha3i6f,1,7.3,51.2,2023-01-15T15:16:23.339Z,2023-01-15T15:54:54Z,3979956949,3,,3979956953,56,Back,3979956959,141,49.4,3979956961,212,3.1,3979956957,140,4.6,3979956963,213,3.5,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755129,112,52,1,15,40,djz9e25b9zuiu5rmv1zha3i6f,1,2.3,50.7,2023-01-15T15:16:23.683Z,2023-01-15T15:16:24Z,,,,,,,,,,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755307,113,1,1,15,45,djz9e25b9zuiu5rmv1zha3i6f,1,7,46.1,2023-01-15T15:16:28.531Z,2023-01-15T15:16:33Z,3979948847,141,80.8,3979948845,140,19.6,3979948841,123,,3979948843,56,Back,3979948849,212,27.1,3979948851,213,1.1,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755375,114,1,1,15,49,djz9e25b9zuiu5rmv1zha3i6f,0,19.8,81.1,2023-01-15T15:16:33.139Z,2023-01-15T15:16:35Z,3979949181,56,Left,3979949191,1,,3979949183,140,66.1,3979949189,213,0.2,3979949187,212,49.4,3979949185,141,93.9,3979949179,155,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755387,184,49,1,15,52,vaikl8nl7hdr4y9jj4jyb9ey,1,29.6,5.2,2023-01-15T15:16:36.170Z,2023-01-15T15:16:36Z,,,,,,,,,,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755463,185,1,1,15,53,vaikl8nl7hdr4y9jj4jyb9ey,1,34.6,14.4,2023-01-15T15:16:37.225Z,2023-01-15T15:16:40Z,3979949595,56,Back,3979949601,141,30.1,3979949603,212,12.1,3979949599,140,40.0,3979949605,213,1.1,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755493,186,1,1,15,57,vaikl8nl7hdr4y9jj4jyb9ey,1,39.2,29.8,2023-01-15T15:16:40.569Z,2023-01-15T15:16:42Z,3979949811,213,1.7,3979949809,212,16.3,3979949807,141,53.6,3979949803,56,Back,3979949805,140,37.7,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755525,187,1,1,15,58,vaikl8nl7hdr4y9jj4jyb9ey,1,35.8,57.8,2023-01-15T15:16:42.393Z,2023-01-15T15:16:44Z,3979949989,213,5.5,3979949983,140,44.5,3979949981,56,Back,3979949985,141,44.6,3979949987,212,12.8,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755569,188,1,1,16,1,vaikl8nl7hdr4y9jj4jyb9ey,1,45.8,48.7,2023-01-15T15:16:44.570Z,2023-01-15T15:16:48Z,3979950255,213,1.8,3979950247,56,Back,3979950253,212,14.3,3979950251,141,69.0,3979950249,140,42.2,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755629,189,1,1,16,4,vaikl8nl7hdr4y9jj4jyb9ey,1,41.9,69.3,2023-01-15T15:16:48.025Z,2023-01-15T15:16:50Z,3979950575,56,Back,3979950583,212,12.0,3979950581,141,52.5,3979950585,213,5.0,3979950579,140,45.4,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755711,190,1,1,16,7,vaikl8nl7hdr4y9jj4jyb9ey,0,46.5,52.7,2023-01-15T15:16:50.634Z,2023-01-15T15:16:55Z,3979951037,213,5.6,3979951035,212,61.0,3979951029,56,Right,3979951039,1,,3979951033,141,0.0,3979951031,140,92.5,3979951027,155,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756155,115,5,1,16,11,djz9e25b9zuiu5rmv1zha3i6f,1,10.3,101.4,2023-01-15T15:16:55.255Z,2023-01-15T15:18:59Z,3979953509,347,,3979953553,233,191,3979953507,56,Back,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755725,191,5,1,16,11,vaikl8nl7hdr4y9jj4jyb9ey,0,89.7,-1.4,2023-01-15T15:16:55.255Z,2023-01-15T15:17:17Z,3979951097,56,Right,3979951099,347,,3979953565,233,115,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756191,116,1,1,16,33,djz9e25b9zuiu5rmv1zha3i6f,1,18.8,100,2023-01-15T15:17:16.915Z,2023-01-15T15:17:19Z,3979953703,107,,3979953709,140,30.0,3979953713,141,95.6,3979953707,56,Back,3979953721,213,6.0,3979953717,212,12.3,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756195,117,61,1,16,35,djz9e25b9zuiu5rmv1zha3i6f,0,30,95.6,2023-01-15T15:17:18.883Z,2023-01-15T15:17:19Z,3979953741,56,Back,,,,,,,,,,,,,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756201,192,49,1,16,36,vaikl8nl7hdr4y9jj4jyb9ey,1,62.6,5.8,2023-01-15T15:17:19.546Z,2023-01-15T15:17:19Z,,,,,,,,,,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756281,118,45,1,16,37,djz9e25b9zuiu5rmv1zha3i6f,0,34.4,88,2023-01-15T15:17:20.489Z,2023-01-15T15:17:31Z,3979954869,233,193,3979954235,56,Back,3979954237,285,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756277,193,3,1,16,37,vaikl8nl7hdr4y9jj4jyb9ey,1,65.6,12,2023-01-15T15:17:20.489Z,2023-01-15T15:17:31Z,3979954849,233,118,3979954207,286,,3979954205,56,Right,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756327,194,1,1,16,40,vaikl8nl7hdr4y9jj4jyb9ey,1,58.2,30,2023-01-15T15:17:23.753Z,2023-01-15T15:17:26Z,3979954471,56,Back,3979954475,141,43.4,3979954477,212,14.9,3979954473,140,47.0,3979954479,213,2.5,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756413,195,1,1,16,43,vaikl8nl7hdr4y9jj4jyb9ey,1,47.7,45.7,2023-01-15T15:17:26.841Z,2023-01-15T15:17:30Z,3979954833,213,4.9,3979954825,56,Right,3979954831,212,27.1,3979954827,140,53.2,3979954829,141,6.8,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756439,196,1,1,16,47,vaikl8nl7hdr4y9jj4jyb9ey,0,53.2,6.8,2023-01-15T15:17:30.537Z,2023-01-15T15:17:33Z,3979954971,141,10.9,3979954967,56,Right,3979954973,212,19.5,3979954975,213,0.1,3979954969,140,71.6,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756529,119,61,1,16,50,djz9e25b9zuiu5rmv1zha3i6f,1,26.5,93,2023-01-15T15:17:33.898Z,2023-01-15T15:27:36Z,3979955483,56,Back,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756571,120,6,1,16,51,djz9e25b9zuiu5rmv1zha3i6f,0,27.4,91,2023-01-15T15:17:35.065Z,2023-01-15T15:19:00Z,3979955715,56,Back,3979955717,73,,3979955791,233,197,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756517,197,6,1,16,51,vaikl8nl7hdr4y9jj4jyb9ey,1,72.6,9,2023-01-15T15:17:35.065Z,2023-01-15T15:17:40Z,3979955433,56,Right,3979955435,75,,3979955743,233,120,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756877,199,1,1,17,13,vaikl8nl7hdr4y9jj4jyb9ey,0,99.7,0.2,2023-01-15T15:17:57.114Z,2023-01-15T15:51:42Z,3979957365,213,1.7,3979957359,140,96.3,3979957367,1,,3979957353,155,,3979957351,6,,3979957349,2,,3979957363,212,32.4,3979957355,223,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,3979957357,56,3979957361,141,47.5,,Center,,,,,,,,,,,,,,,,,,,
2497756955,122,12,1,17,18,djz9e25b9zuiu5rmv1zha3i6f,1,4.7,48.5,2023-01-15T15:18:01.778Z,2023-01-15T15:18:05Z,3979957805,213,4.8,3979957783,140,7.7,3979957793,141,8.6,3979957837,15,,3979957799,212,27.3,3979957761,56,Back,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497757163,123,27,1,17,24,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:18:07.506Z,2023-01-15T15:18:16Z,3979958911,233,200,3979958793,41,Injury,3979958795,53,9742qffzdwiz9y3y7et40863t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497757097,200,27,1,17,24,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-15T15:18:07.506Z,2023-01-15T15:18:15Z,3979958829,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497757781,124,28,1,18,1,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:18:45.299Z,2023-01-15T15:18:48Z,3979962219,233,201,3979961953,55,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497757821,201,28,1,18,1,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-15T15:18:45.299Z,2023-01-15T15:18:47Z,3979962161,55,200,3979962189,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758063,125,68,1,18,19,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:19:02.706Z,2023-01-15T15:19:02Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758087,202,68,1,18,20,vaikl8nl7hdr4y9jj4jyb9ey,0,0,0,2023-01-15T15:19:04.328Z,2023-01-15T15:19:05Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758109,126,52,1,18,21,djz9e25b9zuiu5rmv1zha3i6f,1,15.1,26.5,2023-01-15T15:19:05.170Z,2023-01-15T15:19:05Z,,,,,,,,,,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758169,127,1,1,18,22,djz9e25b9zuiu5rmv1zha3i6f,0,15,26.5,2023-01-15T15:19:05.953Z,2023-01-15T15:19:09Z,3979963981,1,,3979963977,212,43.9,3979963965,199,,3979963975,141,8.8,3979963971,140,55.2,3979963979,213,6.0,3979963969,56,Right,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758181,203,49,1,18,26,vaikl8nl7hdr4y9jj4jyb9ey,1,42.2,73.9,2023-01-15T15:19:09.512Z,2023-01-15T15:19:09Z,,,,,,,,,,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758283,204,1,1,18,27,vaikl8nl7hdr4y9jj4jyb9ey,1,42.2,73.9,2023-01-15T15:19:10.969Z,2023-01-15T15:19:15Z,3979964577,140,45.1,3979964575,56,Back,3979964583,213,5.0,3979964581,212,12.1,3979964579,141,56.7,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758343,205,1,1,18,31,vaikl8nl7hdr4y9jj4jyb9ey,1,47.3,53.3,2023-01-15T15:19:15.304Z,2023-01-15T15:19:17Z,3979964923,213,1.2,3979964911,140,53.0,3979964909,56,Left,3979964917,141,79.1,3979964919,212,18.5,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758379,206,1,1,18,34,vaikl8nl7hdr4y9jj4jyb9ey,1,49,74.2,2023-01-15T15:19:17.817Z,2023-01-15T15:19:20Z,3979965135,56,Back,3979965137,140,45.4,3979965139,141,53.1,3979965141,212,14.8,3979965143,213,4.5,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758425,207,1,1,18,37,vaikl8nl7hdr4y9jj4jyb9ey,1,45.4,53.1,2023-01-15T15:19:20.793Z,2023-01-15T15:19:22Z,3979965351,141,15.5,3979965349,140,58.2,3979965353,212,28.9,3979965347,56,Right,3979965355,213,5.2,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758469,208,1,1,18,38,vaikl8nl7hdr4y9jj4jyb9ey,0,58.2,15.5,2023-01-15T15:19:22.376Z,2023-01-15T15:19:25Z,3979965571,213,6.1,3979965565,140,73.9,3979965563,56,Right,3979965567,141,10.7,3979965569,212,16.8,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758523,128,49,1,18,44,djz9e25b9zuiu5rmv1zha3i6f,1,35.1,94.1,2023-01-15T15:19:28.290Z,2023-01-15T15:53:53Z,,,,,,,,,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758545,129,1,1,18,45,djz9e25b9zuiu5rmv1zha3i6f,1,35,95.4,2023-01-15T15:19:28.578Z,2023-01-15T15:19:29Z,3979965967,212,28.9,3979965965,141,69.1,3979965961,56,Back,3979965963,140,13.4,3979965969,213,3.8,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758561,130,1,1,18,46,djz9e25b9zuiu5rmv1zha3i6f,0,13.4,69.1,2023-01-15T15:19:29.634Z,2023-01-15T15:19:35Z,3979966049,141,97.2,3979966051,212,37.9,3979966045,56,Back,3979966043,157,,3979966047,140,44.6,3979966055,1,,3979966053,213,0.5,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758593,209,1,1,18,46,vaikl8nl7hdr4y9jj4jyb9ey,1,53.8,6.1,2023-01-15T15:19:30.056Z,2023-01-15T15:19:32Z,3979966285,212,17.6,3979966287,213,0.1,3979966279,56,Right,3979966281,140,70.4,3979966277,3,,3979966283,141,9.7,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758597,210,49,1,18,48,vaikl8nl7hdr4y9jj4jyb9ey,1,70.4,9.7,2023-01-15T15:19:32.457Z,2023-01-15T15:19:32Z,,,,,,,,,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758669,211,1,1,18,52,vaikl8nl7hdr4y9jj4jyb9ey,1,70.7,3.8,2023-01-15T15:19:35.464Z,2023-01-15T15:19:37Z,3979966775,213,1.9,3979966767,56,Right,3979966771,141,16.5,3979966773,212,9.3,3979966769,140,67.5,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758677,212,61,1,18,53,vaikl8nl7hdr4y9jj4jyb9ey,0,67.1,22.7,2023-01-15T15:19:36.985Z,2023-01-15T15:19:37Z,3979966809,56,Center,,,,,,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758767,131,1,1,18,55,djz9e25b9zuiu5rmv1zha3i6f,1,27.4,70.9,2023-01-15T15:19:38.882Z,2023-01-15T15:19:53Z,3979967315,56,Back,3979967321,212,7.8,3979967317,140,26.8,3979967319,141,82.3,3979967323,213,1.7,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,
2497759065,134,50,1,18,56,djz9e25b9zuiu5rmv1zha3i6f,1,32.3,81.4,2023-01-15T15:19:40.337Z,2023-01-15T15:20:07Z,3979968881,56,Back,3979969493,285,,3979969489,233,213,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758763,213,7,1,18,56,vaikl8nl7hdr4y9jj4jyb9ey,1,67.7,18.6,2023-01-15T15:19:40.338Z,2023-01-15T15:20:06Z,3979967305,286,,3979967303,56,Right,3979969477,233,134,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758771,132,43,1,18,56,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:19:40.353Z,2023-01-15T15:20:22Z,3979970819,144,61,3979967349,56,Back,,,,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758765,214,49,1,18,58,vaikl8nl7hdr4y9jj4jyb9ey,1,70.6,17.3,2023-01-15T15:19:41.881Z,2023-01-15T15:19:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758811,215,2,1,18,58,vaikl8nl7hdr4y9jj4jyb9ey,1,70.6,17.3,2023-01-15T15:19:41.993Z,2023-01-15T15:19:45Z,3979967585,140,76.7,3979967583,56,Center,3979967589,141,36.1,3979967581,7,79gb1aba3b9e3bht7frq0lqp6,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497758851,133,55,1,18,58,djz9e25b9zuiu5rmv1zha3i6f,1,20.6,63.6,2023-01-15T15:19:41.994Z,2023-01-15T15:19:48Z,,,,,,,,,,,,,,,,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497759265,135,1,1,19,23,djz9e25b9zuiu5rmv1zha3i6f,1,20.6,71.5,2023-01-15T15:20:07.425Z,2023-01-15T15:53:36Z,3979969885,140,33.8,3979969887,141,15.8,3979969879,5,,3979969881,241,,3979969891,213,5.1,3979969883,56,Back,3979969893,1,,3979969889,212,40.3,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
