id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2502165083,8,1,1,0,11,bop6aslxmwvzsapdxsw3xbvfg,1,30.2,31.9,2023-01-29T17:01:05.094Z,2023-01-29T17:01:33Z,4003018637,212,17.9,4003018631,56,Back,4003018639,213,4.5,4003018633,140,26.9,4003018635,141,6.1,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165125,9,1,1,0,15,bop6aslxmwvzsapdxsw3xbvfg,1,27.8,5,2023-01-29T17:01:09.078Z,2023-01-29T17:01:11Z,4003018875,212,14.9,4003018869,56,Back,4003018877,213,2.1,4003018873,141,23.4,4003018871,140,20.1,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165185,10,1,1,0,18,bop6aslxmwvzsapdxsw3xbvfg,1,20.1,23.4,2023-01-29T17:01:11.589Z,2023-01-29T17:47:33Z,4003019165,212,27.7,4003019159,56,Back,4003019167,213,1.4,4003019163,141,63.9,4003019161,140,23.3,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165221,11,1,1,0,22,bop6aslxmwvzsapdxsw3xbvfg,1,27,67.3,2023-01-29T17:01:15.558Z,2023-01-29T17:47:37Z,4003019333,212,27.7,4003019335,213,0.7,4003019327,140,46.5,4003019321,56,Back,4003019331,141,94.8,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165247,12,1,1,0,25,bop6aslxmwvzsapdxsw3xbvfg,1,46.8,94.8,2023-01-29T17:01:18.453Z,2023-01-29T17:01:21Z,4003019543,213,4.0,4003019539,212,10.3,4003019525,56,Back,4003019533,141,83.0,4003019529,140,40.6,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165291,13,1,1,0,27,bop6aslxmwvzsapdxsw3xbvfg,1,40.7,81.4,2023-01-29T17:01:20.934Z,2023-01-29T17:01:24Z,4003019787,56,Center,4003019801,213,6.0,4003019793,141,72.7,4003019789,140,61.6,4003019797,212,22.7,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165315,14,1,1,0,30,bop6aslxmwvzsapdxsw3xbvfg,1,61.6,72.7,2023-01-29T17:01:24.101Z,2023-01-29T17:01:26Z,4003019937,141,92.0,4003019933,56,Left,4003019935,140,73.0,4003019939,212,17.8,4003019941,213,0.8,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165321,15,1,1,0,32,bop6aslxmwvzsapdxsw3xbvfg,0,73,92,2023-01-29T17:01:25.646Z,2023-01-29T17:47:45Z,4003019971,141,76.3,4003019969,140,87.4,4003019975,213,5.7,4003019973,212,18.5,4003019967,56,Center,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165317,3,12,1,0,32,9ouh98eyf6u69lbxc13mllm7f,1,13.6,31.5,2023-01-29T17:01:25.949Z,2023-01-29T17:01:27Z,4003019949,141,0.0,4003019945,56,Back,4003019953,213,4.8,4003019947,140,15.8,4003019993,167,,4003019951,212,22.9,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165325,4,5,1,0,33,9ouh98eyf6u69lbxc13mllm7f,0,14.5,-1.7,2023-01-29T17:01:26.967Z,2023-01-29T17:01:34Z,4003019991,347,,4003019989,56,Back,4003020461,233,16,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165399,16,5,1,0,33,bop6aslxmwvzsapdxsw3xbvfg,1,85.5,101.7,2023-01-29T17:01:26.967Z,2023-01-29T17:54:50Z,4003020443,233,4,4003020407,347,,4003020405,56,Left,,,,,,,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165447,17,1,1,0,42,bop6aslxmwvzsapdxsw3xbvfg,1,85.5,100,2023-01-29T17:01:36.038Z,2023-01-29T17:01:38Z,4003020631,213,3.7,4003020621,107,,4003020627,141,89.0,4003020629,212,16.1,4003020625,140,72.2,4003020623,56,Left,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165453,18,1,1,0,44,bop6aslxmwvzsapdxsw3xbvfg,1,72.2,89,2023-01-29T17:01:37.926Z,2023-01-29T17:01:38Z,4003020657,56,Left,4003020659,140,81.9,4003020667,213,6.1,4003020663,212,10.3,4003020661,141,86.8,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165499,19,1,1,0,45,bop6aslxmwvzsapdxsw3xbvfg,1,81.9,86.8,2023-01-29T17:01:38.710Z,2023-01-29T17:01:41Z,4003020909,140,79.3,4003020911,141,97.1,4003020913,212,7.5,4003020915,213,1.9,4003020907,56,Left,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165525,20,1,1,0,48,bop6aslxmwvzsapdxsw3xbvfg,1,76.9,93,2023-01-29T17:01:41.318Z,2023-01-29T17:01:43Z,4003021065,213,5.3,4003021055,140,85.9,4003021057,141,73.8,4003021053,56,Center,4003021061,212,16.1,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165539,21,61,1,0,50,bop6aslxmwvzsapdxsw3xbvfg,1,85.9,73.8,2023-01-29T17:01:43.280Z,2023-01-29T17:01:43Z,4003021135,56,Center,,,,,,,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165575,5,1,1,0,51,9ouh98eyf6u69lbxc13mllm7f,1,13.5,50.1,2023-01-29T17:01:44.429Z,2023-01-29T17:01:46Z,4003021301,140,34.4,4003021299,56,Back,4003021303,141,28.0,4003021307,213,5.7,4003021305,212,26.6,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165581,6,61,1,0,52,9ouh98eyf6u69lbxc13mllm7f,0,34.4,28,2023-01-29T17:01:45.653Z,2023-01-29T17:55:16Z,4003021333,56,Back,,,,,,,,,,,,,,,,,,,,,,4wq471cuusdudbev0bhruq4bu,A. Zaremba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165569,22,8,1,0,53,bop6aslxmwvzsapdxsw3xbvfg,1,66.8,72.9,2023-01-29T17:01:46.327Z,2023-01-29T17:01:46Z,4003021259,56,Center,,,,,,,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165739,23,1,1,0,59,bop6aslxmwvzsapdxsw3xbvfg,1,94.7,77.1,2023-01-29T17:01:52.517Z,2023-01-29T17:49:20Z,4003022161,212,22.9,4003026709,210,13,4003022151,2,,4003026711,154,,4003022157,140,98.6,4003022163,213,4.9,4003022159,141,43.9,4003022153,155,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,1,4003022155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166415,26,13,1,1,0,bop6aslxmwvzsapdxsw3xbvfg,1,97.8,46.4,2023-01-29T17:01:54.029Z,2023-01-29T17:49:20Z,4003214047,85,,4003026743,103,58.3,4003026749,230,99.4,4003026741,102,46.4,4003025659,16,,4003026733,29,,4003026213,15,,4003025657,22,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,4003026745,214,,4003026737,55,23,4003025661,56,Center,4003026217,328,4003026751,231,49.5,4003026735,154,,,,,,,,,,,,,,,
2502165709,7,5,1,1,1,9ouh98eyf6u69lbxc13mllm7f,1,-0.6,55,2023-01-29T17:01:54.106Z,2023-01-29T17:54:51Z,4003022007,346,,4003022005,56,Back,4003225429,233,552,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502202309,552,5,1,1,1,bop6aslxmwvzsapdxsw3xbvfg,0,100.6,45,2023-01-29T17:01:54.106Z,2023-01-29T17:52:14Z,4003225449,233,7,4003215107,56,Center,4003215109,346,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165743,24,43,1,1,2,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-01-29T17:01:55.702Z,2023-01-29T17:01:59Z,4003022183,60,0,4003022185,56,Center,4003022335,144,38,4003022181,22,0,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165983,8,1,1,1,25,9ouh98eyf6u69lbxc13mllm7f,0,3.9,56.9,2023-01-29T17:02:18.253Z,2023-01-29T17:02:20Z,4003023525,213,0.4,4003023523,212,46.1,4003023515,124,,4003023519,140,43.7,4003023527,1,,4003023517,56,Back,4003023531,74,,4003023521,141,85.4,8jok7wopda70yus7gj5qwi1nt,Noelia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502202673,554,44,1,1,26,bop6aslxmwvzsapdxsw3xbvfg,1,56.6,15.7,2023-01-29T17:02:19.106Z,2023-01-29T17:49:50Z,4003216899,56,Right,4003216901,286,,4003216905,233,9,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502165989,9,44,1,1,26,9ouh98eyf6u69lbxc13mllm7f,0,43.4,84.3,2023-01-29T17:02:19.107Z,2023-01-29T17:49:50Z,4003023561,285,,4003216925,233,554,4003023559,56,Back,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502202923,555,1,1,1,27,bop6aslxmwvzsapdxsw3xbvfg,0,58.3,17.1,2023-01-29T17:02:20.106Z,2023-01-29T17:58:10Z,4003218271,56,Center,4003218279,213,0.3,4003218277,212,20.2,4003218273,140,76.7,4003218275,141,25.6,4003218269,3,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166067,10,1,1,1,30,9ouh98eyf6u69lbxc13mllm7f,1,22.4,67.3,2023-01-29T17:02:23.404Z,2023-01-29T17:02:27Z,4003023887,3,,4003023899,213,1.9,4003023895,141,82.9,4003023893,140,19.4,4003023891,56,Back,4003023897,212,11.1,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166079,11,1,1,1,33,9ouh98eyf6u69lbxc13mllm7f,0,23.2,84.8,2023-01-29T17:02:26.909Z,2023-01-29T17:02:28Z,4003023953,56,Back,4003023959,141,80.5,4003023963,213,6.2,4003023949,155,,4003023961,212,26.7,4003023957,140,48.5,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502202933,556,8,1,1,34,bop6aslxmwvzsapdxsw3xbvfg,1,55.9,30.7,2023-01-29T17:02:27.106Z,2023-01-29T17:50:12Z,4003218321,56,Center,,,,,,,,,,,,,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502203207,557,1,1,1,35,bop6aslxmwvzsapdxsw3xbvfg,0,72.4,15.6,2023-01-29T17:02:28.106Z,2023-01-29T18:01:45Z,4003219791,213,2.9,4003219789,212,13.8,4003219783,56,Center,4003219785,140,59.8,4003219787,141,21.2,4003219781,3,,,,,,,,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166183,12,1,1,1,39,9ouh98eyf6u69lbxc13mllm7f,0,43.3,77.6,2023-01-29T17:02:32.957Z,2023-01-29T17:50:35Z,4003024461,212,6.2,4003024463,213,4.8,4003024459,141,68.5,4003024455,56,Back,4003024457,140,44.0,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502203263,558,61,1,1,40,bop6aslxmwvzsapdxsw3xbvfg,1,59.4,31,2023-01-29T17:02:33.106Z,2023-01-29T17:50:39Z,4003220107,56,Center,,,,,,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166187,13,50,1,1,40,9ouh98eyf6u69lbxc13mllm7f,1,43.7,66.4,2023-01-29T17:02:34.105Z,2023-01-29T17:50:56Z,4003024499,286,,4003221223,233,559,4003024497,56,Back,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502203449,559,7,1,1,41,bop6aslxmwvzsapdxsw3xbvfg,1,56.3,33.6,2023-01-29T17:02:34.106Z,2023-01-29T17:50:56Z,4003221171,285,,4003221169,56,Center,4003221201,233,13,,,,,,,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502203641,560,49,1,1,43,bop6aslxmwvzsapdxsw3xbvfg,1,63.6,34,2023-01-29T17:02:36.106Z,2023-01-29T17:51:15Z,,,,,,,,,,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502203777,561,1,1,1,44,bop6aslxmwvzsapdxsw3xbvfg,1,64.3,33.9,2023-01-29T17:02:37.106Z,2023-01-29T17:51:30Z,4003222945,141,14.3,4003222951,213,5.8,4003222941,140,91.0,4003222935,56,Right,4003222947,212,31.0,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502204581,278,45,1,1,49,9ouh98eyf6u69lbxc13mllm7f,0,7.8,93,2023-01-29T17:02:42.106Z,2023-01-29T17:52:40Z,4003226951,285,,4003227021,233,562,4003226949,56,Back,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502203893,562,3,1,1,49,bop6aslxmwvzsapdxsw3xbvfg,1,92.2,7,2023-01-29T17:02:42.106Z,2023-01-29T17:52:40Z,4003223587,56,Right,4003223589,286,,4003226999,233,278,,,,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166271,14,61,1,1,50,9ouh98eyf6u69lbxc13mllm7f,0,9.4,92,2023-01-29T17:02:43.532Z,2023-01-29T17:02:43Z,4003024921,56,Back,,,,,,,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166301,15,12,1,1,53,9ouh98eyf6u69lbxc13mllm7f,1,4.4,82.2,2023-01-29T17:02:46.636Z,2023-01-29T17:53:26Z,4003227467,167,,4003025107,212,12.6,4003025101,56,Back,4003025109,213,1.6,4003025103,140,4.3,4003025105,141,100.0,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166305,16,43,1,1,54,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-01-29T17:02:47.342Z,2023-01-29T17:03:19Z,4003027131,144,6,4003025125,73,0,4003025123,56,Back,,,,,,,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166543,17,5,1,1,55,9ouh98eyf6u69lbxc13mllm7f,0,6.8,101.4,2023-01-29T17:02:48.215Z,2023-01-29T17:54:51Z,4003228771,233,25,4003026359,56,Back,4003026361,347,,,,,,,,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166411,25,5,1,1,55,bop6aslxmwvzsapdxsw3xbvfg,1,93.2,-1.4,2023-01-29T17:02:48.215Z,2023-01-29T17:53:22Z,4003025641,347,,4003025639,56,Right,4003228759,233,17,,,,,,,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502208663,564,1,1,2,15,bop6aslxmwvzsapdxsw3xbvfg,0,86.9,0,2023-01-29T17:03:08.106Z,2023-01-29T18:01:12Z,4003248109,213,2.1,4003248105,141,23.1,4003248107,212,18.1,4003248103,140,78.5,4003248101,56,Center,4003248099,107,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502208801,565,43,1,2,16,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-01-29T17:03:09.106Z,2023-01-29T18:01:04Z,4003250329,144,61,4003248771,56,Right,,,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209043,279,3,1,2,17,9ouh98eyf6u69lbxc13mllm7f,1,27.1,78.3,2023-01-29T17:03:10.106Z,2023-01-29T18:00:58Z,4003250073,56,Back,4003250085,233,566,4003250075,285,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
