id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId
2502073265,9,1,1,0,18,cd1ottifbgcfrn6pdrdpwt7z0,0,40.8,95.7,2023-01-29T15:01:57.754Z,2023-01-29T15:02:02Z,4002532793,56,Left,4002532795,140,80.3,4002532799,212,41.5,4002532801,213,6.2,4002532817,1,,4002532797,141,92.1,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073291,3,12,1,0,22,e7p3lxg97gac51s71hotzi0a5,1,15.6,20.9,2023-01-29T15:02:02.145Z,2023-01-29T15:31:13Z,4002532927,212,15.0,4002532921,56,Back,4002532929,213,4.5,4002532925,141,0.0,4002532959,167,,4002532923,140,13.1,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073297,4,5,1,0,23,e7p3lxg97gac51s71hotzi0a5,0,15.2,-1.4,2023-01-29T15:02:02.525Z,2023-01-29T15:57:37Z,4002532939,56,Back,4002533889,233,10,4002532943,347,,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073469,10,5,1,0,23,cd1ottifbgcfrn6pdrdpwt7z0,1,84.8,101.4,2023-01-29T15:02:02.525Z,2023-01-29T15:02:16Z,4002533835,56,Left,4002533837,347,,4002533863,233,4,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073541,11,1,1,0,36,cd1ottifbgcfrn6pdrdpwt7z0,1,82.1,100,2023-01-29T15:02:15.830Z,2023-01-29T15:02:20Z,4002534209,212,12.6,4002534205,140,77.4,4002534203,56,Left,4002534207,141,84.2,4002534201,107,,4002534211,213,4.3,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073565,12,1,1,0,40,cd1ottifbgcfrn6pdrdpwt7z0,1,77.8,92.6,2023-01-29T15:02:20.194Z,2023-01-29T15:02:22Z,4002534353,212,6.6,4002534333,56,Left,4002534359,213,3.0,4002534341,140,71.6,4002534347,141,93.9,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073605,13,1,1,0,42,cd1ottifbgcfrn6pdrdpwt7z0,1,68.7,95.4,2023-01-29T15:02:21.943Z,2023-01-29T15:02:24Z,4002534535,141,50.9,4002534539,213,4.9,4002534529,155,,4002534533,140,74.1,4002534531,56,Center,4002534537,212,30.8,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502073655,14,1,1,0,45,cd1ottifbgcfrn6pdrdpwt7z0,1,74.1,50.9,2023-01-29T15:02:24.830Z,2023-01-29T15:04:28Z,4002544405,154,,4002534823,213,0.3,4002534817,140,89.8,4002544403,210,16,4002534813,3,,4002544407,22,,4002534821,212,17.2,4002534815,56,Center,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,1,4002534819,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,
2502073657,15,16,1,0,47,cd1ottifbgcfrn6pdrdpwt7z0,1,90.1,58.1,2023-01-29T15:02:27.160Z,2023-01-29T15:04:28Z,4002535901,72,,4002535905,374,2023-01-29 15:02:26.454,4002539225,80,,4002539233,328,,4002534831,17,,4002544475,154,,4002534833,56,Center,4002539231,214,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,4002544473,29,,4002534829,22,4002539237,230,98.2,4002539239,231,51.6,4002539227,102,46.9,4002544477,55,14,4002535909,375,00:47.220,4002539229,103,11.4,,,,
2502074377,5,1,1,1,33,e7p3lxg97gac51s71hotzi0a5,1,49.9,50.4,2023-01-29T15:03:12.739Z,2023-01-29T15:03:13Z,4002538721,212,14.7,4002538713,140,35.9,4002538709,56,Back,4002538717,141,49.7,4002538729,279,G,4002538725,213,3.2,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074395,6,1,1,1,34,e7p3lxg97gac51s71hotzi0a5,1,35.2,49,2023-01-29T15:03:13.635Z,2023-01-29T15:03:15Z,4002538805,141,64.3,4002538795,56,Back,4002538799,140,24.8,4002538815,213,2.4,4002538811,212,15.1,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074435,7,1,1,1,35,e7p3lxg97gac51s71hotzi0a5,1,24.8,64.5,2023-01-29T15:03:15.155Z,2023-01-29T15:03:17Z,4002539057,56,Left,4002539065,213,0.4,4002539063,212,46.7,4002539067,1,,4002539055,155,,4002539061,141,92.6,4002539059,140,65.4,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074453,8,1,1,1,38,e7p3lxg97gac51s71hotzi0a5,0,64.4,92.1,2023-01-29T15:03:17.396Z,2023-01-29T15:03:20Z,4002539175,212,27.4,4002539169,56,Back,4002539171,140,38.4,4002539177,213,3.0,4002539173,141,96.0,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074689,17,50,1,1,45,cd1ottifbgcfrn6pdrdpwt7z0,1,66.9,3,2023-01-29T15:03:24.657Z,2023-01-29T15:03:34Z,4002540479,233,9,4002540431,56,Right,4002540435,286,,,,,,,,,,,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074541,9,7,1,1,45,e7p3lxg97gac51s71hotzi0a5,0,33.1,97,2023-01-29T15:03:24.658Z,2023-01-29T15:03:34Z,4002539675,56,Back,4002540443,233,17,4002539923,285,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074613,10,5,1,1,45,e7p3lxg97gac51s71hotzi0a5,0,31.6,101.6,2023-01-29T15:03:24.778Z,2023-01-29T15:57:37Z,4002541513,233,16,4002540085,56,Back,4002540087,347,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074571,16,5,1,1,45,cd1ottifbgcfrn6pdrdpwt7z0,1,68.4,-1.6,2023-01-29T15:03:24.778Z,2023-01-29T15:03:47Z,4002539829,56,Right,4002541503,233,10,4002539831,347,,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074837,18,1,1,1,57,cd1ottifbgcfrn6pdrdpwt7z0,1,67.1,0,2023-01-29T15:03:36.535Z,2023-01-29T16:02:13Z,4002541131,212,17.2,4002541127,140,70.5,4002542483,210,13,4002543785,107,,4002541129,141,23.1,4002541133,213,1.4,4002541125,56,Center,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2502074841,19,13,1,2,0,cd1ottifbgcfrn6pdrdpwt7z0,1,70.9,25.5,2023-01-29T15:03:39.733Z,2023-01-29T15:27:54Z,4002541145,18,,4002542491,77,,4002542507,231,48.7,4002542503,215,,4002541675,72,,4002542495,55,18,4002541143,22,,4002542501,103,56.9,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,4002542493,29,,4002542505,230,4002541147,56,Center,4002542499,102,67.4,,,,,,,,,,,,,,98.6,,
2502074785,11,5,1,2,0,e7p3lxg97gac51s71hotzi0a5,1,-1.2,38.8,2023-01-29T15:03:40.058Z,2023-01-29T15:27:53Z,4002540905,346,,4002541255,233,20,4002540903,56,Back,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502074861,20,5,1,2,0,cd1ottifbgcfrn6pdrdpwt7z0,0,101.2,61.2,2023-01-29T15:03:40.058Z,2023-01-29T15:57:37Z,4002541285,233,11,4002541247,56,Center,4002541249,346,,,,,,,,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075043,12,1,1,2,18,e7p3lxg97gac51s71hotzi0a5,1,4.6,54.6,2023-01-29T15:03:58.097Z,2023-01-29T15:04:00Z,4002542347,212,18.2,4002542341,56,Back,4002542345,141,27.9,4002542349,213,4.7,4002542339,124,,4002542353,237,,4002542343,140,5.1,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075095,13,1,1,2,21,e7p3lxg97gac51s71hotzi0a5,1,5.4,27.9,2023-01-29T15:04:00.257Z,2023-01-29T15:04:04Z,4002542691,141,4.7,4002542695,213,5.0,4002542687,56,Back,4002542689,140,9.9,4002542693,212,16.5,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075119,14,1,1,2,25,e7p3lxg97gac51s71hotzi0a5,0,15.8,19.7,2023-01-29T15:04:04.881Z,2023-01-29T15:04:09Z,4002542857,141,26.7,4002542861,212,26.1,4002542855,140,40.2,4002542853,56,Back,4002542863,213,0.2,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075157,21,8,1,2,31,cd1ottifbgcfrn6pdrdpwt7z0,1,62.5,74.5,2023-01-29T15:04:10.842Z,2023-01-29T15:04:10Z,4002543111,56,Center,,,,,,,,,,,,,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075173,15,5,1,2,32,e7p3lxg97gac51s71hotzi0a5,1,-1,23.1,2023-01-29T15:04:12.178Z,2023-01-29T15:04:13Z,4002543187,56,Back,4002543189,346,,4002543281,233,22,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075183,22,5,1,2,32,cd1ottifbgcfrn6pdrdpwt7z0,0,101,76.9,2023-01-29T15:04:12.178Z,2023-01-29T15:57:37Z,4002543231,346,,4002543299,233,15,4002543229,56,Center,,,,,,,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075405,16,1,1,2,47,e7p3lxg97gac51s71hotzi0a5,1,5,53.9,2023-01-29T15:04:26.912Z,2023-01-29T15:04:29Z,4002544567,141,75.9,4002544575,237,,4002544561,124,,4002544569,212,15.4,4002544565,140,8.4,4002544571,213,1.3,4002544563,56,Back,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075435,17,1,1,2,50,e7p3lxg97gac51s71hotzi0a5,1,9.3,79.7,2023-01-29T15:04:29.584Z,2023-01-29T15:04:31Z,4002544761,56,Back,4002544767,212,20.5,4002544763,140,25.3,4002544771,213,0.6,4002544765,141,96.9,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075477,18,1,1,2,52,e7p3lxg97gac51s71hotzi0a5,1,25.2,96.9,2023-01-29T15:04:31.951Z,2023-01-29T15:04:34Z,4002544993,56,Back,4002545001,213,0.1,4002544999,212,11.5,4002544995,140,36.1,4002544997,141,97.8,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075489,19,50,1,2,56,e7p3lxg97gac51s71hotzi0a5,1,34.5,95.8,2023-01-29T15:04:35.600Z,2023-01-29T15:04:38Z,4002545251,233,23,4002545075,286,,4002545073,56,Back,,,,,,,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075513,23,7,1,2,56,cd1ottifbgcfrn6pdrdpwt7z0,0,65.5,4.2,2023-01-29T15:04:35.601Z,2023-01-29T15:04:38Z,4002545213,233,19,4002545191,56,Right,4002545193,285,,,,,,,,,,,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075575,20,1,1,2,59,e7p3lxg97gac51s71hotzi0a5,1,29.4,76.6,2023-01-29T15:04:38.351Z,2023-01-29T15:04:42Z,4002545547,1,,4002545537,141,30.3,4002545541,212,35.0,4002545531,56,Back,4002545533,140,14.8,4002545543,213,4.3,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075609,21,1,1,3,3,e7p3lxg97gac51s71hotzi0a5,1,14,27.9,2023-01-29T15:04:42.944Z,2023-01-29T15:04:46Z,4002545733,213,0.2,4002545729,141,35.2,4002545725,56,Back,4002545723,157,,4002545735,1,,4002545727,140,38.9,4002545731,212,26.6,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075613,22,61,1,3,7,e7p3lxg97gac51s71hotzi0a5,0,38.9,36,2023-01-29T15:04:46.303Z,2023-01-29T15:04:46Z,4002545751,56,Back,,,,,,,,,,,,,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075643,24,49,1,3,8,cd1ottifbgcfrn6pdrdpwt7z0,1,64.7,68.5,2023-01-29T15:04:48.181Z,2023-01-29T15:04:48Z,,,,,,,,,,,,,,,,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075723,25,1,1,3,9,cd1ottifbgcfrn6pdrdpwt7z0,1,64.2,70.2,2023-01-29T15:04:48.778Z,2023-01-29T15:04:53Z,4002546303,141,81.4,4002546299,56,Back,4002546305,212,35.2,4002546309,1,,4002546301,140,31.5,4002546307,213,2.9,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075731,26,1,1,3,13,cd1ottifbgcfrn6pdrdpwt7z0,0,28.8,94.8,2023-01-29T15:04:52.931Z,2023-01-29T15:04:55Z,4002546333,140,30.1,4002546329,155,,4002546339,213,0.1,4002546335,141,95.0,4002546503,236,,4002546337,212,1.4,4002546509,286,,4002546505,233,23,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,4002546331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2502075761,23,74,1,3,13,e7p3lxg97gac51s71hotzi0a5,1,57.9,8.9,2023-01-29T15:04:52.932Z,2023-01-29T15:10:44Z,4002546465,285,,4002546461,56,Right,4002546547,233,26,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502075771,24,5,1,3,14,e7p3lxg97gac51s71hotzi0a5,0,64,-1.2,2023-01-29T15:04:53.760Z,2023-01-29T15:57:38Z,4002546517,347,,4002547845,233,27,4002546513,56,Right,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076005,27,5,1,3,14,cd1ottifbgcfrn6pdrdpwt7z0,1,36,101.2,2023-01-29T15:04:53.760Z,2023-01-29T15:05:14Z,4002547813,347,,4002547811,56,Back,4002547827,233,24,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076033,28,1,1,3,34,cd1ottifbgcfrn6pdrdpwt7z0,0,27.1,100,2023-01-29T15:05:14.070Z,2023-01-29T15:05:16Z,4002548001,141,90.5,4002547997,56,Back,4002548005,213,5.9,4002547999,140,45.6,4002547995,107,,4002548003,212,20.8,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076065,25,61,1,3,39,e7p3lxg97gac51s71hotzi0a5,1,52.3,7.9,2023-01-29T15:05:18.506Z,2023-01-29T15:05:18Z,4002548171,56,Right,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076119,29,1,1,3,39,cd1ottifbgcfrn6pdrdpwt7z0,1,59.1,85.1,2023-01-29T15:05:19.013Z,2023-01-29T15:05:23Z,4002548481,141,95.3,4002548485,213,0.3,4002548473,56,Left,4002548477,140,83.0,4002548483,212,26.0,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076121,30,1,1,3,43,cd1ottifbgcfrn6pdrdpwt7z0,0,91.8,71.2,2023-01-29T15:05:23.129Z,2023-01-29T15:05:24Z,4002548493,56,Center,4002548547,236,,4002548495,140,91.0,4002548499,212,2.1,4002548553,286,,4002548549,233,26,4002548497,141,68.4,4002548501,213,4.3,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076127,26,74,1,3,43,e7p3lxg97gac51s71hotzi0a5,1,11.8,28.6,2023-01-29T15:05:23.130Z,2023-01-29T15:10:44Z,4002548527,56,Back,4002548529,285,,4002548615,233,30,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076165,27,6,1,3,44,e7p3lxg97gac51s71hotzi0a5,0,10.4,30.1,2023-01-29T15:05:24.233Z,2023-01-29T15:10:36Z,4002548707,73,,4002548739,233,31,4002548705,56,Back,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076147,31,6,1,3,44,cd1ottifbgcfrn6pdrdpwt7z0,1,89.6,69.9,2023-01-29T15:05:24.233Z,2023-01-29T15:05:26Z,4002548727,233,27,4002548623,56,Center,4002548625,73,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502076761,32,1,1,4,15,cd1ottifbgcfrn6pdrdpwt7z0,1,99.5,99.5,2023-01-29T15:05:55.183Z,2023-01-29T15:07:17Z,4002551711,1,,4002551693,2,,4002551707,212,37.2,4002551699,223,,4002551695,6,,4002551701,56,Center,4002557703,210,15,4002551703,140,89.8,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,4002551705,141,46.9,4002551709,213,4002551697,155,,4002557705,154,,,,,,,,,,,,,,1,4.4,,
