id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2552265261,9,1,1,0,20,bop6aslxmwvzsapdxsw3xbvfg,1,40.9,73,2023-05-21T10:01:40.086Z,2023-05-21T10:01:43Z,4296460279,56,Back,4296460283,141,59.3,4296460287,213,4.3,4296460285,212,10.0,4296460281,140,37.5,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265273,10,1,1,0,23,bop6aslxmwvzsapdxsw3xbvfg,1,40.2,55.4,2023-05-21T10:01:43.238Z,2023-05-21T10:01:46Z,4296460355,141,23.6,4296460351,56,Center,4296460359,213,5.3,4296460357,212,25.9,4296460353,140,53.8,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265277,11,1,1,0,26,bop6aslxmwvzsapdxsw3xbvfg,1,57,20.6,2023-05-21T10:01:46.231Z,2023-05-21T10:01:47Z,4296460387,213,5.4,4296460383,141,3.8,4296460379,56,Right,4296460381,140,66.1,4296460385,212,14.9,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265287,12,1,1,0,27,bop6aslxmwvzsapdxsw3xbvfg,1,66.1,3.8,2023-05-21T10:01:47.815Z,2023-05-21T10:01:52Z,4296460451,141,5.2,4296460455,213,0.0,4296460453,212,21.1,4296460449,140,86.2,4296460447,56,Right,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265303,13,1,1,0,32,bop6aslxmwvzsapdxsw3xbvfg,1,91,3.4,2023-05-21T10:01:52.088Z,2023-05-21T10:01:55Z,4296460531,140,81.9,4296460535,212,9.7,4296460537,213,3.0,4296460533,141,5.5,4296460529,56,Right,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265315,14,1,1,0,35,bop6aslxmwvzsapdxsw3xbvfg,1,79.3,7.7,2023-05-21T10:01:55.752Z,2023-05-21T10:01:58Z,4296460603,212,8.6,4296460597,56,Right,4296460599,140,71.3,4296460601,141,5.3,4296460605,213,3.3,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265321,15,1,1,0,38,bop6aslxmwvzsapdxsw3xbvfg,1,69.4,4.9,2023-05-21T10:01:58.007Z,2023-05-21T10:01:59Z,4296460645,212,13.9,4296460641,140,58.4,4296460647,213,2.6,4296460643,141,16.2,4296460639,56,Right,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265323,16,1,1,0,39,bop6aslxmwvzsapdxsw3xbvfg,1,57.5,17.1,2023-05-21T10:01:59.783Z,2023-05-21T10:02:01Z,4296460661,212,7.0,4296460657,140,64.0,4296460659,141,19.1,4296460663,213,0.2,4296460655,56,Right,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265325,17,1,1,0,41,bop6aslxmwvzsapdxsw3xbvfg,0,63.8,20,2023-05-21T10:02:01.159Z,2023-05-21T10:02:04Z,4296460725,233,3,4296460681,213,0.2,4296460723,236,,4296460679,212,1.3,4296460675,140,65.0,4296460673,56,Right,4296460729,286,,4296460677,141,20.4,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265333,3,74,1,0,41,4vvf3sulx3a61fiyaarjdndjs,1,30,89.7,2023-05-21T10:02:01.160Z,2023-05-21T10:10:48Z,4296460705,56,Back,4296460731,233,17,4296460707,285,,,,,,,,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265341,18,1,1,0,42,bop6aslxmwvzsapdxsw3xbvfg,1,69.6,14.9,2023-05-21T10:02:02.087Z,2023-05-21T10:53:51Z,4296460773,212,5.4,4296460771,141,7.7,4296460767,56,Right,4296460775,213,4.3,4296460769,140,67.4,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265347,19,1,1,0,43,bop6aslxmwvzsapdxsw3xbvfg,0,67.4,7.7,2023-05-21T10:02:03.727Z,2023-05-21T10:53:53Z,4296550147,236,,4296460823,140,63.1,4296460827,212,9.0,4296460825,141,19.1,4296460821,56,Right,4296550153,286,,4296550149,233,4,4296460829,213,2.1,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265339,4,74,1,0,43,4vvf3sulx3a61fiyaarjdndjs,1,29.8,90.7,2023-05-21T10:02:03.728Z,2023-05-21T11:02:35Z,4296460755,56,Back,4296550157,233,19,4296550135,285,,,,,,,,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265349,5,49,1,0,48,4vvf3sulx3a61fiyaarjdndjs,1,40.1,80.3,2023-05-21T10:02:08.160Z,2023-05-21T10:54:17Z,,,,,,,,,,,,,,,,,,,,,,,,,1g7gyw5fbuujomrqso7fzajxm,Aída Esteve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265395,6,1,1,0,51,4vvf3sulx3a61fiyaarjdndjs,0,45.6,77.5,2023-05-21T10:02:11.232Z,2023-05-21T10:53:44Z,4296551877,233,20,4296551279,212,1.4,4296551875,236,,4296551281,213,6.0,4296460943,56,Back,4296551277,141,76.9,4296551881,286,,4296551275,140,46.9,1g7gyw5fbuujomrqso7fzajxm,Aída Esteve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265393,20,74,1,0,51,bop6aslxmwvzsapdxsw3xbvfg,1,54.8,21.1,2023-05-21T10:02:11.233Z,2023-05-21T10:53:44Z,4296551851,285,,4296460933,56,Right,4296551893,233,6,,,,,,,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265397,7,1,1,0,53,4vvf3sulx3a61fiyaarjdndjs,1,46.1,68.4,2023-05-21T10:02:13.330Z,2023-05-21T10:54:11Z,4296460967,212,7.3,4296460969,213,2.7,4296460963,140,39.8,4296460965,141,72.8,4296460961,56,Back,,,,,,,,,,1g7gyw5fbuujomrqso7fzajxm,Aída Esteve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265399,8,43,1,0,54,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-05-21T10:02:14.528Z,2023-05-21T10:53:58Z,4296552443,144,49,,,,,,,,,,,,,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265401,9,1,1,0,54,4vvf3sulx3a61fiyaarjdndjs,1,39.4,73.2,2023-05-21T10:02:14.801Z,2023-05-21T10:54:27Z,4296460979,141,30.1,4296460977,140,26.6,4296460983,213,4.3,4296460985,1,,4296460975,56,Back,4296460981,212,32.2,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265405,10,1,1,0,56,4vvf3sulx3a61fiyaarjdndjs,1,26.6,29.9,2023-05-21T10:02:16.193Z,2023-05-21T10:54:32Z,4296461009,140,25.4,4296461007,56,Back,4296461013,212,13.7,4296461011,141,50.0,4296461015,213,1.7,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265411,11,1,1,0,57,4vvf3sulx3a61fiyaarjdndjs,1,26,55.3,2023-05-21T10:02:17.600Z,2023-05-21T10:54:37Z,4296461073,213,1.4,4296461071,212,13.1,4296461069,141,74.2,4296461065,56,Back,4296461067,140,28.5,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265421,12,1,1,1,2,4vvf3sulx3a61fiyaarjdndjs,1,33,74.4,2023-05-21T10:02:22.769Z,2023-05-21T10:02:26Z,4296461133,140,38.1,4296461137,212,19.9,4296461139,213,5.0,4296461131,56,Back,4296461135,141,46.2,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265425,13,1,1,1,5,4vvf3sulx3a61fiyaarjdndjs,1,39.3,37.2,2023-05-21T10:02:25.889Z,2023-05-21T10:02:27Z,4296461171,140,30.7,4296461175,212,12.4,4296461169,56,Back,4296461177,213,2.4,4296461173,141,49.7,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265433,14,1,1,1,7,4vvf3sulx3a61fiyaarjdndjs,0,30.7,49.7,2023-05-21T10:02:27.441Z,2023-05-21T10:02:29Z,4296461225,213,0.6,4296461215,155,,4296461221,141,100.0,4296461219,140,85.1,4296461223,212,67.2,4296461217,56,Left,4296461227,1,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265435,15,5,1,1,9,4vvf3sulx3a61fiyaarjdndjs,0,79.4,101.2,2023-05-21T10:02:29.630Z,2023-05-21T10:54:52Z,4296461231,56,Left,4296461455,233,21,4296461233,347,,,,,,,,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265469,21,5,1,1,9,bop6aslxmwvzsapdxsw3xbvfg,1,20.6,-1.2,2023-05-21T10:02:29.630Z,2023-05-21T10:14:33Z,4296461445,347,,4296461447,233,15,4296461443,56,Back,,,,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265479,22,1,1,1,23,bop6aslxmwvzsapdxsw3xbvfg,1,27.5,0,2023-05-21T10:02:43.770Z,2023-05-21T10:02:46Z,4296461489,213,2.4,4296461481,56,Back,4296461485,141,16.4,4296461483,140,15.8,4296461487,212,17.1,4296461479,107,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265487,23,1,1,1,26,bop6aslxmwvzsapdxsw3xbvfg,1,16.2,16.4,2023-05-21T10:02:45.914Z,2023-05-21T10:02:50Z,4296461549,141,62.1,4296461547,140,31.0,4296461553,213,1.1,4296461555,1,,4296461545,56,Back,4296461551,212,34.7,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265517,24,1,1,1,30,bop6aslxmwvzsapdxsw3xbvfg,1,33.9,62.1,2023-05-21T10:02:50.457Z,2023-05-21T10:02:55Z,4296461649,213,0.9,4296461645,141,87.2,4296461641,56,Back,4296461643,140,45.6,4296461647,212,21.0,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265533,25,1,1,1,35,bop6aslxmwvzsapdxsw3xbvfg,1,55.9,81.2,2023-05-21T10:02:55.257Z,2023-05-21T10:02:59Z,4296461775,141,94.7,4296461771,56,Left,4296461773,140,77.9,4296461777,212,24.9,4296461779,213,0.4,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265539,26,1,1,1,39,bop6aslxmwvzsapdxsw3xbvfg,1,77.8,94.7,2023-05-21T10:02:59.577Z,2023-05-21T10:03:01Z,4296461819,212,12.3,4296461821,213,3.4,4296461817,141,89.6,4296461813,56,Left,4296461815,140,66.6,,,,,,,,,,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265553,27,1,1,1,41,bop6aslxmwvzsapdxsw3xbvfg,1,65.9,89.1,2023-05-21T10:03:01.641Z,2023-05-21T10:03:07Z,4296461921,140,47.8,4296461925,212,19.5,4296461923,141,82.9,4296461919,56,Back,4296461927,213,3.4,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265557,28,1,1,1,47,bop6aslxmwvzsapdxsw3xbvfg,1,42.9,78.4,2023-05-21T10:03:07.850Z,2023-05-21T10:03:10Z,4296461971,140,23.9,4296461975,212,23.7,4296461969,56,Back,4296461977,213,3.7,4296461973,141,59.7,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265575,29,1,1,1,50,bop6aslxmwvzsapdxsw3xbvfg,1,23.8,53.7,2023-05-21T10:03:10.393Z,2023-05-21T10:52:50Z,4296462059,212,37.5,4296462055,140,44.4,4296462063,1,,4296462053,56,Back,4296462057,141,8.6,4296462061,213,5.3,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265579,30,1,1,1,54,bop6aslxmwvzsapdxsw3xbvfg,1,51,7.3,2023-05-21T10:03:14.346Z,2023-05-21T10:03:16Z,4296462103,140,58.2,4296462107,212,8.1,4296462105,141,2.9,4296462111,213,5.9,4296462101,56,Right,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265581,16,45,1,1,56,4vvf3sulx3a61fiyaarjdndjs,0,38.4,96,2023-05-21T10:03:16.649Z,2023-05-21T10:03:20Z,4296462203,233,31,4296462117,56,Back,4296462119,285,,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265599,31,3,1,1,56,bop6aslxmwvzsapdxsw3xbvfg,1,61.6,4,2023-05-21T10:03:16.649Z,2023-05-21T10:03:20Z,4296462193,286,,4296462191,56,Right,4296462195,233,16,,,,,,,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265617,32,1,1,2,0,bop6aslxmwvzsapdxsw3xbvfg,1,77.7,21.2,2023-05-21T10:03:20.234Z,2023-05-21T10:03:25Z,4296462269,56,Center,4296462275,212,22.4,4296462271,140,97.9,4296462277,213,0.3,4296462273,141,31.9,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265619,33,1,1,2,4,bop6aslxmwvzsapdxsw3xbvfg,0,98.7,31.5,2023-05-21T10:03:24.874Z,2023-05-21T10:03:25Z,4296462291,140,100.0,4296462295,212,8.0,4296462289,56,Center,4296462293,141,42.8,4296462297,213,1.3,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265615,17,5,1,2,5,4vvf3sulx3a61fiyaarjdndjs,1,-1.2,61.6,2023-05-21T10:03:25.787Z,2023-05-21T10:12:46Z,4296462321,233,34,4296462267,346,,4296462265,56,Back,,,,,,,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265625,34,5,1,2,5,bop6aslxmwvzsapdxsw3xbvfg,0,101.2,38.4,2023-05-21T10:03:25.787Z,2023-05-21T10:14:33Z,4296462307,56,Center,4296462309,346,,4296462329,233,17,,,,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265667,18,1,1,2,24,4vvf3sulx3a61fiyaarjdndjs,1,3.1,55.8,2023-05-21T10:03:44.899Z,2023-05-21T10:03:46Z,4296462627,140,6.2,4296462629,141,45.2,4296462623,124,,4296462639,237,,4296462633,213,5.1,4296462631,212,7.9,4296462625,56,Back,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265689,19,1,1,2,26,4vvf3sulx3a61fiyaarjdndjs,1,8.4,42.2,2023-05-21T10:03:46.690Z,2023-05-21T10:03:50Z,4296462785,1,,4296462771,155,,4296462775,140,41.0,4296462781,213,6.2,4296462773,56,Back,4296462777,141,36.4,4296462779,212,34.5,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265693,20,61,1,2,27,4vvf3sulx3a61fiyaarjdndjs,0,40.8,36.4,2023-05-21T10:03:47.835Z,2023-05-21T10:03:52Z,4296462797,56,Back,,,,,,,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265681,35,49,1,2,29,bop6aslxmwvzsapdxsw3xbvfg,1,66.2,56.4,2023-05-21T10:03:49.483Z,2023-05-21T10:03:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265701,36,1,1,2,29,bop6aslxmwvzsapdxsw3xbvfg,1,66.2,56.4,2023-05-21T10:03:49.819Z,2023-05-21T10:54:04Z,4296462861,212,9.8,4296462857,140,71.5,4296462863,213,1.0,4296462855,56,Center,4296463393,210,15,4296462859,141,68.2,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265703,37,15,1,2,32,bop6aslxmwvzsapdxsw3xbvfg,1,73.9,67.2,2023-05-21T10:03:52.364Z,2023-05-21T10:54:03Z,4296462877,22,,4296463407,55,36,4296463417,146,86.9,4296463415,215,,4296463405,29,,4296463419,147,59.0,4296463423,231,50.7,4296463411,102,50.8,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,4296462879,18,4296463299,233,21,4296463421,230,97.7,4296463413,103,19,4296463403,78,4296462881,56,Center,4296463291,20,4296463297,82,,,,,,,,,,
