id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2514951805,495,1,2,47,34,1azk57wev30h044w949j46kpu,1,86.1,54.3,2023-03-04T12:05:41.034Z,2023-03-04T12:05:43Z,4070421747,141,46.1,4070421739,56,Center,4070421743,140,78.2,4070421749,212,10.0,4070421751,213,3.7,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514951887,496,1,2,47,36,1azk57wev30h044w949j46kpu,1,78.2,46.1,2023-03-04T12:05:43.082Z,2023-03-04T12:05:47Z,4070422087,140,67.2,4070422089,141,47.5,4070422093,213,3.1,4070422085,56,Center,4070422091,212,11.6,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514951895,497,1,2,47,37,1azk57wev30h044w949j46kpu,0,68.6,50.1,2023-03-04T12:05:43.820Z,2023-03-04T12:08:43Z,4070422153,213,1.1,4070422151,212,39.9,4070422143,155,,4070422145,56,Left,4070422149,141,100.0,4070422155,1,,4070422147,140,86.5,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952127,458,5,2,47,41,b9ecgxh884j2ugjrxwvpym192,1,12.8,-1.6,2023-03-04T12:05:47.743Z,2023-03-04T12:06:08Z,4070423247,56,Back,4070423249,347,,4070423253,233,498,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514951897,498,5,2,47,41,1azk57wev30h044w949j46kpu,0,87.2,101.6,2023-03-04T12:05:47.743Z,2023-03-04T12:58:57Z,4070422159,347,,4070422157,56,Left,4070423267,233,458,,,,,,,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952135,459,1,2,48,1,b9ecgxh884j2ugjrxwvpym192,0,10.8,0,2023-03-04T12:06:07.728Z,2023-03-04T12:06:09Z,4070423275,140,29.3,4070423281,213,0.4,4070423279,212,20.9,4070423273,56,Back,4070423271,107,,4070423277,141,9.8,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952185,499,1,2,48,4,1azk57wev30h044w949j46kpu,1,60.4,96,2023-03-04T12:06:10.170Z,2023-03-04T12:06:11Z,4070423481,141,98.3,4070423479,140,76.6,4070423489,213,0.1,4070423477,56,Left,4070423485,212,17.1,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952205,500,1,2,48,5,1azk57wev30h044w949j46kpu,0,76.6,98.3,2023-03-04T12:06:11.611Z,2023-03-04T12:06:13Z,4070423597,141,66.0,4070423583,2,,4070423601,212,26.0,4070423585,155,,4070423605,213,5.3,4070423593,140,89.8,4070423587,56,Center,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952215,460,1,2,48,7,b9ecgxh884j2ugjrxwvpym192,0,7.2,43.1,2023-03-04T12:06:13.999Z,2023-03-04T12:06:14Z,4070423653,141,37.1,4070423651,140,29.9,4070423655,212,24.2,4070423647,157,,4070423659,1,,4070423649,56,Back,4070423657,213,6.1,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952241,501,1,2,48,9,1azk57wev30h044w949j46kpu,0,66.6,58.7,2023-03-04T12:06:15.244Z,2023-03-04T12:06:16Z,4070423761,157,,4070423763,56,Center,4070423773,1,,4070423769,212,22.4,4070423771,213,6.3,4070423765,140,87.9,4070423767,141,57.8,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952253,461,1,2,48,9,b9ecgxh884j2ugjrxwvpym192,0,7.3,49.1,2023-03-04T12:06:15.472Z,2023-03-04T12:06:18Z,4070423815,56,Back,4070423823,213,6.2,4070423819,141,44.5,4070423821,212,35.5,4070423825,1,,4070423813,157,,4070423817,140,41.0,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952293,462,1,2,48,13,b9ecgxh884j2ugjrxwvpym192,0,29.2,42.5,2023-03-04T12:06:19.408Z,2023-03-04T12:06:21Z,4070424061,213,5.3,4070424047,140,38.5,4070424043,157,,4070424057,212,17.8,4070424045,56,Back,4070424053,141,20.7,4070424065,1,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952307,502,49,2,48,15,1azk57wev30h044w949j46kpu,1,56.4,87.9,2023-03-04T12:06:21.612Z,2023-03-04T12:06:21Z,,,,,,,,,,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952429,503,1,2,48,18,1azk57wev30h044w949j46kpu,1,57.9,83.4,2023-03-04T12:06:24.154Z,2023-03-04T12:06:29Z,4070424643,141,52.1,4070424647,213,4.2,4070424641,140,46.2,4070424639,56,Back,4070424645,212,24.6,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952443,504,1,2,48,23,1azk57wev30h044w949j46kpu,0,46.1,51.3,2023-03-04T12:06:29.547Z,2023-03-04T12:06:30Z,4070424733,140,79.8,4070424731,56,Center,4070424741,1,,4070424737,212,38.1,4070424729,155,,4070424735,141,30.5,4070424739,213,5.9,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952593,466,49,2,48,28,b9ecgxh884j2ugjrxwvpym192,1,20.5,87.5,2023-03-04T12:06:34.496Z,2023-03-04T12:06:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952515,463,1,2,48,29,b9ecgxh884j2ugjrxwvpym192,1,15,83,2023-03-04T12:06:35.646Z,2023-03-04T12:06:38Z,4070425121,3,,4070425123,56,Back,4070425131,213,6.1,4070425127,141,76.3,4070425129,212,21.2,4070425125,140,34.7,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952533,464,1,2,48,32,b9ecgxh884j2ugjrxwvpym192,1,33.6,79.4,2023-03-04T12:06:38.287Z,2023-03-04T12:06:39Z,4070425225,213,2.4,4070425217,56,Back,4070425219,140,25.2,4070425221,141,90.3,4070425223,212,11.5,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952535,465,1,2,48,32,b9ecgxh884j2ugjrxwvpym192,0,25.3,90.6,2023-03-04T12:06:38.648Z,2023-03-04T13:04:55Z,4070425235,56,Left,4070425239,141,89.4,4070425245,1,,4070425237,140,64.9,4070425243,213,6.3,4070425241,212,41.6,4070425233,155,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952517,505,49,2,48,33,1azk57wev30h044w949j46kpu,1,27.5,14.8,2023-03-04T12:06:39.263Z,2023-03-04T12:06:39Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952599,506,1,2,48,34,1azk57wev30h044w949j46kpu,1,27.2,14.9,2023-03-04T12:06:40.538Z,2023-03-04T12:06:45Z,4070425571,140,8.1,4070425577,212,30.4,4070425573,141,48.5,4070425569,56,Back,4070425579,213,2.3,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952663,507,1,2,48,38,1azk57wev30h044w949j46kpu,1,4.5,43,2023-03-04T12:06:45.114Z,2023-03-04T12:06:51Z,4070425847,141,11.3,4070425849,212,23.3,4070425845,140,12.8,4070425843,56,Back,4070425851,213,5.1,,,,,,,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952725,508,1,2,48,45,1azk57wev30h044w949j46kpu,1,18.8,15.1,2023-03-04T12:06:51.354Z,2023-03-04T12:06:55Z,4070426125,56,Center,4070426129,141,36.1,4070426135,1,,4070426127,140,61.8,4070426133,213,0.3,4070426131,212,47.4,4070426123,155,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952741,509,1,2,48,49,1azk57wev30h044w949j46kpu,0,61.8,36.1,2023-03-04T12:06:55.531Z,2023-03-04T12:06:56Z,4070426181,56,Back,4070426187,212,13.7,4070426179,155,,4070426183,140,48.8,4070426189,213,3.2,4070426185,141,35.8,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952731,467,49,2,48,49,b9ecgxh884j2ugjrxwvpym192,1,55.3,65.7,2023-03-04T12:06:55.903Z,2023-03-04T12:06:56Z,,,,,,,,,,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952761,468,1,2,48,50,b9ecgxh884j2ugjrxwvpym192,1,53.9,65.4,2023-03-04T12:06:56.734Z,2023-03-04T12:06:58Z,4070426263,56,Center,4070426271,213,2.0,4070426265,140,52.7,4070426269,212,3.3,4070426267,141,69.9,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952783,469,1,2,48,52,b9ecgxh884j2ugjrxwvpym192,1,51.6,70.3,2023-03-04T12:06:58.287Z,2023-03-04T12:07:00Z,4070426383,141,64.0,4070426381,140,67.5,4070426387,213,6.0,4070426379,56,Center,4070426385,212,17.2,4070426377,155,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952795,470,1,2,48,54,b9ecgxh884j2ugjrxwvpym192,1,66.5,62.3,2023-03-04T12:07:00.479Z,2023-03-04T13:04:52Z,4070426463,140,59.8,4070426459,168,,4070426461,56,Center,4070426457,3,,4070426467,212,11.3,4070426465,141,49.3,4070426469,213,4.0,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952833,471,61,2,48,56,b9ecgxh884j2ugjrxwvpym192,0,68.7,61.5,2023-03-04T12:07:02.191Z,2023-03-04T13:04:43Z,4070426673,56,Center,,,,,,,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952819,510,49,2,48,56,1azk57wev30h044w949j46kpu,1,25.7,50.4,2023-03-04T12:07:02.715Z,2023-03-04T12:07:02Z,,,,,,,,,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952865,511,1,2,48,58,1azk57wev30h044w949j46kpu,1,26.3,48.1,2023-03-04T12:07:04.251Z,2023-03-04T12:07:07Z,4070426863,56,Right,4070426861,155,,4070426865,140,69.1,4070426871,213,5.8,4070426869,212,50.4,4070426873,1,,4070426867,141,14.5,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952871,512,1,2,49,1,1azk57wev30h044w949j46kpu,0,69.1,14.5,2023-03-04T12:07:07.658Z,2023-03-04T12:07:08Z,4070426915,212,8.0,4070426907,56,Center,4070426917,213,1.6,4070426911,140,68.6,4070426913,141,26.3,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952873,472,49,2,49,2,b9ecgxh884j2ugjrxwvpym192,1,41.1,73.5,2023-03-04T12:07:08.910Z,2023-03-04T12:07:09Z,,,,,,,,,,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952889,473,1,2,49,3,b9ecgxh884j2ugjrxwvpym192,1,41.1,73.5,2023-03-04T12:07:09.248Z,2023-03-04T12:07:10Z,4070427005,141,82.7,4070427009,213,0.6,4070427007,212,10.7,4070427003,140,49.4,4070427001,56,Back,4070426999,155,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952921,474,1,2,49,5,b9ecgxh884j2ugjrxwvpym192,0,51,84.7,2023-03-04T12:07:11.758Z,2023-03-04T12:07:15Z,4070427165,212,7.7,4070427167,213,5.3,4070427157,3,,4070427161,140,55.1,4070427159,56,Center,4070427163,141,75.4,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952917,513,49,2,49,6,1azk57wev30h044w949j46kpu,1,29.7,30.8,2023-03-04T12:07:12.778Z,2023-03-04T12:07:12Z,,,,,,,,,,,,,,,,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514952971,514,1,2,49,6,1azk57wev30h044w949j46kpu,1,29.7,30.8,2023-03-04T12:07:13.146Z,2023-03-04T12:07:17Z,4070427347,141,7.3,4070427349,212,16.3,4070427345,140,32.8,4070427343,56,Back,4070427351,213,4.9,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953045,515,1,2,49,11,1azk57wev30h044w949j46kpu,0,33.9,4.9,2023-03-04T12:07:17.419Z,2023-03-04T12:07:23Z,4070427627,56,Right,4070427635,213,6.2,4070427637,1,,4070427629,140,79.6,4070427625,155,,4070427631,141,0.0,4070427633,212,48.2,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953027,475,5,2,49,13,b9ecgxh884j2ugjrxwvpym192,1,17.6,101,2023-03-04T12:07:19.150Z,2023-03-04T12:07:24Z,4070427671,233,516,4070427575,56,Back,4070427577,347,,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953049,516,5,2,49,13,1azk57wev30h044w949j46kpu,0,82.4,-1,2023-03-04T12:07:19.150Z,2023-03-04T12:58:57Z,4070427675,233,475,4070427661,347,,4070427659,56,Right,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953281,476,1,2,49,34,b9ecgxh884j2ugjrxwvpym192,0,16.9,100,2023-03-04T12:07:40.221Z,2023-03-04T12:07:43Z,4070428665,213,6.0,4070428657,56,Back,4070428655,107,,4070428663,212,20.9,4070428659,140,36.0,4070428661,141,92.6,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953311,517,1,2,49,37,1azk57wev30h044w949j46kpu,0,48.9,4,2023-03-04T12:07:43.513Z,2023-03-04T12:07:45Z,4070428759,140,72.6,4070428761,141,6.5,4070428755,3,,4070428763,212,24.9,4070428757,56,Right,4070428765,213,0.1,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953339,477,1,2,49,40,b9ecgxh884j2ugjrxwvpym192,0,19.9,92.9,2023-03-04T12:07:46.766Z,2023-03-04T12:08:07Z,4070428869,56,Back,4070429933,286,,4070429917,141,92.9,4070429915,140,23.2,4070429921,213,0,4070429919,212,3.5,4070429929,233,518,4070429927,236,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953429,518,74,2,49,40,1azk57wev30h044w949j46kpu,1,64.3,10.9,2023-03-04T12:07:46.767Z,2023-03-04T12:59:07Z,4070429319,56,Right,4070429321,285,,4070429951,233,477,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953431,519,4,2,49,42,1azk57wev30h044w949j46kpu,1,70.2,9.2,2023-03-04T12:07:48.829Z,2023-03-04T12:16:59Z,4070429331,286,,4070429323,13,,4070461059,233,478,4070429329,265,,4070429325,56,Right,4070429327,152,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953365,478,4,2,49,42,b9ecgxh884j2ugjrxwvpym192,0,29.8,90.8,2023-03-04T12:07:48.830Z,2023-03-04T12:16:59Z,4070461063,233,519,4070428983,13,,4070428991,285,,4070428985,56,Back,4070428989,265,,4070428987,152,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953451,479,43,2,49,52,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-04T12:07:58.414Z,2023-03-04T12:08:08Z,4070429413,141,96.3,4070430017,144,1,4070429417,213,0.1,4070429411,140,26.7,4070429415,212,6.2,4070429409,56,Back,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953831,520,1,2,50,18,1azk57wev30h044w949j46kpu,1,62.8,11.9,2023-03-04T12:08:25.065Z,2023-03-04T12:08:59Z,4070431277,56,Center,4070431287,1,,4070432185,210,13,4070432187,154,,4070431285,213,0.8,4070431279,140,87.5,4070431275,152,,4070431271,5,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,4070431273,155,,4070431281,141,4070431283,212,38.4,4070431267,2,,,,,,,,53.6,,,,,1,,,,,,,,
2514953835,521,13,2,50,19,1azk57wev30h044w949j46kpu,1,88.6,52.6,2023-03-04T12:08:25.297Z,2023-03-04T12:08:59Z,4070432203,102,50.4,4070431689,24,,4070432195,29,,4070432199,55,520,4070432193,74,,4070432205,103,66.7,4070431311,56,Center,4070432209,230,98.5,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,4070431691,15,,4070432197,154,4070432211,231,50.2,4070432207,214,4070431309,17,4070431695,328,,,,,,,,,,,,,,,,,
2514953815,481,5,2,50,23,b9ecgxh884j2ugjrxwvpym192,1,-0.6,50.4,2023-03-04T12:08:29.839Z,2023-03-04T12:08:33Z,4070431195,56,Back,4070431197,346,,4070431377,233,522,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514953841,522,5,2,50,23,1azk57wev30h044w949j46kpu,0,100.6,49.6,2023-03-04T12:08:29.839Z,2023-03-04T12:58:57Z,4070431357,346,,4070431387,233,481,4070431355,56,Center,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954037,482,1,2,50,45,b9ecgxh884j2ugjrxwvpym192,0,4.6,44.3,2023-03-04T12:08:51.518Z,2023-03-04T12:08:54Z,4070432395,155,,4070432403,212,74.1,4070432401,141,100.0,4070432399,140,64.9,4070432397,56,Left,4070432407,74,,4070432405,213,0.5,4070432393,124,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,4070432435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954049,483,5,2,50,47,b9ecgxh884j2ugjrxwvpym192,0,69.9,100.8,2023-03-04T12:08:53.898Z,2023-03-04T12:58:58Z,4070432451,347,,4070432449,56,Left,4070432851,233,523,,,,,,,,,,,,,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954115,523,5,2,50,47,1azk57wev30h044w949j46kpu,1,30.1,-0.8,2023-03-04T12:08:53.898Z,2023-03-04T12:09:00Z,4070432817,347,,4070432815,56,Back,4070432819,233,483,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954163,524,1,2,50,54,1azk57wev30h044w949j46kpu,1,25.1,0,2023-03-04T12:09:00.394Z,2023-03-04T12:09:03Z,4070433063,107,,4070433073,213,1.9,4070433069,141,26.2,4070433071,212,19.1,4070433065,56,Back,4070433067,140,19.5,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954199,525,1,2,50,57,1azk57wev30h044w949j46kpu,1,19.9,31.3,2023-03-04T12:09:03.785Z,2023-03-04T12:09:05Z,4070433245,140,22.2,4070433249,212,28.7,4070433247,141,73.4,4070433251,213,1.5,4070433243,56,Back,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954235,526,1,2,50,59,1azk57wev30h044w949j46kpu,1,22.2,73.4,2023-03-04T12:09:05.721Z,2023-03-04T12:09:08Z,4070433433,140,17.9,4070433431,56,Back,4070433443,213,4.4,4070433441,212,13.6,4070433437,141,54.6,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954243,527,1,2,51,2,1azk57wev30h044w949j46kpu,0,17.9,54.6,2023-03-04T12:09:08.697Z,2023-03-04T12:09:10Z,4070433483,141,56.3,4070433481,140,47.4,4070433487,213,0.0,4070433479,56,Back,4070433485,212,31.0,4070433477,155,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954313,484,1,2,51,8,b9ecgxh884j2ugjrxwvpym192,1,56.3,12.8,2023-03-04T12:09:14.175Z,2023-03-04T12:09:15Z,4070433753,3,,4070433757,140,59.3,4070433763,213,1.2,4070433755,56,Center,4070433761,212,8.9,4070433759,141,25.0,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954317,485,49,2,51,8,b9ecgxh884j2ugjrxwvpym192,1,60,24.9,2023-03-04T12:09:14.775Z,2023-03-04T12:09:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954321,486,50,2,51,9,b9ecgxh884j2ugjrxwvpym192,1,65,28.6,2023-03-04T12:09:15.488Z,2023-03-04T12:09:37Z,4070435105,233,530,4070433793,286,,4070433791,56,Center,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954573,530,7,2,51,9,1azk57wev30h044w949j46kpu,1,35,71.4,2023-03-04T12:09:15.489Z,2023-03-04T12:09:37Z,4070435079,285,,4070435085,233,486,4070435077,56,Back,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954325,528,49,2,51,10,1azk57wev30h044w949j46kpu,1,39.1,60,2023-03-04T12:09:16.633Z,2023-03-04T12:09:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954369,529,4,2,51,11,1azk57wev30h044w949j46kpu,1,42.1,60.7,2023-03-04T12:09:18.078Z,2023-03-04T12:09:20Z,4070434045,152,,4070434073,233,487,4070434043,56,Back,4070434039,13,,4070434047,286,,4070434041,295,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954365,487,4,2,51,11,b9ecgxh884j2ugjrxwvpym192,0,57.9,39.3,2023-03-04T12:09:18.079Z,2023-03-04T12:09:34Z,4070434873,295,,4070434085,233,529,4070434013,13,,4070434021,285,,4070434015,56,Center,4070434017,152,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954411,488,17,2,51,15,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-04T12:09:21.679Z,2023-03-04T12:09:25Z,4070434305,393,,4070434307,13,243,4070434303,31,,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514954733,531,1,2,51,40,1azk57wev30h044w949j46kpu,0,47.3,59.1,2023-03-04T12:09:46.602Z,2023-03-04T12:10:02Z,4070435813,5,,4070435825,212,33.0,4070436637,189,,4070435829,1,,4070435827,213,5.8,4070435817,152,,4070435823,141,35.0,4070435815,157,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,4070435821,140,74.6,4070435819,56,,,,,,,,,,,,,Center,,,,,,,,,,,,,
2514955443,492,44,2,51,42,b9ecgxh884j2ugjrxwvpym192,1,21.8,63.6,2023-03-04T12:09:48.445Z,2023-03-04T12:10:46Z,4070439479,233,534,4070439455,56,Back,4070439457,285,,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
