id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2519134515,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-12T13:20:31.634Z,2023-03-12T14:08:53Z,4092550415,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4092550413,30,"aietcywmok362027i2brpg4q1, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 51t40jr0wwgmuya85pnhjgx2i, z2pihtvpr5ei4ip9z9jtqn6x, 3iangrthyltpl31m4v1qkgn2t, a4jf0e2bojp6n0cmd01zppsoa, 31q50ese977zfgiwi9bc1ehre, bpmtdn2uqnwhllfnm59ck6rit, a88r8d1jd5r928pvskginyiqy, 6msenows401fssj9jaih9g0a2, cyqlcyzogla6wql5pms4i02d, 1g7gyw5fbuujomrqso7fzajxm, ergobfal6ny5w6xy1hsixrdhw, e4glbrjataxggtxf953n1jsnp, ddq90t1cfklvuhk0xkbydfsut, 9xgcy1zjds8lgqrd40pahquj8",4092704967,194,5onfamqh0uteez2wtx463dknp,4092550421,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4092550419,130,19,4092701065,197,4082,4092550423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092550417,59,"13, 16, 7, 4, 6, 5, 21, 20, 9, 3, 8, 11, 15, 18, 22, 24, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519139225,1,34,16,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-03-12T13:26:47.502Z,2023-03-12T14:05:33Z,4092575529,130,8,4092575525,59,"13, 20, 23, 12, 34, 22, 16, 14, 10, 6, 24, 32, 1, 4, 8, 17, 19, 21, 33, 35",4092575519,30,"7yjvzelaq5iir99b4631uiyg9, dc80qat3wirccbux02od5ogyd, 5ic26p6vixiy9kqtxniuh9zh1, 1au0af90j09ol6827vodhg1k9, er041hrvisziwqn5c7fiozxlh, 42t82kh0hqfa7h92x1ujdz97u, 982xo55a6ehu6960fxwr3bfje, 80bmdjixjy34wx3e5fb8re961, buqygjztmnvmul49w3grzuo5x, 3rob14yal0zrzxj2tdpp4sewa, yay5mq8trvoxv9mwm4mqzn8q, 5v4jjtqwg9sjoyzoehbwpvris, 8jok7wopda70yus7gj5qwi1nt, 9le3udqhtfsbnlr6py67cj71m, eno0e1nmkn4ts5yy103k7inzd, aoy956n72pya0cc6bqj5x736x, cndbae3p3ag0t2qpt22wafo8a, f20f6etew7qc0bgwp7j1bgyne, dedalbg17clun6r7prnhv3384, bk7omly5z8mcdy7ehb70yto15",4092575521,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092575533,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092700929,197,13820,4092575537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092588491,194,42t82kh0hqfa7h92x1ujdz97u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164921,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-12T14:01:33.527Z,2023-03-12T14:01:36Z,4092709133,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164911,2,32,1,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-03-12T14:01:33.527Z,2023-03-12T14:01:33Z,4092709089,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164943,3,1,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,50,50.1,2023-03-12T14:01:33.627Z,2023-03-12T14:57:23Z,4092709247,213,3.1,4092709239,56,Back,4092709249,279,S,4092709243,141,51.1,4092709245,212,14.4,4092709241,140,36.3,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165021,4,1,1,0,4,4vvf3sulx3a61fiyaarjdndjs,1,32.8,49.1,2023-03-12T14:01:37.707Z,2023-03-12T14:01:40Z,4092709615,56,Back,4092709625,213,1.8,4092709623,212,23.2,4092709619,140,28.8,4092709621,141,82.7,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165055,5,1,1,0,6,4vvf3sulx3a61fiyaarjdndjs,1,27.9,88.9,2023-03-12T14:01:40.307Z,2023-03-12T14:01:41Z,4092709815,212,13.8,4092709809,56,Back,4092709813,141,69.7,4092709817,213,5.0,4092709811,140,32.1,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165069,6,1,1,0,8,4vvf3sulx3a61fiyaarjdndjs,1,32.1,68.2,2023-03-12T14:01:41.715Z,2023-03-12T14:01:42Z,4092709891,213,2.1,4092709879,56,Back,4092709881,140,26.7,4092709887,212,11.9,4092709883,141,83.6,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165101,7,1,1,0,9,4vvf3sulx3a61fiyaarjdndjs,1,26.6,81.2,2023-03-12T14:01:42.563Z,2023-03-12T14:01:45Z,4092710021,213,0.9,4092710019,212,12.8,4092710015,140,34.6,4092710013,56,Back,4092710017,141,95.4,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165187,8,1,1,0,11,4vvf3sulx3a61fiyaarjdndjs,1,35,94.4,2023-03-12T14:01:44.931Z,2023-03-12T14:01:50Z,4092710465,213,5.9,4092710463,212,6.2,4092710457,56,Back,4092710461,141,91.1,4092710459,140,40.5,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
