id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/12/value,keyPass,qualifier/16/value,qualifier/15/value
2541750293,1,34,16,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-04-30T15:13:56.234Z,2023-04-30T15:59:18Z,4240408235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4240408243,194,d4gjsmv5dqgv9w2e115gh7kk5,4240588673,197,8978,4240408245,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4240408237,59,"1, 2, 23, 3, 4, 14, 6, 11, 16, 22, 19, 5, 7, 8, 9, 10, 12, 13, 15, 18, 20, 24",4240408239,130,4,4240408241,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4240408233,30,"6h41rdmhfs08723t23zgi5vjd, d4gjsmv5dqgv9w2e115gh7kk5, 10w88nr6r2nzxank4gv5gokbt, 4vk1yd7zqaqapuejahqx7zi09, 245eszqeqx2xeair8h5n4z8b9, 8tux0w5del0ggtozbon3x92lm, 7l3val0z7xwpaptf5ebgimnyt, dgkmt7f5k9oqruxzsi3x9em6t, 9k9f6c1xb7kfaq3siophz7ca1, 4trjsb4uoasjj3jwr77rh0k16, 1xs185h82mmyp8z86s1f6jucq, 59k0w00mz9tbm2mehy6ix113p, cq38p3rul6qi2tpvr077v8n6y, 5nad4qgy5hlwfsm64mhkwadw5, evfl561yy3cwa51hwnme6mifp, 13hy7ggmnhfalmdqlbp6lzv11, uw9iyklqljuminu89utfq295, 4rs6pmptx7w4moy8ks2vyrff9, a5b2mmssttscc0k5rss87lhey, cp37td3qaw8oyf3mznoh45o15, 79gb1aba3b9e3bht7frq0lqp6, 47wzwvf5ksv7kdivj9ra96l0p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541751381,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-04-30T15:15:27.254Z,2023-04-30T16:05:00Z,4240413807,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4240413817,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4240413813,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4240589577,197,4082,4240413809,59,"1, 16, 7, 6, 4, 5, 8, 20, 3, 11, 15, 9, 18, 21, 22, 24, 26, 28, 32, 36",4240413811,130,19,4240413805,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, z2pihtvpr5ei4ip9z9jtqn6x, 51t40jr0wwgmuya85pnhjgx2i, 3iangrthyltpl31m4v1qkgn2t, 6msenows401fssj9jaih9g0a2, 31q50ese977zfgiwi9bc1ehre, a88r8d1jd5r928pvskginyiqy, cyqlcyzogla6wql5pms4i02d, 1g7gyw5fbuujomrqso7fzajxm, bpmtdn2uqnwhllfnm59ck6rit, ergobfal6ny5w6xy1hsixrdhw, a4jf0e2bojp6n0cmd01zppsoa, e4glbrjataxggtxf953n1jsnp, ddq90t1cfklvuhk0xkbydfsut, 1zlt1xabh07byc3u8oid9gdn8, 1jvdg65bw5yns9j98jubcetqs, 24fopza4zrtm63pyjkl55beac, eombnsngy523ehj8ssypvgrje",4240413815,194,77pobry4mbh5wojka1ikgty7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786399,2,32,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-04-30T16:00:37.112Z,2023-04-30T16:00:39Z,4240592373,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786385,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-04-30T16:00:37.112Z,2023-04-30T16:00:37Z,4240592307,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786431,3,1,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,50,50,2023-04-30T16:00:37.212Z,2023-04-30T16:00:40Z,4240592513,56,Back,4240592519,212,13.2,4240592521,213,3.5,4240592517,141,43.7,4240592523,279,S,4240592515,140,38.1,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786463,4,1,1,0,2,4vvf3sulx3a61fiyaarjdndjs,1,38.1,43.7,2023-04-30T16:00:39.267Z,2023-04-30T16:00:43Z,4240592705,141,31.3,4240592707,212,11.5,4240592703,140,30.6,4240592709,213,4.0,4240592701,56,Back,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786483,5,1,1,0,6,4vvf3sulx3a61fiyaarjdndjs,1,30.1,29.1,2023-04-30T16:00:43.356Z,2023-04-30T16:00:44Z,4240592779,56,Back,4240592785,212,14.7,4240592783,141,9.5,4240592787,213,5.1,4240592781,140,36.0,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786539,6,1,1,0,7,4vvf3sulx3a61fiyaarjdndjs,1,36,9.5,2023-04-30T16:00:44.556Z,2023-04-30T16:00:48Z,4240593055,213,1.5,4240593051,141,21.5,4240593049,140,36.7,4240593047,56,Back,4240593053,212,8.2,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786589,7,1,1,0,11,4vvf3sulx3a61fiyaarjdndjs,0,36.7,21.5,2023-04-30T16:00:48.516Z,2023-04-30T16:00:51Z,4240593265,141,34.2,4240593271,1,,4240593259,155,,4240593261,56,Center,4240593269,213,0.2,4240593263,140,79.8,4240593267,212,46.1,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541786593,3,59,1,0,13,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-04-30T16:00:50.664Z,2023-04-30T18:01:26Z,4240593291,56,Back,,,,,,,,,,,,,,,,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
