id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value
2547673109,5,7,1,0,12,b9ecgxh884j2ugjrxwvpym192,1,41.7,80.4,2023-05-13T10:01:03.413Z,2023-05-13T10:01:07Z,4272080445,56,Back,4272080449,233,8,4272080447,285,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673111,6,49,1,0,15,b9ecgxh884j2ugjrxwvpym192,1,38.1,83.2,2023-05-13T10:01:06.406Z,2023-05-13T10:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1vcx3sprpnorl4q43abs8iuei,María Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673113,7,1,1,0,15,b9ecgxh884j2ugjrxwvpym192,0,38.1,83.2,2023-05-13T10:01:06.533Z,2023-05-13T10:01:07Z,4272080467,213,6.1,4272080463,141,75.7,4272080461,140,62.8,4272080457,157,,4272080465,212,26.4,4272080459,56,Center,4272080469,1,,,,,1vcx3sprpnorl4q43abs8iuei,María Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673121,9,1,1,0,17,eqaszp3lzhffqt4f8hmzov72j,0,29.1,28.2,2023-05-13T10:01:08.968Z,2023-05-13T10:01:11Z,4272080503,212,39.3,4272080499,140,62.7,4272080507,1,,4272080501,141,53.7,4272080497,56,Center,4272080505,213,0.5,4272080495,157,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673135,8,1,1,0,20,b9ecgxh884j2ugjrxwvpym192,1,44.5,49,2023-05-13T10:01:11.110Z,2023-05-13T10:01:14Z,4272080573,212,14.8,4272080559,56,Back,4272080577,213,3.7,4272080569,141,38.3,4272080565,140,32.2,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673147,9,1,1,0,23,b9ecgxh884j2ugjrxwvpym192,1,33.6,29.1,2023-05-13T10:01:14.501Z,2023-05-13T10:01:18Z,4272080647,140,64.0,4272080651,212,35.6,4272080653,213,5.8,4272080645,56,Right,4272080655,1,,4272080649,141,5.9,,,,,,,auqzv0poi2q7tcardivb21m8l,Ana Carol,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673149,10,61,1,0,27,b9ecgxh884j2ugjrxwvpym192,0,64,5.9,2023-05-13T10:01:18.501Z,2023-05-13T10:01:18Z,4272080659,56,Right,,,,,,,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673161,10,5,1,0,28,eqaszp3lzhffqt4f8hmzov72j,1,37.4,101.2,2023-05-13T10:01:19.845Z,2023-05-13T10:16:06Z,4272080735,347,,4272080737,233,11,4272080733,56,Back,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673153,11,5,1,0,28,b9ecgxh884j2ugjrxwvpym192,0,62.6,-1.2,2023-05-13T10:01:19.845Z,2023-05-13T10:01:23Z,4272080667,347,,4272080741,233,10,4272080665,56,Right,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673197,11,1,1,0,39,eqaszp3lzhffqt4f8hmzov72j,0,39,100,2023-05-13T10:01:30.425Z,2023-05-13T10:01:32Z,4272080959,56,Left,4272080969,1,,4272080965,212,28.8,4272080967,213,6.1,4272080963,141,91.4,4272080957,107,,4272080961,140,65.8,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673221,12,1,1,0,40,b9ecgxh884j2ugjrxwvpym192,1,28.3,14.9,2023-05-13T10:01:31.686Z,2023-05-13T10:01:36Z,4272081051,157,,4272081057,141,23.6,4272081063,1,,4272081055,140,55.1,4272081053,56,Center,4272081061,213,0.2,4272081059,212,28.8,,,,auqzv0poi2q7tcardivb21m8l,Ana Carol,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673229,13,61,1,0,44,b9ecgxh884j2ugjrxwvpym192,0,55.5,24.6,2023-05-13T10:01:35.438Z,2023-05-13T10:02:01Z,4272081077,56,Center,,,,,,,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673231,12,1,1,0,45,eqaszp3lzhffqt4f8hmzov72j,0,60,57.5,2023-05-13T10:01:36.168Z,2023-05-13T10:01:38Z,4272081097,213,4.7,4272081093,141,46.7,4272081091,140,60.2,4272081087,3,,4272081095,212,7.3,4272081089,56,Center,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673239,14,49,1,0,46,b9ecgxh884j2ugjrxwvpym192,1,40.8,45.2,2023-05-13T10:01:37.861Z,2023-05-13T10:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673253,15,1,1,0,47,b9ecgxh884j2ugjrxwvpym192,1,39.5,55.8,2023-05-13T10:01:38.852Z,2023-05-13T10:01:42Z,4272081207,140,30.3,4272081205,56,Back,4272081213,213,2.7,4272081211,212,10.5,4272081209,141,62.0,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673287,17,50,1,0,49,b9ecgxh884j2ugjrxwvpym192,1,31,67.6,2023-05-13T10:01:40.351Z,2023-05-13T10:01:55Z,4272081359,285,,4272081357,56,Back,4272081743,233,13,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673247,13,7,1,0,49,eqaszp3lzhffqt4f8hmzov72j,0,69,32.4,2023-05-13T10:01:40.352Z,2023-05-13T10:01:55Z,4272081185,56,Center,4272081735,233,17,4272081187,286,,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673259,16,49,1,0,51,b9ecgxh884j2ugjrxwvpym192,1,30.3,62,2023-05-13T10:01:42.100Z,2023-05-13T10:01:42Z,,,,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673311,18,1,1,0,55,b9ecgxh884j2ugjrxwvpym192,0,32.7,34,2023-05-13T10:01:46.325Z,2023-05-13T10:01:50Z,4272081513,1,,4272081509,212,15.5,4272081503,56,Back,4272081511,213,0.7,4272081505,140,43.7,4272081501,157,,4272081507,141,49.3,,,,auqzv0poi2q7tcardivb21m8l,Ana Carol,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673309,14,44,1,0,56,eqaszp3lzhffqt4f8hmzov72j,1,57.3,40.6,2023-05-13T10:01:47.328Z,2023-05-13T10:01:53Z,4272081495,56,Center,4272081539,233,19,4272081497,286,,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673315,19,44,1,0,56,b9ecgxh884j2ugjrxwvpym192,0,42.7,59.4,2023-05-13T10:01:47.329Z,2023-05-13T10:01:51Z,4272081543,233,14,4272081531,285,,4272081529,56,Back,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673313,15,1,1,0,57,eqaszp3lzhffqt4f8hmzov72j,0,58.4,30.4,2023-05-13T10:01:48.848Z,2023-05-13T10:01:59Z,4272081525,212,10.7,4272081521,140,66.1,4272081517,3,,4272081527,213,0.7,4272081519,56,Center,4272081523,141,40.7,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673337,20,1,1,1,0,b9ecgxh884j2ugjrxwvpym192,0,44.1,55.5,2023-05-13T10:01:51.382Z,2023-05-13T10:01:53Z,4272081655,141,63.6,4272081651,56,Center,4272081657,212,45.1,4272081659,213,0.1,4272081649,157,,4272081653,140,86.7,4272081661,1,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673365,16,52,1,1,5,eqaszp3lzhffqt4f8hmzov72j,1,13.3,40.3,2023-05-13T10:01:56.744Z,2023-05-13T10:01:56Z,,,,,,,,,,,,,,,,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673423,17,1,1,1,13,eqaszp3lzhffqt4f8hmzov72j,0,14.8,56.6,2023-05-13T10:02:04.729Z,2023-05-13T10:02:09Z,4272082073,199,,4272082077,140,63.1,4272082087,1,,4272082081,212,50.7,4272082075,56,Center,4272082079,141,56.6,4272082085,213,0,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673449,21,61,1,1,22,b9ecgxh884j2ugjrxwvpym192,1,42,40.7,2023-05-13T10:02:13.136Z,2023-05-13T10:02:13Z,4272082229,56,Back,,,,,,,,,,,,,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673497,18,1,1,1,25,eqaszp3lzhffqt4f8hmzov72j,1,69.4,69.7,2023-05-13T10:02:16.553Z,2023-05-13T10:02:19Z,4272082487,56,Left,4272082493,212,19.4,4272082491,141,93.0,4272082495,213,2.2,4272082489,140,58.7,,,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673505,19,1,1,1,28,eqaszp3lzhffqt4f8hmzov72j,0,60.6,93.3,2023-05-13T10:02:19.505Z,2023-05-13T10:02:22Z,4272082545,1,,4272082535,56,Center,4272082537,140,86.0,4272082541,212,34.2,4272082539,141,61.8,4272082543,213,5.6,4272082533,155,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673533,22,1,1,1,31,b9ecgxh884j2ugjrxwvpym192,1,17.1,34.5,2023-05-13T10:02:22.341Z,2023-05-13T10:02:24Z,4272082689,56,Back,4272082695,212,12.1,4272082693,141,49.0,4272082691,140,10.5,4272082687,3,,4272082697,213,2.2,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673539,23,52,1,1,33,b9ecgxh884j2ugjrxwvpym192,1,10.5,49,2023-05-13T10:02:24.453Z,2023-05-13T10:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673607,24,80,1,1,45,b9ecgxh884j2ugjrxwvpym192,0,14.5,50.6,2023-05-13T10:02:36.484Z,2023-05-13T10:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673649,25,1,1,1,46,b9ecgxh884j2ugjrxwvpym192,0,18.3,51.9,2023-05-13T10:02:37.972Z,2023-05-13T10:08:13Z,4272083299,56,Left,4272083303,141,89.1,4272083309,1,,4272083307,213,0.4,4272083301,140,75.4,4272083295,157,,4272083305,212,65.1,4272083297,198,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673673,20,12,1,1,52,eqaszp3lzhffqt4f8hmzov72j,1,29.2,15.5,2023-05-13T10:02:43.481Z,2023-05-13T10:07:31Z,4272083473,140,31.7,4272083471,56,Back,4272083477,212,11.8,4272083475,141,0.0,4272083479,213,4.9,4272083485,167,,,,,,,,d20r1ne9lrj8jivt9qv1m6zth,C. Adule,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673675,21,5,1,1,53,eqaszp3lzhffqt4f8hmzov72j,0,30.2,-1.4,2023-05-13T10:02:44.820Z,2023-05-13T10:16:06Z,4272083861,233,26,4272083483,347,,4272083481,56,Back,,,,,,,,,,,,,,,,d20r1ne9lrj8jivt9qv1m6zth,C. Adule,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673735,26,5,1,1,53,b9ecgxh884j2ugjrxwvpym192,1,69.8,101.4,2023-05-13T10:02:44.820Z,2023-05-13T10:02:57Z,4272083843,347,,4272083841,56,Left,4272083851,233,21,,,,,,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673783,27,1,1,2,6,b9ecgxh884j2ugjrxwvpym192,1,73.7,100,2023-05-13T10:02:57.207Z,2023-05-13T10:03:03Z,4272084075,56,Left,4272084077,140,82.4,4272084083,213,5.3,4272084079,141,80.5,4272084073,107,,4272084081,212,17.2,,,,,,,1vcx3sprpnorl4q43abs8iuei,María Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673785,28,61,1,2,12,b9ecgxh884j2ugjrxwvpym192,1,82.4,82.7,2023-05-13T10:03:03.380Z,2023-05-13T10:03:03Z,4272084087,56,Left,,,,,,,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673841,22,5,1,2,13,eqaszp3lzhffqt4f8hmzov72j,1,18.8,-1.1,2023-05-13T10:03:04.533Z,2023-05-13T10:16:06Z,4272084473,233,29,4272084423,347,,4272084421,56,Back,,,,,,,,,,,,,,,,d20r1ne9lrj8jivt9qv1m6zth,C. Adule,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673797,29,5,1,2,13,b9ecgxh884j2ugjrxwvpym192,0,81.2,101.1,2023-05-13T10:03:04.533Z,2023-05-13T10:03:12Z,4272084137,56,Left,4272084141,347,,4272084501,233,22,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673857,23,1,1,2,21,eqaszp3lzhffqt4f8hmzov72j,0,20.5,0,2023-05-13T10:03:12.186Z,2023-05-13T10:03:15Z,4272084523,107,,4272084533,213,0.2,4272084529,141,3.8,4272084527,140,41.5,4272084535,1,,4272084531,212,22.4,4272084525,56,Back,,,,d20r1ne9lrj8jivt9qv1m6zth,C. Adule,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673867,30,1,1,2,22,b9ecgxh884j2ugjrxwvpym192,0,58.8,95.9,2023-05-13T10:03:14.004Z,2023-05-13T10:03:18Z,4272084607,56,Left,4272084615,213,5.6,4272084613,212,10.3,4272084605,3,,4272084611,141,86.8,4272084609,140,66.6,,,,,,,1vcx3sprpnorl4q43abs8iuei,María Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673875,24,44,1,2,25,eqaszp3lzhffqt4f8hmzov72j,1,32.2,14.4,2023-05-13T10:03:16.739Z,2023-05-13T10:57:46Z,4272084643,56,Back,4272084649,233,31,4272084645,285,,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673873,31,44,1,2,25,b9ecgxh884j2ugjrxwvpym192,0,67.8,85.6,2023-05-13T10:03:16.740Z,2023-05-13T10:03:18Z,4272084641,286,,4272084639,56,Left,4272084691,233,24,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673883,25,1,1,2,26,eqaszp3lzhffqt4f8hmzov72j,0,31.1,15.5,2023-05-13T10:03:17.330Z,2023-05-13T10:57:47Z,4272084677,140,40.0,4272084683,213,6.1,4272084675,56,Back,4272084673,3,,4272084681,212,9.5,4272084679,141,13.1,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673891,32,3,1,2,27,b9ecgxh884j2ugjrxwvpym192,0,62.2,85,2023-05-13T10:03:18.404Z,2023-05-13T10:03:19Z,4272084757,211,,4272084713,56,Left,4272084717,286,,,,,,,,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673901,26,49,1,2,28,eqaszp3lzhffqt4f8hmzov72j,1,30.4,35.4,2023-05-13T10:03:19.611Z,2023-05-13T10:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673959,27,1,1,2,30,eqaszp3lzhffqt4f8hmzov72j,1,31.4,37.3,2023-05-13T10:03:21.883Z,2023-05-13T10:03:38Z,4272085109,213,0.7,4272085099,140,70.3,4272085103,141,91.5,4272085309,210,15,4272085111,1,,4272085091,155,,4272085107,212,55.0,4272085095,56,Left,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,1,4272085311,154,,,,,,,,,,,,,,,,,,,,,,,
2547673961,28,15,1,2,38,eqaszp3lzhffqt4f8hmzov72j,1,89.9,70.2,2023-05-13T10:03:29.322Z,2023-05-13T10:03:39Z,4272085121,56,Center,4272085315,29,,4272085325,103,15.2,4272085317,154,,4272085327,146,99.0,4272085361,233,33,4272085319,55,27,4272085329,147,51.6,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,4272085117,22,4272085313,76,4272085323,102,52.7,4272085205,72,4272085119,64,,,,,,,,,,,,,,
2547673975,33,10,1,2,38,b9ecgxh884j2ugjrxwvpym192,1,2.1,48.5,2023-05-13T10:03:29.422Z,2023-05-13T10:03:35Z,4272085223,173,,4272085229,56,Back,4272085235,233,28,4272085227,182,,4272085225,178,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673977,34,52,1,2,43,b9ecgxh884j2ugjrxwvpym192,1,2.1,48.5,2023-05-13T10:03:34.756Z,2023-05-13T10:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674025,35,1,1,2,52,b9ecgxh884j2ugjrxwvpym192,1,15.3,43.7,2023-05-13T10:03:43.396Z,2023-05-13T10:03:48Z,4272085573,1,,4272085559,140,49.8,4272085565,212,44.4,4272085563,141,5.9,4272085551,199,,4272085569,213,5.7,4272085555,56,Back,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,
