id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist
2480589465,2,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2022-11-02T17:06:46.830Z,2022-11-02T17:55:59Z,3889497065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3889497057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3889539905,197,3971,3889540117,194,470znxtt0sf52aav1o8s1hkdm,3889497059,59,"13, 19, 4, 16, 3, 15, 11, 5, 10, 8, 20, 1, 9, 12, 14, 21, 23",3889497063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3889497055,30,"16sc4hlsrq610rhfzi6m2squh, 8hmntjeezmx4ch9yeti4x9y50, 8tmzjcaglix0qj8zy7yp8w7o, 470znxtt0sf52aav1o8s1hkdm, auqzv0poi2q7tcardivb21m8l, aa93kg4nfvrpthvfkkofixwtm, 67kef1hzytkax2iyeg2il5nth, 9s5jdwjyk9klobfdt4wwt5jvt, f6dtaackj9nd3ngnvs5nq0o9, 67nqgmgyb28btwrkdykjitylm, 5wubhrq7ftqx0ryckwbrdxc5x, dri6ywllr5aapmost881p4991, 1vcx3sprpnorl4q43abs8iuei, eitv6t0xve84dgqlxutee0ys4, 6ufssidf65zo52ru9q644hq3u, cyvjdizn0kqcocblmtvjfvzvu, 8fswi9ldpiuemw0y922tf7dud",3889497061,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480589589,1,34,16,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2022-11-02T17:08:40.096Z,2022-11-02T18:00:45Z,3889497729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3889497733,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3889497731,194,5e5sc7yzyi9kja9edk892br9x,3889544129,197,17022,3889497725,59,"1, 20, 7, 4, 14, 2, 5, 18, 23, 8, 19, 6, 10, 11, 12, 13, 15, 16, 17, 21, 22, 30",3889497727,130,18,3889497721,30,"91vjxbtjn9fmsatxvncmwxyhh, 8m8fk05kqcs7ver68ubl61mju, 7vtua260sxp339ie21any0zc9, aktfohaqh9czmqesi39tstlka, 5hk1m1corx8iy26z88eo65fpx, f24lwuatps6dy3yzdifyir6qd, efrr99onfcuvb2gylkvvrnl9m, bixjzl99gkes918s5gbndtwwl, 5e5sc7yzyi9kja9edk892br9x, u29d1e3mswrdqx1aqfhuj8ph, 5jwmy7qi01na2bmyw3zo3is8a, 5ag0647kn7k4y21y8nigiwxqt, d71c1o7e1t448gemysrgisj8q, 57ubfxv6ujkk5cictmez4op1x, 5q1oexaovibgn83v5kmjfanvu, bruuz81usy0wu8hpg4d6af3e1, em7ia2l8t9011hu2mnihjf90q, 4nbtzqsvw5ecwsh0k19rzoiga, 9x6jbuibbl7ysh0oovghyw4id, bf9471n7d2w7p76c6zb0gqsfe, 7ffrfies3tie3rewc1cm0hz9x, c9nwuwk8n76ulkfl460fna42c",3889497723,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597891,2,32,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2022-11-02T18:00:01.153Z,2022-11-02T18:00:01Z,3889543407,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597893,3,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2022-11-02T18:00:01.153Z,2022-11-02T18:00:08Z,3889543409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597923,3,1,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,50.1,50,2022-11-02T18:00:01.253Z,2022-11-02T18:00:09Z,3889543549,141,59.1,3889543555,279,S,3889543545,56,Back,3889543551,212,15.7,3889543547,140,36.4,3889543553,213,2.7,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597925,4,1,1,0,3,bxlqcsb8ylen7lng9qy50eoq5,1,35.9,56,2022-11-02T18:00:05.028Z,2022-11-02T18:05:05Z,3889543567,213,4.7,3889543561,140,35.7,3889543565,212,13.9,3889543563,141,35.5,3889543559,56,Back,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597935,5,1,1,0,5,bxlqcsb8ylen7lng9qy50eoq5,1,38.5,34.5,2022-11-02T18:00:06.355Z,2022-11-02T18:00:11Z,3889543615,141,30.0,3889543619,213,6.2,3889543621,1,,3889543613,140,72.2,3889543611,56,Center,3889543617,212,35.5,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597947,6,1,1,0,9,bxlqcsb8ylen7lng9qy50eoq5,0,76.5,11.7,2022-11-02T18:00:10.867Z,2022-11-02T18:00:15Z,3889543685,212,22.9,3889543683,141,34.2,3889543679,56,Center,3889543681,140,92.7,3889543687,213,0.7,,,,,,,,,,u29d1e3mswrdqx1aqfhuj8ph,J. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597957,4,12,1,0,13,b9ecgxh884j2ugjrxwvpym192,1,9.1,65.8,2022-11-02T18:00:14.521Z,2022-11-02T18:00:17Z,3889543775,167,,3889543737,213,1.9,3889543731,140,1.8,3889543735,212,24.6,3889543733,141,100.0,3889543729,56,Back,,,,,,,auqzv0poi2q7tcardivb21m8l,Ana Carol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597961,5,5,1,0,14,b9ecgxh884j2ugjrxwvpym192,0,3.4,100.8,2022-11-02T18:00:15.668Z,2022-11-02T18:10:40Z,3889543871,233,7,3889543755,56,Back,3889543757,347,,,,,,,,,,,,,,,,,auqzv0poi2q7tcardivb21m8l,Ana Carol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480597977,7,5,1,0,14,bxlqcsb8ylen7lng9qy50eoq5,1,96.6,-0.8,2022-11-02T18:00:15.668Z,2022-11-02T18:00:20Z,3889543837,347,,3889543835,56,Right,3889543847,233,5,,,,,,,,,,,,,,,,u29d1e3mswrdqx1aqfhuj8ph,J. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598041,8,1,1,0,37,bxlqcsb8ylen7lng9qy50eoq5,1,95.1,0,2022-11-02T18:00:38.308Z,2022-11-02T18:00:39Z,3889544193,141,7.6,3889544189,56,Right,3889544191,140,92.2,3889544197,213,2.0,3889544195,212,6.8,3889544187,107,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598043,9,4,1,0,38,bxlqcsb8ylen7lng9qy50eoq5,1,91.8,7.2,2022-11-02T18:00:39.589Z,2022-11-02T18:00:42Z,3889544283,233,6,3889544203,56,Right,3889544207,265,,3889544201,13,,3889544205,152,,3889544209,286,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598053,6,4,1,0,38,b9ecgxh884j2ugjrxwvpym192,0,8.2,92.8,2022-11-02T18:00:39.590Z,2022-11-02T18:00:42Z,3889544289,233,9,3889544257,13,,3889544265,152,,3889544269,285,,3889544261,56,Back,3889544267,265,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598275,10,1,1,1,21,bxlqcsb8ylen7lng9qy50eoq5,0,92.2,7.7,2022-11-02T18:01:22.789Z,2022-11-02T18:01:25Z,3889545529,140,90.5,3889545533,212,27.2,3889545531,141,47.6,3889545525,152,,3889545519,2,,3889545535,213,1.6,3889545527,56,Center,3889545521,5,,7vtua260sxp339ie21any0zc9,Rosa Otermin,3889545523,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598325,7,12,1,1,25,b9ecgxh884j2ugjrxwvpym192,1,14.9,57.8,2022-11-02T18:01:26.408Z,2022-11-02T18:01:34Z,3889545819,56,Back,3889545827,213,1.6,3889545821,140,13.6,3889545825,212,23.2,3889545823,141,91.8,,,,,,,,,,9s5jdwjyk9klobfdt4wwt5jvt,V. Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598309,11,1,1,1,27,bxlqcsb8ylen7lng9qy50eoq5,1,85.8,5.6,2022-11-02T18:01:28.966Z,2022-11-02T18:01:31Z,3889545735,141,25.0,3889545733,140,77.8,3889545739,213,2.1,3889545731,56,Center,3889545737,212,15.6,,,,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598317,12,1,1,1,30,bxlqcsb8ylen7lng9qy50eoq5,0,80.7,14.1,2022-11-02T18:01:31.302Z,2022-11-02T18:01:33Z,3889545781,155,,3889545787,141,29.2,3889545791,213,0.8,3889545789,212,14.4,3889545785,140,90.3,3889545783,56,Center,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598335,8,12,1,1,33,b9ecgxh884j2ugjrxwvpym192,1,13.4,73.4,2022-11-02T18:01:34.537Z,2022-11-02T18:01:39Z,3889545887,213,1.5,3889545881,140,14.1,3889545877,56,Back,3889545883,141,100.0,3889545885,212,19.2,3889545951,167,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598347,9,5,1,1,35,b9ecgxh884j2ugjrxwvpym192,0,9.8,101,2022-11-02T18:01:36.233Z,2022-11-02T18:01:47Z,3889546131,233,13,3889545949,347,,3889545947,56,Back,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598375,13,5,1,1,35,bxlqcsb8ylen7lng9qy50eoq5,1,90.2,-1,2022-11-02T18:01:36.233Z,2022-11-02T18:10:40Z,3889546123,347,,3889546127,233,9,3889546121,56,Right,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480598403,14,1,1,1,48,bxlqcsb8ylen7lng9qy50eoq5,0,91.4,0,2022-11-02T18:01:49.431Z,2022-11-02T18:01:52Z,3889546285,56,Center,3889546283,107,,3889546293,213,1.2,3889546287,140,97.2,3889546289,141,25.0,3889546291,212,18.6,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
