id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId
2482294843,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2022-11-06T10:23:38.206Z,2022-11-06T11:41:54Z,3898483769,30,"epgai2aff40j82jb3gumaehka, 1dfho5ul0u10h5m7cmtmj5x7u, 89zl8l8wouupdzgepnm1ogqhg, 6lruud03b1so5uyjduuthtuj9, 8vwiezkux2gxs99ziy7x69fu2, q3xvi1pbz5hmr6zw6np6v4yd, cfmly5uuomypp4t0pibgtfazu, 3u9vtcqa5td8weoufpzirruhg, 61ho0mi13ewpotj5udjt7mz2s, c1ll2hqt71suy8bgwswpci9uy, du0eybpvf5vcvtuj074x74jdg, 1bvbnq69gxx0nciovzzf6o8dm, d2at1haixfnekibqj89y4nxed, 2j37sn6v53zhgz2hf1q33gzdg, du4sd3yhhb3avedd8yzjd6dey, 4ts1xba21nxqu8shbfzcvj27d, a0g0ldiol9fzw09gk5i9e15w4, 9rk08avs1361jws1ibs5frl04",3898544135,197,17635,3898483771,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3898483773,59,"13, 22, 12, 14, 2, 4, 21, 6, 19, 11, 7, 1, 3, 9, 18, 20, 8, 27",3898483779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898483775,130,6,3898483777,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3898534157,194,6lruud03b1so5uyjduuthtuj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482296715,1,34,16,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2022-11-06T10:28:30.985Z,2022-11-06T11:44:37Z,3898490173,30,"eurxmqgiqw2hlsu8x0of9to7p, 982xo55a6ehu6960fxwr3bfje, 5ic26p6vixiy9kqtxniuh9zh1, cndbae3p3ag0t2qpt22wafo8a, 9le3udqhtfsbnlr6py67cj71m, bpqjytbm9oxa367bwxcyhiolw, 3rob14yal0zrzxj2tdpp4sewa, aoy956n72pya0cc6bqj5x736x, 8kq18ws6azqtq2dkrhqu0p045, buqygjztmnvmul49w3grzuo5x, 80bmdjixjy34wx3e5fb8re961, 8jok7wopda70yus7gj5qwi1nt, cfjrwsqj3ktavvjte6sddgmi, eno0e1nmkn4ts5yy103k7inzd, 4wq471cuusdudbev0bhruq4bu, 1au0af90j09ol6827vodhg1k9, 5ynz0l8qa20x0gp0a5iiztgph, dc80qat3wirccbux02od5ogyd, f20f6etew7qc0bgwp7j1bgyne, 42t82kh0hqfa7h92x1ujdz97u",3898490179,130,12,3898539603,197,13820,3898528503,194,5ic26p6vixiy9kqtxniuh9zh1,3898490181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898490177,59,"25, 16, 23, 19, 4, 28, 6, 17, 9, 10, 14, 1, 2, 8, 11, 12, 15, 20, 21, 22",3898490175,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898490183,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310617,2,32,1,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2022-11-06T11:03:08.811Z,2022-11-06T11:03:08Z,3898544367,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310633,2,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2022-11-06T11:03:08.811Z,2022-11-06T11:03:10Z,3898544421,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310641,3,1,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,50,50,2022-11-06T11:03:08.911Z,2022-11-06T11:03:11Z,3898544459,279,S,3898544453,141,56.6,3898544451,140,37.0,3898544447,56,Back,3898544457,213,2.8,3898544455,212,14.4,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310661,4,1,1,0,2,7mk4va7b2p6tnv2xjxcgjy8h6,1,37,56.4,2022-11-06T11:03:11.775Z,2022-11-06T11:03:13Z,3898544543,212,13.6,3898544541,141,40.7,3898544537,56,Back,3898544545,213,4.0,3898544539,140,28.9,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310693,5,1,1,0,4,7mk4va7b2p6tnv2xjxcgjy8h6,1,28.9,40.7,2022-11-06T11:03:13.479Z,2022-11-06T11:03:16Z,3898544645,155,,3898544647,56,Left,3898544655,213,1.0,3898544657,1,,3898544653,212,45.7,3898544651,141,97.2,3898544649,140,52.5,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310699,6,1,1,0,7,7mk4va7b2p6tnv2xjxcgjy8h6,0,52.5,97.2,2022-11-06T11:03:16.303Z,2022-11-06T11:03:16Z,3898544675,213,0.9,3898544667,56,Left,3898544665,3,,3898544673,212,3.6,3898544669,140,54.6,3898544671,141,100.0,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310729,3,5,1,0,8,9ouh98eyf6u69lbxc13mllm7f,1,46.8,-1.2,2022-11-06T11:03:16.880Z,2022-11-06T11:10:38Z,3898559933,233,7,3898544801,347,,3898544799,56,Back,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310701,7,5,1,0,8,7mk4va7b2p6tnv2xjxcgjy8h6,0,53.2,101.2,2022-11-06T11:03:16.880Z,2022-11-06T11:10:08Z,3898544679,347,,3898559937,233,3,3898544677,56,Left,,,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310777,4,1,1,0,16,9ouh98eyf6u69lbxc13mllm7f,1,53.8,0,2022-11-06T11:03:25.632Z,2022-11-06T11:49:51Z,3898544979,56,Right,3898544981,140,65.3,3898544983,141,16.9,3898545245,107,,3898544985,212,17.0,3898544987,213,0.8,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310789,5,1,1,0,20,9ouh98eyf6u69lbxc13mllm7f,0,63.6,10.6,2022-11-06T11:03:29.064Z,2022-11-06T11:10:06Z,3898545039,141,0.0,3898545033,155,,3898545043,213,5.7,3898545035,56,Right,3898545037,140,74.6,3898545041,212,13.9,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310793,6,5,1,0,20,9ouh98eyf6u69lbxc13mllm7f,0,74.1,-0.8,2022-11-06T11:03:29.503Z,2022-11-06T11:10:38Z,3898545251,233,8,3898545051,347,,3898545049,56,Right,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310843,8,5,1,0,20,7mk4va7b2p6tnv2xjxcgjy8h6,1,25.9,100.8,2022-11-06T11:03:29.503Z,2022-11-06T11:03:40Z,3898545241,233,6,3898545227,347,,3898545225,56,Back,,,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310859,9,1,1,0,31,7mk4va7b2p6tnv2xjxcgjy8h6,1,27.7,100,2022-11-06T11:03:39.991Z,2022-11-06T11:03:41Z,3898545297,141,89.0,3898545295,140,25.1,3898545291,107,,3898545299,212,8.7,3898545293,56,Back,3898545301,213,4.4,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310893,10,1,1,0,32,7mk4va7b2p6tnv2xjxcgjy8h6,0,25,89.4,2022-11-06T11:03:41.768Z,2022-11-06T11:10:13Z,3898545427,213,0.2,3898545425,212,15.5,3898545417,157,,3898545419,56,Back,3898545421,140,39.6,3898545429,1,,3898545423,141,93.0,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
