id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2533451939,104,1,1,10,22,9euoni3f3sh08tsplt2gh5dex,0,68.5,0,2023-04-15T10:09:48.535Z,2023-04-15T10:09:50Z,4189374871,56,Right,4189374879,141,2.2,4189374881,212,20.8,4189374883,213,0.1,4189374867,107,,4189374875,140,88.1,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533451941,78,8,1,10,24,eqaszp3lzhffqt4f8hmzov72j,1,19.7,93,2023-04-15T10:09:50.896Z,2023-04-15T10:09:51Z,4189374885,56,Back,,,,,,,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533451971,79,5,1,10,25,eqaszp3lzhffqt4f8hmzov72j,0,16.5,101.2,2023-04-15T10:09:52.008Z,2023-04-15T10:54:42Z,4189375015,347,,4189375013,56,Back,4189375153,233,105,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533451991,105,5,1,10,25,9euoni3f3sh08tsplt2gh5dex,1,83.5,-1.2,2023-04-15T10:09:52.008Z,2023-04-15T10:09:56Z,4189375121,56,Right,4189375137,233,79,4189375123,347,,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452037,106,1,1,10,35,9euoni3f3sh08tsplt2gh5dex,0,88.1,0,2023-04-15T10:10:02.104Z,2023-04-15T10:10:03Z,4189375377,212,16.7,4189375379,213,1.8,4189375369,107,,4189375375,141,23.0,4189375373,140,85.0,4189375371,56,Center,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452049,80,8,1,10,38,eqaszp3lzhffqt4f8hmzov72j,1,15.4,71.2,2023-04-15T10:10:04.465Z,2023-04-15T10:10:04Z,4189375435,56,Back,,,,,,,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452107,107,1,1,10,44,9euoni3f3sh08tsplt2gh5dex,0,78.2,23.7,2023-04-15T10:10:10.678Z,2023-04-15T10:10:22Z,4189375723,56,Center,4189376167,141,23.3,4189376165,140,100.0,4189376169,212,23.5,4189376171,213,6.3,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452079,81,5,1,10,45,eqaszp3lzhffqt4f8hmzov72j,1,-0.9,70.1,2023-04-15T10:10:11.351Z,2023-04-15T10:56:03Z,4189375623,346,,4189461829,233,482,4189375621,56,Back,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533469683,482,5,1,10,45,9euoni3f3sh08tsplt2gh5dex,0,100.9,29.9,2023-04-15T10:10:11.351Z,2023-04-15T10:54:42Z,4189461795,346,,4189461793,56,Center,4189461837,233,81,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452193,82,1,1,10,51,eqaszp3lzhffqt4f8hmzov72j,1,5.4,44.2,2023-04-15T10:10:18.240Z,2023-04-15T10:10:23Z,4189376217,237,,4189376203,124,,4189376205,56,Back,4189376213,213,4.9,4189376209,141,23.0,4189376207,140,8.7,4189376211,212,14.8,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452213,83,1,1,10,57,eqaszp3lzhffqt4f8hmzov72j,0,8.6,22.7,2023-04-15T10:10:23.776Z,2023-04-15T10:10:26Z,4189376299,212,48.1,4189376303,1,,4189376301,213,0.7,4189376297,141,66.4,4189376291,155,,4189376295,140,44.6,4189376293,56,Back,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452235,108,1,1,11,0,9euoni3f3sh08tsplt2gh5dex,1,55.9,32.1,2023-04-15T10:10:27.032Z,2023-04-15T10:10:28Z,4189376397,140,64.9,4189376399,141,39.4,4189376395,56,Center,4189376401,212,10.7,4189376403,213,0.5,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452239,109,49,1,11,1,9euoni3f3sh08tsplt2gh5dex,1,64.9,39.5,2023-04-15T10:10:27.992Z,2023-04-15T10:10:28Z,,,,,,,,,,,,,,,,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452261,110,1,1,11,1,9euoni3f3sh08tsplt2gh5dex,1,64.9,39.5,2023-04-15T10:10:28.135Z,2023-04-15T10:10:31Z,4189376529,56,Center,4189376537,213,5.1,4189376535,212,6.8,4189376533,141,30.3,4189376531,140,67.5,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452269,111,1,1,11,4,9euoni3f3sh08tsplt2gh5dex,1,67.9,18.5,2023-04-15T10:10:30.936Z,2023-04-15T10:10:32Z,4189376561,56,Back,4189376563,140,38.5,4189376565,141,29.8,4189376569,213,2.9,4189376567,212,31.8,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452283,112,1,1,11,6,9euoni3f3sh08tsplt2gh5dex,1,38.5,29.8,2023-04-15T10:10:32.680Z,2023-04-15T10:10:33Z,4189376641,140,60.8,4189376643,141,30.4,4189376645,212,23.4,4189376637,155,,4189376647,213,0.0,4189376639,56,Center,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452285,113,1,1,11,7,9euoni3f3sh08tsplt2gh5dex,1,58.2,30.4,2023-04-15T10:10:33.719Z,2023-04-15T10:10:45Z,4189376657,140,45.7,4189376663,213,2.7,4189376661,212,14.3,4189376659,141,38.6,4189376745,233,84,4189376655,56,Back,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452307,114,1,1,11,8,9euoni3f3sh08tsplt2gh5dex,0,45.4,38.2,2023-04-15T10:10:35.119Z,2023-04-15T10:58:48Z,4189376819,141,38.0,4189377117,286,,4189376817,140,43.9,4189377119,233,84,4189376823,213,3.2,4189377115,236,,4189376815,56,Back,4189376821,212,1.6,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452293,84,74,1,11,8,eqaszp3lzhffqt4f8hmzov72j,1,50.9,57.6,2023-04-15T10:10:35.120Z,2023-04-15T10:55:49Z,4189376727,56,Center,4189376763,233,114,4189376729,285,,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452305,85,49,1,11,10,eqaszp3lzhffqt4f8hmzov72j,1,52.2,47.2,2023-04-15T10:10:36.432Z,2023-04-15T10:10:36Z,,,,,,,,,,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452349,86,1,1,11,10,eqaszp3lzhffqt4f8hmzov72j,0,52.2,47.2,2023-04-15T10:10:36.976Z,2023-04-15T10:10:42Z,4189377069,213,5.9,4189377067,212,56.4,4189377071,1,,4189377059,155,,4189377061,56,Right,4189377065,141,13.7,4189377063,140,100.0,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452353,87,5,1,11,16,eqaszp3lzhffqt4f8hmzov72j,0,101.4,13.1,2023-04-15T10:10:42.647Z,2023-04-15T10:10:54Z,4189377077,346,,4189377525,233,115,4189377075,56,Right,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452427,115,5,1,11,16,9euoni3f3sh08tsplt2gh5dex,1,-1.4,86.9,2023-04-15T10:10:42.647Z,2023-04-15T10:54:42Z,4189377489,56,Back,4189377491,346,,4189377509,233,87,,,,,,,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452571,116,1,1,11,47,9euoni3f3sh08tsplt2gh5dex,1,4.2,52.7,2023-04-15T10:11:13.975Z,2023-04-15T10:11:16Z,4189378277,124,,4189378285,212,7.0,4189378291,237,,4189378283,141,62.6,4189378281,140,6.0,4189378279,56,Back,4189378287,213,1.3,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452615,117,1,1,11,49,9euoni3f3sh08tsplt2gh5dex,1,7.1,66.7,2023-04-15T10:11:16.089Z,2023-04-15T10:11:21Z,4189378505,1,,4189378503,213,0.5,4189378497,140,36.7,4189378501,212,36.2,4189378499,141,93.9,4189378493,155,,4189378495,56,Back,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452645,118,1,1,11,55,9euoni3f3sh08tsplt2gh5dex,1,39.4,77,2023-04-15T10:11:21.576Z,2023-04-15T10:11:57Z,4189378641,140,38.1,4189378645,212,18.9,4189378643,141,49.3,4189378647,213,4.6,4189378639,56,Back,,,,,,,,,,2t32h7nbjkouc968jbm8cax62,Mirari Uria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452647,119,61,1,12,0,9euoni3f3sh08tsplt2gh5dex,0,59.3,39.8,2023-04-15T10:11:26.631Z,2023-04-15T10:11:26Z,4189378651,56,Center,,,,,,,,,,,,,,,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452651,88,49,1,12,1,eqaszp3lzhffqt4f8hmzov72j,1,32.5,67,2023-04-15T10:11:27.713Z,2023-04-15T10:11:27Z,,,,,,,,,,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452683,120,1,1,12,1,9euoni3f3sh08tsplt2gh5dex,1,51.1,29.7,2023-04-15T10:11:27.848Z,2023-04-15T10:11:33Z,4189378847,213,5.6,4189378839,140,67.6,4189378835,56,Right,4189378843,141,8.6,4189378845,212,22.5,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452687,121,3,1,12,2,9euoni3f3sh08tsplt2gh5dex,0,67.2,16.5,2023-04-15T10:11:29.159Z,2023-04-15T10:58:57Z,4189378853,286,,4189378851,56,Right,4189378879,211,,,,,,,,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452665,89,1,1,12,3,eqaszp3lzhffqt4f8hmzov72j,0,32.5,67,2023-04-15T10:11:30.128Z,2023-04-15T10:58:59Z,4189378739,213,0.1,4189378731,56,Back,4189378737,212,11.8,4189378735,141,69.4,4189378733,140,43.6,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452699,90,49,1,12,8,eqaszp3lzhffqt4f8hmzov72j,1,26.1,59,2023-04-15T10:11:34.464Z,2023-04-15T10:11:34Z,,,,,,,,,,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452707,91,1,1,12,8,eqaszp3lzhffqt4f8hmzov72j,0,26.2,57.3,2023-04-15T10:11:35.024Z,2023-04-15T10:11:35Z,4189378957,212,37.9,4189378959,213,6.2,4189378961,1,,4189378953,140,62.2,4189378955,141,53.1,4189378949,157,,4189378951,56,Center,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452711,122,1,1,12,11,9euoni3f3sh08tsplt2gh5dex,0,44.3,34.5,2023-04-15T10:11:37.351Z,2023-04-15T10:11:40Z,4189379091,233,92,4189378987,212,3.4,4189378989,213,6.1,4189379095,286,,4189378983,140,47.5,4189378985,141,33.7,4189378981,56,Back,4189379089,236,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452727,92,74,1,12,11,eqaszp3lzhffqt4f8hmzov72j,1,63.1,52.2,2023-04-15T10:11:37.352Z,2023-04-15T10:55:50Z,4189379067,56,Center,4189379101,233,122,4189379069,285,,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452731,93,49,1,12,13,eqaszp3lzhffqt4f8hmzov72j,1,63.2,52.2,2023-04-15T10:11:40.320Z,2023-04-15T10:11:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452763,94,1,1,12,14,eqaszp3lzhffqt4f8hmzov72j,1,65.7,47.2,2023-04-15T10:11:40.832Z,2023-04-15T10:11:44Z,4189379295,213,0.7,4189379293,212,5.2,4189379289,140,69.4,4189379291,141,52.2,4189379287,56,Center,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452769,95,61,1,12,18,eqaszp3lzhffqt4f8hmzov72j,0,80.7,56.1,2023-04-15T10:11:44.657Z,2023-04-15T10:11:45Z,4189379321,56,Center,,,,,,,,,,,,,,,,,,,,,,1saqhw307zho8fyokoav1j6s4,Marina Martí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452775,123,52,1,12,19,9euoni3f3sh08tsplt2gh5dex,1,8.5,40.4,2023-04-15T10:11:45.960Z,2023-04-15T10:11:46Z,,,,,,,,,,,,,,,,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452887,124,1,1,12,34,9euoni3f3sh08tsplt2gh5dex,1,13.2,37.9,2023-04-15T10:12:00.968Z,2023-04-15T10:12:02Z,4189379893,1,,4189379881,123,,4189379921,287,,4189379891,213,0.9,4189379883,56,Back,4189379885,140,39.9,4189379889,212,45.2,4189379887,141,90.0,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452927,125,1,1,12,39,9euoni3f3sh08tsplt2gh5dex,1,39.4,87.1,2023-04-15T10:12:05.718Z,2023-04-15T10:12:08Z,4189380131,141,78.4,4189380135,213,3.5,4189380133,212,18.0,4189380127,56,Back,4189380129,140,23.2,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533452969,126,1,1,12,42,9euoni3f3sh08tsplt2gh5dex,1,23.2,78.4,2023-04-15T10:12:08.759Z,2023-04-15T10:12:13Z,4189380377,141,44.2,4189380373,56,Back,4189380375,140,26.3,4189380381,213,4.9,4189380379,212,23.5,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453017,127,1,1,12,46,9euoni3f3sh08tsplt2gh5dex,1,39.6,30.4,2023-04-15T10:12:13.015Z,2023-04-15T10:12:21Z,4189380671,155,,4189380673,196,,4189380675,56,Left,4189380681,212,54.8,4189380679,141,92.9,4189380677,140,72.5,4189380683,213,0.9,4189380685,1,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453049,128,1,1,12,55,9euoni3f3sh08tsplt2gh5dex,1,73,94.1,2023-04-15T10:12:21.543Z,2023-04-15T10:12:25Z,4189380861,212,21.0,4189380859,141,83.3,4189380863,213,5.9,4189380857,140,91.7,4189380855,56,Left,,,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453053,129,1,1,12,58,9euoni3f3sh08tsplt2gh5dex,0,87.5,86.8,2023-04-15T10:12:25.191Z,2023-04-15T10:12:28Z,4189380867,2,,4189380877,212,2.0,4189381057,233,96,4189380871,56,Left,4189380873,140,88.8,4189381061,286,,4189381055,236,,4189380869,155,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,4189380879,213,4189380875,141,84.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
2533453079,96,12,1,12,58,eqaszp3lzhffqt4f8hmzov72j,1,9.6,20.7,2023-04-15T10:12:25.291Z,2023-04-15T10:12:28Z,4189380989,185,,4189381063,233,129,4189380991,56,Back,,,,,,,,,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453107,130,1,1,13,1,9euoni3f3sh08tsplt2gh5dex,1,89.4,93.2,2023-04-15T10:12:28.246Z,2023-04-15T10:12:32Z,4189381189,212,12.4,4189381187,141,95.1,4189381185,140,77.7,4189381191,213,3.0,4189381183,56,Left,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453123,131,1,1,13,5,9euoni3f3sh08tsplt2gh5dex,1,79.9,94.4,2023-04-15T10:12:31.975Z,2023-04-15T10:12:34Z,4189381293,213,0.2,4189381285,56,Left,4189381291,212,4.9,4189381289,141,95.7,4189381287,140,84.5,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453125,132,1,1,13,8,9euoni3f3sh08tsplt2gh5dex,0,78.5,92,2023-04-15T10:12:34.631Z,2023-04-15T10:12:35Z,4189381319,212,15.5,4189381321,213,5.3,4189381317,141,72.7,4189381315,140,86.4,4189381313,56,Center,,,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453127,97,8,1,13,9,eqaszp3lzhffqt4f8hmzov72j,1,16,28.6,2023-04-15T10:12:35.841Z,2023-04-15T10:12:35Z,4189381323,56,Back,,,,,,,,,,,,,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453151,133,43,1,13,13,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-04-15T10:12:40.039Z,2023-04-15T10:13:13Z,4189381419,56,Center,4189382403,144,61,,,,,,,,,,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453161,134,49,1,13,15,9euoni3f3sh08tsplt2gh5dex,1,63.8,56.4,2023-04-15T10:12:42.263Z,2023-04-15T10:12:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453167,135,1,1,13,16,9euoni3f3sh08tsplt2gh5dex,1,63.8,56.4,2023-04-15T10:12:42.439Z,2023-04-15T10:12:44Z,4189381509,212,25.4,4189381513,213,5.2,4189381501,56,Center,4189381503,140,75.4,4189381505,141,23.7,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453183,136,1,1,13,17,9euoni3f3sh08tsplt2gh5dex,1,75.2,23.7,2023-04-15T10:12:44.007Z,2023-04-15T10:12:46Z,4189381609,212,19.3,4189381611,213,5.4,4189381603,56,Right,4189381605,140,86.8,4189381607,141,1.7,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453207,137,3,1,13,19,9euoni3f3sh08tsplt2gh5dex,0,86,6.1,2023-04-15T10:12:45.991Z,2023-04-15T10:12:49Z,4189381775,233,98,4189381733,56,Right,4189381735,286,,,,,,,,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453205,98,7,1,13,19,eqaszp3lzhffqt4f8hmzov72j,1,14,93.9,2023-04-15T10:12:45.992Z,2023-04-15T10:12:49Z,4189381725,56,Back,4189381727,285,,4189381749,233,137,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453245,99,1,1,13,22,eqaszp3lzhffqt4f8hmzov72j,0,15.1,91.5,2023-04-15T10:12:49.008Z,2023-04-15T10:12:55Z,4189381901,213,6.1,4189381899,212,70.1,4189381891,155,,4189381893,56,Center,4189381895,140,80.4,4189381897,141,70.0,4189381903,1,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453247,138,49,1,13,28,9euoni3f3sh08tsplt2gh5dex,1,29.6,26.1,2023-04-15T10:12:55.303Z,2023-04-15T10:12:55Z,,,,,,,,,,,,,,,,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453263,139,1,1,13,30,9euoni3f3sh08tsplt2gh5dex,1,29.6,26.1,2023-04-15T10:12:56.663Z,2023-04-15T10:12:58Z,4189381983,213,2.7,4189381977,140,15.5,4189381979,141,37.3,4189381981,212,16.6,4189381975,56,Back,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453273,140,1,1,13,32,9euoni3f3sh08tsplt2gh5dex,1,15.7,37.3,2023-04-15T10:12:58.551Z,2023-04-15T10:13:02Z,4189382047,140,27.8,4189382051,141,58.2,4189382045,56,Back,4189382055,213,0.8,4189382053,212,19.1,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453293,141,1,1,13,35,9euoni3f3sh08tsplt2gh5dex,1,27.9,58.1,2023-04-15T10:13:02.294Z,2023-04-15T10:13:06Z,4189382167,213,1.0,4189382161,140,39.8,4189382159,56,Back,4189382163,141,88.4,4189382165,212,24.1,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453317,142,1,1,13,39,9euoni3f3sh08tsplt2gh5dex,0,48.1,81.8,2023-04-15T10:13:06.167Z,2023-04-15T10:13:10Z,4189382313,1,,4189382309,212,45.9,4189382301,155,,4189382307,141,76.6,4189382303,56,Center,4189382305,140,91.7,4189382311,213,6.2,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453319,100,43,1,13,44,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-04-15T10:13:10.431Z,2023-04-15T10:13:14Z,4189382431,144,49,,,,,,,,,,,,,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453333,101,52,1,13,46,eqaszp3lzhffqt4f8hmzov72j,1,12.6,27.9,2023-04-15T10:13:12.544Z,2023-04-15T10:13:12Z,,,,,,,,,,,,,,,,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453407,102,1,1,13,55,eqaszp3lzhffqt4f8hmzov72j,1,13.1,50.3,2023-04-15T10:13:22.081Z,2023-04-15T10:13:25Z,4189382763,56,Back,4189382765,140,15.7,4189382761,123,,4189382771,213,4.9,4189382767,141,23.4,4189382769,212,18.5,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453429,103,1,1,13,59,eqaszp3lzhffqt4f8hmzov72j,1,16,23.3,2023-04-15T10:13:25.439Z,2023-04-15T10:13:30Z,4189382929,212,23.1,4189382927,141,53.9,4189382931,213,2.0,4189382925,140,6.4,4189382923,56,Back,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453435,104,1,1,14,4,eqaszp3lzhffqt4f8hmzov72j,0,5.9,56.1,2023-04-15T10:13:30.703Z,2023-04-15T10:13:38Z,4189382957,213,1.4,4189382949,56,Back,4189382955,212,30.9,4189382953,141,100.0,4189382951,140,11.4,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453445,105,5,1,14,5,eqaszp3lzhffqt4f8hmzov72j,0,12.6,101.1,2023-04-15T10:13:31.693Z,2023-04-15T10:13:35Z,4189382995,347,,4189382989,56,Back,4189383069,233,144,,,,,,,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533453451,144,5,1,14,5,9euoni3f3sh08tsplt2gh5dex,1,87.4,-1.1,2023-04-15T10:13:31.693Z,2023-04-15T10:54:43Z,4189383063,233,105,4189383045,56,Right,4189383047,347,,,,,,,,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
