id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/8/value,qualifier/10/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2541622091,1,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-04-30T13:07:42.644Z,2023-04-30T14:25:29Z,4239711635,59,"13, 19, 4, 14, 15, 3, 11, 18, 22, 16, 10, 1, 5, 8, 9, 12, 20, 23",4239711631,30,"16sc4hlsrq610rhfzi6m2squh, 8hmntjeezmx4ch9yeti4x9y50, 8tmzjcaglix0qj8zy7yp8w7o, 6ufssidf65zo52ru9q644hq3u, aa93kg4nfvrpthvfkkofixwtm, auqzv0poi2q7tcardivb21m8l, 67kef1hzytkax2iyeg2il5nth, c60g2qtl13gydk9p2pqbbnsb8, 4l0t0twvkms04gm3w3b2xvhsl, 470znxtt0sf52aav1o8s1hkdm, f6dtaackj9nd3ngnvs5nq0o9, dri6ywllr5aapmost881p4991, 9s5jdwjyk9klobfdt4wwt5jvt, 67nqgmgyb28btwrkdykjitylm, 1vcx3sprpnorl4q43abs8iuei, eitv6t0xve84dgqlxutee0ys4, 5wubhrq7ftqx0ryckwbrdxc5x, 8fswi9ldpiuemw0y922tf7dud",4239711643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4240023621,197,3971,4240023619,194,470znxtt0sf52aav1o8s1hkdm,4239711633,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4239711637,130,11,4239711639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541622243,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-04-30T13:07:48.678Z,2023-04-30T14:05:48Z,4239712347,59,"13, 25, 22, 23, 5, 3, 6, 19, 18, 7, 17, 2, 4, 8, 9, 10, 11, 12, 14, 20, 21, 24, 30",4239712349,130,4,4240022531,197,17519,4239712353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239712341,30,"7yd1zxbm6jnvxhmk1v2xyh9m1, enc694gvlgycx72bhat5f7wbu, f0cwpq45aa7b5de10j9skw44p, cvy1q6gtx1gs9ddemdpcf8ded, 3ruj0we4jma5m60xumyoir1ii, 3kfxvwa38a7oq0d126jm4o9ka, aib5wgtlgl48jaezcguoxkmp5, 9t2pn6dp6w38b169a5qo9c60a, dzhvgrdkl4nuj8z4fd9to0ag9, 9gdocwx006j6wyz4mnhzgzydx, 40wxai4gm0pdry6545i5c68ve, bgzh3zwl99bpnnpj37jn4dmtx, 4n6mnhjzt6zpicfea3ym678id, 5h9k65zukry196snla3xgmh91, 6291bj0xqq1w2631bajrpeb4l, 2cl7scn4j10rfq44mweo735cl, 5exouoey2r6wtpympr6drg3it, 22zrashyijuh9pnjovqpyl8lx, 5ovqn6llocczhae9n1kzj5nf9, c1r1tmscj963olp4yo8kedqdx, 8h7r4d4z2gjne58xwu3koiok5, 2qfg4adqsjv2qmt9up7iq2t7u, 7mehm5v7egyc1r4qioexklbmc",4239712351,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239712345,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4240023617,194,aib5wgtlgl48jaezcguoxkmp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681097,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-04-30T14:01:02.509Z,2023-04-30T14:01:05Z,4240025765,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681093,2,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-04-30T14:01:02.509Z,2023-04-30T14:01:02Z,4240025751,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681103,3,1,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,49.9,49.7,2023-04-30T14:01:02.800Z,2023-04-30T16:04:24Z,4240025807,279,S,4240025797,56,Back,4240025799,140,42.3,4240025803,212,8.0,4240025801,141,51.1,4240025805,213,3.0,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681127,4,1,1,0,3,bop6aslxmwvzsapdxsw3xbvfg,1,39.5,47.3,2023-04-30T14:01:05.632Z,2023-04-30T14:01:07Z,4240025897,141,33.4,4240025899,212,12.9,4240025893,56,Back,4240025901,213,4.0,4240025895,140,31.1,,,,,,,,,,cvy1q6gtx1gs9ddemdpcf8ded,I. Engen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681145,5,1,1,0,5,bop6aslxmwvzsapdxsw3xbvfg,1,31,33.9,2023-04-30T14:01:07.856Z,2023-04-30T14:01:10Z,4240026005,141,55.5,4240026001,56,Back,4240026003,140,32.5,4240026007,212,14.8,4240026009,213,1.5,,,,,,,,,,enc694gvlgycx72bhat5f7wbu,Emma Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681181,6,1,1,0,7,bop6aslxmwvzsapdxsw3xbvfg,1,33.8,56.4,2023-04-30T14:01:10.448Z,2023-04-30T14:01:14Z,4240026169,56,Back,4240026177,213,1.2,4240026173,141,83.2,4240026171,140,39.6,4240026175,212,19.2,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681213,7,1,1,0,11,bop6aslxmwvzsapdxsw3xbvfg,1,37,81.8,2023-04-30T14:01:13.936Z,2023-04-30T14:01:18Z,4240026323,141,68.1,4240026327,213,4.3,4240026319,56,Back,4240026321,140,33.2,4240026325,212,10.1,,,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681237,8,1,1,0,16,bop6aslxmwvzsapdxsw3xbvfg,1,43,61.1,2023-04-30T14:01:18.816Z,2023-04-30T14:01:21Z,4240026473,212,13.0,4240026467,56,Back,4240026469,140,46.3,4240026475,213,1.3,4240026471,141,79.6,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681257,9,1,1,0,18,bop6aslxmwvzsapdxsw3xbvfg,1,46.3,79.6,2023-04-30T14:01:21.008Z,2023-04-30T14:01:23Z,4240026561,212,21.9,4240026555,56,Left,4240026559,141,91.1,4240026557,140,65.8,4240026563,213,0.4,,,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541681263,10,1,1,0,21,bop6aslxmwvzsapdxsw3xbvfg,1,61.1,84.5,2023-04-30T14:01:23.664Z,2023-04-30T14:01:24Z,4240026605,56,Back,4240026611,212,13.2,4240026613,213,3.3,4240026609,141,80.6,4240026607,140,48.8,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
