id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/13/value,qualifier/16/value
2526328061,6,49,1,0,19,1qoqz1tyay060cj5aha7rt1lp,1,44.4,28.3,2023-04-01T10:00:54.956Z,2023-04-01T10:00:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328069,7,1,1,0,20,1qoqz1tyay060cj5aha7rt1lp,1,44.4,28.3,2023-04-01T10:00:55.068Z,2023-04-01T10:00:56Z,4151485535,212,23.4,4151485529,56,Center,4151485533,141,28.9,4151485537,213,0.0,4151485531,140,66.7,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328083,8,1,1,0,20,1qoqz1tyay060cj5aha7rt1lp,1,66.7,28.9,2023-04-01T10:00:55.812Z,2023-04-01T10:50:17Z,4151485577,56,Center,4151485579,140,62.2,4151485581,141,55.7,4151485583,212,18.8,4151485585,213,1.8,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328085,9,61,1,0,21,1qoqz1tyay060cj5aha7rt1lp,0,62.2,55.7,2023-04-01T10:00:56.388Z,2023-04-01T10:50:11Z,4151485589,56,Center,,,,,,,,,,,,,,,,,,,,,,3mgkmvazmdqvhtnkkigc24e3u,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328073,9,1,1,0,21,9ouh98eyf6u69lbxc13mllm7f,0,34.7,80.2,2023-04-01T10:00:56.847Z,2023-04-01T10:00:57Z,4151485545,56,Back,4151485553,213,5.1,4151485547,140,44.8,4151485551,212,25.2,4151485549,141,46.6,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328081,10,49,1,0,25,9ouh98eyf6u69lbxc13mllm7f,1,38.3,59,2023-04-01T10:01:00.366Z,2023-04-01T10:00:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328113,11,1,1,0,26,9ouh98eyf6u69lbxc13mllm7f,1,37.4,59,2023-04-01T10:01:01.342Z,2023-04-01T10:01:06Z,4151485685,1,,4151485673,212,32.9,4151485679,213,4.4,4151485671,141,12.9,4151485669,140,27.8,4151485667,56,Back,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328119,12,1,1,0,32,9ouh98eyf6u69lbxc13mllm7f,1,30.3,13.7,2023-04-01T10:01:07.206Z,2023-04-01T10:01:08Z,4151485705,141,9.7,4151485701,56,Back,4151485703,140,43.2,4151485707,212,13.8,4151485709,213,6.1,,,,,,,,,,dc80qat3wirccbux02od5ogyd,María Estella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328127,13,1,1,0,34,9ouh98eyf6u69lbxc13mllm7f,1,44.9,8.6,2023-04-01T10:01:09.455Z,2023-04-01T10:01:13Z,4151485745,140,27.8,4151485743,56,Back,4151485751,213,2.5,4151485747,141,30.4,4151485749,212,23.3,4151485741,155,,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328145,14,1,1,0,39,9ouh98eyf6u69lbxc13mllm7f,1,27.5,32.5,2023-04-01T10:01:14.214Z,2023-04-01T10:01:18Z,4151485815,141,72.3,4151485811,56,Back,4151485817,212,27.1,4151485813,140,26.7,4151485819,213,1.6,,,,,,,,,,c7phsuwshglgu1nud007agqnd,Thaís Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328153,15,1,1,0,44,9ouh98eyf6u69lbxc13mllm7f,1,26.8,71.8,2023-04-01T10:01:19.079Z,2023-04-01T10:01:20Z,4151485855,141,86.0,4151485851,56,Back,4151485857,212,10.0,4151485853,140,29.3,4151485859,213,1.3,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328157,16,1,1,0,46,9ouh98eyf6u69lbxc13mllm7f,0,29.8,83.6,2023-04-01T10:01:21.039Z,2023-04-01T10:01:20Z,4151485877,213,6.0,4151485873,141,64.0,4151485879,1,,4151485871,140,70.6,4151485875,212,44.9,4151485869,56,Center,4151485867,155,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328163,10,1,1,0,46,1qoqz1tyay060cj5aha7rt1lp,1,27.1,33.4,2023-04-01T10:01:21.405Z,2023-04-01T10:01:22Z,4151485909,213,6.1,4151485903,140,58.9,4151485907,212,34.3,4151485899,157,,4151485901,56,Center,4151485905,141,21.8,4151485911,1,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328165,11,49,1,0,47,1qoqz1tyay060cj5aha7rt1lp,1,58.9,21.8,2023-04-01T10:01:22.508Z,2023-04-01T10:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328169,12,1,1,0,47,1qoqz1tyay060cj5aha7rt1lp,1,58.9,21.8,2023-04-01T10:01:22.764Z,2023-04-01T10:01:25Z,4151485941,213,3.2,4151485935,140,34.1,4151485939,212,26.0,4151485933,56,Back,4151485937,141,21.2,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328173,13,1,1,0,50,1qoqz1tyay060cj5aha7rt1lp,0,34.1,21.2,2023-04-01T10:01:25.083Z,2023-04-01T10:01:42Z,4151485963,213,6.1,4151485955,56,Right,4151485961,212,35.2,4151485965,1,,4151485957,140,67.2,4151485959,141,12.8,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328175,17,49,1,0,52,9ouh98eyf6u69lbxc13mllm7f,1,42.5,92.4,2023-04-01T10:01:27.216Z,2023-04-01T10:01:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328185,14,45,1,0,54,1qoqz1tyay060cj5aha7rt1lp,0,42.7,8,2023-04-01T10:01:29.036Z,2023-04-01T10:01:30Z,4151485993,56,Back,4151485995,285,,4151486025,233,18,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328189,18,3,1,0,54,9ouh98eyf6u69lbxc13mllm7f,1,57.3,92,2023-04-01T10:01:29.036Z,2023-04-01T10:01:30Z,4151486013,233,14,4151486011,286,,4151486009,56,Left,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328197,19,1,1,0,56,9ouh98eyf6u69lbxc13mllm7f,1,62.6,85.7,2023-04-01T10:01:31.078Z,2023-04-01T10:01:31Z,4151486045,212,12.7,4151486039,56,Center,4151486041,140,65.6,4151486047,213,5.0,4151486043,141,67.6,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328201,20,2,1,0,57,9ouh98eyf6u69lbxc13mllm7f,1,61.3,75.2,2023-04-01T10:01:32.614Z,2023-04-01T10:01:45Z,4151486243,7,yay5mq8trvoxv9mwm4mqzn8q,4151486055,56,Left,4151486059,141,86.3,4151486057,140,83.9,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328225,16,55,1,0,57,1qoqz1tyay060cj5aha7rt1lp,1,26.7,22.4,2023-04-01T10:01:32.615Z,2023-04-01T10:46:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328209,15,49,1,0,58,1qoqz1tyay060cj5aha7rt1lp,1,21.2,18.3,2023-04-01T10:01:33.709Z,2023-04-01T10:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328269,17,1,1,1,20,1qoqz1tyay060cj5aha7rt1lp,1,27.4,16.8,2023-04-01T10:01:55.612Z,2023-04-01T10:01:58Z,4151486373,213,1.6,4151486365,56,Back,4151486371,212,23.0,4151486361,5,,4151486367,140,27.1,4151486363,241,,4151486369,141,50.6,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328271,18,1,1,1,23,1qoqz1tyay060cj5aha7rt1lp,1,28.9,51.5,2023-04-01T10:01:58.860Z,2023-04-01T10:02:02Z,4151486411,212,18.4,4151486413,213,1.7,4151486405,56,Back,4151486409,141,78.5,4151486407,140,27.4,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328287,19,1,1,1,27,1qoqz1tyay060cj5aha7rt1lp,0,30,79.7,2023-04-01T10:02:02.475Z,2023-04-01T10:02:07Z,4151486461,140,96.5,4151486467,213,6.3,4151486463,141,76.6,4151486469,1,,4151486465,212,69.9,4151486459,56,Center,4151486457,155,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328297,21,52,1,1,34,9ouh98eyf6u69lbxc13mllm7f,1,11.7,27.4,2023-04-01T10:02:09.725Z,2023-04-01T10:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7yjvzelaq5iir99b4631uiyg9,Aline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328335,22,1,1,1,39,9ouh98eyf6u69lbxc13mllm7f,0,15.2,36.4,2023-04-01T10:02:14.159Z,2023-04-01T10:02:21Z,4151486645,141,14.9,4151486639,199,,4151486651,1,,4151486643,140,64.8,4151486647,212,54.1,4151486649,213,6.0,4151486641,56,Right,,,,7yjvzelaq5iir99b4631uiyg9,Aline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328345,20,44,1,1,46,1qoqz1tyay060cj5aha7rt1lp,1,38.5,84.6,2023-04-01T10:02:21.478Z,2023-04-01T10:02:22Z,4151486691,285,,4151486689,56,Back,4151486693,233,23,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328337,23,44,1,1,46,9ouh98eyf6u69lbxc13mllm7f,0,61.5,15.4,2023-04-01T10:02:21.479Z,2023-04-01T10:02:23Z,4151486657,286,,4151486697,233,20,4151486655,56,Right,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328351,21,1,1,1,47,1qoqz1tyay060cj5aha7rt1lp,1,41.4,82.1,2023-04-01T10:02:22.395Z,2023-04-01T10:02:23Z,4151486741,141,95.7,4151486735,3,,4151486743,212,16.9,4151486739,140,27.9,4151486737,56,Back,4151486745,213,2.6,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328355,24,43,1,1,47,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-04-01T10:02:22.700Z,2023-04-01T10:03:14Z,4151486749,56,Right,4151486751,347,0,4151487857,144,5,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328353,22,49,1,1,48,1qoqz1tyay060cj5aha7rt1lp,1,27.9,95.7,2023-04-01T10:02:23.868Z,2023-04-01T10:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328363,23,1,1,1,48,1qoqz1tyay060cj5aha7rt1lp,1,27.9,95.7,2023-04-01T10:02:23.995Z,2023-04-01T10:02:26Z,4151486791,56,Back,4151486793,140,48.1,4151486797,212,21.4,4151486799,213,6.2,4151486795,141,92.0,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328365,25,43,1,1,49,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-04-01T10:02:24.228Z,2023-04-01T10:03:16Z,4151486809,141,14.7,4151486807,140,65.1,4151486803,107,0,4151486805,56,Right,4151487909,144,1,4151486813,213,1.8,4151486811,212,11.5,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328377,24,1,1,1,50,1qoqz1tyay060cj5aha7rt1lp,1,48.1,92,2023-04-01T10:02:25.915Z,2023-04-01T10:02:28Z,4151486871,56,Left,4151486877,212,28.0,4151486873,140,74.6,4151486879,213,0.1,4151486875,141,97.2,,,,,,,,,,3mgkmvazmdqvhtnkkigc24e3u,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328369,26,43,1,1,51,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-04-01T10:02:26.274Z,2023-04-01T10:03:18Z,4151487915,144,1,4151486825,141,13.5,4151486821,56,Right,4151486823,140,58.1,4151486827,212,2.5,4151486829,213,4.2,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328391,25,1,1,1,53,1qoqz1tyay060cj5aha7rt1lp,1,77.2,95.6,2023-04-01T10:02:28.540Z,2023-04-01T10:03:14Z,4151487855,218,,4151486945,140,95.1,4151486951,213,5.6,4151486943,56,Center,4151486947,141,75.0,4151486949,212,23.4,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328409,26,1,1,1,56,1qoqz1tyay060cj5aha7rt1lp,1,95.1,75,2023-04-01T10:02:31.052Z,2023-04-01T10:03:14Z,4151487015,141,59.6,4151487019,213,4.1,4151487017,212,13.2,4151487013,140,87.5,4151487011,56,Center,4151487849,210,16,4151487851,154,,4151487853,22,,3mgkmvazmdqvhtnkkigc24e3u,Belén,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328411,27,16,1,1,58,1qoqz1tyay060cj5aha7rt1lp,1,87.6,55.9,2023-04-01T10:02:33.323Z,2023-04-01T10:03:15Z,4151487027,17,,4151487865,55,26,4151487025,22,,4151487863,154,,4151487885,231,51.4,4151487883,230,95.6,4151487877,217,,4151487873,214,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,4151487875,328,4151487371,72,4151487379,375,01:57.489,4151487879,216,25,4151487871,103,5.7,4151487859,76,4151487375,374,2023-04-01 11:02:32.506,4151487029,56,Center,4151487861,29,4151487869,102,52.2,,,,,
2526328661,27,1,1,2,58,9ouh98eyf6u69lbxc13mllm7f,1,50.2,49.9,2023-04-01T10:03:33.202Z,2023-04-01T12:03:54Z,4151488165,1,,4151488163,213,2.2,4151488167,279,G,4151488161,212,33.6,4151488159,141,89.4,4151488157,140,30.9,4151488191,189,,4151488155,56,Back,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328671,28,1,1,3,2,9ouh98eyf6u69lbxc13mllm7f,1,31.3,92.7,2023-04-01T10:03:37.163Z,2023-04-01T10:03:39Z,4151488219,212,18.5,4151488217,141,66.4,4151488221,213,4.4,4151488213,56,Back,4151488215,140,26.7,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328689,29,1,1,3,4,9ouh98eyf6u69lbxc13mllm7f,1,24.9,67.2,2023-04-01T10:03:39.355Z,2023-04-01T10:03:47Z,4151488319,212,30.3,4151488321,213,5.0,4151488317,141,24.4,4151488313,56,Back,4151488315,140,33.0,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328697,30,1,1,3,12,9ouh98eyf6u69lbxc13mllm7f,0,45.5,17.1,2023-04-01T10:03:47.579Z,2023-04-01T10:03:49Z,4151488351,141,11.7,4151488347,56,Right,4151488349,140,79.2,4151488353,212,35.6,4151488357,1,,4151488345,155,,4151488355,213,6.2,,,,c7phsuwshglgu1nud007agqnd,Thaís Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328713,28,1,1,3,14,1qoqz1tyay060cj5aha7rt1lp,0,18.1,82.3,2023-04-01T10:03:49.819Z,2023-04-01T10:04:00Z,4151488415,3,,4151488425,213,5.7,4151488419,140,25.4,4151488417,56,Back,4151488421,141,75.1,4151488423,212,9.1,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
