id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2502859901,4,1,1,0,16,cd1ottifbgcfrn6pdrdpwt7z0,0,40.4,71.4,2023-02-01T18:01:21.683Z,2023-02-01T18:01:24Z,4006697597,213,1.2,4006697587,3,,4006697589,56,Back,4006697591,140,45.0,4006697595,212,14.0,4006697593,141,90.8,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859925,8,1,1,0,20,bop6aslxmwvzsapdxsw3xbvfg,0,53.6,4.9,2023-02-01T18:01:25.634Z,2023-02-01T18:01:30Z,4006697719,140,56.1,4006697715,56,Right,4006697729,213,6.2,4006697725,212,2.6,4006697721,141,4.6,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859927,5,49,1,0,22,cd1ottifbgcfrn6pdrdpwt7z0,1,47,96,2023-02-01T18:01:27.250Z,2023-02-01T18:01:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859947,6,1,1,0,23,cd1ottifbgcfrn6pdrdpwt7z0,1,41.7,97.4,2023-02-01T18:01:28.370Z,2023-02-01T18:01:29Z,4006697841,212,8.9,4006697839,141,87.4,4006697837,140,36.2,4006697843,213,4.0,4006697835,56,Back,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859967,7,1,1,0,24,cd1ottifbgcfrn6pdrdpwt7z0,1,36.1,87.1,2023-02-01T18:01:29.666Z,2023-02-01T18:01:31Z,4006697957,141,97.5,4006697955,140,28.6,4006697959,212,10.6,4006697953,56,Back,4006697961,213,2.4,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859975,8,1,1,0,26,cd1ottifbgcfrn6pdrdpwt7z0,1,28,97.4,2023-02-01T18:01:31.746Z,2023-02-01T18:01:32Z,4006698007,140,34.4,4006698013,213,5.4,4006698005,56,Back,4006698011,212,10.3,4006698009,141,85.9,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860029,9,1,1,0,27,cd1ottifbgcfrn6pdrdpwt7z0,1,34.4,85.9,2023-02-01T18:01:32.306Z,2023-02-01T18:01:38Z,4006698251,212,11.4,4006698245,56,Back,4006698247,140,42.2,4006698253,213,0.8,4006698249,141,97.5,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860043,10,1,1,0,32,cd1ottifbgcfrn6pdrdpwt7z0,1,41.7,97.5,2023-02-01T18:01:38.177Z,2023-02-01T18:01:39Z,4006698309,56,Back,4006698317,141,97.1,4006698313,140,31.6,4006698325,213,3.2,4006698321,212,10.6,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860051,11,1,1,0,33,cd1ottifbgcfrn6pdrdpwt7z0,1,31.6,97.1,2023-02-01T18:01:38.946Z,2023-02-01T18:01:40Z,4006698359,141,90.0,4006698363,213,5.8,4006698355,56,Back,4006698361,212,10.1,4006698357,140,40.0,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860071,12,1,1,0,35,cd1ottifbgcfrn6pdrdpwt7z0,0,39.9,89.1,2023-02-01T18:01:40.306Z,2023-02-01T18:01:45Z,4006698479,56,Back,4006698481,140,11.9,4006698483,141,88.3,4006698485,212,29.4,4006698487,213,3.2,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860079,9,49,1,0,40,bop6aslxmwvzsapdxsw3xbvfg,1,90,10.1,2023-02-01T18:01:45.810Z,2023-02-01T18:01:45Z,,,,,,,,,,,,,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860091,10,1,1,0,42,bop6aslxmwvzsapdxsw3xbvfg,0,92.8,23.6,2023-02-01T18:01:47.762Z,2023-02-01T18:01:50Z,4006698567,212,2.3,4006698581,286,,4006698561,56,Center,4006698565,141,26.9,4006698577,233,13,4006698563,140,92.3,4006698569,213,1.8,4006698575,236,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860089,13,74,1,0,42,cd1ottifbgcfrn6pdrdpwt7z0,1,8.5,74.8,2023-02-01T18:01:47.763Z,2023-02-01T18:01:49Z,4006698589,233,10,4006698559,285,,4006698557,56,Back,,,,,,,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860103,11,6,1,0,44,bop6aslxmwvzsapdxsw3xbvfg,1,97,26.5,2023-02-01T18:01:49.234Z,2023-02-01T18:48:13Z,4006698619,75,,4006698617,56,Center,4006698655,233,14,,,,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860097,14,6,1,0,44,cd1ottifbgcfrn6pdrdpwt7z0,0,3,73.5,2023-02-01T18:01:49.234Z,2023-02-01T18:01:51Z,4006698591,56,Back,4006698665,233,11,4006698599,73,,,,,,,,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860305,12,1,1,1,18,bop6aslxmwvzsapdxsw3xbvfg,1,99.5,0.5,2023-02-01T18:02:23.892Z,2023-02-01T18:02:27Z,4006699925,6,,4006699927,56,Right,4006699933,212,29.1,4006699929,140,74.5,4006699931,141,19.1,4006699935,213,2.7,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860361,13,1,1,1,22,bop6aslxmwvzsapdxsw3xbvfg,1,74.5,19.1,2023-02-01T18:02:27.363Z,2023-02-01T18:03:20Z,4006702419,210,15,4006700239,56,Center,4006700241,140,91.9,4006702421,154,,4006700235,2,,4006700249,212,31.8,4006700253,213,1.0,4006700243,141,57.3,5h9k65zukry196snla3xgmh91,Marta Torrejón,1,4006700237,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860391,14,1,1,1,27,bop6aslxmwvzsapdxsw3xbvfg,1,91.5,58.3,2023-02-01T18:02:32.722Z,2023-02-01T18:52:17Z,4006700367,140,96.6,4006700365,56,Center,4006700373,213,5.3,4006700369,141,46.4,4006700371,212,9.7,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860395,15,15,1,1,27,bop6aslxmwvzsapdxsw3xbvfg,1,96.3,48.1,2023-02-01T18:02:32.942Z,2023-02-01T18:03:20Z,4006702443,147,48.2,4006702429,55,13,4006702437,214,,4006701087,20,,4006700393,56,Center,4006702439,328,,4006701091,16,,4006702427,154,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,4006702423,78,4006702435,103,1.9,4006701105,233,16,4006702425,29,4006702441,146,98.6,4006702433,102,50.1,4006701083,25,,,,,,,,,,
2502860385,16,10,1,1,27,cd1ottifbgcfrn6pdrdpwt7z0,1,0.7,49.6,2023-02-01T18:02:33.042Z,2023-02-01T18:02:54Z,4006701121,233,15,4006700357,56,Back,4006700355,182,,4006700353,179,,4006700351,177,,,,,,,,,,,3qu360b871q8wssodtkeq6oa2,Enith Salón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860377,15,52,1,1,28,cd1ottifbgcfrn6pdrdpwt7z0,1,0.7,49.6,2023-02-01T18:02:34.052Z,2023-02-01T18:52:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3qu360b871q8wssodtkeq6oa2,Enith Salón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860565,17,1,1,1,45,cd1ottifbgcfrn6pdrdpwt7z0,0,13.1,42.1,2023-02-01T18:02:51.211Z,2023-02-01T18:51:30Z,4006701349,1,,4006701343,141,66.1,4006701337,199,,4006701339,56,Center,4006701347,213,0.2,4006701341,140,86.5,4006701345,212,78.8,,,,3qu360b871q8wssodtkeq6oa2,Enith Salón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860547,16,49,1,1,52,bop6aslxmwvzsapdxsw3xbvfg,1,26.6,39.7,2023-02-01T18:02:57.763Z,2023-02-01T18:02:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860601,17,1,1,1,54,bop6aslxmwvzsapdxsw3xbvfg,1,23.8,41,2023-02-01T18:02:59.347Z,2023-02-01T18:03:03Z,4006701531,56,Back,4006701539,213,3.0,4006701533,140,3.5,4006701535,141,47.0,4006701537,212,21.7,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860633,18,1,1,1,57,bop6aslxmwvzsapdxsw3xbvfg,1,3.5,47,2023-02-01T18:03:03.170Z,2023-02-01T18:03:06Z,4006701671,56,Back,4006701677,141,5.2,4006701681,212,42.1,4006701685,213,5.5,4006701673,140,33.1,4006701667,155,,4006701687,1,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860635,19,1,1,2,0,bop6aslxmwvzsapdxsw3xbvfg,0,33.1,5.2,2023-02-01T18:03:05.515Z,2023-02-01T18:52:23Z,4006701691,56,Back,4006701695,141,7.3,4006701699,213,1.2,4006701693,140,33.6,4006701697,212,1.5,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860627,18,49,1,2,0,cd1ottifbgcfrn6pdrdpwt7z0,1,71.2,89.6,2023-02-01T18:03:06.017Z,2023-02-01T18:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860643,19,1,1,2,1,cd1ottifbgcfrn6pdrdpwt7z0,1,70.9,88.9,2023-02-01T18:03:06.609Z,2023-02-01T18:03:07Z,4006701731,141,77.8,4006701735,213,4.2,4006701733,212,8.5,4006701727,56,Center,4006701729,140,67.2,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860671,20,1,1,2,2,cd1ottifbgcfrn6pdrdpwt7z0,1,66.1,78.4,2023-02-01T18:03:07.506Z,2023-02-01T18:03:11Z,4006701907,56,Left,4006701909,140,58.5,4006701913,212,9.2,4006701915,213,2.6,4006701911,141,85.1,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860675,21,1,1,2,6,cd1ottifbgcfrn6pdrdpwt7z0,1,58.5,85.1,2023-02-01T18:03:11.217Z,2023-02-01T18:03:12Z,4006701941,213,4.9,4006701937,141,65.5,4006701935,140,60.5,4006701939,212,13.5,4006701933,56,Center,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860703,22,1,1,2,7,cd1ottifbgcfrn6pdrdpwt7z0,1,59.8,65.1,2023-02-01T18:03:12.274Z,2023-02-01T18:03:14Z,4006702077,212,7.1,4006702071,56,Center,4006702079,213,0.6,4006702075,141,70.6,4006702073,140,65.5,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860727,23,1,1,2,9,cd1ottifbgcfrn6pdrdpwt7z0,1,65.4,70.8,2023-02-01T18:03:14.401Z,2023-02-01T18:03:15Z,4006702213,141,79.9,4006702209,56,Left,4006702211,140,60.2,4006702215,212,8.3,4006702217,213,2.3,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860757,24,1,1,2,10,cd1ottifbgcfrn6pdrdpwt7z0,1,60.2,79.9,2023-02-01T18:03:15.794Z,2023-02-01T18:03:18Z,4006702329,140,67.6,4006702327,56,Left,4006702333,212,15.4,4006702335,213,1.0,4006702331,141,99.5,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860763,25,61,1,2,13,cd1ottifbgcfrn6pdrdpwt7z0,0,67.5,99.5,2023-02-01T18:03:18.897Z,2023-02-01T18:03:19Z,4006702351,56,Left,,,,,,,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860777,20,49,1,2,16,bop6aslxmwvzsapdxsw3xbvfg,1,32.3,7.1,2023-02-01T18:03:21.971Z,2023-02-01T18:04:43Z,,,,,,,,,,,,,,,,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860789,21,1,1,2,16,bop6aslxmwvzsapdxsw3xbvfg,1,32.3,7.1,2023-02-01T18:03:22.146Z,2023-02-01T18:04:44Z,4006702519,141,31.3,4006702521,212,18.9,4006702515,56,Back,4006702517,140,41.1,4006702523,213,1.1,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860833,22,1,1,2,19,bop6aslxmwvzsapdxsw3xbvfg,1,41.1,31.3,2023-02-01T18:03:24.468Z,2023-02-01T18:05:00Z,4006702761,213,6.0,4006702755,140,73.8,4006702751,155,,4006702757,141,15.5,4006702763,1,,4006702759,212,36.0,4006702753,56,Right,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502860871,23,1,1,2,24,bop6aslxmwvzsapdxsw3xbvfg,1,92.3,26.8,2023-02-01T18:03:29.506Z,2023-02-01T18:19:23Z,4006702977,140,89.2,4006705183,154,,4006702983,213,1.8,4006702975,56,Center,4006705181,210,16,4006705185,23,,4006702981,212,12.1,4006702979,141,43.9,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2502860875,24,16,1,2,26,bop6aslxmwvzsapdxsw3xbvfg,1,90.7,45.3,2023-02-01T18:03:32.019Z,2023-02-01T18:19:23Z,4006705217,154,,4006703469,374,2023-02-01 18:03:31.403,4006705215,29,,4006705231,230,99.1,4006705229,328,,4006705213,81,,4006705211,23,,4006703473,375,02:26.188,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,4006703007,56,4006705223,102,46.7,4006705219,55,23,4006705233,231,4006705225,103,24.1,4006703005,17,,4006703465,20,,Center,49.3,4006705227,214,,,,,
2502861299,26,1,1,3,17,cd1ottifbgcfrn6pdrdpwt7z0,1,50.1,50.1,2023-02-01T18:04:23.089Z,2023-02-01T18:04:25Z,4006705059,56,Back,4006705069,279,G,4006705063,141,67.0,4006705061,140,29.1,4006705065,212,24.9,4006705067,213,2.7,,,,,,,1533xkmkmi8rpb6yoa8807xn8,I. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861331,27,1,1,3,20,cd1ottifbgcfrn6pdrdpwt7z0,1,29.1,74.4,2023-02-01T18:04:25.235Z,2023-02-01T18:04:28Z,4006705277,141,95.3,4006705279,212,15.0,4006705275,140,33.8,4006705273,56,Back,4006705281,213,1.2,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861375,28,1,1,3,22,cd1ottifbgcfrn6pdrdpwt7z0,0,33.8,95.3,2023-02-01T18:04:27.905Z,2023-02-01T18:04:31Z,4006705427,155,,4006705433,141,97.2,4006705439,1,,4006705437,213,0.0,4006705429,56,Left,4006705431,140,78.5,4006705435,212,47.0,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861389,25,12,1,3,27,bop6aslxmwvzsapdxsw3xbvfg,1,30.4,4.1,2023-02-01T18:04:32.483Z,2023-02-01T18:51:00Z,4006705507,212,3.8,4006705545,167,,4006705509,213,5.2,4006705503,140,32.2,4006705505,141,0.0,4006705501,56,Back,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861391,26,5,1,3,27,bop6aslxmwvzsapdxsw3xbvfg,0,25.7,-1.4,2023-02-01T18:04:32.562Z,2023-02-01T18:48:05Z,4006705519,56,Back,4006705953,233,29,4006705521,347,,,,,,,,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861477,29,5,1,3,27,cd1ottifbgcfrn6pdrdpwt7z0,1,74.3,101.4,2023-02-01T18:04:32.562Z,2023-02-01T18:04:45Z,4006705947,233,26,4006705927,56,Left,4006705929,347,,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861483,30,1,1,3,39,cd1ottifbgcfrn6pdrdpwt7z0,1,80.8,100,2023-02-01T18:04:44.849Z,2023-02-01T18:04:46Z,4006705977,56,Left,4006705993,213,4.7,4006705975,107,,4006705985,141,91.5,4006705989,212,7.1,4006705981,140,80.5,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502861505,31,1,1,3,41,cd1ottifbgcfrn6pdrdpwt7z0,1,80.5,91.5,2023-02-01T18:04:46.353Z,2023-02-01T18:04:48Z,4006706107,212,6.2,4006706109,213,2.2,4006706105,141,98.7,4006706103,140,76.9,4006706101,56,Left,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
