id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,assist
2524816263,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-03-26T13:12:34.797Z,2023-03-26T13:58:44Z,4124849181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124959303,197,3935,4124849173,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124960903,194,5cpnfg3x95yjy00c6h2g22tp1,4124849175,59,"1, 19, 14, 5, 22, 2, 6, 10, 17, 9, 11, 4, 7, 12, 13, 15, 16, 18, 21, 26, 30, 31, 39",4124849177,130,4,4124849179,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124849171,30,"3qu360b871q8wssodtkeq6oa2, 33t09qpv89b6wo3suzj33meax, bu6otdhlxkznbdm7v6gq1gq21, 5cpnfg3x95yjy00c6h2g22tp1, 5bx3a7j6m109a4jw82appuhre, 2me13zmgmf0r0wtsjmxid1zvt, 4omg3eblibhyzx7f4rhhl8el1, bdaicql6er9antum0eaar9x0q, b9rcv1fsqcwockfpbkl58tl, er6khxd9z3wfjekigs4nxf8q, 4nvfy4deuo9cmsegz492aq2g9, w3vjdjxeuaauh8na84fkwhuy, 8jvs33mize0fkkihe2zot28k5, 280d6mnvu6kjcebwq4ovv1afo, 7rm6858rwtecoxlt5ud31dmy2, 2qh8rg0ekcnh8qjvnnrpc9olx, 1533xkmkmi8rpb6yoa8807xn8, cqzvybjo8i63y1avibzhpvdud, 5w3y2f2ydr2ecq90cdzbn6ns9, a0700ecz96fl1yvj8a6zamql0, 6mzsev0k2iqswrjncctnnawic, cj7jkn7wzeupyvi9c141sl3pw, y0ubwf0c6z92dxdqij3vezh0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524818393,1,34,16,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-03-26T13:16:21.978Z,2023-03-26T13:58:37Z,4124860581,59,"1, 17, 15, 3, 4, 2, 18, 21, 11, 19, 9, 12, 5, 8, 13, 14, 23, 24",4124860577,30,"77qiz0pydyy47nrcuqqtcom50, 5zfnimycb0516oj3frebpisk4, f5c7fj7ce4uklgzn8el0c90d0, 4jz2cnk91to6lp7cujbzhnwq2, c4bthgzk7mykmnkyn4142i3v8, 9wa7byb078u86r3x5bvzgkogl, 2j4zvd9upsax6m9vkodcd6vl6, cklnfn4gt480hn4o3m3d979w, de1rbqfoaq2wyrd2781bxqqc5, 1saqhw307zho8fyokoav1j6s4, 1ezefmix2gldcaoz0cdplw3x1, bwefhg110kbph4g04in7ynu38, 457je18v0j8fkdtggt2ghycr8, cvq0jg2vh6kxwf0lcpmuf3i8k, d90k7acrynushpp6sld2e9h3p, comno008m9p6kg2cxtbc7suwa, 5lwte3qujkcw20jcc691itbdh, d20r1ne9lrj8jivt9qv1m6zth",4124860579,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4124860583,130,18,4124860585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4124960611,197,14201,4124860587,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124960609,194,c4bthgzk7mykmnkyn4142i3v8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838663,2,32,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-03-26T14:01:54.653Z,2023-03-26T14:01:54Z,4124966913,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838665,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-03-26T14:01:54.653Z,2023-03-26T14:01:57Z,4124966925,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838671,3,1,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,50.1,49.7,2023-03-26T14:01:54.753Z,2023-03-26T14:06:09Z,4124966969,213,3.0,4124966967,212,15.1,4124966961,56,Back,4124966963,140,35.8,4124966971,279,S,4124966965,141,52.0,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838699,4,1,1,0,3,cd1ottifbgcfrn6pdrdpwt7z0,1,32.7,41,2023-03-26T14:01:57.673Z,2023-03-26T14:02:01Z,4124967113,141,23.4,4124967111,140,25.2,4124967117,212,14.3,4124967109,56,Back,4124967119,213,4.1,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838711,5,1,1,0,6,cd1ottifbgcfrn6pdrdpwt7z0,1,25,21.8,2023-03-26T14:02:00.936Z,2023-03-26T14:02:02Z,4124967165,212,12.3,4124967161,140,31.1,4124967163,141,6.4,4124967159,56,Back,4124967167,213,5.3,,,,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838721,6,1,1,0,7,cd1ottifbgcfrn6pdrdpwt7z0,1,31.1,6.4,2023-03-26T14:02:02.395Z,2023-03-26T14:02:03Z,4124967207,213,2.3,4124967199,56,Back,4124967201,140,22.7,4124967203,141,21.8,4124967205,212,13.7,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838729,7,1,1,0,8,cd1ottifbgcfrn6pdrdpwt7z0,1,21.7,21.5,2023-03-26T14:02:03.521Z,2023-03-26T14:02:06Z,4124967263,213,3.9,4124967255,56,Back,4124967261,212,14.9,4124967259,141,5.9,4124967257,140,11.8,,,,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838731,8,3,1,0,11,cd1ottifbgcfrn6pdrdpwt7z0,0,19.6,9.4,2023-03-26T14:02:05.672Z,2023-03-26T14:02:09Z,4124967271,285,,4124967323,233,3,4124967269,56,Back,,,,,,,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838741,3,7,1,0,11,eqaszp3lzhffqt4f8hmzov72j,1,80.4,90.6,2023-03-26T14:02:05.673Z,2023-03-26T14:02:08Z,4124967317,233,8,4124967315,286,,4124967313,56,Left,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838743,4,49,1,0,13,eqaszp3lzhffqt4f8hmzov72j,1,89.7,90.5,2023-03-26T14:02:08.105Z,2023-03-26T14:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838749,5,50,1,0,15,eqaszp3lzhffqt4f8hmzov72j,1,90.2,95.8,2023-03-26T14:02:10.057Z,2023-03-26T14:02:14Z,4124967351,286,,4124967473,189,,4124967423,233,9,4124967349,56,Left,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524838759,9,7,1,0,15,cd1ottifbgcfrn6pdrdpwt7z0,1,9.8,4.2,2023-03-26T14:02:10.058Z,2023-03-26T14:02:14Z,4124967463,189,,4124967401,233,5,4124967395,167,,4124967399,285,,4124967397,56,Back,,,,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
