id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2544986009,1,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-05-07T09:16:31.269Z,2023-05-07T09:55:35Z,4257702081,59,"1, 9, 4, 23, 15, 3, 11, 16, 22, 18, 20, 5, 6, 7, 8, 10, 12, 13, 14, 17, 19",4257702087,194,470znxtt0sf52aav1o8s1hkdm,4257702085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257774005,197,3971,4257702079,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4257702077,30,"dri6ywllr5aapmost881p4991, 1vcx3sprpnorl4q43abs8iuei, 8tmzjcaglix0qj8zy7yp8w7o, 8fswi9ldpiuemw0y922tf7dud, aa93kg4nfvrpthvfkkofixwtm, auqzv0poi2q7tcardivb21m8l, 67kef1hzytkax2iyeg2il5nth, 470znxtt0sf52aav1o8s1hkdm, 4l0t0twvkms04gm3w3b2xvhsl, c60g2qtl13gydk9p2pqbbnsb8, 5wubhrq7ftqx0ryckwbrdxc5x, 9s5jdwjyk9klobfdt4wwt5jvt, awauajziz79qwnek1scaxcmad, 7dqs072o1rqh9l8rv9nus4qtx, 67nqgmgyb28btwrkdykjitylm, f6dtaackj9nd3ngnvs5nq0o9, eitv6t0xve84dgqlxutee0ys4, 16sc4hlsrq610rhfzi6m2squh, 6ufssidf65zo52ru9q644hq3u, 6zyach9kkb2p1fuih4dm5ow7o, 8hmntjeezmx4ch9yeti4x9y50",4257702083,130,11,4257702089,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544988117,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-05-07T09:21:50.336Z,2023-05-07T10:02:20Z,4257713547,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4257773909,197,12187,4257713553,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257713551,130,10,4257713557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257713545,30,"dcbrqeq61r269wyh4k00g3t3o, dj7z4zsiwjd3xnrb284zt5b6x, 3qg0fby2m8ua25w931ubn8mc4, cgbly4uoca30z9ey5h722ej56, 3bnl8jpyjy436d6rq46apwei2, cehjx04vym880gqogj4djdiad, 4bpis8gkfy9n5pknxuw40hus4, 23cz0ftfc2rstsut0wkmntm8l, 49klmhzbsmlxnkp2w60y66sph, tfni0bbycqnutwdofnndixd6, 3uj4zixqbp5ahu9etu4fl714a, euieo81aiyv4wqldc8owokset, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, 5mk5a6g9962zs1f0dgv2g3o45, 8grsiemkt03k8c1g6am7vnxlh, ah7sbrjt4lz1t4zww2l4sf1ex, dl0wzq2dftry5gqgalthhr1ed, bd7rufjtwprtpgha0r8ltdt78, 55dkf4evau0bcy8uyhkat9b84",4257713555,194,3bnl8jpyjy436d6rq46apwei2,4257713549,59,"13, 17, 30, 3, 22, 5, 6, 18, 9, 10, 12, 1, 7, 8, 14, 15, 16, 23, 26, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998959,2,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-05-07T10:00:07.166Z,2023-05-07T10:00:07Z,4257778593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998961,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-05-07T10:00:07.166Z,2023-05-07T10:00:09Z,4257778595,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998965,3,1,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,50,50,2023-05-07T10:00:07.266Z,2023-05-07T10:00:11Z,4257778623,140,34.2,4257778633,279,S,4257778629,212,16.7,4257778621,56,Back,4257778631,213,3.3,4257778625,141,47.0,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998967,4,43,1,0,3,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-05-07T10:00:11.122Z,2023-05-07T10:00:18Z,4257778639,286,0,4257778789,144,50,4257778637,56,Back,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998979,5,1,1,0,5,b9ecgxh884j2ugjrxwvpym192,0,34.2,47,2023-05-07T10:00:12.762Z,2023-05-07T10:55:18Z,4257778719,141,67.5,4257778723,213,0.3,4257778713,155,,4257778725,1,,4257778715,56,Center,4257778717,140,72.9,4257778721,212,43.0,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998977,3,49,1,0,8,1qoqz1tyay060cj5aha7rt1lp,1,21.7,32.8,2023-05-07T10:00:15.330Z,2023-05-07T10:00:15Z,,,,,,,,,,,,,,,,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544998981,6,44,1,0,8,b9ecgxh884j2ugjrxwvpym192,1,78.4,74,2023-05-07T10:00:15.647Z,2023-05-07T10:01:44Z,4257778737,286,,4257780443,233,8,4257778735,56,Center,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544999041,8,44,1,0,8,1qoqz1tyay060cj5aha7rt1lp,0,21.6,26,2023-05-07T10:00:15.648Z,2023-05-07T10:01:44Z,4257779035,56,Back,4257779037,285,,4257780447,233,6,,,,,,,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
