id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/value,qualifier/17/value,assist
2507106647,1,34,16,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-02-12T15:54:59.486Z,2023-02-12T18:04:20Z,4028931509,30,"4rs6pmptx7w4moy8ks2vyrff9, d4gjsmv5dqgv9w2e115gh7kk5, cq38p3rul6qi2tpvr077v8n6y, 7l3val0z7xwpaptf5ebgimnyt, 8tux0w5del0ggtozbon3x92lm, 245eszqeqx2xeair8h5n4z8b9, dlbgel5sg62n5z89ev1tkusph, 4trjsb4uoasjj3jwr77rh0k16, 13hy7ggmnhfalmdqlbp6lzv11, 79gb1aba3b9e3bht7frq0lqp6, dgkmt7f5k9oqruxzsi3x9em6t, 6h41rdmhfs08723t23zgi5vjd, 4vk1yd7zqaqapuejahqx7zi09, 59k0w00mz9tbm2mehy6ix113p, 5nad4qgy5hlwfsm64mhkwadw5, a5b2mmssttscc0k5rss87lhey, 9k9f6c1xb7kfaq3siophz7ca1, cp37td3qaw8oyf3mznoh45o15, 10w88nr6r2nzxank4gv5gokbt, 47wzwvf5ksv7kdivj9ra96l0p, sajxpypxygu608bx3j02yivo",4028931521,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028931511,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028931517,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028931515,130,4,4028931513,59,"13, 2, 7, 6, 14, 4, 21, 22, 10, 20, 11, 1, 3, 5, 8, 15, 16, 18, 23, 24, 28",4028931519,194,d4gjsmv5dqgv9w2e115gh7kk5,4029030071,197,8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507108615,1,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-02-12T15:58:18.565Z,2023-02-12T17:40:15Z,4028941601,30,"16sc4hlsrq610rhfzi6m2squh, 8hmntjeezmx4ch9yeti4x9y50, c60g2qtl13gydk9p2pqbbnsb8, 470znxtt0sf52aav1o8s1hkdm, 6ufssidf65zo52ru9q644hq3u, aa93kg4nfvrpthvfkkofixwtm, 7dqs072o1rqh9l8rv9nus4qtx, 9s5jdwjyk9klobfdt4wwt5jvt, awauajziz79qwnek1scaxcmad, 67nqgmgyb28btwrkdykjitylm, 1vcx3sprpnorl4q43abs8iuei, dri6ywllr5aapmost881p4991, 8tmzjcaglix0qj8zy7yp8w7o, f6dtaackj9nd3ngnvs5nq0o9, 6zyach9kkb2p1fuih4dm5ow7o, 5wubhrq7ftqx0ryckwbrdxc5x, 4l0t0twvkms04gm3w3b2xvhsl, 8fswi9ldpiuemw0y922tf7dud",4028941607,130,2,4029208583,197,14313,4029232083,194,470znxtt0sf52aav1o8s1hkdm,4028941605,59,"13, 19, 18, 16, 14, 15, 7, 5, 6, 8, 9, 1, 4, 10, 17, 20, 22, 23",4028941603,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4028941609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4028941611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158559,2,32,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-02-12T17:02:05Z,2023-02-12T17:03:42Z,4029204195,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159323,2,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-02-12T17:02:05Z,2023-02-12T17:03:40Z,4029208007,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158581,4,1,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,50.1,50,2023-02-12T17:02:05.744Z,2023-02-12T17:10:57Z,4029204311,56,Back,4029204317,212,8.3,4029204313,140,42.3,4029204319,213,3.3,4029204315,141,48.2,4029204321,279,S,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158565,3,43,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-02-12T17:02:05.990Z,2023-02-12T17:03:38Z,4029209303,144,32,4029204217,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158607,5,1,1,0,2,vaikl8nl7hdr4y9jj4jyb9ey,0,42.4,48.2,2023-02-12T17:02:07.681Z,2023-02-12T17:04:20Z,4029204435,56,Center,4029204431,155,,4029204443,141,76.8,4029204449,1,,4029204439,140,72.9,4029204447,213,0.5,4029204445,212,37.5,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158669,6,1,1,0,13,vaikl8nl7hdr4y9jj4jyb9ey,0,62.4,87.5,2023-02-12T17:02:18.049Z,2023-02-12T17:08:51Z,4029204793,212,7.9,4029204789,140,69.9,4029204791,141,86.9,4029204787,56,Left,4029204785,3,,4029204795,213,6.2,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158701,7,1,1,0,15,vaikl8nl7hdr4y9jj4jyb9ey,1,70.5,87.2,2023-02-12T17:02:20.611Z,2023-02-12T17:44:21Z,4029204963,141,75.2,4029204965,212,9.0,4029204961,140,74.1,4029204967,213,5.1,4029204959,56,Center,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507158705,8,3,1,0,17,vaikl8nl7hdr4y9jj4jyb9ey,0,70.6,78.8,2023-02-12T17:02:22.465Z,2023-02-12T17:44:22Z,4029216685,233,19,4029204977,56,Center,4029204979,286,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
