id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2503572095,1,34,16,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-02-04T10:24:18.609Z,2023-02-04T11:03:06Z,4010453741,194,c4bthgzk7mykmnkyn4142i3v8,4010453739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4010453735,59,"1, 17, 15, 18, 3, 4, 8, 12, 9, 11, 19, 2, 5, 7, 13, 14, 21, 23, 24",4010453733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4010497203,197,14201,4010453731,30,"77qiz0pydyy47nrcuqqtcom50, 5zfnimycb0516oj3frebpisk4, f5c7fj7ce4uklgzn8el0c90d0, 2j4zvd9upsax6m9vkodcd6vl6, 4jz2cnk91to6lp7cujbzhnwq2, c4bthgzk7mykmnkyn4142i3v8, cvq0jg2vh6kxwf0lcpmuf3i8k, bwefhg110kbph4g04in7ynu38, 1ezefmix2gldcaoz0cdplw3x1, de1rbqfoaq2wyrd2781bxqqc5, 1saqhw307zho8fyokoav1j6s4, 9wa7byb078u86r3x5bvzgkogl, 457je18v0j8fkdtggt2ghycr8, eaebjxv5o929urb7nerrq9qtw, d90k7acrynushpp6sld2e9h3p, comno008m9p6kg2cxtbc7suwa, cklnfn4gt480hn4o3m3d979w, 5lwte3qujkcw20jcc691itbdh, d20r1ne9lrj8jivt9qv1m6zth",4010453743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010453737,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503572111,1,34,16,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-02-04T10:24:24.120Z,2023-02-04T11:02:34Z,4010453841,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010497109,197,16717,4010453839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4010453835,59,"13, 5, 15, 8, 16, 14, 11, 21, 10, 17, 7, 2, 12, 19, 20, 23, 28",4010453833,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4010453831,30,"9806puntyqdx2m1gp55p2qbfu, 5yvzsnnawnxbki7rqnamwr3yt, d5i62fwuf8ohc8fcq3lxboiga, antfb8hyo1sn4o68itu4oi904, 52mkbnt2oveh76tfrlojocgyd, fge9gic869tnpk4tetnxuv4k, avhw3o6tm33ptddzgwfsqod4a, ez9in0ld6mrlrab7bi1kvuhd6, 5sxloac78uf7i1kuscy5qwlw5, 25b3sxqo1ujqqc2pef3iwqnoq, ahmylmsg9wyiax33v6jwuj9qs, 3rif0qvun4mmll1xf2qzykums, 1sr39v8ooejvspbdo6fqpckyc, a6wwf7jl8eis7wvrhhwhdq3f9, 4yoo22f8dgwz2n8fkqzoir8k4, aer03dwlu8hpnejk4uufpxisq, 4nkpo5caqdsdr7vbtfxwj95as",4010497107,194,5sxloac78uf7i1kuscy5qwlw5,4010453837,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580607,2,32,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-02-04T11:03:19.427Z,2023-02-04T11:03:21Z,4010498123,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580601,2,32,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-02-04T11:03:19.427Z,2023-02-04T11:03:19Z,4010498085,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580611,3,1,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,50.1,49.6,2023-02-04T11:03:19.527Z,2023-02-04T11:03:21Z,4010498145,279,S,4010498143,213,2.9,4010498137,140,39.8,4010498139,141,54.3,4010498135,56,Back,4010498141,212,11.3,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580623,4,1,1,0,1,e7p3lxg97gac51s71hotzi0a5,1,39.8,54.3,2023-02-04T11:03:21.145Z,2023-02-04T11:58:49Z,4010498249,140,56.5,4010498253,212,20.3,4010498255,213,0.5,4010498247,56,Center,4010498251,141,69.3,,,,,,,,,,25b3sxqo1ujqqc2pef3iwqnoq,Yang Lina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580655,5,1,1,0,5,e7p3lxg97gac51s71hotzi0a5,1,56.6,70.1,2023-02-04T11:03:24.808Z,2023-02-04T11:58:40Z,4010498409,56,Back,4010498415,212,12.2,4010498413,141,64.1,4010498417,213,3.5,4010498411,140,45.7,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580661,6,1,1,0,8,e7p3lxg97gac51s71hotzi0a5,1,52.6,68.6,2023-02-04T11:03:27.736Z,2023-02-04T11:58:37Z,4010498427,56,Back,4010498433,212,15.6,4010498429,140,37.9,4010498435,213,3.3,4010498431,141,65.1,,,,,,,,,,25b3sxqo1ujqqc2pef3iwqnoq,Yang Lina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503600783,390,1,1,0,9,e7p3lxg97gac51s71hotzi0a5,0,36.1,68.5,2023-02-04T11:03:28.427Z,2023-02-04T12:03:10Z,4010604021,140,41.6,4010604019,56,Back,4010604027,213,0.3,4010604023,141,71.2,4010604025,212,6.1,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580649,3,8,1,0,9,eqaszp3lzhffqt4f8hmzov72j,1,52.2,32.5,2023-02-04T11:03:28.916Z,2023-02-04T11:03:54Z,4010498383,56,Center,,,,,,,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580657,4,49,1,0,10,eqaszp3lzhffqt4f8hmzov72j,1,61.2,27.6,2023-02-04T11:03:30.081Z,2023-02-04T11:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1saqhw307zho8fyokoav1j6s4,Marina Martí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580681,5,1,1,0,13,eqaszp3lzhffqt4f8hmzov72j,0,91.9,17.7,2023-02-04T11:03:32.657Z,2023-02-04T11:03:34Z,4010498555,2,,4010498565,212,19.8,4010498563,141,46.7,4010498559,56,Center,4010498561,140,93.6,4010498557,155,,4010498567,213,1.5,,,,1saqhw307zho8fyokoav1j6s4,Marina Martí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580707,7,12,1,0,16,e7p3lxg97gac51s71hotzi0a5,1,9.9,51.5,2023-02-04T11:03:35.464Z,2023-02-04T11:03:39Z,4010498699,140,16.0,4010498701,141,76.7,4010498697,56,Back,4010498703,212,18.3,4010498705,213,1.2,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580711,8,49,1,0,20,e7p3lxg97gac51s71hotzi0a5,1,21.4,92.7,2023-02-04T11:03:39.704Z,2023-02-04T11:03:40Z,,,,,,,,,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580751,9,1,1,0,20,e7p3lxg97gac51s71hotzi0a5,1,21.1,93.9,2023-02-04T11:03:39.945Z,2023-02-04T11:03:43Z,4010498817,56,Back,4010498821,141,82.3,4010498825,213,6.0,4010498823,212,27.9,4010498819,140,46.6,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580753,10,61,1,0,22,e7p3lxg97gac51s71hotzi0a5,0,42.3,85.1,2023-02-04T11:03:41.952Z,2023-02-04T11:56:05Z,4010498831,56,Back,,,,,,,,,,,,,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580801,6,2,1,0,23,eqaszp3lzhffqt4f8hmzov72j,1,60,20.9,2023-02-04T11:03:42.722Z,2023-02-04T11:03:51Z,4010499081,140,81.0,4010499079,56,Center,4010499083,141,43.6,4010499077,7,1ezefmix2gldcaoz0cdplw3x1,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503580797,11,55,1,0,23,e7p3lxg97gac51s71hotzi0a5,1,15.8,47.5,2023-02-04T11:03:42.723Z,2023-02-04T12:36:02Z,,,,,,,,,,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
