id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value
2522252247,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-03-19T10:02:55.029Z,2023-03-19T11:27:07Z,4109088635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109088629,130,11,4109088625,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109088631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109088623,30,"dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 3qg0fby2m8ua25w931ubn8mc4, cgbly4uoca30z9ey5h722ej56, 3bnl8jpyjy436d6rq46apwei2, 23cz0ftfc2rstsut0wkmntm8l, dj7z4zsiwjd3xnrb284zt5b6x, dl0wzq2dftry5gqgalthhr1ed, tfni0bbycqnutwdofnndixd6, 3uj4zixqbp5ahu9etu4fl714a, 49klmhzbsmlxnkp2w60y66sph, euieo81aiyv4wqldc8owokset, 5fula0vkdt8dg2s1po4k9no16, cehjx04vym880gqogj4djdiad, 4bpis8gkfy9n5pknxuw40hus4, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, 8grsiemkt03k8c1g6am7vnxlh, ah7sbrjt4lz1t4zww2l4sf1ex, 55dkf4evau0bcy8uyhkat9b84, 1bwsm5vcee014jmyh63q1ayhg",4109182643,197,12187,4109088627,59,"13, 14, 30, 3, 22, 18, 17, 23, 10, 12, 9, 1, 4, 5, 6, 7, 8, 15, 16, 27, 28",4109088633,194,3bnl8jpyjy436d6rq46apwei2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522255303,1,34,16,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-03-19T10:11:30.366Z,2023-03-19T11:12:53Z,4109102591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109187107,194,5sxloac78uf7i1kuscy5qwlw5,4109102589,130,8,4109102585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109102583,30,"6d7hdegq9cbh7kr8sqvao1qt, 5yvzsnnawnxbki7rqnamwr3yt, d5i62fwuf8ohc8fcq3lxboiga, ez9in0ld6mrlrab7bi1kvuhd6, 99ej60g3qy5e1i6v62scse8yx, fge9gic869tnpk4tetnxuv4k, avhw3o6tm33ptddzgwfsqod4a, 1sr39v8ooejvspbdo6fqpckyc, ahmylmsg9wyiax33v6jwuj9qs, 5sxloac78uf7i1kuscy5qwlw5, antfb8hyo1sn4o68itu4oi904, 9806puntyqdx2m1gp55p2qbfu, ccvlwuog9vngbz1ni809nc639, 3rif0qvun4mmll1xf2qzykums, 52mkbnt2oveh76tfrlojocgyd, 25b3sxqo1ujqqc2pef3iwqnoq, a6wwf7jl8eis7wvrhhwhdq3f9, 4yoo22f8dgwz2n8fkqzoir8k4, aer03dwlu8hpnejk4uufpxisq, 4nkpo5caqdsdr7vbtfxwj95as",4109102593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109187109,197,17819,4109102587,59,"24, 5, 15, 21, 4, 14, 11, 12, 7, 10, 8, 13, 22, 2, 16, 17, 19, 20, 23, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272309,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-03-19T11:00:46.575Z,2023-03-19T11:00:49Z,4109188563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272291,2,32,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-03-19T11:00:46.575Z,2023-03-19T11:00:46Z,4109188471,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272301,3,1,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,49.8,49.9,2023-03-19T11:00:46.675Z,2023-03-19T11:00:48Z,4109188527,212,20.9,4109188523,140,30.0,4109188529,213,3.2,4109188531,279,S,4109188525,141,47.5,4109188521,56,Back,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272321,4,1,1,0,1,e7p3lxg97gac51s71hotzi0a5,1,32.1,45.7,2023-03-19T11:00:48.347Z,2023-03-19T11:00:50Z,4109188617,213,4.6,4109188615,212,24.1,4109188611,140,28.8,4109188613,141,10.6,4109188609,56,Back,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272341,5,1,1,0,3,e7p3lxg97gac51s71hotzi0a5,1,29.7,13,2023-03-19T11:00:50.395Z,2023-03-19T11:00:54Z,4109188715,140,18.3,4109188723,1,,4109188719,212,37.0,4109188717,141,64.5,4109188721,213,1.9,4109188713,56,Back,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272361,6,1,1,0,7,e7p3lxg97gac51s71hotzi0a5,1,19.5,64.2,2023-03-19T11:00:54.250Z,2023-03-19T11:53:04Z,4109188819,141,90.5,4109188821,212,21.2,4109188823,213,1.0,4109188817,140,30.3,4109188815,56,Back,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272385,7,1,1,0,9,e7p3lxg97gac51s71hotzi0a5,1,30.3,90.3,2023-03-19T11:00:56.458Z,2023-03-19T11:01:00Z,4109188927,213,4.1,4109188925,212,13.2,4109188921,140,22.7,4109188923,141,74.9,4109188919,56,Back,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522272417,8,1,1,0,13,e7p3lxg97gac51s71hotzi0a5,1,23.5,71.9,2023-03-19T11:00:59.914Z,2023-03-19T11:01:02Z,4109189051,213,4.7,4109189049,212,20.0,4109189045,140,24.1,4109189043,56,Back,4109189047,141,42.5,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
