id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/12/value,assist
2527259115,1,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-04-02T09:03:51.787Z,2023-04-02T09:57:19Z,4156449869,130,8,4156449871,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4156449865,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4156449863,30,"16sc4hlsrq610rhfzi6m2squh, 6ufssidf65zo52ru9q644hq3u, 8tmzjcaglix0qj8zy7yp8w7o, 470znxtt0sf52aav1o8s1hkdm, aa93kg4nfvrpthvfkkofixwtm, 8fswi9ldpiuemw0y922tf7dud, 1vcx3sprpnorl4q43abs8iuei, c60g2qtl13gydk9p2pqbbnsb8, 67kef1hzytkax2iyeg2il5nth, 7dqs072o1rqh9l8rv9nus4qtx, 5wubhrq7ftqx0ryckwbrdxc5x, dri6ywllr5aapmost881p4991, auqzv0poi2q7tcardivb21m8l, 9s5jdwjyk9klobfdt4wwt5jvt, 67nqgmgyb28btwrkdykjitylm, f6dtaackj9nd3ngnvs5nq0o9, eitv6t0xve84dgqlxutee0ys4, 8hmntjeezmx4ch9yeti4x9y50, 4l0t0twvkms04gm3w3b2xvhsl",4156449873,194,470znxtt0sf52aav1o8s1hkdm,4156449875,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156449867,59,"13, 14, 4, 16, 15, 23, 9, 18, 11, 7, 20, 1, 3, 5, 8, 10, 12, 19, 22",4156591311,197,3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527262353,1,34,16,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-04-02T09:08:53.714Z,2023-04-02T10:15:44Z,4156462729,30,"5zhcjr5kxyxd2jmq1wel3ug9h, ent5lfgq42d5ngi3ebyy7p1w5, ev8an510kk4nb6dabnsa962tx, 1cfjcoum4z07r1p3uyy2p9x49, 5xlqh4i9zb5daj4khs1mbbxpm, 2dsgmfs9crnzz3425si3m9uj9, 67i9jwkech61ihpglnmpzygvd, 6aodvgoc9sh27cjwelwsm3qw9, 3z91j68ij26ar4vifyqyp34k, 5kio1iodx7cq9i9p9kql1nuuh, 4ngzyppqh4iaqqy0vrynwz66s, 63atfboq056luh7gzplxooyui, 24bz5vlm76nrqcnblyxfkt8x6, b3dvkkzdpggax4btpycd1oe3u, 8i42x5mpk5bpm1i0gvgubx9pm, et6offb5y91ch6mlol3dwcd0p, 9742qffzdwiz9y3y7et40863t, 31mhclmjwpn7zik6nphr4pwtm, 1nhju64j5loikn6t0j9m6au39, 35uen906vvtndlnv3hrm5zo8a, hf67c0ip1chljjy1udsjpt2i",4156593405,197,12822,4156462745,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156462737,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156462731,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156462741,194,5xlqh4i9zb5daj4khs1mbbxpm,4156462733,59,"1, 22, 21, 15, 11, 19, 9, 17, 18, 7, 16, 2, 4, 6, 8, 10, 12, 14, 20, 23, 24",4156462735,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288723,2,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-04-02T10:01:25.990Z,2023-04-02T10:01:26Z,4156599483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288737,2,32,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-04-02T10:01:25.990Z,2023-04-02T10:01:27Z,4156599547,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288751,3,1,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,49.8,49.6,2023-04-02T10:01:26.090Z,2023-04-02T10:01:29Z,4156599617,141,42.5,4156599615,140,28.8,4156599613,56,Back,4156599619,212,22.6,4156599621,213,3.4,4156599623,279,S,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288769,4,1,1,0,3,b9ecgxh884j2ugjrxwvpym192,0,28.6,41.2,2023-04-02T10:01:29.020Z,2023-04-02T10:48:25Z,4156599705,1,,4156599701,213,0.5,4156599699,212,77.7,4156599695,140,91.8,4156599693,56,Left,4156599697,141,100.0,4156599691,155,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288889,3,5,1,0,6,djz9e25b9zuiu5rmv1zha3i6f,1,8.4,-0.6,2023-04-02T10:01:32.824Z,2023-04-02T10:01:48Z,4156600283,56,Back,4156600285,347,,4156600315,233,5,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288771,5,5,1,0,6,b9ecgxh884j2ugjrxwvpym192,0,91.6,100.6,2023-04-02T10:01:32.824Z,2023-04-02T11:41:09Z,4156599711,347,,4156600331,233,3,4156599709,56,Left,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288921,4,1,1,0,22,djz9e25b9zuiu5rmv1zha3i6f,1,9,0,2023-04-02T10:01:48.265Z,2023-04-02T10:01:51Z,4156600459,141,7.4,4156600453,107,,4156600463,213,0.9,4156600455,56,Back,4156600457,140,13.1,4156600461,212,7.4,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288951,5,1,1,0,25,djz9e25b9zuiu5rmv1zha3i6f,1,13.1,7.4,2023-04-02T10:01:51.304Z,2023-04-02T10:01:55Z,4156600619,56,Back,4156600627,213,3.6,4156600621,140,6.0,4156600625,212,8.3,4156600623,141,2.2,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288955,6,1,1,0,29,djz9e25b9zuiu5rmv1zha3i6f,0,6,2.2,2023-04-02T10:01:55.160Z,2023-04-02T10:01:55Z,4156600637,140,6.9,4156600643,213,5.2,4156600639,141,0.0,4156600635,56,Back,4156600641,212,2.2,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288979,6,5,1,0,29,b9ecgxh884j2ugjrxwvpym192,1,88.2,100.8,2023-04-02T10:01:55.435Z,2023-04-02T11:41:10Z,4156600775,233,7,4156600749,347,,4156600747,56,Left,,,,,,,,,,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527288957,7,5,1,0,29,djz9e25b9zuiu5rmv1zha3i6f,0,11.8,-0.8,2023-04-02T10:01:55.435Z,2023-04-02T10:01:59Z,4156600797,233,6,4156600651,347,,4156600649,56,Back,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
